TDB04i,RDF010i,HATS8m,F06[C-C],CATS3D_06_AA,alvo
5.16554716453881,11.6251221324615,0.186695391904355,25,0,6.431798275933005
5.19324238228545,10.434338005297,0.139195130910981,18,0,6.468521082957745
5.20748079534955,9.85794381931611,0.179443124858287,18,0,5.388276691992658
5.0787338577496,11.884415818832,0.101126908721807,18,0,5.6439741428068775
5.11370922350773,11.0007734394868,0.152829091551237,18,0,6.1249387366083
5.2600082019736,11.0303189148232,0.109635473378721,19,0,5.681936665037238
5.22135818539783,11.1936181135962,0.158331927289428,29,1,5.882728704344236
5.13069055535881,13.5749167496249,0.112918913827291,30,0,6.7447274948966935
5.12431393623565,13.1662231760398,0.0717024148433087,15,0,5.943095148663527
5.29152234851555,12.0331186011873,0.091124465290039,15,0,6.036212172654444
5.14013977798913,12.5798829619507,0.094426988397032,15,0,5.300162274132754
5.15789960062391,12.0236420000628,0.131002087516159,15,0,5.896196279044043
5.2610891172464,11.0008388894044,0.0829982143557648,18,0,5.152427340857888
5.37611600814572,10.4342194000481,0.128987905228361,20,0,5.079876673709276
5.20789756418306,13.9601009199123,0.088905233376437,28,0,5.634512015109101
5.08850791916336,12.9672689089854,0.0972037845482621,31,0,4.522878745280337
5.08616181863939,12.9969659044006,0.0944727962170011,32,2,4.672028376376989
5.10924381878727,11.6067049476384,0.0904917232578737,18,0,6.070581074285707
5.28760486577807,10.4489436806082,0.108926275796221,18,0,5.139063379299906
5.24919851579079,10.4441223562769,0.127860438672988,18,0,6.337242168318426
5.14724606317727,10.4337366683131,0.186543729192239,18,0,6.1938200260161125
5.14182286734818,10.4243772770998,0.151609308989514,18,0,5.91721462968355
5.13862886543091,10.4145496396871,0.16897559133418,18,0,5.531652669587842
4.98882351436248,15.3190621773831,0.0790920926213977,34,1,4.522878745280337
5.00714752986786,15.3289151466529,0.0829235752383693,33,0,4.522878745280337
4.97423469872567,15.3886515139559,0.0789901072525403,32,2,5.023650020996727
5.0936009473248,14.5463574051309,0.111298240597677,28,1,5.133122185662502
5.10812098225856,13.9802277150329,0.139903794680272,28,0,4.799149501908922
5.10722144558816,13.9601364761305,0.112568500688817,28,0,5.350665141287858
5.19484608859387,14.5369548250319,0.0868321004318204,28,0,5.367542707815276
5.1964480363054,14.5165425398504,0.0959801916114327,29,0,5.521433504406157
5.2845510895608,13.9405132244761,0.0783778786971122,28,0,5.681936665037238
5.20584464214739,11.9933919600203,0.0953571551583329,15,0,5.36251027048749
5.12859158189565,12.5598884881587,0.0769234107969262,15,0,5.333482019445119
5.26641467382731,12.5698397826287,0.0631429181848757,15,0,5.281498311132726
5.26862245640462,12.5696622743874,0.0778715676972384,16,0,5.958607314841775
5.37419059775448,11.9933344487201,0.0508509447833931,15,0,5.042871802323187
5.28362858737193,12.0133253207396,0.0647401090004006,15,0,4.9503943874050265
5.07550560040846,14.029131349136,0.0588188064246432,16,0,5.568636235841013
5.05285255056471,14.0587274779915,0.056272260058968,15,1,5.522878745280337
5.22031339895075,13.3690706910632,0.108670107849783,24,0,5.701146923590294
5.32285233202867,12.2163227136793,0.156454560998631,24,0,5.235077015350112
5.24801628909708,12.2111665799684,0.22156380118237,24,0,6.769551078621726
5.24419869415275,12.2165139011443,0.163859236256511,24,0,5.723538195826756
5.24181190675742,12.1870268960093,0.209258753424599,24,0,7.221848749616356
5.28183801758275,12.226413535398,0.150590228462031,24,0,5.809668301829708
5.29235364500175,11.6201902616475,0.219120237322924,24,0,6.4089353929735005
5.18706209171825,13.6663216257446,0.127044975843845,24,0,5.703334809738469
5.3763088201017,10.4539404007343,0.11849219043599,19,0,5.671620396561262
4.97132672269673,13.4020448758408,0.0810548966854833,20,0,4.997402019280091
5.12476224074,11.0206242730204,0.0903316802377971,18,0,4.861697301833718
5.278086771562,10.434273991519,0.128373434284318,19,0,5.85078088734462
5.01834326404357,13.3820959854865,0.076236702292429,20,0,6.086186147616283
5.13004453527265,10.9909697120554,0.130857718311391,19,1,6.366531544420414
4.97573960869778,13.4221770779692,0.0665943831020635,19,2,5.4156687756324695
5.27189774604078,10.6122883694701,0.190053209871952,28,0,5.966576244513051
5.15560408576333,11.2035679719266,0.135595127381234,27,1,5.823908740944319
5.22358816805442,12.7729057263704,0.192052833350583,24,0,5.425968732272281
5.32443198635189,12.7828570208404,0.122599923699252,25,0,6.356547323513813
4.93420293224034,14.3530893172773,0.0620945201003622,20,1,5.812479279163537
5.25871156218578,11.1838989167171,0.126874522805002,27,0,6.251811972993799
5.35087104007614,10.6174057050192,0.154379369486319,29,0,5.935542010773082
5.34865083997429,10.6320160642013,0.177246224770785,28,0,5.943095148663527
5.22635507660253,12.782815480899,0.112257385361423,24,1,6.022276394711152
5.15678204522206,11.1839155839153,0.169055577280856,28,1,6.356547323513813
5.22747234441915,12.7729366129167,0.154804148086436,25,1,5.421360790031928
5.13117838590562,15.1635795040212,0.094172875219305,26,0,6.920818753952375
5.22051235660318,13.3594469251807,0.0891152449266486,24,0,5.85078088734462
5.31380971809129,12.1965222511903,0.135334874376722,24,0,5.7121982700697735
5.24010203754166,12.1668302303633,0.185915074672037,24,0,7.522878745280337
5.06484461319957,13.5553284190966,0.125559901377368,29,0,5.785156151952302
5.09727825262579,12.4002111146394,0.155422981130974,31,1,4.522878745280337
5.13217847589488,12.400751338529,0.131642769305058,31,0,5.094743951251549
5.14251271230876,11.8243571525429,0.160314340935251,31,0,5.13430394008393
4.99626354582714,13.3432434951215,0.0817621338171107,21,0,5.563837352959244
5.14321703922845,11.7898231820908,0.140530356840536,27,0,5.935542010773082
5.24943713376284,10.6271823835845,0.185752148213361,27,0,6.346787486224656
5.17197695914638,10.6123789669442,0.195982462548235,27,0,4.633017024022149
5.21410956683109,11.7799926248646,0.130678961176435,28,0,5.739928612014925
5.31031757180226,10.627237670905,0.164513817417305,28,0,5.790484985457369
5.23656631254672,10.612209779205,0.201589198974827,28,0,6.180456064458132
5.28170476852078,10.0311120038677,0.21343676349599,28,0,4.522878745280337
5.18333450640814,12.0674702449832,0.150045840331793,28,0,5.554395796726403
5.21722004793953,11.193594054279,0.202130237418135,28,0,5.7447274948966935
5.31289708938842,11.203545703572,0.153774150115326,29,0,4.897223385116559
