Eig07_AEA(dm),TDB07p,T(N..S),ATSC3s,F02[N-O],B02[C-O],P_VSA_i_4,alvo
1.85230590712592,3.45710750848127,0,60.0212035795111,2,0,148.656569939069,5.281498311132726
1.93201742633834,3.4519843813019,0,60.5242325308445,2,0,148.656569939069,5.958607314841775
2.3671338934111,3.36777267124824,0,130.304250257943,2,0,193.536909752106,5.042871802323187
2.34498906199289,3.54838109599215,0,76.3340345819161,2,0,148.656569939069,4.9503943874050265
1.8439440570926,3.47182393793861,0,31.231069070321,2,0,103.776230126032,5.568636235841013
1.84403212137964,3.50434799587064,0,34.1293380726654,2,1,103.776230126032,5.522878745280337
2.39176572703376,3.78106382079056,0,77.9627781942285,3,1,118.810019879021,5.701146923590294
2.68582869216573,3.76885559342467,0,153.559939367288,3,1,148.730246421046,5.235077015350112
2.68582493055763,4.01269549518841,0,101.426674921952,3,1,118.810019879021,6.769551078621726
2.68596857228867,3.9796207912257,0,100.329443714544,3,1,118.810019879021,5.723538195826756
2.6858396338282,3.98910087618757,0,100.176715132596,3,1,118.810019879021,7.221848749616356
2.68596528782559,3.88850294853757,0,125.50099698118,3,1,133.770133150034,5.809668301829708
2.685966180725,3.98428710013738,0,139.275260797778,3,1,133.770133150034,6.4089353929735005
2.6859260260364,3.81934207536,0,80.7702791474424,3,1,118.810019879021,5.703334809738469
1.97829808009704,3.49441876873279,0,99.9277065619202,1,1,145.605932527051,5.671620396561262
1.84316214009169,3.38417865711333,0,27.035569232603,1,1,85.7654794430013,4.997402019280091
1.87784831952557,3.24937129023774,0,63.2390947033058,1,1,130.645819256039,4.861697301833718
1.98387593510392,3.61792621524734,0,74.1235987936831,1,1,130.645819256039,5.85078088734462
1.84688809464733,3.495540721656,0,27.419992695208,1,1,85.7654794430013,6.086186147616283
1.9401552718606,3.47588352611218,0,63.5812362433058,1,1,130.645819256039,6.366531544420414
1.93146836136161,3.04026820178184,0,31.7823394134202,1,1,85.7654794430013,5.4156687756324695
2.73775470018574,3.94404934190522,0,134.937920674625,2,1,130.719495738016,5.966576244513051
2.69185125603236,3.68995637770237,0,121.625738643284,2,1,130.719495738016,5.823908740944319
2.6859093708585,3.92038642863719,0,81.7218191364609,3,1,118.810019879021,5.425968732272281
2.68612555407667,3.7438660318531,0,141.552818429831,3,1,163.690359692059,6.356547323513813
2.09037969342601,2.76736719207508,0,34.5141313166124,1,1,85.7654794430013,5.812479279163537
2.40171360284029,3.8211127152677,0,117.321531188513,2,1,130.719495738016,6.251811972993799
2.74040157980422,3.79851911893714,0,200.961625007812,2,1,175.599835551053,5.935542010773082
2.73759229618556,3.85782241845301,0,163.016497960427,2,1,145.679609009028,5.943095148663527
2.69610667201323,3.57641026687924,0,145.197450466255,3,1,163.690359692059,6.022276394711152
2.691212260523,3.866038217325,0,122.028811427213,2,1,130.719495738016,6.356547323513813
2.69435921434812,3.74656593806714,0,145.631319718668,3,1,163.690359692059,5.421360790031928
2.68513585298246,3.71264926869647,0,63.0100364114359,3,1,118.810019879021,6.920818753952375
2.4285496327114,3.78732381689682,0,85.5941610200001,3,1,133.770133150034,5.85078088734462
2.73636472731695,3.77576416871106,0,166.393833517292,3,1,163.690359692059,5.7121982700697735
2.73652169058056,3.98439911965637,0,108.295606102223,3,1,133.770133150034,7.522878745280337
2.39159123357809,3.80882672616067,0,53.6707631392509,2,1,85.8391559249786,5.785156151952302
2.21572352564862,3.99524102614425,0,41.8833454513172,2,1,54.0935131058358,4.522878745280337
2.17847094443067,3.90439552235292,0,54.854202553147,2,1,69.0536263768483,5.094743951251549
2.39799027522662,4.01774812916876,0,67.0963127286259,2,1,69.0536263768483,5.13430394008393
1.84412377844056,3.28541859101872,0,25.6112779023913,1,1,85.7654794430013,5.563837352959244
2.17847094443066,3.9062917444786,0,57.4796740640827,2,1,85.8391559249786,5.935542010773082
2.59163775380814,3.87581124631159,0,129.247150167885,2,1,115.759382467003,6.346787486224656
2.39467107542383,4.13769251209841,0,79.9448885102367,2,1,85.8391559249786,4.633017024022149
2.39814137765733,3.83591854933885,0,82.1639148720398,2,1,115.759382467003,5.739928612014925
2.73593584189913,3.82421121533212,0,168.219068292886,2,1,145.679609009028,5.790484985457369
2.73775359900763,4.02391949551089,0,106.61536768716,2,1,115.759382467003,6.180456064458132
2.73773782277619,4.02816920916053,0,148.055138994999,2,1,130.719495738016,4.522878745280337
2.73720369078357,3.86947901788975,0,84.5875632365309,2,1,115.759382467003,5.554395796726403
2.73661109057746,3.96777007280867,0,85.7904071619011,2,1,115.759382467003,5.7447274948966935
2.7395272378445,3.79781913655546,0,158.323031441971,2,1,160.639722280041,4.897223385116559
2.17824247297675,3.83800712416891,0,35.1674793863265,2,1,54.0935131058358,5.150580586203101
2.39466602229777,4.10486212001336,0,78.8866541794675,2,1,85.8391559249786,6.045757490560675
2.62251583097864,4.09606178297018,0,78.6586263561538,2,1,85.8391559249786,5.939302159646388
2.68610900719793,3.70268105058301,0,141.969443429831,3,1,163.690359692059,5.563837352959244
2.74114026271182,3.68607675163151,0,231.229871433003,3,1,208.570699505096,6.958607314841775
2.73850775027238,3.73921436910053,0,188.415196849012,3,1,178.650472963071,6.3872161432802645
2.73866030086934,3.82552779801699,0,159.520400893694,3,1,163.690359692059,6.096910013008056
2.73609296916649,4.03273448194699,0,106.531757278089,2,1,115.759382467003,7.397940008672037
2.73771336606153,3.93763398213911,0,134.937920674625,2,1,130.719495738016,5.543633966870957
2.73813848911822,3.8890338945423,0,135.156884834959,3,1,148.730246421046,5.892790030352131
2.73935973125539,3.75858170786823,0,158.739656441971,2,1,160.639722280041,5.795880017344075
2.17832963160848,3.91057781399018,0,33.9766889658847,2,1,54.0935131058358,5.197226274708024
2.29726748927764,3.76001619398647,0,57.0810098573598,2,1,98.9738529188732,4.522878745280337
2.28872089259921,3.70529777896462,0,57.4976348573598,2,1,98.9738529188732,5.769551078621726
2.39797929287023,3.75682134272193,0,99.0674056325415,2,1,113.933966189886,4.522878745280337
2.39814137765732,3.83882533158454,0,75.041792717296,2,1,98.9738529188732,4.522878745280337
2.73762997614302,3.82336170960454,0,88.1222290010198,3,1,133.770133150034,5.935542010773082
2.73994577302351,3.7516860598458,0,154.969229506875,3,1,178.650472963071,6.251811972993799
2.73977905152722,3.71258611672303,0,155.385854506875,3,1,178.650472963071,5.756961951313706
2.99471299334489,3.69629786587128,0,250.13255207746,3,1,223.530812776109,8.0
2.9667577914766,3.7402198511588,0,257.170563565326,2,1,205.520062093078,6.259637310505756
2.39458661411302,4.01354982748028,0,102.957468864434,2,1,100.799269195991,6.050609993355088
2.62251583097863,4.10933042113617,0,117.145495907452,2,1,100.799269195991,5.889410289700751
2.39401319063929,3.92061107768956,0,60.2878154833622,2,1,85.8391559249786,6.008773924307505
2.39452419655477,4.04535704134159,0,61.1954308794046,2,1,85.8391559249786,6.309803919971486
2.40363168945449,3.86244165234752,0,116.904906188513,2,1,130.719495738016,5.966576244513051
2.16691130248569,3.7784408342846,0,33.6035710560733,2,1,54.0935131058358,4.522878745280337
2.39497079792584,3.76522059118018,0,70.3304380795691,2,1,84.0137396478608,5.100179497572904
2.94611835391446,3.72339743170605,0,206.665463921011,3,1,193.610586234084,7.221848749616356
2.9460785533097,3.80619787892656,0,211.878243911534,2,1,175.599835551053,6.337242168318426
2.96500586270079,3.87521650753244,0,177.717376739379,2,1,160.639722280041,5.609064892896621
2.7496939127449,3.6163647977229,0,159.523711466823,2,1,160.639722280041,5.987162775294828
