1, 0.46411680717897796, [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
12, 0.631951068229337, [0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
12, 0.6461694899584762, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
12, 0.51237630655613, [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
12, 0.6269721854572262, [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
12, 0.5318592243839475, [0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]
12, 0.5563840983812601, [0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]
12, 0.5853153546642338, [1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]
1, 0.46996145136864953, [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
24, 0.6605911939834188, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
24, 0.6638126536376313, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
24, 0.671360272195664, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
24, 0.4710741025381443, [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
24, 0.4745926030779095, [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
24, 0.6508568751673577, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
24, 0.664177067631031, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
24, 0.6732952577291493, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
24, 0.668476558240265, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]
24, 0.6589701435503779, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
24, 0.6691056233295323, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]
24, 0.4745926030779095, [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
24, 0.6508568751673577, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
24, 0.664177067631031, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
24, 0.6732952577291493, [0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]
24, 0.6589701435503779, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]
24, 0.47361136788361546, [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
24, 0.6525867698305403, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
1, 0.46996145136864953, [0, 0, 0, 1, 0]
5, 0.6607321943223046, [0, 0, 1, 1, 0]
5, 0.47325497069995537, [1, 0, 0, 1, 0]
5, 0.6567785226355436, [1, 0, 1, 1, 0]
5, 0.6733885515632201, [1, 0, 1, 1, 1]
5, 0.4743448747546447, [1, 1, 0, 1, 0]
5, 0.6535525382513875, [1, 1, 1, 1, 0]
5, 0.6667991729796208, [1, 1, 1, 1, 1]
6, 0.46996145136864953, [0, 1, 0, 1, 0]
5, 0.644533432146464, [0, 1, 1, 1, 0]
5, 0.651067514715388, [0, 1, 1, 1, 1]
