F03[C-N],SpMin1_Bh(p),RNCG,SpMax_B(v),SpMax_B(p),Tv,SpDiam_B(p),H4s,H6i,Eig07_EA,SpMin1_Bh(e),SpMax1_Bh(i),F05[C-C],RDF145s,F06[C-N],SpMax1_Bh(e),H7u,Eig12_EA(ri),SM02_AEA(ri),DP18,SP18,SpMax5_Bh(e),Eig07_EA(ed),nHet,CATS3D_07_LL,Eig12_EA(bo),F10[N-Cl],SM6_B(i),SM11_EA(bo),VE2_B(s),Eta_sh_p,RDF150s,nCb-,T(O..O),F03[N-F],Mor08s,RDF085u,CATS2D_05_AL,P_VSA_m_3,MATS7s,F06[N-Cl],alvo
14,2.09224919650276,0.0975118141344335,3.91259834542305,3.87853571235511,47.1786203864196,5.82845156735274,15.6802102880364,1.62217875741512,2.17305375675118,1.95102510040898,4.19128251687362,25,41.082518533671,18,4.14329754827986,0.814721811424632,1.29630390628339,6.13142869807592,18.4189349880674,18.3896879093757,3.4516198650761,6.13142869807592,11,2,1.94039146222105,0,9.78279882340646,17.1798092016869,0.113723805394139,0.137369965324086,38.9427800980573,8,12,1,-4.45920716183376,24.1605293472233,13,80.2100806068604,0.0130372250103347,0,5.703334809738469
9,2.08706497115682,0.128479174521818,3.9085854489231,3.87460905050958,25.0816674799927,5.81451198472529,20.9125959745017,0.823063158041511,1.78086163894543,1.95570192401415,4.18522338056744,19,9.89243232112829,8,4.13633936804563,0.2801483419521,0.952000077771527,5.32265932206994,11.8862265686598,11.9643323812635,3.30454620935272,5.32265932206994,10,5,1.5,0,9.58351500833333,17.1300952089835,0.144233264452468,0.139222614840989,14.4054285526237,5,0,0,1.83166569407842,16.9376573571215,5,84.9853801164676,-0.0786425279712866,0,5.671620396561262
9,2.08728002724137,0.198324582013161,3.90839882293747,3.87452537658404,24.5835298669262,5.81436220766032,5.46813310124073,1.19612653201849,1.54768564020672,1.95854608306227,4.18533252963541,22,5.15310230868936,9,4.13646212539095,0.247295263316661,0.679685617876261,3.69909248904206,10.6877650182211,10.8538605510931,3.28860259127777,3.69909248904206,7,9,1.03805921741034,0,9.47948859899418,17.1104268072972,0.165564096004413,0.131645569620253,8.74030930630229,5,5,0,-1.77542973159333,14.769359293068,6,36.1448149200242,-0.191449711121415,0,4.997402019280091
9,2.08647931227245,0.146119214896193,3.90753459749677,3.87325221345661,21.4824348266677,5.8128707774013,8.61831628072708,0.63281074226587,1.77288780812167,1.95368833295341,4.18487122683784,21,0.112870743835607,9,4.13585844961748,0.197108524690095,0.951811797206237,5.30460686295962,8.60987025808542,8.77124169206127,3.32982409263198,5.30460686295962,10,5,1.47761397798581,0,9.55542013868,17.013016094165,0.131271312533295,0.117605633802817,0.0143602789294848,4,5,0,-0.866433853363301,20.8493892035577,6,81.0251547330616,0.264506869872414,0,4.861697301833718
9,2.08651415006922,0.133642365596854,3.90877279222892,3.87517901563894,25.6332729072496,5.8149727873644,14.5636596524258,0.823206677848149,1.78086163894543,1.95613130864677,4.18512098188656,19,4.99945829859147,8,4.1362626577366,0.280569915423611,0.951983462633487,5.32265932206994,11.8996008937655,11.9806974282986,3.30449015851124,5.32265932206994,10,5,1.5,0,9.57401636882892,17.1300952089835,0.14996595551716,0.165753424657534,24.5655838539883,5,0,0,-0.669240867738276,16.2407063556688,5,70.0252668454551,-0.0809146988041189,1,5.85078088734462
9,2.08769753705472,0.157063715313508,3.90795716029031,3.87402664694167,23.6169390733847,5.81367748267197,5.02867712117005,1.08302952224482,1.76974365320093,1.96712333764406,4.18545819255353,19,0.0262315164300844,8,4.13650716628115,0.324300205463735,0.679406836357181,4.9625748668574,10.1863299870905,10.3177530337687,3.28257370980239,4.9625748668574,6,9,1.03783066094159,0,9.46228022916779,17.0344274510126,0.15920244475781,0.135064935064935,4.351754586575,5,0,0,-4.47835285267018,18.8638987629564,8,25.1449270324178,-0.0046797673072344,0,6.086186147616283
9,2.08647003622582,0.146324749508522,3.90746662530511,3.87317520216834,25.3171030186655,5.81275485861368,8.6756073813197,0.76273693448908,1.78124790400174,1.95374761932064,4.1848626847420896,20,5.24890130565372,8,4.13583631242506,0.232599110799634,0.952006101032661,5.32515917813156,11.1049486738757,11.1254642706059,3.32212682840503,5.32515917813156,10,5,1.5,0,9.55540960196419,17.0064444761367,0.13073199858031,0.117605633802817,1.85302561577363,4,6,0,-3.27428468739412,15.7017496297647,5,81.0251547330616,-0.0279132713444965,0,6.366531544420414
9,2.08656870304183,0.17025182472354,3.90787351798903,3.87369915653854,26.4626730531656,5.81340066185761,5.16891597645828,0.74635681932604,1.61089146183021,1.9532044503847,4.1850609510426,23,7.42947965563213,9,4.13615278760333,0.222028351730136,0.679657314340932,4.16905551075453,11.5832192714441,11.735317439653,3.29583642531677,4.16905551075453,8,4,1.03803752943818,0,9.49367236369679,17.067132295581,0.140561635680631,0.128395061728395,3.26726950019711,5,14,0,-0.38089643902438,18.711144096703,5,47.1447028076306,-0.108410774248795,0,5.4156687756324695
12,2.09305075387095,0.0945166876968622,3.91517933185702,3.88187794147431,44.0603236070891,5.83348653180416,19.0417327317278,1.62150810088981,2.28373098819587,1.9556316194094,4.19175363626998,27,133.891858101153,14,4.14436380600908,0.66976602625551,1.2167131018575,6.90142878594206,17.5768240816539,17.5764870410065,3.45074773798651,6.90142878594206,13,4,1.90541778621052,1,9.84156758872666,17.2694737345464,0.118940425744461,0.172808132147395,61.777477230272,8,12,0,-4.17365409251008,29.6298104862183,10,110.130307148885,-0.0857217927223188,1,5.966576244513051
12,2.09301384624112,0.120992514189746,3.91298131770877,3.87884960756297,40.9149756539452,5.82884265196669,12.9727670712881,1.39910431997376,2.28778436108732,1.95505502251672,4.1913238250467,29,97.0472813055198,15,4.14373203889904,0.597745980582867,1.27909362662141,6.90862034714165,16.5489179547563,16.5475863892658,3.45737529113478,6.90862034714165,13,5,1.93189658352777,1,9.82736682298611,17.1684251137167,0.107339479303635,0.137483787289235,32.7484545225865,7,32,0,-4.35099504682689,27.325408320248,11,121.130195036492,0.136426610450656,0,5.823908740944319
14,2.09161171450811,0.0991199796852808,3.91143260314946,3.87716169143959,44.870736420969,5.8262001950927,14.5945777716149,1.59998700224429,2.16415475484113,1.94962606390938,4.19067210392934,24,42.8065291664974,17,4.14250881671505,0.714135501585056,1.23911367360882,5.99006889872868,18.2454847656791,18.2674600333632,3.44113589582554,5.99006889872868,11,2,1.83969461514084,0,9.75591163370291,17.122613287751,0.110647383698479,0.14308426073132,44.1618951147201,7,12,1,-5.87974450416082,20.9830354852578,11,80.2100806068604,0.0672586726979128,0,5.425968732272281
14,2.09324728909685,0.085994871586899,3.91226062707898,3.87768092659315,47.7750039383234,5.82794450457889,17.3989488516872,1.96369805630671,2.18293741991066,1.95084327760725,4.19157943667402,24,50.1991186922588,17,4.14359083042212,0.800787626285805,1.32551499282953,6.15499240648988,19.0822755254156,19.0441154802254,3.46095239714779,6.15499240648988,13,2,1.93941043570323,0,9.83711629220779,17.1834175051609,0.105232136265511,0.116432918761577,33.5253340440332,7,12,1,0.109490900202734,22.9409902329238,12,125.090420419898,0.0044728185106627,0,6.356547323513813
9,2.08668915621692,0.148111299004496,3.90873824334041,3.87473798758201,26.4055271515048,5.81474632169287,6.17592571523089,1.1026466745237,1.78567789193783,1.95263775856324,4.18532416580035,26,13.0827360883488,10,4.13660229475459,0.69820792097245,0.862079053648769,5.33661567240373,11.3430897217803,11.5173088644948,3.30273268521924,5.33661567240373,9,2,1.10423540693941,0,9.54077576270267,17.1550887384372,0.149903505177586,0.155813953488372,7.09396334104558,6,26,0,-4.71274560462354,21.3949028004766,5,58.144590695237,-0.130237980188807,0,5.812479279163537
12,2.093654664768,0.094899665986564,3.91331297735385,3.87931500342817,43.3751887855263,5.82929552795401,15.207362440979,1.40477319933804,2.25175593983279,1.95584867207872,4.19170726429791,28,84.5109004437128,15,4.14411439904366,0.721745566322016,1.21659649360179,6.87409478353283,17.9738332408236,17.9537625423704,3.46971676327936,6.87409478353283,12,5,1.88419138833227,1,9.81569650237036,17.1994481588567,0.111591334516634,0.14002642007926,55.7415995038426,7,12,0,0.289206962332044,29.6973282931928,11,110.130307148885,0.184961341460749,0,6.251811972993799
12,2.09502005934863,0.0837234375374113,3.91632726163994,3.88282542754443,44.7910393792183,5.83667318883624,16.1727450722192,1.7120780298866,2.5072547728156,1.95718958240481,4.19277858575753,27,90.4052427610768,14,4.14562575010977,0.698527554034326,1.30820730282637,7.68185337438849,17.7784170222351,17.7591626769901,3.45241539024621,7.68185337438849,15,5,1.9539516729235,1,9.91447029368924,17.2925235704069,0.118178957479258,0.174447174447174,57.6810747225343,8,12,0,1.01227129595566,28.7662113072909,11,155.010646961923,-0.0765282991922008,0,5.935542010773082
12,2.09385106569626,0.0915180656179078,3.91485888433282,3.88101492373067,43.2750911077649,5.83349753397915,24.8689115929878,1.63066131923537,2.28373098819587,1.95552241205067,4.19192157487168,27,142.531217701161,14,4.1444796923087,0.669308669312887,1.23241455086139,6.90142878594206,17.5238915437832,17.5083907024049,3.45217947401045,6.90142878594206,13,4,1.90541778621052,1,9.84884491684509,17.2694737345464,0.11557504365628,0.153446033810143,72.4744938149754,8,12,0,-1.19117420459694,30.4443752172875,10,125.090420419898,-0.0820155216562472,0,5.943095148663527
14,2.09246748562478,0.110427610526827,3.91166280178827,3.87693161657985,45.0998614673506,5.82672702856492,18.2430346214074,1.57113128348494,2.22771453992356,1.9494956961486,4.19112686793798,26,92.3672635366096,18,4.14311114104298,0.758293017279252,1.33577701160591,6.47124177322363,17.7321193647717,17.7388823409214,3.46381073242193,6.47124177322363,14,2,1.9430830277316,0,9.84853104799579,17.1447647364757,0.100094121958046,0.114315406599117,49.5849963356163,7,32,1,-5.29772369777016,22.7311651525224,12,136.090308307504,0.194392853216597,0,6.022276394711152
12,2.09299346952684,0.121133404872878,3.91283321473811,3.87870650831822,44.6513502838516,5.82834984313131,13.5827351784014,1.70798595767592,2.29959604240033,1.95506806906903,4.19130682399476,28,96.4798594722199,14,4.14369101342155,0.678175015091048,1.24022731540046,6.89129647826457,18.3741934959418,18.3554566544148,3.47138510260872,6.89129647826457,13,5,1.90579601732224,1,9.82735878544967,17.1628020466054,0.106967740040924,0.137483787289235,59.0890424371485,7,34,0,-5.34868117780393,30.2423942401536,10,121.130195036492,-0.0487337045221198,0,6.356547323513813
14,2.09244823997926,0.110544958735799,3.91151417376839,3.87678744836089,49.3759768328215,5.82623081857974,18.6522351342294,1.94427977742026,2.25837349510437,1.94951421352252,4.19110977982313,25,62.8338558633219,17,4.14306984078016,0.780256424981081,1.3303530438918,6.56294028375128,19.5464869060947,19.5080372047723,3.47567067212364,6.56294028375128,14,2,1.94108272009288,0,9.84852317783336,17.1390066507112,0.0997102266570488,0.114315406599117,55.7502060144866,7,34,1,-6.74680414381405,24.9622268402452,11,136.090308307504,0.0341326880557631,0,5.421360790031928
14,2.09422151040059,0.0963308750250069,3.91255475639987,3.878279801459,46.8928054420107,5.82841288369521,14.4445220824076,1.83375916630915,2.16043821835584,1.9587512821223,4.19206165269903,24,44.0770056500688,17,4.14408832899401,0.81484168296627,1.32678336316899,6.08413503579686,17.9940987967939,17.9555055732682,3.45025231194164,6.08413503579686,10,2,1.93997021479289,0,9.77987787456778,17.1635577725435,0.116625164594681,0.126889848812095,42.3167800519455,8,12,1,-7.50174554926777,24.5841769160252,14,80.2100806068604,0.0984916313184124,0,6.920818753952375
14,2.09229262573043,0.0910605739631306,3.91127701394025,3.87676548273325,47.2320874151292,5.82549538266317,18.3060769195472,1.74730997399231,2.16993348096179,1.95035382828778,4.19110436959088,25,88.1005716564704,18,4.14295901613733,0.813927541890468,1.21774749647802,6.38210842523172,17.8978293702435,18.0366089876225,3.46957845167883,6.38210842523172,12,3,1.79144515127677,0,9.79663112570091,17.1703828059774,0.105949587088244,0.123391966395379,44.6636637299864,6,12,0,-4.1544219307828,20.5369862023417,12,95.1701938778729,0.26446977175154,0,5.85078088734462
14,2.09243623032813,0.0868707688287794,3.91280052876981,3.87837353293095,48.5254490066936,5.82933762965224,19.5212069125486,1.77639428636089,2.29100209827345,1.94979013967964,4.19136461809068,25,92.1445706079774,18,4.14340938313407,0.809103853904153,1.4442592561849,6.58016901544188,18.5429871180933,18.4859725728318,3.47039630077564,6.58016901544188,14,3,2.29399327087455,0,9.86184682287097,17.2302085348324,0.103322636192447,0.150165436497837,95.1931323644428,8,12,0,-9.99289800213177,21.2127182867446,12,125.090420419898,0.212859052179349,0,5.7121982700697735
14,2.09123414170093,0.0918685022905276,3.91322867771844,3.87951168065576,50.3236556593389,5.82946989391334,19.0923255029003,1.70126929559453,2.29100209827344,1.94994218743062,4.19106977957658,25,101.138666360902,18,4.14321369579669,0.707606963585552,1.44135903423859,6.58016901544185,18.5615425544948,18.5157282440685,3.47003874209187,6.58016901544185,14,3,2.29399327087455,0,9.84743460087138,17.2302085348324,0.104855757622643,0.187393526405451,60.8785028165764,8,12,0,-2.61267360945891,19.1372336542506,14,95.1701938778729,0.266441644968409,0,7.522878745280337
12,2.09470000639501,0.107598630252621,3.91386609282828,3.88018376033502,41.1299890963119,5.8305123076314,9.30152861513068,1.61051048344695,2.19622708522731,1.96092958948438,4.19225339014175,27,77.2577024266329,14,4.14470506234312,0.710678589907494,1.21662305114615,6.48232737555914,15.9365480895041,15.9208506039877,3.42607162716512,6.48232737555914,9,4,1.88997075419565,1,9.75719332910786,17.1867827271122,0.124339478734698,0.150943396226415,39.1053329063783,8,12,0,-6.8820463802052,27.931111111489,13,65.249967335848,-0.0567256738819103,0,5.785156151952302
13,2.09920015290761,0.119672194146179,3.92135271197067,3.8918086404652,34.3233388356228,5.81665556337621,7.82645971348002,1.2427427315711,1.87512577946438,1.96898528237592,4.19643830761435,30,16.4622906497007,10,4.15260108681175,0.61704266327411,1.10891801865859,5.63359952238012,14.4443760498602,14.6552865685578,3.41653968093466,5.63359952238012,8,13,1.6871734713731,2,9.68511702347886,17.1711826016648,0.122914426989168,0.121849903073941,27.6698485409284,6,12,0,-0.883107303520442,20.3763607526457,10,50.2898540648355,-0.0813171426257856,0,4.522878745280337
13,2.0994241493746,0.116330831337114,3.92075775410443,3.89071711717671,37.1777696298412,5.81544467303677,8.70041844355229,1.13376108995536,1.88574475353457,1.96897781836648,4.19651669413731,30,11.3987400022748,10,4.1526245719876,0.481907428912043,1.15209988585414,5.68226078175749,15.7330923736923,15.9010016145129,3.41834680492815,5.68226078175749,8,10,1.68313641319829,1,9.69289996965033,17.1242169991228,0.119339543143326,0.0994035785288271,20.3705825411524,6,12,0,-3.94251649253442,22.867999857988,9,65.249967335848,-0.0610578930295895,0,5.094743951251549
13,2.09927559450978,0.114718111759137,3.92175270782508,3.89228966914665,37.6201507248387,5.81726102049671,9.71140179021218,1.12957750130093,1.88575434173077,1.96877003334533,4.19650636815148,30,12.1366832535117,10,4.15270421300818,0.483029490368246,1.15216452630353,5.68900085954173,15.716757822231,15.8955123934335,3.41898588444433,5.68900085954173,9,9,1.68324430915487,2,9.72222834575347,17.1969002120575,0.120366838326785,0.136202669572324,19.7710202585944,7,12,0,-2.5612533747265,21.605466601378,10,65.249967335848,-0.0488096834312031,0,5.13430394008393
9,2.08794145987161,0.156933298971348,3.90828691256117,3.87449969978489,22.3037461889578,5.81425414211818,5.0237817632671,0.698202149223211,1.70402406199931,1.96817209993037,4.18553280533522,21,0.597750433746964,8,4.13662176535031,0.257058565316147,0.679454968889832,4.81201756306983,8.80012565728102,8.91829537801088,3.30071634235294,4.81201756306983,6,11,1.0378783827126,0,9.46316645976055,17.0677354214048,0.16965016401943,0.135064935064935,0.0,5,0,0,-1.28154476377801,16.1429769026748,7,25.1449270324178,-0.005992699942852,0,5.563837352959244
12,2.09283659612082,0.1093854263302,3.91204493252467,3.8779054662552,37.8775437517485,5.8268535756994,9.29438252846417,1.35167489659634,1.88574475353456,1.95524957959039,4.19091220355116,27,79.9513373554706,14,4.14305535019494,0.598592927027519,1.1514796748766,5.68226078175749,15.9116068752049,16.0745930000146,3.39620516640032,5.68226078175749,9,5,1.68313641319828,1,9.706130283489,17.1242169991229,0.120763625598239,0.1,26.4915373928332,6,12,0,-6.30603112313508,25.7477524843258,11,65.249967335848,-0.08586853273795,0,5.935542010773082
12,2.09297577905092,0.103395116743929,3.91354875999419,3.87948531242586,37.7070156066932,5.83065055133837,10.8072362968245,1.42879386345602,2.1962270852273,1.95485925222886,4.19116822142975,27,77.8243311938842,14,4.14349786425147,0.685061010445901,1.21661503546547,6.48232737555915,15.871676918436,15.8395174040732,3.40315576825572,6.48232737555915,11,4,1.88997075419566,1,9.77730545243974,17.1867827271122,0.116970376679097,0.129834254143646,66.3681492824597,8,12,0,-10.7778821345032,25.1526701455672,11,95.1701938778729,-0.0134127027342758,0,6.346787486224656
12,2.09162207236245,0.108182419471468,3.91516787010194,3.88238395949183,39.9860118301509,5.83369244955341,11.9498419572893,1.4017727464357,2.18194909348909,1.95493655486752,4.19087118230545,27,109.81123975573,14,4.14335847668298,0.664170768738301,1.21661529924291,6.62371581496481,16.7079227947449,16.7308431421551,3.39839233676161,6.62371581496481,11,5,1.8998523406429,1,9.76305936909427,17.246162029323,0.1232773469357,0.171052631578947,36.5916756863203,8,12,0,-3.54903421393124,25.0685693091427,11,65.249967335848,-0.0503365930049936,1,4.633017024022149
12,2.09315556474637,0.0976861204636099,3.91296523139972,3.87919802694728,41.6413741922425,5.8282348162782,18.94296908312,1.481870370329,2.17916057887055,1.95788880986932,4.19146185823261,27,40.3392530866169,14,4.14379451397928,0.638063824948585,1.12921457818544,6.52081793661175,17.0130495775814,17.168875478608,3.42959492638734,6.52081793661175,11,5,1.68318260751397,0,9.78198267077332,17.1962868018128,0.121848624215748,0.126174496644295,47.6948110980912,6,12,0,-3.03205303639991,27.8059099236858,10,95.1701938778729,-0.0884768593508537,1,5.739928612014925
12,2.09329160306068,0.0928805240434246,3.91449095842524,3.88079840868612,42.5554036839709,5.83204439775843,18.8194003126156,1.62589063819757,2.26834921038088,1.95758463223389,4.19172102558298,27,40.0732185166801,14,4.14424243454904,0.738980306603899,1.2951960517001,6.6011669914636,17.6037405014834,17.5713071703377,3.43154035771681,6.6011669914636,13,5,1.89179736837592,0,9.84812899053088,17.2546264638094,0.117944277778971,0.153446033810143,82.5635635656077,8,12,0,-6.97658578255762,29.2067388068998,10,125.090420419898,-0.0344094793820939,1,5.790484985457369
12,2.0922263947321,0.097673187554068,3.91491373331365,3.88199629141592,45.0551665203238,5.83212639571965,19.9204187995797,1.4751120479964,2.31448959758297,1.95767733928672,4.19142935550058,27,53.5112757223028,14,4.14403559826777,0.637473160823497,1.22036524669698,7.03360702634615,18.0464437918147,18.0431890037865,3.43105814503686,7.03360702634615,13,5,1.90616425092967,0,9.83423768065203,17.2694737345464,0.119442612628728,0.191304347826087,64.6480590291994,8,12,0,-4.12420662521385,27.5744597160923,10,95.1701938778729,-0.0857388337739429,2,6.180456064458132
12,2.09218740119937,0.0934393015442376,3.91671506267755,3.8844503040716,44.9072103168615,5.83635419783927,18.7035894538364,1.58716916506894,2.31801206726999,1.95755743916443,4.19153814851388,27,33.9452581572305,14,4.14426318555106,0.733105614119885,1.31990256825932,7.04820780733504,18.1095235396749,18.0849057087765,3.43247978639995,7.04820780733504,14,5,1.90826737897541,0,9.8668970255749,17.3326336139257,0.121510340173001,0.203182374541004,57.0383908198775,9,12,0,2.9845221627689,28.6138065657038,11,110.130307148885,-0.0733421476387055,1,4.522878745280337
12,2.09312502937637,0.0974377606960562,3.9148592255114,3.88176306123975,46.5939368698639,5.83195946688001,20.594449242698,1.47356775510877,2.31448959758298,1.95846153138371,4.19203983818896,28,42.2204569491555,15,4.14467247905592,0.664530663220475,1.23822480052458,7.03360702634615,18.0479471810881,18.0263287594457,3.44265510937766,7.03360702634615,12,5,1.90616425092967,0,9.83218469771294,17.2694737345464,0.121609772604467,0.182160804020101,64.6692778535486,8,12,0,-2.24276105885666,30.8407794189383,11,95.1701938778729,-0.137544949595058,1,5.554395796726403
12,2.09252115135988,0.0990434644840064,3.91367676379197,3.88038239900526,44.1645746646808,5.82971130676389,19.2270833173142,1.47450501778894,2.2545374629668,1.95780570191818,4.19142028263579,27,40.0676837065057,14,4.14386940801866,0.639204210587889,1.17416811007163,6.52537028544149,17.9775181530669,18.019545413765,3.43016984952917,6.52537028544149,12,5,1.78648796308177,0,9.80660907860391,17.2173133598057,0.12001577074427,0.187265917602996,48.1854810421262,7,12,0,-2.85514915455498,27.765135625036,9,95.1701938778729,-0.093936001978654,1,5.7447274948966935
12,2.09405637219457,0.0859372726038141,3.91453154807276,3.88092434725579,46.83079290101,5.83146279325384,24.0247010497654,1.74063486237044,2.33602634055712,1.95838114516179,4.1923395024664,27,79.2094291863715,14,4.14496971191277,0.703913104199893,1.28428273782678,7.06477861230655,18.482860040683,18.4704284382636,3.45477220831517,7.06477861230655,14,5,1.88505716889817,0,9.88395276991534,17.2727730920022,0.113696021663371,0.162094763092269,62.2123134300578,7,12,0,1.45713403411868,29.6258528462664,10,140.05053369091,-0.0819579362942489,1,4.897223385116559
13,2.09956922025163,0.120744160442093,3.92084302434645,3.89093226833589,38.782643772461,5.81560889687341,8.46094126804307,1.14931246495569,1.88574475353456,1.9707110064888,4.19687553463737,31,17.9358889286687,11,4.15301729280742,0.517268018366246,1.16148260047879,5.6822607817575,15.7487321724896,15.9203193020619,3.42825562286488,5.6822607817575,7,12,1.68313641319829,1,9.68200521691036,17.1242169991229,0.121519374682304,0.110768367919237,21.1712191209646,6,12,0,-4.14360864569143,23.0926401742948,10,50.2898540648355,-0.153753104256248,0,5.150580586203101
12,2.09188505279968,0.10936921037421,3.91396472207363,3.88067115467724,41.3263735236923,5.8307172211483,10.2294079141267,1.33832131763677,2.2302890549203,1.95497690345384,4.19088011852427,27,92.2245319141488,14,4.14329334805946,0.601294770478062,1.2164917621579,6.84892460811135,17.0749184422176,17.0826185931948,3.40165538830417,6.84892460811135,11,5,1.9038967390921,1,9.76238721930825,17.2026640135826,0.118835574460605,0.171052631578947,47.1692927813349,8,12,0,-6.99258928815233,25.6395918537053,11,65.249967335848,-0.0819180405108228,1,6.045757490560675
12,2.0918104571356,0.110553330231632,3.91397053369995,3.88059914591982,39.2301209786209,5.83076636967653,9.40690458533367,1.37497801024933,2.1962270852273,1.95496589898074,4.19087817770291,27,78.0361822474884,14,4.14330559463144,0.677086880074272,1.21660536840802,6.48232737555915,16.0414003070947,16.0494190169034,3.40017237773808,6.48232737555915,11,4,1.88997075419565,1,9.76161211100445,17.1867827271122,0.11861179039322,0.171052631578947,23.7297927034516,8,12,0,-6.12697262810833,23.2185566713837,13,65.249967335848,-0.056509723063297,0,5.939302159646388
14,2.093128232789,0.0860249536033771,3.91199199999023,3.87739387815855,48.0812415215967,5.82717703850442,20.3904077266311,1.63701859894022,2.18308120703909,1.95076114695361,4.19151260631584,25,53.0699627808432,18,4.14349598235174,0.829085008622712,1.32560103849683,6.14960334659494,19.2263279036844,19.1863051518778,3.47637538124805,6.14960334659494,13,2,1.93944141506236,0,9.83710633118838,17.1765188804415,0.104137142120392,0.116432918761577,49.9526522843264,7,12,1,0.534641700476194,24.4221087409267,12,125.090420419898,0.242149969876409,0,5.563837352959244
14,2.0945533137629,0.0767390456172651,3.91500134669615,3.88091326058825,49.5926289744305,5.83459495870091,21.2449531595527,1.93477035712341,2.43518978295704,1.95299938916545,4.19259000614831,24,48.6577186637579,17,4.14501359713761,0.804819076565632,1.44479878611209,7.34479000091718,19.11108238109,19.075305805851,3.4645745805733,7.34479000091718,16,2,2.25410141039801,0,9.93388698441468,17.2716535574667,0.11240899349484,0.15255905511811,111.62525201307,8,12,1,-1.54861300023464,23.4876645618792,12,169.970760232935,-0.0228603751595347,0,6.958607314841775
14,2.09333860058524,0.0832369621693857,3.91353768764968,3.87909988298095,48.4107844963299,5.8314054280578,22.5205691395414,1.967689171504,2.23996457259893,1.9502296458392,4.1917281638574,24,48.1482543531461,17,4.1438636807071,0.803667233059084,1.32931799471829,6.61224028779264,19.1962786273905,19.1573210437341,3.46339507252472,6.61224028779264,14,2,1.94106490084665,0,9.86956419220706,17.2481118498005,0.108673934718189,0.13024225058609,69.1509904359548,8,12,1,-2.90797774647837,25.428938618492,11,140.05053369091,-0.0105250129562267,0,6.3872161432802645
14,2.09250978605232,0.0857101370105555,3.91385877278388,3.8799703473018,49.2717023343169,5.83139452674303,19.5788011002938,1.9524763712636,2.23996457259893,1.95040525628255,4.1915592281595,24,57.9513643605223,17,4.14374707833975,0.801336892072256,1.32725162101739,6.61224028779264,19.2272354936441,19.1987977311555,3.4623226375013,6.61224028779264,14,2,1.94106490084665,0,9.86243659028538,17.2481118498005,0.11221597112899,0.150165436497837,47.4730614339171,8,12,1,-5.83669293995125,24.6931962245037,11,125.090420419898,-0.0030858043754059,1,6.096910013008056
12,2.09215283495727,0.098616495920139,3.91491781785016,3.88192129242423,44.138609574966,5.83217286640536,17.645550540995,1.57850432215335,2.26834921038088,1.95766820803159,4.19142740703041,27,31.1139684612,14,4.14404785822428,0.733186345920385,1.29173118200071,6.60116699146362,17.7394886793092,17.7428134106741,3.43066753531044,6.60116699146362,13,5,1.89179736837592,0,9.83351630788469,17.2546264638094,0.119255184271552,0.191304347826087,36.0199167223183,8,12,0,-0.550692725682089,27.2813604832499,12,95.1701938778729,-0.0694269004873263,1,7.397940008672037
12,2.0926470541677,0.0945166876968622,3.91468856193558,3.88134305807518,44.1611551074529,5.83185604724767,20.5175703492164,1.48291515122778,2.31448959758297,1.95763780967008,4.19155629191363,27,43.3250802328657,14,4.14412241221664,0.63911283575372,1.22110750915915,7.03360702634616,18.0036357449441,17.9695477837021,3.43184798020053,7.03360702634616,13,5,1.90616425092967,0,9.84156758872666,17.2694737345465,0.118642374847079,0.172808132147395,76.7672247695857,8,12,0,-1.1541597856697,29.0226370363914,10,110.130307148885,-0.0813893260696852,1,5.543633966870957
14,2.09175610488989,0.0883004198000314,3.91299717239819,3.87892296756504,50.02453547785,5.82914722918461,19.5757077220877,1.73980986148383,2.36204119099647,1.94988371262657,4.19119916636544,25,91.35622799521,18,4.14328854392131,0.814114237592621,1.28360822349813,7.16310147405655,18.9753702141084,18.9316808139462,3.47047910631435,7.16310147405655,14,3,1.95342744972834,0,9.85537507894253,17.2454200302587,0.104131228202458,0.169196317491913,74.0835021530888,8,12,0,-1.41847460782632,21.7386567315429,12,110.130307148885,0.203120400337406,0,5.892790030352131
12,2.09395705442434,0.0859673143291468,3.91426269816396,3.88063973763286,47.2722220138232,5.83070504824928,23.3647989863397,1.59806448339732,2.33655592058377,1.95834682918701,4.19227260432267,28,34.7763626413111,15,4.14487514676953,0.781467555812344,1.28574007931277,7.06213515575058,18.9914392758559,18.9732195337511,3.47263052400476,7.06213515575058,14,5,1.88575577811779,0,9.88394326285136,17.2664660232006,0.112865982595948,0.162094763092269,61.0786658083774,7,12,0,4.02071522575607,31.8289394585255,10,140.05053369091,0.11556758236338,1,5.795880017344075
13,2.09938233441598,0.123195894785218,3.92026688496228,3.89023526767361,36.7857317164936,5.81478518164102,7.17666211298367,1.12241795505299,1.88344639549161,1.96939112106993,4.19643594235561,30,9.56214932550352,10,4.15247942114111,0.485365920610765,1.05888098407536,5.64124652285205,15.1159958192734,15.3008000217622,3.41653099087126,5.64124652285205,7,10,1.53657049305212,0,9.65222512107711,17.0636504064597,0.12148711491161,0.116959064327485,16.816303906101,5,12,0,-4.30353907921062,21.1006814380472,8,50.2898540648355,-0.086063334359542,0,5.197226274708024
