P_VSA_ppp_hal,SM06_EA(ri),SM05_AEA(ed),SM11_AEA(ed),Mor25m,Mor31v,E2s,HATS4p,DP15,nRCONR2,H-052,O-058,B10[O-Cl],F08[S-Cl],F10[O-F],Hypertens-80,CATS3D_04_LL,CATS3D_10_LL,CATS3D_11_LL,alvo
59.8404530840499,8.17501852842268,11.2970429881342,22.7141252627173,0.682752833606089,0.28775630737712,0.283287968953611,0.105717352908384,7.44138971552225,0,8,2,0,0,3,1,4,1,0,7.130768280269024
44.8803398130374,8.03959206760035,11.1628146442441,22.3329298016288,0.466335054272639,0.146685508327427,0.341913983691905,0.0998742162893374,7.42629708761822,0,8,2,0,0,3,1,4,1,0,6.995678626217358
29.9202265420249,7.81852479777191,10.9639998331597,22.1517836707771,0.0453481108095535,0.341624804204258,0.922634712650668,0.11011213485612,7.43282105137892,0,4,2,0,0,0,1,4,4,2,6.404503778174426
0.0,7.95999716958399,10.8908144003841,21.9754786830093,-0.412086252879718,0.392529731044246,0.345323410660301,0.11616424247067,6.53207481989011,0,0,2,0,0,0,1,6,2,0,7.327902142064283
0.0,7.59275413089724,10.580225840562,21.6179368281895,-0.209553280183592,0.326081577843228,0.563815589436574,0.0862502326727877,6.58376239331853,0,0,2,0,0,0,1,6,2,0,6.696803942579511
78.297288123564,7.73823017811874,10.9259204944654,22.041711002422,0.0908298190533079,0.175684986435381,0.405157632841251,0.171958490138945,7.27783945340012,0,2,2,0,0,0,1,4,1,0,6.158015195409886
59.8404530840499,8.02807460002323,11.1782775632377,22.5420878313916,0.474693573627949,0.294369076692549,0.289744220216221,0.107119582520672,7.51517519320645,0,3,2,0,0,3,1,5,1,0,7.958607314841775
89.7606796260748,8.13411466871894,11.3717189797453,22.7652141894338,0.84352370026893,0.337344445451477,0.321989726910522,0.119170164821982,7.74408948389407,0,2,2,0,0,7,1,5,1,0,8.443697499232712
44.8803398130374,7.72540600500948,10.9464285563338,22.0335347846041,0.424401529058497,0.0199984013169583,0.343826173252076,0.100580052098244,7.50235678856586,0,2,2,0,0,3,1,2,1,0,7.017728766960432
0.0,8.32037399141408,11.124391217522,22.6486823843377,-0.55660818065543,0.409705737883994,0.373193331420833,0.121195781232837,6.42068551715629,0,1,2,0,0,0,1,7,2,0,8.193820026016112
0.0,7.94072639579453,10.9572942281569,22.0584026252576,-0.320503215012696,0.387999080630719,0.328966492559585,0.0860076211225706,7.14428231954534,1,4,3,0,0,0,1,7,1,0,6.46344155742847
69.0688706038069,7.81170753840564,10.9707295659023,22.1389696811506,-0.0218178020363384,0.0815398385136099,0.48137272716097,0.127953183640167,8.74068965892403,0,0,2,0,0,2,1,7,4,1,7.337242168318426
0.0,7.97097528262491,10.9900441289235,22.0700697835269,0.285985090312803,-0.135239073121707,0.366771171532776,0.105277569910507,7.18708296760731,0,2,2,0,0,0,1,14,1,0,5.102812923419847
39.148644061782,7.68822816354247,10.795178167542,21.7978131144328,0.215826380083516,0.111169348840624,0.42511387521426,0.139462496930268,8.96357300909826,0,2,2,1,1,0,1,5,1,1,5.0
0.0,7.77884762304838,10.6864982887543,21.7817930529034,-0.1705963507208,0.274111699380803,0.483909433561118,0.125205506897563,6.55544795784128,0,2,2,0,0,0,1,2,0,0,6.31069114087638
0.0,7.80016616666019,10.6864982887543,21.7817930529034,-0.342802338145794,0.327324479821933,0.493074402123714,0.119068297330166,6.65906378550778,0,0,2,0,0,0,1,6,2,0,7.638272163982407
59.8404530840499,8.05134166241954,11.2488687691484,22.6169523087166,0.483716561001085,0.191198761269535,0.236132437990596,0.113072916390398,7.43010875835219,0,2,2,0,0,3,1,2,1,0,7.619788758288394
44.8803398130374,8.13051040203115,11.2358403789313,22.641892938455,0.649751383580853,0.265468526723673,0.305184107996312,0.106562346680267,7.4694908574883,0,8,2,0,0,3,1,4,1,0,7.387216143280264
59.8404530840499,7.90652697433595,11.110550577209,22.5196585306938,0.624792489673204,0.140759540108261,0.348842278256861,0.110241322515148,7.49495194111578,0,2,2,0,0,3,1,2,1,0,7.619788758288394
39.148644061782,7.77411666586671,10.7971440519013,21.8071177495964,0.18171596702657,0.178871113541501,0.303456006513318,0.113632396840632,8.32008078083043,0,1,2,0,0,0,1,8,8,6,6.97469413473523
29.9202265420249,7.80945179223641,10.9694561188192,22.0821880251649,-0.191996792024528,0.642862350516604,0.842866721404044,0.120608462486153,7.15415685679275,0,4,2,0,0,2,1,10,5,0,7.585026652029182
29.9202265420249,8.0503395959206,11.0622380702411,22.240559313776,-0.190142903451288,0.574309000183342,0.341326465496196,0.117138123633831,6.62538172841713,0,0,2,0,0,2,1,10,2,0,8.327902142064282
98.9890971458318,8.07297356071908,11.2648614626124,22.5275766815745,0.286908009930253,0.205906446766622,0.840184865344541,0.125169451484916,8.59476337732582,0,0,2,0,0,0,1,6,4,1,7.309803919971486
29.9202265420249,8.0993585462459,11.1300092098263,22.4048147653581,-0.0598512938765017,0.330446646518777,0.62471917161813,0.117725562765949,6.04818459011663,0,3,2,0,0,0,1,2,0,0,8.221848749616356
0.0,7.47869391173657,10.5483631844224,21.5181805875084,-0.291020708563729,0.347388043095969,0.368961130178431,0.0974879421863644,8.67580109766134,0,4,2,0,0,0,1,4,4,4,6.818156412055227
39.148644061782,7.72742587367232,10.8359468655719,21.9026727957242,0.14029268609536,0.236508929317643,0.360042620595464,0.128474961661471,7.44370510945827,0,0,2,0,0,0,1,9,6,2,8.0
