SRW08,X0sol,X1Per,CIC1,SpPosLog_D,SpDiam_X,AVS_D/Dt,VE1_D/Dt,VR1_D/Dt,SM4_Dz(m),SpMaxA_Dz(p),SM3_Dz(p),Ho_Dz(i),EE_Dz(i),HyWi_B(m),SpMaxA_B(m),SM5_B(m),SpAbs_B(e),VR1_B(i),ATS8i,MATS3m,GATS4v,GATS4p,SpMax1_Bh(m),SpMax3_Bh(i),P_VSA_ppp_hal,Chi1_AEA(bo),SM05_EA(dm),SM09_EA(dm),SM06_EA(ri),SM05_AEA(ed),SM11_AEA(ed),SM10_AEA(bo),SM13_AEA(bo),Eig05_EA,Eig12_EA,Eig07_EA(bo),Eig10_EA(bo),Eig11_AEA(dm),VE2_G/D,TDB07i,TDB01r,RDF110m,RDF090v,RDF035e,RDF110e,RDF060s,RDF100s,Mor01m,Mor25m,Mor31v,Mor32i,Mor20s,P2m,G2e,L2s,E2s,Gu,Vv,ITH,HATS1u,HATS4p,HATS1s,R3v,R6p+,R3i+,DP06,DP15,nRCONR2,H-052,O-058,SdssC,CATS2D_05_NL,B01[C-Cl],B04[O-O],B09[O-F],B10[O-Cl],F03[C-Cl],F08[S-Cl],F10[O-F],Uc,AMR,Hypertens-80,CATS3D_04_DD,CATS3D_02_DA,CATS3D_11_AA,CATS3D_04_LL,CATS3D_10_LL,CATS3D_11_LL,alvo
8.63177109612367,21.0265510191012,6.94938105975706,1.77320937859341,6.06968146328955,1.98984351620842,13.8721805864147,4.14139084475369,30.5575285410031,19.019793365213,5.77646118665854,15.1499171449575,29.6478414545354,117.159576491635,4.41379896138414,0.1516716297222,8.44899331848279,46.4239526857017,30.4644929758246,5.0293587374528,-0.0653350298123507,1.06339142271123,1.19938594524913,4.28682887456883,3.80416140787913,78.297288123564,15.2941314154828,0.653158172343588,1.37030142516539,7.72252172478464,10.8881656392757,21.923666298146,2.97661588640596,2.12711239803432,2.12711239803432,0.982084544178339,2.09933155185703,1.42696532001465,1.5740029679953,0.129850000058829,7.74305850733562,1.10515590333143,0.541272499908041,7.57021073601768,18.0719124770804,3.96056397154454,111.726616538681,9.76880154214617,648.50385009,0.368102475551294,0.116294101111446,0.173342241627613,7.14036804376936,0.229329572467491,0.153290488652678,5.13637287120565,0.381097045299208,0.177507363839892,149.666744358525,83.5123538878121,0.177528706491567,0.149328504336701,0.536709678843636,0.778318174575236,0.022111759293089,0.0689369505690706,8.80097085824107,9.0042012360313,0,2,2,-0.4607291404216,0,1,0,0,1,5,1,0,3.8073549220576,109.3348,1,0,1,0,7,1,1,5.029002634427515
8.6960086088809,19.1563075310981,7.47879125283694,1.60940007832648,6.69984307822159,1.99197552300891,16.1254206763956,4.23500229698199,32.539656993741,19.6801429237116,7.36310672839738,16.0991244540965,32.2375361768428,136.869955406375,4.38487229497057,0.141460506166787,8.32329337873141,49.7483401589403,32.4621813455197,4.93404111271486,0.0875545578270746,0.990843699497916,1.15844632816672,4.28382596765093,3.91356569817906,44.8803398130374,16.3250585060088,6.95245599409102,12.5484778104979,7.86942468784832,11.0257675385044,22.0697530563774,3.17664654802857,2.37168634000425,2.37168634000425,0.815678262395072,2.32535332636921,1.5270332871882,1.31427075146967,0.125099140214535,8.11017112625234,1.04646512780654,0.466461839439757,3.33449413247437,23.1230065891077,3.56406382048463,157.918228642413,35.755591806673,650.26772333,0.355864638631251,0.161117361755803,-0.0193090913724124,-0.227729254666064,0.267981181586552,0.161363651692075,4.36584277139485,0.310920745443895,0.173678163011503,148.45825238005,101.696942863929,0.182832325537766,0.0958317036748164,0.829781410130847,0.600994041589296,0.012980076478178,0.0732268849629787,8.37405188941709,7.41618445940093,0,3,2,-1.08144917380532,0,0,1,0,0,0,0,3,3.8073549220576,105.27,0,0,3,0,5,1,0,7.455931955649724
8.7285879956959,19.8634143122847,7.9051620297782,1.87518798085244,6.95729163927816,1.9923321813173,15.7493554129823,4.1734700831923,33.565288816466,19.7788609164277,7.34328496186018,16.187579569996,32.7885499977837,139.903037735147,4.4096720972414,0.136946543820326,8.31412301696698,51.5094706333853,33.4598339799174,5.15846843750465,0.0796300922814619,0.993747335409971,1.12692856109735,4.28494770089914,3.86219025750157,44.8803398130374,16.8258754931387,6.95333691696735,12.5484882360378,7.83841985521463,11.0529355309067,22.1461210164975,3.17847605347215,2.23785970408455,2.23785970408455,1.0,2.11941583893695,1.52634858770657,1.41096526883298,0.122543160655351,7.68410364009147,1.03461205569527,0.579985977492195,4.65931001273412,30.9527136443418,2.41978459882041,194.224621313009,17.7403267559526,693.287899340001,0.415114831632892,0.195755213440653,-0.155208513871626,2.33335114624186,0.262951352128731,0.149243936527412,4.03714243628139,0.263706875683098,0.158249065918113,182.006170614983,96.909051158936,0.166196650035043,0.108168147607547,0.601531340563088,0.718774963681739,0.01320920490582,0.0629048504401224,8.31411302108437,7.28585293776997,0,6,2,-0.92936468568909,0,0,1,0,0,0,0,3,3.8073549220576,110.3661,0,0,1,0,5,1,0,8.022276394711152
8.7417757069247,19.1563075310981,7.77874452301973,1.95117205890837,6.63005188395897,1.99151170001794,14.9092385064171,4.14436609849256,32.5657403738067,19.5322636526214,6.37089107920289,15.6636105381371,31.7389370684089,130.35936407734,4.37794956750044,0.14151656457493,8.29016685278075,49.6079990347338,32.4535104489288,5.16460794139095,0.0903421468563499,0.991819816066398,1.16243297250689,4.28516116506339,3.86286801248604,44.8803398130374,16.3055688435699,6.69076559930496,12.0742301938257,7.94851916523469,11.1341071563458,22.5082389245227,3.28846295272382,2.17607018099627,2.17607018099627,1.0,2.11941537884824,1.52581633788313,1.35888073504033,0.124579068983697,7.67750743041452,1.03723461228222,0.768284528792206,6.15166184424279,26.5791871775487,4.12976518621646,134.488752338614,36.4335139803447,644.646612939997,0.518856201246324,0.321213969668012,-0.0404440279449863,3.3103035539172,0.318625268305863,0.149870541631947,5.65297874134938,0.271621493972928,0.201980214925322,156.537241268155,98.0454584095254,0.157810120330726,0.119536584938917,0.532205615860702,0.753801401905553,0.0152512995746401,0.0639802940361418,8.53909653288964,7.51226315484982,0,6,2,-1.05218425873436,0,0,0,1,0,0,0,3,3.8073549220576,108.7656,1,0,1,0,6,1,0,8.522878745280337
8.72013403541293,18.5434233559758,6.84858053923613,1.87735695705114,6.0239817832752,1.99136208018387,14.7226175484302,3.96533950129178,29.5778247755086,18.9723164049193,5.66566242143503,15.0943300594049,30.3517027646205,115.233950056116,4.31547088693548,0.151672564558652,8.26597863672769,46.8714358453986,29.4480469715232,5.07687681181163,-0.0705254674225951,0.839112064695201,0.963677090916993,4.28597770081509,3.75847935562773,44.8803398130374,14.7892665025342,6.68962001086062,12.0742134417903,8.2366994751143,11.2588457883404,22.7968999932344,3.39287370387565,2.19788273554882,2.19788273554882,0.367773071187989,2.15881385062722,1.41002765993432,1.27313049707759,0.123941495397347,7.6877722837728,1.0313157600612,0.844753422658312,5.4065912125706,27.3637996980711,4.73829064861109,130.704860857405,23.789114574023,566.189203449993,0.485335163553822,0.297801222446323,-0.689387842772566,5.50449647942017,0.228140134860817,0.162305632647406,3.96638898636647,0.315206255821884,0.187119642962843,136.267694491638,91.9767473345222,0.170902700202128,0.123127068040448,0.65570361724419,0.729424015517133,0.0162875539612757,0.0727109377529791,8.40870962988996,7.50421637636404,0,2,2,-1.05397590440497,0,0,0,1,0,0,0,3,3.8073549220576,102.3556,0,0,1,0,7,1,0,6.047207556955908
8.71555212590782,19.8634143122847,7.47820018674768,1.77625487826267,7.01030198262934,1.99259200963758,16.4065706439095,4.50707206755427,33.5514678988658,19.8973533245161,7.61643678551777,16.2944038271181,32.486841770103,144.140660101986,4.41637938825623,0.136939363585917,8.32334960323478,51.6629775189275,33.4617289016992,5.10816941099702,-0.0307187401250687,1.1106082669383,1.24383960363616,4.28467122733206,3.80440826275629,44.8803398130374,16.8318585572824,6.95333691696736,12.5484882360378,7.7924886996454,11.0199233872274,22.0536297700901,3.14353037376723,2.2781365154122,2.2781365154122,1.0,2.13867980316843,1.52589537670332,1.84123641738764,0.122339937515681,7.986723627852,1.04571897250717,5.11573715528984,3.93410253975832,23.4369806878472,7.36703406891027,179.573287463073,23.3389839416159,699.127490530003,0.427334287489998,0.175736644203667,-0.262640934773261,2.07431705815171,0.267382136442153,0.178586538130555,4.94032393667987,0.341079402216302,0.188049530373252,137.718948106066,95.3412546644657,0.159787358961312,0.12862134363636,0.55932369732752,0.741545165093707,0.0149715260054039,0.0634818483132501,8.81854194624936,8.59342876888651,0,2,2,-0.837664123194426,0,0,0,0,0,0,0,0,3.8073549220576,107.2994,1,0,1,1,2,1,0,6.125518182300533
8.32772616646141,17.2945002115323,7.1243260598774,2.63097750043269,4.9768692808984,1.97847860329311,12.8985622797252,4.1087089667411,25.5456729587322,18.4207826913391,5.88061460453784,14.753889245238,27.3742098946038,99.6525393772796,4.11066239932975,0.17670749855288,7.99279086055268,38.7137570373893,25.4698858337469,5.03787347023273,0.0532531149630813,0.919681798984951,1.13876307666188,4.28555855841987,3.69940467105274,0.0,12.8253696082349,3.03209660343366,5.74957072733575,7.5723844378705,10.5840812670245,21.6136386977575,2.79025947963433,1.69814739011432,1.69814739011432,0.389463138138541,1.55962362361246,0.747666066224665,0.846700360139223,0.122584823626721,8.25475737034491,0.96119250204077,0.294361902596718,3.75074714371099,18.005798917288,6.66016602914393,72.7268480735855,18.1672145506394,409.245836039995,-0.141029714263362,0.340690986455094,-0.526056962488886,2.02735956314207,0.339746502882218,0.169467420854284,5.88927955982033,0.473733388583106,0.188073815507335,117.142007742225,66.8778405585776,0.153635850341071,0.0829450006658048,0.30761514138711,0.559516233646788,0.010536436432027,0.0766193512077862,8.06250395811387,6.79101978204735,0,0,2,-0.0090644421348784,0,0,0,0,0,0,0,0,3.0,95.7801,1,0,3,0,6,4,0,7.1487416512809245
8.62962862074603,18.286064043095,8.08617686672388,2.75856741229082,6.1125104580568,1.98614387236623,14.5757381444414,4.69801308013896,30.5064864972412,19.4629099974728,6.85673072065704,15.6697074145838,30.6421066642353,126.146269083674,4.27646481005097,0.151516089253534,8.14747242129363,45.4488679822494,30.4583726813539,5.2706999337857,-0.0544962939260011,0.959077330214625,1.09935852802954,4.28671977684292,3.89209937301504,29.9202265420249,15.3109681678884,3.17468014586881,5.9828346854738,7.80090323147375,10.9652802430657,22.0826658230813,3.19152182678251,2.27780745993971,2.27780745993971,0.618033988749895,2.03134292577437,1.1533729022972,1.07748296231091,0.115798970630266,7.87695126204419,0.984261486259656,0.499766595196155,4.28677980496866,30.8980033930511,8.49269262604636,174.902376589795,14.527478647325,567.199455409984,-0.0078788033542163,0.584996030169739,0.303928571653877,4.16402024650059,0.375890968716886,0.172355309712695,7.22917837030971,0.911955707235118,0.177774003630027,158.327560837957,81.735172414336,0.145312878603263,0.111500511325755,0.38657902036779,0.760576370381156,0.0101474094918037,0.0719500823020015,8.31146553016318,7.39292273217109,0,4,2,-0.299910241874527,0,0,0,0,0,0,0,2,3.0,105.7541,1,0,1,0,7,4,2,6.679853713888946
8.7417757069247,19.1563075310981,7.35958554708285,1.85332130434966,6.63005188395897,1.99151170001794,14.9092385064171,4.14436609849256,32.5657403738067,19.511084532358,6.48623947485262,15.7232339286808,31.4254187867165,129.891629906944,4.38487229497057,0.141517383580834,8.29964230957049,49.7708543187615,32.4535284739711,5.11310751520429,0.0112292942962516,1.0945994408124,1.2674106987618,4.28500389107988,3.80442930096053,44.8803398130374,16.3055688435699,6.69076559930496,12.0742301938257,7.93421094248256,11.1341071563458,22.5082389245227,3.28846295272382,2.17607018099627,2.17607018099627,1.0,2.11941537884824,1.52581633788312,1.358880736327,0.12903496442239,7.72785352388017,1.04867950313923,0.844007763812982,6.04695545108651,23.0036822403895,4.72670818506662,126.898376786652,31.1722301448466,650.26772333,0.583316195357372,0.227095907941287,-0.0665622033996729,5.34990155109149,0.314665176535907,0.161363651692075,5.41311814914287,0.302396085274208,0.176413456010693,147.896440566664,98.9420553617651,0.165120293900938,0.123831951689001,0.597148264575672,0.745370670764574,0.0150121409819067,0.06688355048109,8.56162496599693,7.55030184182648,0,2,2,-1.15687561675905,0,0,0,1,0,0,0,3,3.8073549220576,105.6989,1,0,1,0,2,1,0,7.455931955649724
8.7285879956959,19.8634143122847,7.48600305384132,1.77625487826267,6.95729163927816,1.9923321813173,15.7493554129823,4.17347008319231,33.565288816466,19.7590111570973,7.4491180653278,16.235658920243,32.4754580461562,139.437531261533,4.41637938825623,0.136947335070683,8.32337523507843,51.6705600716804,33.459879416465,5.10664248971649,-0.0020291058799715,1.09871853746291,1.2311657980859,4.28479105850179,3.80434360444365,44.8803398130374,16.8258754931387,6.95333691696736,12.5484882360378,7.82243293454797,11.0529355309067,22.1461210164975,3.17847605347215,2.23785970408455,2.23785970408455,1.0,2.11941583893695,1.52634858770657,1.62106453890251,0.123780093374645,7.76613426553584,1.04574204081585,0.532807137082105,4.79183078627068,23.5816566100834,2.60553447745496,206.193902957176,30.6003693443434,699.127490530003,0.277797330331976,0.100374768650816,0.0267931981765916,-0.304746140306264,0.262717614114209,0.150514997831991,4.22529937303961,0.318301143623451,0.170741949091555,181.019465111083,98.0961421666291,0.178255645148908,0.106191078556384,0.665228954166842,0.687473069777871,0.0142847599911406,0.0686132845995413,8.45271266513848,7.36584748098707,0,2,2,-1.03405604371378,0,0,1,0,0,0,0,3,3.8073549220576,107.2994,1,0,1,0,2,1,0,6.987162775294828
