RNCG,F05[C-N],SpMax2_Bh(s),Mor28e,F09[C-S],alvo
0.150586894151745,7,8.19123072122736,-0.21086393967,1,6.431798275933005
0.153070870033617,7,7.42914943440887,-0.117077636477086,0,6.468521082957745
0.150630953418243,7,7.42914928492618,-0.0792019850932157,0,5.388276691992658
0.159800840019806,7,5.24694796789279,-0.235614065484158,0,5.6439741428068775
0.163573424861437,7,5.24678259148991,-0.159089398856732,0,6.1249387366083
0.134243550335054,8,7.999,-0.115685731729744,0,5.681936665037238
0.110475722938088,13,8.51042533124598,-0.128068643151966,0,5.882728704344236
0.096258603742711,15,7.999,-0.0854830673223288,0,6.7447274948966935
0.145390832683488,10,5.24683349492846,-0.301355019734606,0,5.943095148663527
0.133763223895318,10,8.19122904607149,-0.254593101420801,0,6.036212172654444
0.146303706524086,10,5.24697183167148,-0.264054166021098,0,5.300162274132754
0.143091485721548,10,5.24719217656085,-0.352816314009482,0,5.896196279044043
0.134307147447364,7,7.99900000000001,-0.214312581627494,0,5.152427340857888
0.115396358000517,9,8.50871621317486,-0.0818821630852648,0,5.079876673709276
0.0959822119974778,12,7.999,0.0362548305696928,0,5.634512015109101
0.130249133270545,9,7.99900000000001,-0.231485928524519,0,4.522878745280337
0.130412421036889,9,7.999,-0.114072254850643,0,4.672028376376989
0.160380919819661,7,5.24677878878484,-0.195607272078752,0,6.070581074285707
0.146777119096961,7,8.19125052584169,-0.0688455023837814,0,5.139063379299906
0.14938087488123,7,8.19141277194124,-0.176298520434657,0,6.337242168318426
0.158158999834749,7,5.24710254357132,-0.14158958887341,0,6.1938200260161125
0.160350682281801,7,5.24711260204944,-0.085516618172922,0,5.91721462968355
0.162565111551043,7,5.24707862352903,0.0050274074752132,0,5.531652669587842
0.118869953518586,10,7.4271150148071,-0.174535638295825,0,4.522878745280337
0.118955393491684,11,7.4271387768516,-0.14708632735633,0,4.522878745280337
0.152393647823095,9,7.42714054251626,-0.255867024792511,0,5.023650020996727
0.111841114650388,12,7.42788450420111,0.0182706980232842,0,5.133122185662502
0.109691432302794,12,7.42788406703268,-0.252081467685961,0,4.799149501908922
0.111169157848155,12,7.42788453410148,-0.0515155722802571,0,5.350665141287858
0.0963391729421129,12,7.999,-0.0393989291483882,0,5.367542707815276
0.0964046439942992,13,7.999,-0.0278903495551181,0,5.521433504406157
0.0849395497354287,12,8.50871621317486,-0.0340211367148441,0,5.681936665037238
