RNCG,F05[C-N],SpMax2_Bh(s),Mor28e,F09[C-S],alvo
0.139306338433438,10,7.43106414093705,-0.294206468435465,0,5.36251027048749
0.148003136128507,10,5.24683699449739,-0.200810071481898,0,5.333482019445119
0.123533899455079,10,7.999,-0.302507110297312,0,5.281498311132726
0.123628172649771,11,7.999,-0.234953856365563,0,5.958607314841775
0.107355865937632,10,8.50871621317485,-0.321690723708646,0,5.042871802323187
0.123020180351105,10,7.999,-0.12706780629512,0,4.9503943874050265
0.144024388622942,11,5.24687485798566,-0.309826277516684,0,5.568636235841013
0.184532238023741,10,5.24699469716211,-0.401751622292479,0,5.522878745280337
0.0977605520379153,15,8.19122904833874,-0.27760626171917,0,5.701146923590294
0.0929478100131784,15,8.207940849816,-0.189818031359736,0,5.235077015350112
0.0967985314564983,15,8.19122904848415,-0.107107409306535,0,6.769551078621726
0.0977475994138074,15,8.19122904848368,-0.164367670224137,0,5.723538195826756
0.0986923525887486,15,8.19122904848369,-0.107537920566141,0,7.221848749616356
0.0945863660265337,15,8.20066548636224,-0.217454121972467,0,5.809668301829708
0.0935073998428528,15,8.20039513621546,-0.183506299828973,0,6.4089353929735005
0.0975118141344335,15,8.19122904872059,-0.314536656352818,0,5.703334809738469
0.128479174521818,8,8.20049962508901,-0.195333555110027,0,5.671620396561262
0.198324582013161,7,5.24697572279139,-0.340735550805602,0,4.997402019280091
0.146119214896193,7,7.999,-0.224156189254197,0,4.861697301833718
0.133642365596854,8,7.99900000000001,-0.0498633188160408,0,5.85078088734462
0.157063715313508,9,5.24686113067979,-0.209158386703754,0,6.086186147616283
0.146324749508522,7,7.999,-0.190941788104945,0,6.366531544420414
0.17025182472354,7,5.2471162033179,-0.406362569603377,0,5.4156687756324695
0.0945166876968622,13,8.20116377134331,-0.0719657983062837,0,5.966576244513051
0.120992514189746,12,8.2011642829739,-0.184328642648762,0,5.823908740944319
0.0991199796852808,15,8.19122904836022,-0.199599318785925,0,5.425968732272281
0.085994871586899,16,8.21106758929118,-0.206238846334287,0,6.356547323513813
0.148111299004496,7,5.24731854354145,-0.538912301959592,0,5.812479279163537
0.094899665986564,12,8.20116353034536,-0.0997361211232269,0,6.251811972993799
0.0837234375374113,14,8.50871621317486,-0.0380586672314364,0,5.935542010773082
0.0915180656179078,13,8.20241592218891,-0.152407282570656,0,5.943095148663527
0.110427610526827,15,8.2110691153179,-0.413386116436973,0,6.022276394711152
0.121133404872878,12,8.20116428477812,-0.213070338593793,0,6.356547323513813
0.110544958735799,15,8.21106911890637,-0.36519488433844,0,5.421360790031928
0.0963308750250069,17,8.19122904895774,-0.293250711974707,0,6.920818753952375
0.0910605739631306,15,7.999,-0.170625719599561,0,5.85078088734462
0.0868707688287794,15,8.21128532046369,-0.0931743619988691,0,5.7121982700697735
0.0918685022905276,15,7.999,0.0251942265544128,0,7.522878745280337
0.107598630252621,14,7.43119625098206,-0.144226969443624,0,5.785156151952302
0.119672194146179,9,7.42712836432553,-0.0641101380273712,0,4.522878745280337
0.116330831337114,9,7.43118748070916,-0.0478166292608022,0,5.094743951251549
0.114718111759137,9,7.43118863177933,-0.0394994079453032,0,5.13430394008393
0.156933298971348,8,5.24686112751711,-0.34088452624417,0,5.563837352959244
0.1093854263302,12,7.4311926421248,-0.0785603611388457,0,5.935542010773082
0.103395116743929,12,8.20067425032274,-0.0475507821897959,0,6.346787486224656
0.108182419471468,12,7.43118518930757,-0.0331049986958011,0,4.633017024022149
0.0976861204636099,13,7.999,-0.0139357250108079,0,5.739928612014925
0.0928805240434246,13,8.21128361984312,0.0201486136417961,0,5.790484985457369
0.097673187554068,13,7.99900000000001,0.0418582104767075,0,6.180456064458132
0.0934393015442376,13,8.20088199840443,0.054603219099649,0,4.522878745280337
0.0974377606960562,13,7.999,-0.0793875621984467,0,5.554395796726403
0.0990434644840064,13,7.999,0.0428511303613587,0,5.7447274948966935
0.0859372726038141,14,8.5091145907651,0.0455668152846552,0,4.897223385116559
0.120744160442093,9,7.42714098566844,-0.156021105526764,0,5.150580586203101
0.10936921037421,12,7.43119495323586,0.0123268589991659,0,6.045757490560675
0.110553330231632,12,7.4311947335938,0.0655236332309568,0,5.939302159646388
0.0860249536033771,15,8.2110676072332,-0.240595329958972,0,5.563837352959244
0.0767390456172651,17,8.50871621317485,-0.175669754740876,0,6.958607314841775
0.0832369621693857,16,8.21149496783858,-0.33350485810693,0,6.3872161432802645
0.0857101370105555,16,8.21106807961793,-0.221641538001477,0,6.096910013008056
0.098616495920139,13,7.999,0.127416805910686,0,7.397940008672037
0.0945166876968622,13,8.20116377476795,0.0248538744954198,0,5.543633966870957
0.0883004198000314,15,8.20116463812158,-0.12809076671957,0,5.892790030352131
0.0859673143291468,13,8.50911494268482,0.0153540925404626,0,5.795880017344075
0.123195894785218,9,7.42714192675573,-0.0339073360679448,0,5.197226274708024
0.103707568408682,10,7.999,-0.0484306229826819,0,4.522878745280337
0.103750910617322,9,7.999,-0.0264739416474503,0,5.769551078621726
0.0997588878773194,10,8.20050717383018,-0.212238261697211,0,4.522878745280337
0.103297614591051,10,7.99900000000001,-0.0662362005394308,0,4.522878745280337
0.0908447243955066,15,7.999,-0.210523205826296,0,5.935542010773082
0.0807674415250543,16,8.50911456741735,-0.142162315775381,0,6.251811972993799
0.080793976901747,15,8.50911491929171,-0.121767699706167,0,5.756961951313706
0.0725489231451442,17,8.50924352396953,-0.0556685756433107,0,8.0
0.076693175081904,15,8.50924357716163,-0.030713632269198,0,6.259637310505756
0.105426745819386,12,8.19952806919221,-0.0541469839570168,0,6.050609993355088
0.104088040628961,12,8.19937848943708,-0.0343457071361263,0,5.889410289700751
0.109074109765944,12,7.43119681037857,-0.162117027684539,0,6.008773924307505
0.111090198931021,12,7.43119239438899,-0.0816970668199987,0,6.309803919971486
0.0948630583449304,13,8.20116352132137,-0.0184173163948229,0,5.966576244513051
0.121122175946141,9,7.42714224615332,-0.0837359538044575,0,4.522878745280337
0.113889203535103,9,8.19141277194127,-0.0662421260773149,0,5.100179497572904
0.0783298831318575,16,8.50920359511672,-0.11775126304854,0,7.221848749616356
0.0831829972560538,14,8.50920363081497,-0.122556365369189,0,6.337242168318426
0.0856529186970186,14,8.50910753914411,-0.0100997969911869,0,5.609064892896621
0.110358521598692,13,8.51042529656324,-0.116185091897145,0,5.987162775294828
