P_VSA_p_2,F06[C-C],L1p,SpMin1_Bh(p),TPSA(Tot),HOMA,L1v,H6v,H4s,SpMax_B(p),SpDiam_B(v),Tv,Eig07_EA,SpDiam_B(p),HOMT,H6i,RDF115v,RDF060p,F06[C-N],L1e,CATS3D_02_AL,F05[C-N],MATS1p,RDF145s,H7v,H7u,Eig12_EA(ri),L1u,SpMin4_Bh(s),SpMax4_Bh(p),SM10_AEA(bo),NdO,SpMAD_X,ATS5m,Chi_Dz(e),GATS5v,Eig01_AEA(bo),RDF095m,PDI,VE3sign_RG,Mor22s,alvo
119.433935643089,25,7.31252837068396,2.06619545627947,100.3,0.777438276923076,7.31397812032684,0.100371940518328,16.6410466054512,3.95496578428625,5.87591823825168,15.321535096307,2.04175179551789,5.88740643086387,20.2133952,0.696593077904272,0.262611783405263,22.0702502034002,9,7.28979730989835,5,7,-0.0385384310153089,0.0,0.0328660076724958,0.139915815933435,1.0,7.14451063921502,0.931065293103387,3.74661257806706,3.19894666965008,3,0.575425791745902,4.29458830318852,0.257123593468656,0.857986691537724,4.72481157157397,4.45696802477374,1.02273291067318,-4.17522430973857,-2.82555845132681,6.431798275933005
110.910406475419,18,18.6612174449171,2.0860263639504,85.31,0.7521839904,18.9492209314067,0.107851910905194,5.97112074593844,3.87394118668875,5.80003843451148,22.656809117069,1.54755973755737,5.81360215202647,18.80459976,0.671057120493831,2.49638729108369,4.02813649783267,8,19.2647252421217,4,7,0.0267416993365248,7.42023348909804,0.0404797458838575,0.237653187417651,0.679503139922546,18.5162863797223,0.500273612352428,3.161382675286,2.93327626351464,1,0.588494553911708,3.83671823475053,0.292304355127155,1.05252386246218,4.64938433943588,4.1628858899563,1.04505113191277,-2.74115419292797,-0.727008172403791,6.468521082957745
110.910406475419,18,18.7414448344759,2.08573258080707,85.31,0.7521839904,19.0328634219781,0.113729952831197,6.80479008158369,3.87594617072494,5.80154557549116,23.1010011262075,1.78229778538887,5.8157631103903,18.80459976,0.674238014629608,3.04776354353789,4.02025970796527,8,19.253656128923,4,7,0.0336337887759437,8.40586969078612,0.0407787359887795,0.238733230071688,0.679515658687581,18.4827582185188,0.499861550665951,3.16466642374991,3.03663096525381,1,0.583989052329614,3.98489191297255,0.284391302061374,1.09946059687932,4.64939790009137,4.16280825276848,1.04033070168163,-2.74268029692436,-1.25534738196396,5.388276691992658
110.910406475419,18,20.5437499234767,2.0863418790973,85.31,0.7521839904,20.1442680959814,0.120410204370051,5.88730114211353,3.87420408920662,5.80009732348639,24.0966731317824,1.54755973755737,5.81383171869221,18.80459976,0.662008624910751,2.61057977698656,4.03743669080994,9,21.2777202210934,4,7,0.0222604784196788,6.78264405708544,0.0485405129441552,0.253419025244891,0.679517274752758,21.1351593228299,0.632947805356888,3.21118422013057,2.93327626351464,1,0.588494553911707,3.83050435315071,0.291232397619144,0.95509892836692,4.64938433943589,3.99557105055069,1.03624984046715,-2.95585926589957,-0.725176269811756,5.6439741428068775
110.910406475419,18,19.1978828179858,2.08594024176855,85.31,0.7521839904,18.5234552832771,0.101331075250972,4.62598664061148,3.87337050789927,5.79929033303554,22.4940767426887,1.54755346745117,5.81291036290411,18.80459976,0.661822441775028,3.48794566217624,4.05301436860767,8,18.604781762698,4,7,0.0266470284477692,1.69926760753675,0.0458679651156349,0.239261414497417,0.679464539049028,18.4292869867181,0.50133524594031,3.18044333542076,2.85841940073712,1,0.586187237949361,3.78503931238471,0.301515191013311,0.940594591446034,4.64937686246407,3.77398068649598,1.05020609508263,-2.74127406481273,-0.867060458095265,6.1249387366083
110.910406475419,19,19.6646352389803,2.0870028368817,85.31,0.7521839904,21.1613743533249,0.138321295667378,9.35848355501896,3.87370951016758,5.79995619025425,24.7066277533379,1.69651910641302,5.81337402654049,18.80459976,0.828063464276495,3.52656049759849,4.7733647723058,8,23.0520678675773,4,8,0.0150029018508288,0.261130536745629,0.0489198733681286,0.279161998156336,0.951805957551812,21.7584635904281,0.502462310768158,3.1805290951459,3.20902817337883,1,0.567673647020055,3.90651640911747,0.27043873133256,1.05883307966775,4.64939262153717,5.06099188265285,1.04055361628234,-2.950406947182,3.87138001908054,5.681936665037238
132.168784606408,29,41.4421463014787,2.09330762417941,97.62,0.738783943030303,45.5405471390169,0.46434413537853,20.1871468887152,3.88002156786439,5.81486937916492,49.8739500976107,2.35718527862919,5.82974957719216,24.37987012,1.9588830259971,9.62338466451644,9.86613975404913,14,48.4910813293805,8,13,-0.0391212572387991,74.4385390783607,0.239263668543801,0.708920908724766,1.3250293459989,44.7260637401834,0.921870331431714,3.72877280732463,3.22416962874434,2,0.550960517455246,4.44966573190517,0.186650149185014,0.971290629403574,4.65942397139577,11.6978981469831,1.01751933094617,-7.65122073383183,7.39192547784134,5.882728704344236
121.168896718802,30,40.5850816075545,2.09496805780448,88.39,0.740322333939394,41.4681164417656,0.422237271072755,18.0837857633435,3.8815030518489,5.81701604853122,46.2898436980635,2.26834921038088,5.83191537005261,24.43063702,1.85949911487972,9.63645191590146,11.1923518674152,14,43.9978602163825,6,15,-0.0117000875686904,32.2989394469648,0.222509637903099,0.769103067327394,1.29745983469001,42.6886575082687,0.925019334497457,3.7308444834786,3.22442714471746,2,0.558161773357943,4.37117701824338,0.204491947669908,1.08057111479609,4.65955635287389,9.89745905417658,1.02137340754092,-5.93800291090434,3.83873037794762,6.7447274948966935
128.921157158449,15,22.3927557189748,2.08521245223812,97.34,0.850856193043478,22.0362947838956,0.135958520656468,4.29237411166693,3.87161244427657,5.79768497476451,25.1676972378121,1.54702149620521,5.81092879741412,19.56969244,0.800332615472111,2.58543689283405,6.17871750899665,11,23.3127698431065,3,10,0.0187824106329185,6.67425153842937,0.0781112142611241,0.322451379140471,0.679718727310907,23.4645849459802,0.50276913639601,3.17474682498612,2.75086482371274,1,0.588777819973423,3.67869551564913,0.29518401930372,1.01016400333024,4.64931657341914,4.11716344863414,1.04685024934337,-2.87734253881981,-1.16176384681772,5.943095148663527
128.921157158449,15,22.3050342332064,2.08525417543728,97.34,0.850856193043478,22.8631813169876,0.151047927270853,9.64276044548635,3.87205574203491,5.79819064465882,26.0510104374739,1.71104761281999,5.81144540858591,19.56969244,0.837215633773858,3.00930550608103,6.20128835865412,11,24.064987239305,3,10,0.0168009871723548,4.02256270927796,0.0857255302632834,0.320566001149159,0.679775301957316,23.53971743604,0.502259110718896,3.17453360824844,2.88682321475364,1,0.580423158003175,3.81133569022854,0.274814289485789,1.06445679448818,4.64931918362428,4.53070680362243,1.04663969814657,-2.87763334426732,-2.6353250480119,6.036212172654444
