F06[C-C],F03[C-N],L1p,L1v,H6v,SpMin1_Bh(p),RNCG,HOMA,P_VSA_p_2,H4s,H6p,Eig07_EA,SpMax_B(p),L1e,TPSA(NO),Tp,MATS1p,SpMax1_Bh(i),F05[C-N],Eig06_AEA(bo),DP15,SM02_AEA(ri),H7u,Eig12_EA(ri),DP18,Eig12_AEA(ri),DP17,SP17,SP16,RDF040p,SAacc,Mor29e,HATS5p,CIC0,Mor05e,ATS3s,H8i,J_G,VR1_Dz(e),VE2_D/Dt,SpDiam_Dz(i),F10[C-N],GATS1e,SP08,Mor15s,alvo
15,11,23.555285053707,23.1714010109862,0.141964595531544,2.08506564352015,0.146303706524086,0.850856193043478,128.921157158449,4.8127855081038,0.15880194206667,1.65056858795789,3.87186479961633,23.6844635741049,97.34,27.1547243363671,0.0284157833057165,4.18427118540634,10,3.2184826927087,12.1464007320029,4.54804515296877,0.324153730278952,0.679720523771481,11.5809895042002,1.66289850775565,11.8211682115522,11.8684316865371,12.0361990774227,6.91334287868412,127.634674966804,0.16951946787179,0.154725428418622,3.68627992128292,-6.34965596083219,5.74289304405157,0.378354393959034,1.57767974578314,29.4859015208167,0.169843126546983,170.332280734508,4,0.874862684955238,11.0903682940196,5.78845429124245,5.300162274132754
15,11,23.5995943753316,23.224999464125,0.150671603467981,2.08490830692647,0.143091485721548,0.850856193043478,128.921157158449,5.23464085869018,0.171695238080505,1.6541474936615,3.87254010311743,23.6522769185321,97.34,27.3705223012329,0.0381293583886995,4.1842625894073,10,3.21851150893962,12.1727949648262,4.64917308397103,0.318496381162543,0.679748552911053,11.6181335429787,1.66293418616416,11.8543660352951,11.9177668873782,12.0787816877842,9.09253785373166,127.634674966804,0.296759605944218,0.15815906856025,3.60769920639432,-6.56806050931012,5.83701829609553,0.378176053331731,1.57689343936639,30.4854380271501,0.167053730431376,180.266577790417,4,0.835378335431811,11.08530294846,5.05749520447398,5.896196279044043
18,9,19.2315483185911,20.4662462782889,0.114285496880584,2.08691350922283,0.134307147447364,0.7521839904,110.910406475419,10.5172750657341,0.132501738843513,1.70767979137926,3.87355301843376,22.1942821615042,85.31,23.4685356640181,0.0150029018508288,4.1851027616627,7,3.25234531189839,11.830111652135,4.91811089292111,0.248988962168937,0.951944081670218,11.1881161202582,1.95459830585081,11.4525986865008,11.4795878071585,11.670645707709,4.40880054195571,154.504264096811,0.013631351840879,0.147663600572366,3.63037346007335,-5.91950296588664,5.95900487210937,0.282420460010384,1.63759937290777,31.4939028518686,0.160666850803139,200.690987776173,5,0.634343427170565,10.9595178459526,1.23360058732487,5.152427340857888
20,9,19.5591124169791,20.6782578714763,0.242146236483971,2.08794321269317,0.115396358000517,0.7521839904,110.910406475419,11.7521165834648,0.175585200422905,1.8643994809495,3.87582010879288,22.2753781538599,85.31,24.0302588886244,0.0107387352149461,4.18580476863687,9,3.65323692010694,12.271580551433,5.51054217360109,0.328382050177513,1.04238411404935,11.7556157500785,2.05373232670892,11.9784177596539,12.0327074329725,12.1819485641467,4.61478496030333,199.384603909849,0.141551163796979,0.142683552833151,3.64051734115113,-7.25148460599197,6.17898627483725,0.246247087629722,1.7026084669211,35.4883033561899,0.148469542730737,233.374757156541,7,0.62367768177423,11.1504166614554,-8.49167030797067,5.079876673709276
28,15,41.4252645210591,41.7683658090263,0.367001064359396,2.09898601626382,0.0959822119974778,0.767293484516129,122.394117853702,17.5899411596486,0.37857047477988,2.16993348096179,3.88980456299471,42.3843035043506,87.53,46.0971909996826,0.0104721048351113,4.19672464017812,12,3.72377377756036,17.3275405001416,6.38210842523171,0.579526958931565,1.22094167088036,17.7471200364215,2.22604600480004,17.659750794099,17.7856319288267,17.6279652455688,7.81130800793209,165.987975475094,0.106584569473888,0.102193594318392,4.02898428533864,-8.16917463812912,6.2123364869454,0.658633321134404,1.40190086259038,42.4914661024775,0.132236554837891,342.259685066582,6,0.617633640874251,14.0402172088588,2.06960016048489,5.634512015109101
31,13,30.7297110743541,29.8865067090001,0.363053586660236,2.09964145368162,0.130249133270545,0.697954366060606,115.383255058278,11.3078691581436,0.361985141263343,2.13628439574805,3.89016177419709,30.8513981944677,84.73,36.2762210093564,-0.0228413608105929,4.19680186351573,9,3.71255120125298,14.5750918760814,6.32925033821234,0.586961458189117,1.2181864050697,14.4563282232166,2.22318820334964,14.5479229383731,14.7580935261217,14.7822666495851,5.22674320937054,158.97711267967,0.0319421565793019,0.110523358292287,4.08467255398891,-8.72332182534896,6.09908191417725,0.500666000834225,1.5024861661039,41.4942726777157,0.135608253507194,325.96819516449,5,0.628231175420123,12.659833408774,4.99309891859471,4.522878745280337
32,13,33.7572566556849,35.3387240997859,0.460210790544213,2.09963830267315,0.130412421036889,0.699866145454545,115.383255058278,11.5072881870278,0.457988222165116,2.18747228696499,3.89009636705327,37.9109168852261,84.73,38.6137705418998,-0.0228413608105929,4.19679339203842,9,3.71462947815641,16.9014278910576,6.49417609521297,0.824673029975919,1.15877804075697,17.2921011561346,2.16577716375628,17.214926006435,17.3519386165103,17.2104745177813,5.86486710986099,158.97711267967,-0.0438562821556659,0.0998517362708888,4.08467255398891,-8.72580424516909,6.10169731157866,0.87423912358404,1.45848609738834,41.4955894398924,0.134382279668579,335.457338944436,5,0.628231175420123,13.7498036219197,5.81375478173857,4.672028376376989
18,9,17.1073042839757,16.915393007153,0.095276482753478,2.08635950387746,0.160380919819661,0.7521839904,110.910406475419,4.32809757838478,0.118007011238109,1.54687440356713,3.87266572847961,18.1957709970769,85.31,21.0445826639632,0.021138522219689,4.18456767792944,7,3.1137891597086,9.78729049292271,3.67142699205507,0.238332163160042,0.679372395777045,8.80372164679005,1.66259136666026,9.18210038601078,9.36216878353295,9.67173398246006,4.28422532581706,109.623924283774,0.0882373459325726,0.160674762639879,3.77309055409982,-5.72138218875961,5.67314010799338,0.194745582633943,1.63986872537577,27.487557360294,0.173794989931336,143.489162851327,5,0.871841150064168,9.89846409614338,4.09671044547657,6.070581074285707
18,9,17.0604348137645,17.2891347320739,0.0973330979808659,2.08646359850713,0.146777119096961,0.7521839904,110.910406475419,8.69496014814417,0.116429286193231,1.64066676710757,3.87384900224309,18.5076180809982,85.31,21.0118152603815,0.0195365503887606,4.18472902531285,7,3.2102293894004,10.3988642054279,4.43901142022849,0.233284027903281,0.679555464206985,9.52831979825415,1.66275134373897,9.86904043332458,9.95894210740069,10.2256350427955,4.26290762791874,139.544150825799,0.0503245310544226,0.157996849764511,3.56064948914248,-6.10060508158288,5.91140823056059,0.189340817968136,1.63835915774454,29.4897012306952,0.165792381857469,165.269391012175,5,0.663476836317069,10.1158099241218,7.87790035827677,5.139063379299906
18,9,17.0381499057187,17.6237355769322,0.102234324113711,2.08645048357548,0.14938087488123,0.7521839904,110.910406475419,9.26518578522327,0.11715081974346,1.76974365320093,3.87359985686202,18.8486149217829,85.31,20.9867591094951,0.0195365503887606,4.18471358647395,7,3.23205080756888,10.7820708944303,4.96257486685741,0.237844444126045,0.679403724797583,10.0479959333218,1.66261638077691,10.3414439008319,10.4280375920944,10.6455886467599,4.23641516272847,139.544150825799,0.185399329206066,0.158876618551634,3.56064948914248,-6.23878730410212,5.89303408346235,0.203950646846223,1.63667966272567,29.4895397903559,0.167943138472885,165.105594585969,5,0.663476836317069,10.2343373592351,7.78526966899838,6.337242168318426
18,9,18.5924615047917,18.3887769777102,0.111661288693662,2.08559786896648,0.158158999834749,0.7521839904,110.910406475419,4.89667602464483,0.133448212925967,1.54750416536519,3.87532940866743,18.5292126481435,85.31,22.7435141538687,0.0347038991232358,4.18454556882735,7,3.16790312261377,10.7028836143204,3.67548185366589,0.202039497590274,0.679494040539303,9.92331176894221,1.66271842744642,10.2321698616336,10.3299120353803,10.5631585744344,9.66239531891267,109.623924283774,0.125140655011457,0.150035949585177,3.56064948914248,-6.3727552274567,5.80796568275938,0.153194154599785,1.63310404958809,29.4892468648384,0.167052125735478,164.488785298898,5,0.772211068557435,10.2465022660792,2.91909076072213,6.1938200260161125
18,9,19.8640555988824,19.5963509428749,0.110537785829658,2.08575397895544,0.160350682281801,0.7542146664,110.910406475419,5.32185115388786,0.135964704475852,1.54755973755737,3.87435198799505,19.2092557638409,85.31,23.8931195782344,0.0347038991232357,4.18454917910097,7,3.17913040994756,11.3404890054743,3.67563296206769,0.238591580789496,0.679478076438323,10.6811479884157,1.66269306591745,10.9508997421167,11.0614480330908,11.253549777247,8.87044762241448,109.623924283774,0.0335050563549735,0.165411029630424,3.56064948914248,-5.83071536832638,5.81157322565848,0.194932638852159,1.630146034798,29.4905315173382,0.167692888621632,168.257673390394,5,0.772211068557435,10.5645501658312,3.7316441636263,5.91721462968355
18,9,18.7900840577715,18.5557573326857,0.111410663493432,2.08571046051047,0.162565111551043,0.7521839904,110.910406475419,5.70266731870807,0.140636098846043,1.76974365320093,3.8742849695196,18.7828784434062,85.31,23.0183507889717,0.0347038991232357,4.18454836773497,7,3.23205080756888,11.0522237895125,4.96257486685741,0.238208008864021,0.679397952443448,10.406244834094,1.66261419976871,10.6700929610307,10.7989543581133,10.987385068502,9.05953002950642,109.623924283774,-0.0079913333380247,0.16858555684235,3.56064948914248,-6.38442242057592,5.77150767798684,0.199624416212151,1.63197624534575,29.4899190525453,0.167943138472885,166.280981652255,5,0.772211068557435,10.3546689729688,3.63595590531094,5.531652669587842
34,13,30.3290050523167,29.3795485653636,0.238504374057226,2.100315590279,0.118869953518586,0.699155518181818,104.383367170671,7.10369005342845,0.278919414550879,1.9359537171361,3.89116449948565,31.0914702674653,75.5,35.9428057914246,0.006841912394991,4.1974808945453,10,3.54745723150765,14.468404490773,5.65005878132736,0.436825661245507,1.05945723085516,14.3853062057529,2.06532991787085,14.4652492420164,14.6389450025323,14.6519003684237,7.48659943440763,103.096884979026,-0.197362151300811,0.0927798492542012,4.42238218433911,-8.99083155131351,6.03362830774534,0.311250703894084,1.55273220195099,38.491157203161,0.140598296646133,271.55998411473,7,0.711007454159241,12.4473739662111,6.86364545887107,4.522878745280337
33,13,34.2084990061107,33.3065542851964,0.310284342318601,2.1001994768437,0.118955393491684,0.697954366060606,104.383367170671,7.36979097636664,0.358463359725085,1.87938524157182,3.8907874966612,35.2736322158533,75.5,39.5124391825243,0.006841912394991,4.19741013761471,11,3.59210407561025,15.3292883758378,5.62731081166063,0.58131182733428,1.09221311702179,15.4338295807095,2.09853442560278,15.4498793390157,15.601802097435,15.5482112071641,6.41615175329758,103.096884979026,-0.092242662537213,0.105360182800009,4.42238218433911,-9.2329760713739,6.03880714291284,0.450191201123289,1.48737954137111,38.491605167916,0.141916246987357,273.396810660552,7,0.711007454159241,12.8656694685942,7.66897047870806,4.522878745280337
32,13,33.9868223676611,33.3083755131298,0.465661658823764,2.09968011700452,0.152393647823095,0.699492756969697,126.383142945884,7.81912139290617,0.549943903086873,1.88811566597022,3.89053710463687,35.5606520489659,93.96,39.7774046765621,-0.0521411577322847,4.19701884394372,9,3.6531556076176,15.7625208129681,5.69077803822141,1.12559421388073,1.1697190465247,15.9784674803276,2.1758959454489,15.9573469176927,16.208007668391,16.1202563528223,8.85248793724773,125.096660754239,0.124304343153865,0.0957887184657082,4.37574670288537,-9.34450007987865,6.09839492989933,0.894776418233854,1.51715639959345,40.4931341435018,0.136526619999184,307.470972856903,5,0.792722962432685,13.1587931475284,12.3449777143406,5.023650020996727
28,15,28.8588145184585,28.0203003380735,0.271863844806638,2.09889675568643,0.111841114650388,0.767664089032258,122.394117853702,8.15890005839556,0.300888587054213,1.89960488155872,3.88897037266855,28.4443676876757,87.53,36.0665357551637,0.0136468844989613,4.19621195675087,12,3.5334303616533,14.7020169189211,5.50586654999091,0.431298101311652,1.13720557174752,14.7428836492081,2.16063905761529,14.7793179631331,14.9600936602809,14.9295816437574,7.91661370564962,121.107635662057,0.0908960492281976,0.113529047177188,4.15327572601087,-8.02622295289352,6.01336158454621,0.316722631230557,1.48747950706019,38.4897174124787,0.142095075798965,276.698550834079,6,0.738927057507009,12.5079061198566,8.96702498836891,5.133122185662502
28,15,39.8966232875393,38.9955929726704,0.453471359683529,2.09881867871683,0.109691432302794,0.767664089032258,122.394117853702,8.28238899117894,0.488713525922407,1.89966166143969,3.88958856646796,39.3972200430342,87.53,44.0616275613313,0.0168885689146145,4.19620298723005,12,3.54350247407879,16.633050739736,5.66350972088193,0.909651276584125,1.22012504330767,16.94050533495,2.2258853474352,16.8912274078417,17.0400763982796,16.9221432778585,9.87264777613902,121.107635662057,0.291720064951797,0.102698874747644,4.08549501433234,-8.33419697421983,6.08596894080841,0.918808905185613,1.39231334177216,39.4901414727376,0.140208069948468,290.105360594273,6,0.715251143724236,13.6205183489191,8.43516591910574,4.799149501908922
28,15,41.8768420123953,40.9278056762081,0.474786459568521,2.09885133000887,0.111169157848155,0.767305092903226,122.394117853702,8.22098795341832,0.512926621110397,1.9492328217144,3.88940317391876,40.1622230496905,87.53,45.8462261240354,0.0168885689146145,4.19620480452341,12,3.61016412287316,17.2502123821,5.80968920509455,0.908941863144293,1.19741583344367,17.727391487512,2.2260366479828,17.6199642826396,17.7479449861711,17.5697788025548,9.87950157450369,121.107635662057,0.222514431099055,0.100377422576095,4.08549501433234,-8.11225852354023,6.07759372593355,0.912803988431595,1.39010597580943,39.4905258647572,0.138218076986953,293.878232655742,6,0.715251143724236,13.8614463543553,10.539027683477,5.350665141287858
28,15,39.5805945394992,40.0398636177422,0.347106032949394,2.0990711683359,0.0963391729421129,0.767293484516129,122.394117853702,12.5669720911672,0.354647456042637,2.03185888698861,3.88922086125746,41.8180687023627,87.53,44.3010090633254,0.0080467915804452,4.19673457395776,12,3.70961328330406,16.9731311289317,5.90349006326854,0.581361043958781,1.21789411413621,17.3124510696617,2.22314854786982,17.2523082749436,17.3828449013622,17.256870079692,5.41504886303415,165.987975475094,0.235807722560397,0.101994514394295,4.12774185675794,-8.74592128703528,6.19163097341372,0.659840902031898,1.40355684900763,41.4916387642842,0.135820346651148,327.20177215281,6,0.615679561569662,13.8993800963811,4.57526547309391,5.367542707815276
29,15,41.3283882391235,42.8779365826156,0.356972821040101,2.09906885319117,0.0964046439942992,0.767664089032258,122.394117853702,12.9749882613834,0.353989498418714,2.03189891302727,3.8891833978542,45.1286500885615,87.53,45.4784948799645,0.0080467915804452,4.19671771802442,13,3.71685153276815,17.9726294987723,5.88582086960403,0.687004465872646,1.21883183609373,18.5461533409995,2.2240811125836,18.408386616801,18.5108823219981,18.3070248606493,5.37682161436335,165.987975475094,0.297866766629187,0.103363165398566,4.12774185675794,-8.36141162013554,6.19305097090384,0.632839674860531,1.38967220358165,41.4928634409492,0.134812777892726,334.871594584687,6,0.615679561569662,14.330706654703,5.86645360038622,5.521433504406157
28,15,42.1123568895961,43.6410507070662,0.425081274420653,2.09921921010724,0.0849395497354287,0.767293484516129,122.394117853702,14.184926351288,0.371371277030618,2.34470524810927,3.89010114906234,45.6639557795894,87.53,46.7520709654115,0.0060934829637731,4.19733999841026,12,3.85788046107705,17.6986734935142,7.12159812368595,0.641416194990607,1.38674303648955,18.146432089348,2.45732732694227,18.0503293156021,18.1651970225494,18.0004945029841,5.57447986402554,210.868315288131,0.335916556434211,0.10072094187789,4.11002437857199,-9.73394513580084,6.37000250926671,0.696328845404449,1.42061751699664,45.4896098997804,0.128124148168761,383.520945299312,6,0.598167791528649,14.3196454059838,2.65213503585706,5.681936665037238
15,11,23.4860250150737,23.9605387320833,0.153076732167894,2.08507729453642,0.139306338433438,0.850856193043478,128.921157158449,6.02008043342512,0.156614694354008,1.66975062184071,3.87215331650521,24.4625071695229,97.34,27.0936616632676,0.0272784563098038,4.18432066557131,10,3.31230334503133,12.8440111741185,4.71661643116515,0.324770186851983,0.679751801826549,12.4488059005506,1.66292802648114,12.6307439002565,12.6373302139767,12.7422645904203,6.88204129012432,142.594788237817,0.223653904413822,0.154373838764709,3.56008015877527,-6.65739694673316,5.92564847940187,0.383523389065546,1.57583239022345,30.4862697796419,0.165959865934666,183.417040690444,4,0.756605903925589,11.3558182356288,7.19777440975935,5.36251027048749
15,11,25.6118505152341,24.5691949265137,0.167489148496169,2.08504544582534,0.148003136128507,0.850856193043478,128.921157158449,4.57001312572064,0.202191500051465,1.66786657637627,3.87193075363286,23.9917881014469,97.34,28.8447181667436,0.0287791005682758,4.18426002540256,10,3.28400771706113,13.049553206635,4.67894940078546,0.324775268789374,0.679739285094788,12.7868208601978,1.66292203595855,12.9238945851021,12.9795187202737,13.0435014682274,4.6467404384025,127.634674966804,0.284700777777768,0.151146131117528,3.68627992128292,-6.0850467063972,5.72177629567565,0.380638315037187,1.57571138171829,29.486670123801,0.168664140439511,172.657939308973,4,0.919415633985894,11.3873686570199,6.45406039182582,5.333482019445119
15,11,24.3516684366321,25.3237376612035,0.156005991815805,2.08546367246724,0.123533899455079,0.850856193043478,128.921157158449,9.01646573589461,0.161579701926792,1.72286732826895,3.87211114507542,26.8713956888978,97.34,28.1257865316145,0.0114933768154232,4.18474817547341,10,3.42577743658419,13.0306962882697,4.98795979456423,0.299991808071076,0.952073082954551,12.60297112032,1.95470706056029,12.7960846834934,12.7918444556488,12.9121086494089,4.63511721243619,172.515014779842,0.215526925345348,0.139064859667243,3.67347962974145,-6.90661025390284,5.97063062446802,0.484699918539026,1.58784271558655,32.4889258217775,0.16021442333998,210.324636781851,4,0.671650739118436,11.6245995075071,2.66833822915449,5.281498311132726
16,11,25.7228243602806,27.5124249723609,0.164825579168633,2.08545128357926,0.123628172649771,0.850856193043478,128.921157158449,9.98682663570059,0.162365785581055,1.72624014124508,3.87206966876579,29.4291945760448,97.34,28.9870902000429,0.0114933768154232,4.1847310055167,11,3.42641196883918,14.1772388700515,5.00263116471281,0.401684341476673,0.952075687917982,14.0009360203563,1.95470970080358,14.1117552928392,14.0790141392267,14.1165515829655,4.60004973833694,172.515014779842,0.293060174790816,0.141340303413858,3.67347962974145,-6.47277768239954,5.97240151042523,0.475908743310692,1.5702473838564,32.4908443778809,0.160906251027458,217.865924446013,4,0.671650739118436,12.1293379999514,3.82192446890397,5.958607314841775
15,11,25.8398229568104,27.2513996596697,0.179535955013454,2.08584475145002,0.107355865937632,0.850856193043478,128.921157158449,11.3317725842374,0.157027746496187,2.0,3.873050844848,28.8735271963859,97.34,29.7644218876704,0.0063455181795398,4.18530770578131,10,3.6747072032858,13.6488291178219,5.70175287829319,0.349084614363718,1.15686642025533,13.3062032158341,2.21077153535078,13.4711985946691,13.4839001850009,13.5732705218023,4.79536959625663,217.395354592879,0.350326746361155,0.130423281926743,3.67835801657946,-7.6889530245912,6.18861214602687,0.380664548357577,1.62251761845289,36.4852630948673,0.148872549692725,253.013578193219,4,0.6485659460606,12.0178358787936,1.76030496327224,5.042871802323187
15,11,25.9147082477414,26.7277615170787,0.171670918449325,2.08526639805938,0.123020180351105,0.850856193043478,128.921157158449,13.0196010141273,0.180034600932836,1.88421308352703,3.87274577813731,27.3503099966396,97.34,29.5992400472743,0.0194292983732418,4.18473870136315,10,3.50458778792621,13.4220369530997,5.48143772846791,0.301705785245481,0.952077511462652,13.0737568927202,1.95471200210744,13.2403738755468,13.2650102836887,13.354519433446,7.03570374739368,172.515014779842,0.0641102726025405,0.138605454671837,3.55569318473431,-6.36873284375915,5.99639165286247,0.482238390621968,1.58470987591612,33.4883045446051,0.156667664687287,221.837049053452,4,0.676569870753517,11.8169830347764,-0.412364962837923,4.9503943874050265
16,11,25.9642896638659,25.3411980498604,0.147521034934975,2.0854202267248,0.144024388622942,0.850856193043478,128.921157158449,4.70038542153165,0.166978994395512,1.66786657637626,3.87181230063188,27.4690923995726,97.34,29.2007062475944,0.0138551533179774,4.18461570523445,11,3.28400771706113,12.7858861010585,4.67894940078547,0.407226151280787,0.679754665421681,12.440893023531,1.66293063440706,12.6056004207912,12.6268551158666,12.7184443066785,5.11656896693681,127.634674966804,0.191902450925062,0.145439378289217,3.9334885984008,-6.5740200994924,5.74603386489547,0.445973768858574,1.5738191918201,29.4870170478565,0.16866414043951,172.802341814596,4,0.932907641873925,11.2731268108543,5.8097130649076,5.568636235841013
