Rperim,VE2sign_B(s),ATSC3i,SpDiam_AEA(ri),RDF040s,nCs,CATS2D_05_AL,CATS2D_06_PL,B07[N-N],F06[C-C],alvo
27,0.001471743097706,1.90134595590237,5.2377778697653,65.3320656579806,0,11,0,0,27,6.346787486224656
27,0.0013746518297909,1.56012052976332,5.2402161824243,96.3222733673633,0,11,0,0,27,4.633017024022149
27,0.0010672593424915,1.84390415867769,5.32362795482201,68.2673864109974,0,10,0,0,28,5.739928612014925
27,0.0009089110653204,2.16372817130579,5.32395410767174,73.3093211653961,0,10,0,0,28,5.790484985457369
27,0.0009311304239087,1.79387722049586,5.3240735012667,97.6422474246978,0,10,0,0,28,6.180456064458132
27,0.0003748732595172,1.91355635849586,5.32419266613883,96.2294859167109,0,11,0,0,28,4.522878745280337
27,0.0010981857598237,1.89823884469679,5.32398173887164,84.696196440785,0,11,0,0,28,5.554395796726403
27,0.0011367568496518,1.8340643157686,5.32392326564892,68.7348661893414,0,9,0,0,28,5.7447274948966935
27,0.0006841622665905,2.29037304727408,5.32402856982116,79.8792827512276,0,10,0,0,29,4.897223385116559
27,0.0025597059178494,1.5437719,5.21313464616463,52.8066441255373,0,10,0,0,31,5.150580586203101
27,0.0014879771622078,1.56139302207101,5.2377432297787,90.9841036996251,0,11,0,0,27,6.045757490560675
27,0.0012223248398526,1.55825702207101,5.2378513932259,86.3309511391627,0,13,0,0,27,5.939302159646388
27,0.0019347259498919,2.27354576501693,5.25053770245566,58.6491587689341,0,12,0,1,24,5.563837352959244
27,0.0014989548265396,2.72788024527777,5.3604585363169,74.0613201890771,0,12,0,1,26,6.958607314841775
27,0.0010579564758292,2.45878513692521,5.33157425976683,56.8754274574691,0,11,0,1,25,6.3872161432802645
27,0.0010098991736144,2.24371129878116,5.32504038280953,71.0637960824674,0,11,0,1,25,6.096910013008056
27,0.0007026058053206,1.79074122049586,5.3241048243975,94.2987680298635,0,12,0,0,28,7.397940008672037
27,0.000873332078369,1.95898791816529,5.32401191290776,84.8816376912976,0,10,0,0,28,5.543633966870957
27,0.0016886963808609,2.0199199400554,5.31514347799707,83.4359001847128,0,12,0,1,24,5.892790030352131
27,0.0010969269030568,2.29037304727408,5.32399530238432,79.0505460551061,0,10,0,0,28,5.795880017344075
27,0.0026563464653612,1.47129443801352,5.21301008556661,36.8266861877035,0,8,0,0,31,5.197226274708024
27,0.0021671247202692,1.87901483886161,5.2338154605321,48.058704303807,0,9,0,0,32,4.522878745280337
27,0.0024666378512391,1.87901483886161,5.21900792668563,47.8624046214353,0,9,0,0,31,5.769551078621726
27,0.0019754830893897,2.0657363275,5.30242213376062,45.3415649197254,0,8,0,0,32,4.522878745280337
27,0.0019958715271701,1.84887656386161,5.29586681940772,59.6540208356049,0,8,0,0,32,4.522878745280337
27,0.0019014824630898,1.96792065381944,5.31511370820963,83.2603715725661,0,13,0,1,24,5.935542010773082
27,0.0014455240108244,2.34329907142223,5.31515923121973,78.4262997738873,0,12,0,1,25,6.251811972993799
27,0.0019035377744,2.34329907142223,5.31512693974744,77.6270409583704,0,12,0,1,24,5.756961951313706
27,0.0013338867186667,2.85093013590073,5.36046220917757,93.0347975164646,0,12,0,1,26,8.0
27,0.0015650433619317,2.80996392624563,5.36044644739921,94.4853146172214,0,10,0,0,30,6.259637310505756
27,0.0014261314799767,1.7112994452034,5.237711031976,78.3352711478521,0,11,0,0,27,6.050609993355088
27,0.0007777124486095,1.66798860200814,5.23852714491268,89.6299445460917,0,12,0,0,27,5.889410289700751
27,0.0016672144246307,1.65728530029752,5.23772029099208,76.6962226518857,0,12,0,0,27,6.008773924307505
27,0.0017590017534403,1.59204572455621,5.23726234092732,62.1091510530037,0,10,0,0,27,6.309803919971486
27,0.0011785421868041,1.98908296609917,5.26571800496878,73.2745525887347,0,11,0,0,28,5.966576244513051
27,0.0026610829222596,1.49752660786757,5.21246690247759,36.3407228382668,0,9,0,0,31,4.522878745280337
27,0.0024267833241745,1.80642906,5.21307164565297,41.3117426684898,0,9,0,0,31,5.100179497572904
27,0.0010834425177007,2.54827238123055,5.3315786234669,81.5527852757154,0,11,0,1,25,7.221848749616356
27,0.0004238541896407,2.49783721692034,5.33156686597187,76.6044561685064,0,9,0,0,29,6.337242168318426
27,0.0004220789727581,2.25731579115041,5.32509771665035,91.4522663139277,0,9,0,0,29,5.609064892896621
27,0.0008803558966066,2.12430338817294,5.32615648326133,81.2482582309475,0,10,0,0,28,5.987162775294828
