Rperim,VE2sign_B(s),ATSC3i,SpDiam_AEA(ri),RDF040s,nCs,CATS2D_05_AL,CATS2D_06_PL,B07[N-N],F06[C-C],alvo
21,0.000919368813797,1.78531394120338,5.33355950506332,96.6239744041578,1,9,0,1,25,6.431798275933005
21,0.0024173268826608,1.26734606855,5.2201578901664,48.4919830011094,0,6,2,0,18,6.468521082957745
21,0.00140083597233,1.22472539255,5.22026948068068,59.3622425868285,0,7,2,0,18,5.388276691992658
21,0.0027626826322818,1.21791371879935,5.22016386203127,48.1944821396207,0,7,2,0,18,5.6439741428068775
21,0.0029221351301678,1.1548866346875,5.22009799127377,32.2216681170322,0,5,2,0,18,6.1249387366083
21,0.0020058911243958,1.55521647199567,5.25930574227898,42.7120754135445,0,6,2,0,19,5.681936665037238
27,0.0009588044832541,2.12430338817294,5.32581913639326,73.0774603459227,0,9,0,0,29,5.882728704344236
27,0.0001158745242531,2.01246583438861,5.32387575033703,73.635447987202,0,12,0,0,30,6.7447274948966935
21,0.003059646703219,1.23424928,5.21975575018803,30.3406118079364,0,7,2,1,15,5.943095148663527
21,0.0028357360548526,1.52902884637188,5.21980585654325,34.620174387445,0,7,2,1,15,6.036212172654444
21,0.0029893864478941,1.21232536888889,5.21977855013147,44.8971503822371,0,6,2,1,15,5.300162274132754
21,0.0028813104471172,1.18889096888889,5.2198278440849,62.8698942874414,0,7,2,1,15,5.896196279044043
21,0.0026810043494325,1.55521647199567,5.2440114325331,42.5267090608438,0,6,2,0,18,5.152427340857888
21,0.002480351243983,2.03885976853497,5.35675474136569,57.86137762599,0,6,2,0,20,5.079876673709276
27,0.0024420589933474,1.92524712438763,5.29821900319119,58.1592914868938,0,10,0,1,28,5.634512015109101
27,0.0022603915950642,1.73578502418283,5.22710556423492,48.9727166705559,0,9,0,0,31,4.522878745280337
27,0.0023217930753682,1.73578502418283,5.22605606057746,54.6503415354917,0,8,0,0,32,4.672028376376989
21,0.0028838029530618,1.1667420214875,5.2200791466684,31.753678201421,0,6,2,0,18,6.070581074285707
21,0.0026476348305205,1.4750408328875,5.22045642203307,84.7618190680067,0,5,2,0,18,5.139063379299906
21,0.002483054668788,1.4528872973875,5.22017621311269,36.7350166781968,0,6,2,0,18,6.337242168318426
21,0.0023374602942453,1.1211596734875,5.22055915142255,65.1760403268709,0,7,2,0,18,6.1938200260161125
21,0.0025037899605827,1.1225957934875,5.22015431417147,61.0052229155844,0,6,2,0,18,5.91721462968355
21,0.0021299587340617,1.1194597934875,5.22016677785497,57.4753529785551,0,8,2,0,18,5.531652669587842
27,0.002366181368123,1.64563318284975,5.21323211277939,53.3504114734437,0,10,0,0,34,4.522878745280337
27,0.0017558181056741,1.64541092023556,5.2129365508625,41.6671809395707,0,11,0,0,33,4.522878745280337
27,0.0023147474191048,1.62917935319,5.21364027680007,58.5901638629849,0,8,0,0,32,5.023650020996727
27,0.0026757279272269,1.56653077741818,5.22125133230555,56.3918886897044,0,9,0,1,28,5.133122185662502
27,0.0025953729410088,1.54092234396364,5.22403426193068,67.5115765708293,0,10,0,1,28,4.799149501908922
27,0.0025930771308181,1.54557594396364,5.22330809851206,64.2332780828591,0,9,0,1,28,5.350665141287858
27,0.0024933148826093,1.95438801285375,5.23316634718362,46.2211900274884,0,10,0,1,28,5.367542707815276
27,0.0024178679862294,1.95438801285375,5.22364593770476,45.7658982133594,0,10,0,1,29,5.521433504406157
27,0.0024394805566244,2.39292542779091,5.33275189017775,56.3587083915244,0,10,0,1,28,5.681936665037238
21,0.0028944460660334,1.32640344599773,5.21979161794666,46.848686593521,0,6,2,1,15,5.36251027048749
21,0.0029038723728749,1.23256508734694,5.21977986005205,30.7867980620133,0,7,2,1,15,5.333482019445119
21,0.0027586823106299,1.60586982,5.24894174928284,41.5782106549652,0,7,2,1,15,5.281498311132726
21,0.0025946694621077,1.60586982,5.23930484231658,41.1343743751453,0,7,2,1,16,5.958607314841775
21,0.0031980651510907,2.0726225459375,5.34572175445404,51.7203390738394,0,7,2,1,15,5.042871802323187
21,0.0027380682707891,1.57590337654321,5.31248491121473,53.5446081178913,0,7,2,1,15,4.9503943874050265
21,0.0028801780964361,1.31378247395555,5.21976580521555,33.7940415008922,0,7,2,1,16,5.568636235841013
21,0.0028344020813969,1.2958017858034,5.21978226325823,40.6793578107917,0,7,2,1,15,5.522878745280337
27,0.0019998766851131,1.89118933145405,5.23658757400408,47.8565048248091,0,12,0,1,24,5.701146923590294
27,0.0017516670895598,2.16772316491084,5.23747696604512,52.8778511853257,0,12,0,1,24,5.235077015350112
27,0.001632485821484,1.84593736766804,5.23993177572021,82.5436854658127,0,12,0,1,24,6.769551078621726
27,0.0017639947084007,1.84858637507544,5.23743975986898,77.146461242986,0,12,0,1,24,5.723538195826756
27,0.001497199573677,1.84545037507544,5.23754816021109,73.9005786153484,0,14,0,1,24,7.221848749616356
27,0.0017040451064803,1.98783205162895,5.23740850510588,64.399920455432,0,12,0,1,24,5.809668301829708
27,0.0010168181903298,1.94599923352195,5.23822848774947,75.8669127882939,0,13,0,1,24,6.4089353929735005
27,0.0019381740240795,1.94707631930748,5.23741846402789,64.2928559245725,0,13,0,1,24,5.703334809738469
21,0.0014335895122453,1.74891701292591,5.32795990639382,40.0861697393932,0,5,2,0,19,5.671620396561262
21,0.0031271411507881,1.31089257863739,5.22104274847322,48.5336456306034,0,6,2,0,20,4.997402019280091
21,0.002296985546019,1.39161411799587,5.22020308048299,51.2092140771311,0,6,2,0,18,4.861697301833718
21,0.0013404778599734,1.52421946345051,5.32128522384579,54.2605578002225,0,5,2,0,19,5.85078088734462
21,0.0006173488016606,1.32282508210775,5.22019217453088,37.0587826223227,0,8,2,0,20,6.086186147616283
21,0.0024206129295429,1.39161411799587,5.22015655804349,37.0636932883926,0,5,2,0,19,6.366531544420414
21,0.0023326062633893,1.29469042109375,5.22020058325689,47.4853876846672,0,5,2,0,19,5.4156687756324695
27,0.0007933257061681,1.95898791816529,5.32502628665,84.9659359998884,0,10,0,0,28,5.966576244513051
27,0.001407785524017,1.8338244871875,5.23979389545347,75.1132769014461,0,11,0,0,27,5.823908740944319
27,0.0020488207712981,1.89075558528121,5.23695775361796,48.3182269614124,0,11,0,1,24,5.425968732272281
27,0.0014416469109004,2.27354576501693,5.2657082345093,59.5053118482422,0,12,0,1,25,6.356547323513813
21,0.0012815265334516,1.36105099305843,5.220499025935,54.1858605613292,0,5,2,0,20,5.812479279163537
27,0.0016652397520123,1.98908296609917,5.25058206984839,72.4395451952509,0,11,0,0,27,6.251811972993799
27,0.0016029373429146,2.45141477668252,5.36044504366576,87.8416119790319,0,11,0,0,29,5.935542010773082
27,0.0008245764947431,2.17586310876033,5.33155936270571,70.7120135599624,0,10,0,0,28,5.943095148663527
27,0.0016723825247271,2.10506059994055,5.23947621931723,61.2405518292793,0,12,0,1,24,6.022276394711152
27,0.0015006824053438,1.8338244871875,5.2392258469663,66.9588885567262,0,10,0,0,28,6.356547323513813
27,0.0017664123594998,2.10506059994055,5.23890738088687,53.1352424209867,0,11,0,1,25,5.421360790031928
27,0.0004684059056438,2.05584301631111,5.23750694876979,53.255731046878,0,14,0,1,26,6.920818753952375
27,0.0019633144143166,1.91171958214527,5.31476529291012,66.8223625684559,0,12,0,1,24,5.85078088734462
27,0.0017332579753337,2.21548222878117,5.3150864362894,71.8544348267694,0,12,0,1,24,5.7121982700697735
27,0.0014969165242672,1.86134380916898,5.31523513989868,92.8227573046391,0,14,0,1,24,7.522878745280337
27,0.0002246089568929,1.76171965388823,5.23780600996698,65.6687839367422,0,13,0,0,29,5.785156151952302
27,0.0024047651483526,1.4490122987184,5.21369671984835,76.2387655157995,0,10,0,0,31,4.522878745280337
27,0.0024020722898763,1.60809260892488,5.21319260854268,53.0316759127562,0,9,0,0,31,5.094743951251549
27,0.0020384493195179,1.5635576789142,5.21362780597979,63.994223194182,0,10,0,0,31,5.13430394008393
21,0.0020154030090852,1.32413520734404,5.22059922221974,42.4955157357257,0,7,2,0,21,5.563837352959244
27,0.0017008686000245,1.60706470017752,5.236889189016,61.7266772744734,0,11,0,0,27,5.935542010773082
