F06[C-C],L1p,H6v,L1v,F03[C-N],RNCG,SpMin1_Bh(p),H6p,Tp,F05[C-N],Tv,L1e,P_VSA_p_2,SpMax_B(p),SM15_AEA(bo),Eig07_EA,H4s,SpDiam_B(v),TPSA(Tot),CATS3D_02_AL,SpDiam_B(p),RDF115v,Eig07_AEA(ri),RDF060p,SpMin1_Bh(e),SpMax1_Bh(e),nCsp2,RDF145s,DP15,VE3sign_RG,SpMax5_Bh(i),MATS1p,H7v,SM02_AEA(ri),Eig07_EA(ed),TPSA(NO),SP17,DP17,CATS2D_08_AL,SP18,DP16,nHAcc,SpDiam_AEA(bo),RDF075p,F04[S-F],F05[N-Br],RDF065i,alvo
24,38.3980099757011,0.430737136133314,38.4284212377476,14,0.0977605520379153,2.09228447187331,0.432441560499558,42.2098159250438,15,42.1236387681967,39.803400471549,139.179647401832,3.87600046494289,1.9886459186502,1.9886459186502,14.4629404136583,5.81053820021251,100.42,5,5.8247431661214,7.8988858684255,2.93584730754335,9.94836439968026,1.94979386570679,4.14243457004813,26,42.0278303531995,16.8771841523302,-12.0866796164672,3.48668303786693,-0.0119780305598032,0.274005127498952,5.74560199741264,5.74560199741264,100.42,17.3223247133072,17.2029228923542,5,17.4237754190964,17.0667636899102,9,5.53105333869288,8.25894453423034,0,0,34.8154225757727,5.701146923590294
24,38.2474011432428,0.446240783121247,39.6455801566194,14,0.0929478100131784,2.09242824118356,0.4265662776581,42.0689129924345,15,43.4100364550994,40.9471585578895,139.179647401832,3.87757817682958,2.16043821835585,2.16043821835585,15.4812502021436,5.814397461068,100.42,5,5.82855423101921,7.89398774143099,3.10995190444752,10.24019936405,1.94919752938169,4.14287960214159,26,46.157601867291,17.4412400862235,-5.68601379962789,3.4881133789886,-0.0123890771746096,0.291578385591064,6.08413503579686,6.08413503579686,100.42,17.7534436892716,17.8271166579929,5,17.8899289745101,17.6607758001147,11,5.53122493788346,8.24016872699198,0,0,35.0800791359099,5.235077015350112
24,40.3195355953637,0.407563643837066,40.264373049084,14,0.0967985314564983,2.09103003531457,0.409254863250131,44.5218585223447,15,44.3462486567572,40.3888303983442,139.179647401832,3.88051565605327,2.15461556103823,2.15461556103823,15.6477569224147,5.81701976593981,100.42,4,5.83163528352519,8.195206886172,3.09752440700694,10.4669986354368,1.94931657791967,4.14273956970928,26,31.503514427418,17.2216105417725,-5.65959177464841,3.48657729643432,-0.0020538505047235,0.214305243572816,6.09102740156653,6.09102740156653,100.42,17.5456832717568,17.5707724348348,7,17.6634231712836,17.4229610229974,9,5.53195216432981,8.7371523415601,0,0,38.5366936581157,6.769551078621726
24,42.4576033034627,0.469742051578318,42.2975397298917,14,0.0977475994138074,2.0913009199319,0.473079393254625,46.2885782584191,15,46.0224468372848,41.1924226014376,139.179647401832,3.87876893832918,2.17305375675117,2.17305375675117,15.1259133151332,5.8140785599503,100.42,5,5.8286176526699,7.9064308139731,3.11982549364105,10.968875561967,1.94937391757657,4.14267384168471,26,50.9681123728607,17.8714185241595,-5.65768724877486,3.48644506178551,-0.0020538505047235,0.32359867968602,6.13142869807592,6.13142869807592,100.42,18.2912784354794,18.3282552404972,6,18.4656894290668,18.1264170616564,9,5.53120022418496,8.98440391553464,0,0,35.6184221857559,5.723538195826756
24,41.2611174771627,0.465039525396607,41.1626371647203,14,0.0986923525887486,2.09122472469306,0.475790271715102,45.2847954020302,15,45.0678398587042,40.7223400420166,139.179647401832,3.878698246441,2.16043821835584,2.16043821835584,14.6037717937191,5.8142116842936,100.42,5,5.82866881412825,7.89513125748119,3.10551565239557,9.91929115176267,1.94935822931595,4.14268620301659,26,49.3155647248217,17.5408234148185,-5.69490043451993,3.48649533757078,-0.0020538505047235,0.313863007102775,6.08413503579688,6.08413503579688,100.42,17.9104114868401,17.9493882808285,9,18.0605443949639,17.771459878599,9,5.53122493788346,9.29232777779493,0,0,37.6123862193583,7.221848749616356
24,40.3636843652899,0.463183802023814,41.2147647518387,14,0.0945863660265337,2.0917472751288,0.461653636519779,44.1733665071777,15,44.9137298060441,41.3239211588274,139.179647401832,3.87811711494723,2.17305375675117,2.17305375675117,15.7044217151827,5.81411776109006,100.42,5,5.82835359939541,8.07275293922776,3.12084322927971,9.83016073140164,1.94929669044541,4.1427599839816,26,45.3014530748954,17.7994297230381,-5.66186460770524,3.48774070155185,-0.0073093252653795,0.318977940846182,6.13142869807592,6.13142869807592,100.42,18.1810380081563,18.2417973440777,5,18.3473693783153,18.0472728665722,10,5.53120022418494,8.79423665907411,0,0,35.7483939840445,5.809668301829708
24,41.1682934382813,0.470917279613493,41.9689338877951,14,0.0935073998428528,2.09126142626994,0.474877116572629,45.197161070041,15,45.8706351606627,41.541616500601,139.179647401832,3.88124759512283,2.1736480721593,2.1736480721593,15.6476033496091,5.81835664069892,100.42,5,5.8328910036398,8.06858664873459,3.12176127035949,9.80379359057374,1.94914322921348,4.14289990447593,26,49.7232056373657,17.8399100666166,-5.68089364445397,3.48764088604248,-0.002392001402185,0.317463820777128,6.1358555439154,6.1358555439154,100.42,18.2028738439674,18.2751911883275,7,18.3687622126349,18.0841810683275,10,5.53140714888078,9.05653815321183,0,0,37.784687376418,6.4089353929735005
24,43.7709353534862,0.467290016522719,43.4347554006367,14,0.0975118141344335,2.09224919650276,0.471078155029717,47.6212894572185,15,47.1786203864196,44.9410678970437,139.179647401832,3.87853571235511,2.17305375675118,2.17305375675118,15.6802102880364,5.8140682932687,100.42,5,5.82845156735274,8.01550191781334,3.12187063469959,9.78717363035874,1.95102510040898,4.14329754827986,26,41.082518533671,17.8250847358462,-3.16803793287637,3.49734294220139,-0.008595569509907,0.313848489913212,6.13142869807592,6.13142869807592,100.42,18.2205590857901,18.2724453232827,8,18.3896879093757,18.0754020208706,9,5.53120022418496,8.90018443910305,0,0,38.445417898397,5.703334809738469
19,19.642297293838,0.140318308182666,21.4691123016691,9,0.128479174521818,2.08706497115682,0.132047501733043,23.46333129371,8,25.0816674799927,23.3312678624258,110.910406475419,3.87460905050958,1.78086163894543,1.78086163894543,20.9125959745017,5.80107215981107,85.31,4,5.81451198472529,3.66215773785098,2.72630513610681,4.91726742772916,1.95570192401415,4.13633936804563,19,9.89243232112829,12.4053023379064,-2.95072706419043,3.36977057681199,0.0144164403809051,0.05102315503106,5.32265932206994,5.32265932206994,85.31,12.165382918368,12.1105487711691,4,11.9643323812635,12.2844916349876,9,5.48543793309721,5.81351620533271,0,0,23.0089913795335,5.671620396561262
20,20.714432764522,0.136224999016972,20.557646303325,9,0.198324582013161,2.08728002724137,0.185436232276557,24.9920515340244,7,24.5835298669262,22.5826897122282,121.910294363026,3.87452537658404,1.54768564020672,1.54768564020672,5.46813310124073,5.80084250186091,94.54,6,5.81436220766032,4.01335752616421,2.48407343335595,6.46660617575614,1.95854608306227,4.13646212539095,19,5.15310230868936,11.3453748214607,-3.24161123202063,3.34873964651159,-0.0284070575609643,0.0549838805103333,3.69909248904206,3.69909248904206,94.54,11.10113985437,10.9565197211179,6,10.8538605510931,11.1765799224532,6,5.48550993785538,7.50736609023566,0,0,25.9387512501152,4.997402019280091
18,16.674787399038,0.104736369139776,16.39949194522,9,0.146119214896193,2.08647931227245,0.123488085176727,21.5528596201137,7,21.4824348266677,17.2588283675438,121.910294363026,3.87325221345661,1.77288780812167,1.77288780812167,8.61831628072708,5.79953773759906,94.54,6,5.8128707774013,2.28901553111768,2.71921479376077,5.85097858823775,1.95368833295341,4.13585844961748,19,0.112870743835607,9.65300360083753,-3.02789766866459,3.39185324324287,-0.028439632499086,0.0330482367582119,5.30460686295962,5.30460686295962,94.54,9.14403216599742,9.0064019483256,6,8.77124169206127,9.35493239125706,9,5.49222668166539,7.79401182181516,0,0,28.6949095914374,4.861697301833718
19,20.5308243998018,0.140738110386806,21.9029676902711,9,0.133642365596854,2.08651415006922,0.132084127028889,24.528878874683,8,25.6332729072496,23.3053427439751,110.910406475419,3.87517901563894,1.78086163894543,1.78086163894543,14.5636596524258,5.80115758692167,85.31,4,5.8149727873644,4.5528987366524,2.72383590156458,6.04583900616821,1.95613130864677,4.1362626577366,19,4.99945829859147,12.4209327890356,-2.95120608278382,3.36976164694814,0.0201335545884806,0.0536430145588603,5.32265932206994,5.32265932206994,85.31,12.1828213256728,12.1247429520477,4,11.9806974282986,12.2994449159364,8,5.48543793309721,5.69737397648491,0,0,23.1126070032916,5.85078088734462
20,19.729264756532,0.146739148570582,19.4090400535139,9,0.157063715313508,2.08769753705472,0.186150589806214,24.1757429306927,9,23.6169390733847,21.1870431176626,110.910406475419,3.87402664694167,1.76974365320093,1.76974365320093,5.02867712117005,5.80008460268884,85.31,4,5.81367748267197,3.69023070190557,2.71847999077671,5.75348186275282,1.96712333764406,4.13650716628115,19,0.0262315164300844,10.8858659362399,-3.17687627043402,3.34960488393402,0.0136354739696728,0.0508823937776017,4.9625748668574,4.9625748668574,85.31,10.5730774578977,10.4681266746113,4,10.3177530337687,10.7021003258028,5,5.48091151775248,8.61519095626609,0,0,25.906718193857,6.086186147616283
19,19.381628282488,0.137575057854303,20.6015976710826,9,0.146324749508522,2.08647003622582,0.150413589087756,24.0562137706274,7,25.3171030186655,22.2231713635037,121.910294363026,3.87317520216834,1.78124790400174,1.78124790400174,8.6756073813197,5.79941906545178,94.54,6,5.81275485861368,4.25160393497714,2.72709254975266,4.46060504043739,1.95374761932064,4.13583631242506,19,5.24890130565372,11.7778503871634,-3.0217680738191,3.38692505249059,-0.028439632499086,0.0494984665595023,5.32515917813156,5.32515917813156,94.54,11.3780963236871,11.3791818319838,6,11.1254642706059,11.6044357313384,9,5.48828028620377,5.63670815071897,0,0,25.8786853028973,6.366531544420414
19,22.5033102455493,0.0955981946066523,22.437244181478,9,0.17025182472354,2.08656870304183,0.133645453778092,26.8865457327059,7,26.4626730531656,24.4240856370418,132.910182250632,3.87369915653854,1.61089146183021,1.61089146183021,5.16891597645828,5.80003477957619,103.77,6,5.81340066185761,2.94985892090873,2.52182085523948,7.37501174052927,1.9532044503847,4.13615278760333,19,7.42947965563213,12.1147062479653,-3.3232235081722,3.36014782207941,-0.0705886139165121,0.0368207823833479,4.16905551075453,4.16905551075453,103.77,11.9445471986307,11.8109355988829,8,11.735317439653,11.9889797378638,7,5.48314641231363,7.16024272685642,0,0,30.1239967251327,5.4156687756324695
28,38.0816060386029,0.413293322336224,39.3077628732416,12,0.0945166876968622,2.09305075387095,0.392123364876943,42.7820803241985,13,44.0603236070891,39.2947994580929,121.168896718802,3.88187794147431,2.28373098819587,2.28373098819587,19.0417327317278,5.81869740763526,88.39,6,5.83348653180416,8.01981984482482,3.21957201853388,9.73251571595473,1.9556316194094,4.14436380600908,26,133.891858101153,17.1892867560682,-7.17863901415644,3.48697247257374,-0.0086976315663807,0.213246160808664,6.90142878594206,6.90142878594206,88.39,17.4730680763769,17.4991538249576,7,17.5764870410065,17.3709269857038,10,5.49750794904691,8.50630309402966,0,0,32.4056220544847,5.966576244513051
27,35.5458977497044,0.365822024054871,36.1242721533077,12,0.120992514189746,2.09301384624112,0.385573961463626,40.2717490520136,12,40.9149756539452,36.4454603064936,132.168784606408,3.87884960756297,2.28778436108732,2.28778436108732,12.9727670712881,5.81422550446923,97.62,8,5.82884265196669,8.85511757382679,3.24150689093684,8.83442083808097,1.95505502251672,4.14373203889904,26,97.0472813055198,16.3557389728795,-7.39607673438275,3.48361542756223,-0.0400205241748473,0.160441437304745,6.90862034714165,6.90862034714165,97.62,16.5152684859915,16.5372170559735,8,16.5475863892658,16.4737875012277,11,5.50360291043496,9.70823107134583,0,0,39.3285344999028,5.823908740944319
24,41.9977629994332,0.415021007931652,41.2011929823448,14,0.0991199796852808,2.09161171450811,0.417041531449423,45.7696469844984,15,44.870736420969,40.5816875625724,139.179647401832,3.87716169143959,2.16415475484113,2.16415475484113,14.5945777716149,5.81168987697103,100.42,5,5.8262001950927,7.35198827037743,3.09835628027806,9.83206237042497,1.94962606390938,4.14250881671505,26,42.8065291664974,17.638999318522,-5.62586286518762,3.48629661293089,-0.0036709537383116,0.240635370393068,5.99006889872868,5.99006889872868,100.42,18.0958800791641,18.0934044688892,4,18.2674600333632,17.8921270965418,9,5.5310827921478,7.96952260922579,0,0,35.9306859132843,5.425968732272281
25,41.7605971295617,0.493363805386412,44.0666212569452,14,0.085994871586899,2.09324728909685,0.420994183599245,45.5841820463237,16,47.7750039383234,46.3139009072265,139.179647401832,3.87768092659315,2.18293741991066,2.18293741991066,17.3989488516872,5.81372127447898,100.42,5,5.82794450457889,8.15177738351886,3.13094358335978,10.4343818635902,1.95084327760725,4.14359083042212,26,50.1991186922588,18.4071310922945,-6.12744301647043,3.50285531649083,-0.0134200586594899,0.302665969852909,6.15499240648988,6.15499240648988,100.42,18.8538464789763,18.9090385804623,5,19.0441154802254,18.6849183686801,12,5.53132342351712,8.56990630079402,0,0,39.389616030923,6.356547323513813
20,21.7636131766772,0.229402076504107,21.7044870678005,9,0.148111299004496,2.08668915621692,0.275898773640214,26.7330716088193,7,26.4055271515048,23.4215699015806,143.910070138238,3.87473798758201,1.78567789193783,1.78567789193783,6.17592571523089,5.80142461922543,113.0,6,5.81474632169287,4.34907803619546,2.73175884552771,9.71557307154095,1.95263775856324,4.13660229475459,19,13.0827360883488,11.9174746174614,-3.61224470306558,3.36035297992921,-0.109050269000855,0.108680681618639,5.33661567240373,5.33661567240373,113.0,11.7358047688198,11.5840650557958,10,11.5173088644948,11.7764103195757,8,5.48576137667709,8.15304381852564,0,0,30.5679102201298,5.812479279163537
27,37.2370994123515,0.383485639153487,39.0326233763346,12,0.094899665986564,2.093654664768,0.392840174186686,41.6577121851705,12,43.3751887855263,40.16069223776,121.168896718802,3.87931500342817,2.25175593983279,2.25175593983279,15.207362440979,5.81468607146613,88.39,6,5.82929552795401,7.66023342504342,3.21232144183349,7.59658665882848,1.95584867207872,4.14411439904366,26,84.5109004437128,17.4894389995458,-7.21030985081358,3.50499757930313,-0.0113158505944252,0.230988315883932,6.87409478353283,6.87409478353283,88.39,17.8227240178197,17.8642940459878,8,17.9537625423704,17.703759185165,10,5.49429865470354,8.51591121522269,0,0,36.7846737992311,6.251811972993799
29,38.0846616003862,0.444376720161993,39.8689256624852,12,0.0837234375374113,2.09502005934863,0.385712166580681,42.8510540200458,14,44.7910393792183,40.8214460564571,121.168896718802,3.88282542754443,2.5072547728156,2.5072547728156,16.1727450722192,5.82206328013969,88.39,6,5.83667318883624,8.34195954707473,3.4504286589782,9.96756085512474,1.95718958240481,4.14562575010977,26,90.4052427610768,17.3736372182415,-7.70909725422475,3.49023633024492,-0.0116920376289829,0.22923199948992,7.68185337438849,7.68185337438849,88.39,17.6529492214331,17.6951840363821,8,17.7591626769901,17.5612114220406,13,5.50209161920513,9.83482801105034,0,0,40.3606875739284,5.935542010773082
28,36.5063280031428,0.410584826694162,38.5302534607248,12,0.0915180656179078,2.09385106569626,0.387706258944733,41.2189994272011,13,43.2750911077649,39.4098440978664,121.168896718802,3.88101492373067,2.28373098819587,2.28373098819587,24.8689115929878,5.8189058655347,88.39,6,5.83349753397915,8.12644366813141,3.22319690241629,8.59658297455426,1.95552241205067,4.1444796923087,26,142.531217701161,17.1486296167924,-7.18218516585425,3.48933876544057,-0.0113710091732013,0.208722549309333,6.90142878594206,6.90142878594206,88.39,17.4095151725931,17.450366496317,6,17.5083907024049,17.3262374252189,11,5.4975079490469,8.55113418500683,0,0,32.1165888194956,5.943095148663527
24,39.6962107505172,0.428898886838347,40.6779929434789,14,0.110427610526827,2.09246748562478,0.428831528071339,43.999272132622,15,45.0998614673506,42.2516449999242,150.179535289438,3.87693161657985,2.22771453992356,2.22771453992356,18.2430346214074,5.81249834963518,109.65,7,5.82672702856492,10.0833741306593,3.17779040085586,11.0189319519448,1.9494956961486,4.14311114104298,26,92.3672635366096,17.3264902604398,-6.16923204061377,3.49781810514778,-0.045013038079507,0.253879869772228,6.47124177322363,6.47124177322363,109.65,17.638175479809,17.6492713716902,5,17.7388823409214,17.5150122384732,13,5.53115353446464,8.79474272949792,0,0,43.815467079336,6.022276394711152
28,38.2271668225269,0.426334281845449,40.2865046623878,12,0.121133404872878,2.09299346952684,0.422393266612,42.6757900149301,12,44.6513502838516,41.5484505154745,132.168784606408,3.87870650831822,2.29959604240033,2.29959604240033,13.5827351784014,5.81376255024189,97.62,8,5.82834984313131,8.72216792695505,3.24881699738148,8.07790102981183,1.95506806906903,4.14369101342155,26,96.4798594722199,17.8142801652987,-7.36952184433927,3.49505123649654,-0.0400205241748473,0.206409339980276,6.89129647826457,6.89129647826457,97.62,18.1995356506284,18.2388163135135,6,18.3554566544148,18.0531121884804,11,5.49960472918928,8.65352183687485,0,0,35.3122243800295,6.356547323513813
25,42.8481877743363,0.486765743671846,45.5517381599523,14,0.110544958735799,2.09244823997926,0.463984358131314,46.7478944649746,15,49.3759768328215,48.0481438031848,150.179535289438,3.87678744836089,2.25837349510437,2.25837349510437,18.6522351342294,5.81203003505121,109.65,7,5.82623081857974,9.20553251368195,3.20393843492794,10.2470663765994,1.94951421352252,4.14306984078016,26,62.8338558633219,18.7879474600241,-6.09183542641907,3.50483773457049,-0.0450130380795069,0.263942793197053,6.56294028375128,6.56294028375128,109.65,19.2903747874833,19.3449549676565,3,19.5080372047723,19.0930434966855,13,5.53109469446036,8.11275221362147,0,0,39.8341646180171,5.421360790031928
26,43.0308388101597,0.435585765572499,42.8574116620636,14,0.0963308750250069,2.09422151040059,0.440956715406251,47.2297401792617,17,46.8928054420107,45.3449666017914,139.179647401832,3.878279801459,2.16043821835584,2.16043821835584,14.4445220824076,5.81420472786427,100.42,5,5.82841288369521,8.36434590591849,3.11336461651101,11.5030461336304,1.9587512821223,4.14408832899401,26,44.0770056500688,17.4791898575805,-9.77761612277427,3.49658191824975,-0.013606867032665,0.257211891264726,6.08413503579686,6.08413503579686,100.42,17.8137852825485,17.8736287627094,9,17.9555055732682,17.7029151972728,9,5.53122493788346,9.01302639858334,0,0,39.953480193052,6.920818753952375
24,42.5041751958487,0.465112827683648,42.7229468322251,14,0.0910605739631306,2.09229262573043,0.473450499800571,46.8900194633785,15,47.2320874151292,43.3355177029008,139.179647401832,3.87676548273325,2.16993348096179,2.16993348096179,18.3060769195472,5.81107269056886,100.42,5,5.82549538266317,9.49115309123321,3.07860753050514,10.7082796117392,1.95035382828778,4.14295901613733,26,88.1005716564704,17.4535412292363,-12.8361442843363,3.51333643530271,-0.0088119108847452,0.315130201489649,6.38210842523172,6.38210842523172,100.42,17.9231255874072,17.8022161265187,5,18.0366089876225,17.6550748774698,10,5.53161203101893,8.50292448167299,0,0,33.0640155796296,5.85078088734462
24,42.3500941547334,0.48109286878741,43.9444233387991,14,0.0868707688287794,2.09243623032813,0.467596781392926,46.7449535751929,15,48.5254490066936,44.4978201681507,139.179647401832,3.87837353293095,2.29100209827345,2.29100209827345,19.5212069125486,5.81495574255268,100.42,5,5.82933762965224,9.48510529163662,3.24357390166428,10.9945944257752,1.94979013967964,4.14340938313407,26,92.1445706079774,18.0084775518614,-5.69678701192433,3.51396060356715,-0.0092288235237721,0.333905370562394,6.58016901544188,6.58016901544188,100.42,18.3379458499938,18.4170956940243,5,18.4859725728318,18.2399031524395,12,5.53178346421423,8.47980758632369,0,0,33.321344085018,5.7121982700697735
24,45.5495771074928,0.464470171619617,45.61300091698,14,0.0918685022905276,2.09123414170093,0.480202827726569,50.141255282009,15,50.3236556593389,44.4007238463396,139.179647401832,3.87951168065576,2.29100209827344,2.29100209827344,19.0923255029003,5.81477603843681,100.42,5,5.82946989391334,8.90895864983687,3.21940907287823,10.6664938984841,1.94994218743062,4.14321369579669,26,101.138666360902,18.0398116051629,-5.7017650654902,3.51325381731543,-0.000132450001479,0.290639180355172,6.58016901544185,6.58016901544185,100.42,18.3730114575158,18.4406504344344,9,18.5157282440685,18.2677254830415,10,5.53178346421423,9.52085572773444,0,0,35.7353454977193,7.522878745280337
29,36.698295010325,0.368063734938441,36.1851196633212,12,0.107598630252621,2.09470000639501,0.395352134680869,41.7959034529809,14,41.1299890963119,38.2226749484889,121.168896718802,3.88018376033502,2.19622708522731,2.19622708522731,9.30152861513068,5.81591194639853,88.39,6,5.8305123076314,8.75144024113833,3.17401024533715,9.49322232097807,1.96092958948438,4.14470506234312,26,77.2577024266329,15.806962973598,-5.42935716935368,3.47229179166846,-0.0114816370089501,0.194075572529255,6.48232737555914,6.48232737555914,88.39,15.906595625135,15.9452268718375,12,15.9208506039877,15.902981950105,7,5.49296260567331,9.80750433396605,0,0,35.254508219934,5.785156151952302
31,30.2152133352745,0.295984577645764,29.3572789641375,13,0.119672194146179,2.09920015290761,0.341704069364249,35.4648630738746,9,34.3233388356228,30.3221486413851,104.383367170671,3.8918086404652,1.87512577946438,1.87512577946438,7.82645971348002,5.80665807580147,75.5,8,5.81665556337621,8.86726972478489,2.84818942652538,9.16531861141798,1.96898528237592,4.15260108681175,27,16.4622906497007,14.5410300018719,-8.3115560354248,3.46307612556753,0.0111213886420835,0.166598470757169,5.63359952238012,5.63359952238012,75.5,14.725701002894,14.5296244163024,6,14.6552865685578,14.5627535780792,5,5.49407387395785,14.7427263148859,0,0,30.9192188520747,4.522878745280337
31,32.8241555194821,0.266455594139473,32.6397561841263,13,0.116330831337114,2.0994241493746,0.294409766165789,37.4703249323873,9,37.1777696298412,32.8752357433463,104.383367170671,3.89071711717671,1.88574475353457,1.88574475353457,8.70041844355229,5.80579647259438,75.5,9,5.81544467303677,5.36382140110664,2.859714259552,7.56227494299381,1.96897781836648,4.1526245719876,27,11.3987400022748,15.591591612308,-8.28044557341206,3.46408334067828,0.0094131433405839,0.135565896942126,5.68226078175749,5.68226078175749,75.5,15.8855238196685,15.7374954407643,7,15.9010016145129,15.6912384344483,6,5.49063259428861,9.71785650448063,0,0,33.6964057991323,5.094743951251549
31,32.8814519510434,0.271935043105901,32.7210169476813,13,0.114718111759137,2.09927559450978,0.302051064298154,37.9138925208317,9,37.6201507248387,32.8452803444744,104.383367170671,3.89228966914665,1.88575434173077,1.88575434173077,9.71140179021218,5.80727507478918,75.5,9,5.81726102049671,5.56808774783469,2.85993272268778,7.54524652898872,1.96877003334533,4.15270421300818,27,12.1366832535117,15.5814123415224,-8.30925009502607,3.46400035895445,0.0108699083137828,0.136068983041936,5.68900085954173,5.68900085954173,75.5,15.8791551029993,15.7229548180793,7,15.8955123934335,15.6787424201651,6,5.49230834912445,10.178905138144,0,0,34.392095044968,5.13430394008393
21,17.8812448771448,0.109184855775123,17.7404317694851,9,0.156933298971348,2.08794145987161,0.129682858140905,22.7575624492362,8,22.3037461889578,18.989221168941,110.910406475419,3.87449969978489,1.70402406199931,1.70402406199931,5.0237817632671,5.80060769706017,85.31,4,5.81425414211818,3.45141190111741,2.67378182845933,5.3836326114122,1.96817209993037,4.13662176535031,19,0.597750433746964,9.84962039444708,-3.17642718770733,3.37551908763051,0.0136354739696728,0.0446979706180619,4.81201756306983,4.81201756306983,85.31,9.29502355514037,9.20119510273886,4,8.91829537801088,9.55195145802688,5,5.48421675736516,8.94397698991149,0,0,28.3557314164354,5.563837352959244
27,33.9487781943495,0.332527905725915,33.6370116674555,12,0.1093854263302,2.09283659612082,0.356506777082835,38.2890974272912,12,37.8775437517485,33.8643696490085,121.168896718802,3.8779054662552,1.88574475353456,1.88574475353456,9.29438252846417,5.81227099603051,88.39,6,5.8268535756994,7.9399100485317,2.8575640452188,7.75922047108329,1.95524957959039,4.14305535019494,26,79.9513373554706,15.7445400243858,-11.5041675406517,3.44460604687729,-0.0105370083984099,0.177388669048434,5.68226078175749,5.68226078175749,88.39,16.0505811592949,15.9076103329085,8,16.0745930000146,15.8528403726717,7,5.4906325942886,9.17973425430762,0,0,30.3230016700803,5.935542010773082
27,31.9749349561008,0.369229468969993,32.9845392716072,12,0.103395116743929,2.09297577905092,0.371050017898675,36.7691272755915,12,37.7070156066932,34.1364033148621,121.168896718802,3.87948531242586,2.1962270852273,2.1962270852273,10.8072362968245,5.81609642995089,88.39,6,5.83065055133837,8.28505367579446,3.16397736723974,8.22905025425034,1.95485925222886,4.14349786425147,26,77.8243311938842,15.7589818953623,-6.88939122309786,3.44907928827105,-0.0107251627543786,0.226858329498839,6.48232737555915,6.48232737555915,88.39,15.8318061854471,15.8862117850228,8,15.8395174040732,15.8496002099629,9,5.49296260567331,9.02753623637064,0,0,30.3779119159321,6.346787486224656
27,36.0242375729153,0.441640338817757,35.6628701763532,12,0.108182419471468,2.09162207236245,0.459555118660199,40.4522246008984,12,39.9860118301509,34.3914355421474,121.168896718802,3.88238395949183,2.18194909348909,2.18194909348909,11.9498419572893,5.81869366030282,88.39,5,5.83369244955341,9.0078458424712,3.13331781456281,8.30226233797649,1.95493655486752,4.14335847668298,26,109.81123975573,16.398508727633,-6.84416623591097,3.4442808499702,-0.0037913081684956,0.322054080814322,6.62371581496481,6.62371581496481,88.39,16.6516951012771,16.6553763333136,10,16.7308431421551,16.55314831916,7,5.49620433302743,9.27968163242755,0,0,33.8863075091978,4.633017024022149
28,36.1206706785211,0.351978631824715,37.2228971987984,12,0.0976861204636099,2.09315556474637,0.345879194119819,40.7944170659567,13,41.6413741922425,38.7779376970143,121.168896718802,3.87919802694728,2.17916057887055,2.17916057887055,18.94296908312,5.81336386443946,88.39,6,5.8282348162782,10.3164944581101,3.06171763127886,9.62677812527989,1.95788880986932,4.14379451397928,26,40.3392530866169,16.7075937187141,-12.1364475451162,3.46581965967087,-0.0112580705409692,0.193955822461088,6.52081793661175,6.52081793661175,88.39,17.1049054310219,16.9643809044262,8,17.168875478608,16.8634968119726,9,5.49565006609873,9.40777078386038,0,0,31.4994788181608,5.739928612014925
28,35.6496120065024,0.424994008002152,37.9649998953564,12,0.0928805240434246,2.09329160306068,0.400467318760068,40.4207584989364,13,42.5554036839709,39.4424702822159,121.168896718802,3.88079840868612,2.26834921038088,2.26834921038088,18.8194003126156,5.81719265470245,88.39,6,5.83204439775843,9.16025897388818,3.20573233775169,9.93146662958557,1.95758463223389,4.14424243454904,26,40.0732185166801,17.2127470677129,-7.22060640406858,3.46787847539163,-0.0113710091732013,0.255101935178707,6.6011669914636,6.6011669914636,88.39,17.4733919503084,17.5261677597766,8,17.5713071703377,17.3967891899119,11,5.49611419443038,9.03901402116641,0,0,31.7267772081269,5.790484985457369
28,39.4489714337537,0.382595838982683,40.3184307846224,12,0.097673187554068,2.0922263947321,0.377812774751137,44.4236945596069,13,45.0551665203238,39.720312477062,121.168896718802,3.88199629141592,2.31448959758297,2.31448959758297,19.9204187995797,5.81689758158877,88.39,6,5.83212639571965,10.1013595350438,3.24344758603868,10.819131677496,1.95767733928672,4.14403559826777,26,53.5112757223028,17.5654678662009,-7.11051292422547,3.46547689360805,-0.0057570408401748,0.209095807646459,7.03360702634615,7.03360702634615,88.39,17.9124911284708,17.9384366816279,9,18.0431890037865,17.7790444019831,9,5.49599974112637,9.75400232547003,0,0,32.7000170379504,6.180456064458132
28,38.4895032025102,0.451955333028758,40.1959085516694,12,0.0934393015442376,2.09218740119937,0.447691598129563,43.4517525889053,13,44.9072103168615,40.0263144359833,121.168896718802,3.8844503040716,2.31801206726999,2.31801206726999,18.7035894538364,5.82112538047579,88.39,6,5.83635419783927,9.34312253335633,3.25232150356584,9.49799570083696,1.95755743916443,4.14426318555106,26,33.9452581572305,17.6356705323899,-7.21662064114622,3.46724928554791,-0.0059057615284017,0.283963722172979,7.04820780733504,7.04820780733504,88.39,17.9541861453472,18.0042864464835,10,18.0849057087765,17.8472792633172,10,5.49644210303802,9.84908323110299,0,0,34.423314852929,4.522878745280337
