F06[C-C],L1p,H6v,L1v,F03[C-N],RNCG,SpMin1_Bh(p),H6p,Tp,F05[C-N],Tv,L1e,P_VSA_p_2,SpMax_B(p),SM15_AEA(bo),Eig07_EA,H4s,SpDiam_B(v),TPSA(Tot),CATS3D_02_AL,SpDiam_B(p),RDF115v,Eig07_AEA(ri),RDF060p,SpMin1_Bh(e),SpMax1_Bh(e),nCsp2,RDF145s,DP15,VE3sign_RG,SpMax5_Bh(i),MATS1p,H7v,SM02_AEA(ri),Eig07_EA(ed),TPSA(NO),SP17,DP17,CATS2D_08_AL,SP18,DP16,nHAcc,SpDiam_AEA(bo),RDF075p,F04[S-F],F05[N-Br],RDF065i,alvo
18,19.8640555988824,0.110537785829658,19.5963509428749,9,0.160350682281801,2.08575397895544,0.135964704475852,23.8931195782344,7,23.4299633502447,19.2092557638409,110.910406475419,3.87435198799505,1.54755973755737,1.54755973755737,5.32185115388786,5.80012048712802,85.31,4,5.81397275687355,3.55257540634476,2.48371059005063,5.178418320964,1.9533210222535,4.13552282969214,19,0.91342174615091,11.3404890054743,-2.74177557947264,3.3070017141661,0.0347038991232357,0.0449058213976635,3.67563296206769,3.67563296206769,85.31,11.0614480330908,10.9508997421167,4,10.818614634967,11.1715569958242,5,5.48003638055347,5.74306517966232,0,0,21.8479726252326,5.91721462968355
18,18.7900840577715,0.111410663493432,18.5557573326857,9,0.162565111551043,2.08571046051047,0.140636098846043,23.0183507889717,7,22.5773750859389,18.7828784434062,110.910406475419,3.8742849695196,1.76974365320093,1.76974365320093,5.70266731870807,5.80012553850698,85.31,4,5.81391888953644,3.15612269224074,2.70683956370263,4.14166144618413,1.95326945584079,4.1355286662617,19,0.0090359589160521,11.0522237895125,-2.74244520893679,3.30742249384492,0.0347038991232357,0.0374603968370327,4.96257486685741,4.96257486685741,85.31,10.7989543581133,10.6700929610307,4,10.5610313178968,10.8861877432485,5,5.48091151775246,6.42562302168456,0,0,22.3815082800365,5.531652669587842
34,30.3290050523167,0.238504374057226,29.3795485653636,13,0.118869953518586,2.100315590279,0.278919414550879,35.9428057914246,10,34.6710392451327,31.0914702674653,104.383367170671,3.89116449948565,1.9359537171361,1.9359537171361,7.10369005342845,5.80634791845735,75.5,9,5.81601962252365,7.69680587263125,2.91853675964846,9.61005386484823,1.9757816411481,4.15365219207748,27,25.7569603781625,14.468404490773,-6.03452989257472,3.46911256704424,0.006841912394991,0.111931585567879,5.65005878132736,5.65005878132736,75.5,14.6389450025323,14.4652492420164,7,14.5734686671898,14.4938443726219,5,5.49448660793416,16.5525861006768,0,0,40.8436535269561,4.522878745280337
33,34.2084990061107,0.310284342318601,33.3065542851964,13,0.118955393491684,2.1001994768437,0.358463359725085,39.5124391825243,11,38.3231481035879,35.2736322158533,104.383367170671,3.8907874966612,1.87938524157182,1.87938524157182,7.36979097636664,5.80583261413754,75.5,9,5.8154959316774,6.67547650283844,2.87938524157182,9.27800727333373,1.97510005017323,4.15355302924226,27,11.1796412883044,15.3292883758378,-5.06195679201671,3.471445737029,0.006841912394991,0.154159181746656,5.62731081166063,5.62731081166063,75.5,15.601802097435,15.4498793390157,7,15.6042304473243,15.4159247621223,5,5.49140163484902,12.5808634331039,0,0,37.6948850040403,4.522878745280337
32,33.9868223676611,0.465661658823764,33.3083755131298,13,0.152393647823095,2.09968011700452,0.549943903086873,39.7774046765621,9,38.7958620547569,35.5606520489659,126.383142945884,3.89053710463687,1.88811566597022,1.88811566597022,7.81912139290617,5.80581789094036,93.96,11,5.81532815018943,11.4732917872972,2.86196144993535,11.2876641803363,1.96901477131597,4.15324498253418,27,18.2230596662814,15.7625208129681,-12.5184866102062,3.47060623088459,-0.0521411577322847,0.286894357447442,5.69077803822141,5.69077803822141,93.96,16.208007668391,15.9573469176927,11,16.2441581656773,15.8862182476797,7,5.49346386300065,14.3977317501535,0,0,39.9245568409391,5.023650020996727
28,28.8588145184585,0.271863844806638,28.0203003380735,15,0.111841114650388,2.09889675568643,0.300888587054213,36.0665357551637,12,34.8591207309676,28.4443676876757,122.394117853702,3.88897037266855,1.89960488155872,1.89960488155872,8.15890005839556,5.80369841092013,87.53,8,5.81323949554472,6.74056677885334,2.85284156975377,9.27078208213911,1.96604169535084,4.15195394985239,27,26.0679169014107,14.7020169189211,-8.4793338415309,3.49423122128798,0.0136468844989613,0.110263442322131,5.50586654999091,5.50586654999091,87.53,14.9600936602809,14.7793179631331,4,14.9401437061008,14.7664845553981,6,5.5272307279013,14.1201231281514,0,0,35.874365595502,5.133122185662502
28,39.8966232875393,0.453471359683529,38.9955929726704,15,0.109691432302794,2.09881867871683,0.488713525922407,44.0616275613313,12,42.9270634752315,39.3972200430342,122.394117853702,3.88958856646796,1.89966166143969,1.89966166143969,8.28238899117894,5.80420664560669,87.53,8,5.81390911129692,9.58641165858474,2.85440585292587,9.41510269247601,1.96599214427825,4.15201551545649,27,48.1724664059368,16.633050739736,-8.6016460855913,3.49420052434925,0.0168885689146145,0.294712204858658,5.66350972088193,5.66350972088193,87.53,17.0400763982796,16.8912274078417,4,17.1045264688274,16.7896789336443,6,5.53131234232183,10.2007347933543,0,0,32.6658352997207,4.799149501908922
28,41.8768420123953,0.474786459568521,40.9278056762081,15,0.111169157848155,2.09885133000887,0.512926621110397,45.8462261240354,12,44.6704170150161,40.1622230496905,122.394117853702,3.88940317391876,1.9492328217144,1.9492328217144,8.22098795341832,5.8040260191448,87.53,8,5.81368944132382,9.60917887803535,2.90915853180656,10.0668732501948,1.96600624597587,4.1520033151725,27,38.0406972742252,17.2502123821,-8.60041028695184,3.49389045438289,0.0168885689146145,0.31178613917648,5.80968920509455,5.80968920509455,87.53,17.7479449861711,17.6199642826396,4,17.8743825483355,17.4618328788307,6,5.52825358080623,9.90045753403472,0,0,34.4763472744586,5.350665141287858
28,39.5805945394992,0.347106032949394,40.0398636177422,15,0.0963391729421129,2.0990711683359,0.354647456042637,44.3010090633254,12,44.8831264081902,41.8180687023627,122.394117853702,3.88922086125746,2.03185888698861,2.03185888698861,12.5669720911672,5.80401051777653,87.53,8,5.81352319516937,7.66760133792055,3.00645887209071,9.95107666333367,1.96624569182343,4.15251528265014,27,40.8429293521343,16.9731311289317,-9.02178842480015,3.51944619700617,0.0080467915804452,0.19809549686475,5.90349006326854,5.90349006326854,87.53,17.3828449013622,17.2523082749436,4,17.4559899469175,17.1401652847174,9,5.53125047794035,10.0250108027035,0,0,32.8790142534991,5.367542707815276
29,41.3283882391235,0.356972821040101,42.8779365826156,15,0.0964046439942992,2.09906885319117,0.353989498418714,45.4784948799645,13,46.8302154695584,45.1286500885615,122.394117853702,3.8891833978542,2.03189891302727,2.03189891302727,12.9749882613834,5.80395816976154,87.53,8,5.81346864623789,7.30578381483983,3.00725605282004,9.61742061080721,1.96623920016994,4.15249387164481,27,64.6276137069745,17.9726294987723,-9.02967846062117,3.53124549293129,0.0080467915804452,0.22456639232119,5.88582086960403,5.88582086960403,87.53,18.5108823219981,18.408386616801,4,18.6613589208286,18.2181343559141,9,5.52949813238281,9.85650893781492,0,0,33.8571033935902,5.521433504406157
28,42.1123568895961,0.425081274420653,43.6410507070662,15,0.0849395497354287,2.09921921010724,0.371371277030618,46.7520709654115,12,48.413879824505,45.6639557795894,122.394117853702,3.89010114906234,2.34470524810927,2.34470524810927,14.184926351288,5.80495824577415,87.53,8,5.81453848678124,9.42728847584167,3.29824033414318,11.1184957572905,1.96649315866522,4.15326680946537,27,51.0873383049253,17.6986734935142,-9.52330807688962,3.52430784079861,0.0060934829637731,0.240675290839326,7.12159812368595,7.12159812368595,87.53,18.1651970225494,18.0503293156021,4,18.2767767572871,17.9020513172152,12,5.53462979991515,10.5533325718772,0,0,37.1122861116124,5.681936665037238
15,23.4860250150737,0.153076732167894,23.9605387320833,11,0.139306338433438,2.08507729453642,0.156614694354008,27.0936616632676,10,27.3086558449001,24.4625071695229,128.921157158449,3.87215331650521,1.66975062184071,1.66975062184071,6.02008043342512,5.79815781442036,97.34,3,5.8114993688159,3.77245428425445,2.64052094587666,6.17074111181713,1.94685868499717,4.13485622341576,19,3.82351187580969,12.8440111741185,-2.87873548080045,3.3575084780042,0.0272784563098038,0.0958129327664825,4.71661643116515,4.71661643116515,97.34,12.6373302139767,12.6307439002565,1,12.4821504821947,12.7634076586591,7,5.51824095087165,5.15500376016349,0,0,26.5779809552541,5.36251027048749
15,25.6118505152341,0.167489148496169,24.5691949265137,11,0.148003136128507,2.08504544582534,0.202191500051465,28.8447181667436,10,27.6210622683384,23.9917881014469,128.921157158449,3.87193075363286,1.66786657637627,1.66786657637627,4.57001312572064,5.79788414442003,97.34,3,5.81125322650018,2.7822145556469,2.63313922626519,6.59843221270595,1.94705297065154,4.13475133881326,19,4.46854579632798,13.049553206635,-2.87766150968227,3.35592306185825,0.0287791005682758,0.100026099334348,4.67894940078546,4.67894940078546,97.34,12.9795187202737,12.9238945851021,1,12.8658330560813,13.012312784,6,5.5166207589758,4.86956108833088,0,1,23.0543957704412,5.333482019445119
15,24.3516684366321,0.156005991815805,25.3237376612035,11,0.123533899455079,2.08546367246724,0.161579701926792,28.1257865316145,10,29.0971914311877,26.8713956888978,128.921157158449,3.87211114507542,1.72286732826895,1.72286732826895,9.01646573589461,5.79818140805661,97.34,3,5.81145934094929,3.63437953047078,2.67529287877353,6.51105518609581,1.94770003496925,4.1353093702134,19,20.8624846708156,13.0306962882697,-3.08779387280188,3.37652497919771,0.0114933768154232,0.0938043117897388,4.98795979456423,4.98795979456423,97.34,12.7918444556488,12.7960846834934,1,12.6213758481468,12.9396317320046,9,5.52124171001347,5.42438767522612,0,0,22.8159889140533,5.281498311132726
16,25.7228243602806,0.164825579168633,27.5124249723609,11,0.123628172649771,2.08545128357926,0.162365785581055,28.9870902000429,11,30.5296368869007,29.4291945760448,128.921157158449,3.87206966876579,1.72624014124508,1.72624014124508,9.98682663570059,5.79812979987239,97.34,3,5.81140586599502,3.80455503944183,2.67549888934611,6.17628959176484,1.9476776718285,4.13528572637701,19,69.9226633610125,14.1772388700515,-3.08671513333889,3.37795497299685,0.0114933768154232,0.114102344599324,5.00263116471281,5.00263116471281,97.34,14.0790141392267,14.1117552928392,1,13.9896674342869,14.1714659570882,9,5.51948732543925,5.25284484049616,0,0,23.8131490793823,5.958607314841775
15,25.8398229568104,0.179535955013454,27.2513996596697,11,0.107355865937632,2.08584475145002,0.157027746496187,29.7644218876704,10,31.3755164773039,28.8735271963859,128.921157158449,3.873050844848,2.0,2.0,11.3317725842374,5.79909871583178,97.34,3,5.81247834220892,4.89968226444568,2.96150972475825,7.67580123275432,1.94871518942587,4.13605424467827,19,37.44829637876,13.6488291178219,-3.2982354961774,3.47012131667029,0.0063455181795398,0.117034467466861,5.70175287829319,5.70175287829319,97.34,13.4839001850009,13.4711985946691,1,13.3437804120697,13.5863760953809,12,5.52462516847831,5.9511695769245,0,0,27.0610386856911,5.042871802323187
15,25.9147082477414,0.171670918449325,26.7277615170787,11,0.123020180351105,2.08526639805938,0.180034600932836,29.5992400472743,10,30.4227776423942,27.3503099966396,128.921157158449,3.87274577813731,1.88421308352703,1.88421308352703,13.0196010141273,5.79866868432545,97.34,3,5.81211967277179,4.57338784193194,2.81751766350705,6.95373342572201,1.94747499108663,4.13538020541474,19,64.8338079322987,13.4220369530997,-3.08832605469281,3.37652497776764,0.0194292983732418,0.110033584332844,5.48143772846791,5.48143772846791,97.34,13.2650102836887,13.2403738755468,1,13.1248952299599,13.3574218566644,9,5.52160402005692,5.12125443844629,0,0,24.5613598481468,4.9503943874050265
16,25.9642896638659,0.147521034934975,25.3411980498604,11,0.144024388622942,2.0854202267248,0.166978994395512,29.2007062475944,11,28.3819361239065,27.4690923995726,128.921157158449,3.87181230063188,1.66786657637626,1.66786657637626,4.70038542153165,5.79785955265434,97.34,3,5.81113688629105,3.19423734429536,2.64182490555262,6.21633363799412,1.94815826769185,4.13510020430028,19,7.78640467379138,12.7858861010585,-3.09003451225954,3.36721535032978,0.0138551533179774,0.0958876372497963,4.67894940078547,4.67894940078547,97.34,12.6268551158666,12.6056004207912,1,12.4856839621699,12.7214737042995,6,5.51662075897581,4.88896674502652,0,0,24.2493652371112,5.568636235841013
15,27.2039603044723,0.154518345782135,26.9560740939179,11,0.184532238023741,2.08524944045023,0.187413566126299,30.3740061385809,10,29.9109600774334,29.3379133182671,139.921045046056,3.87179440033667,1.6762099698216,1.6762099698216,4.80821127789211,5.79786863424449,106.57,5,5.81112158012367,3.07366880190235,2.64510929684034,6.91181186720396,1.94700907843017,4.1350185992864,19,13.9786341547655,13.5118053392952,-3.16001309738674,3.36751996111355,-0.0313925562918879,0.0774674265065246,4.72564647679473,4.72564647679473,106.57,13.5029695308994,13.4185115066302,1,13.4010884276455,13.4912410531746,7,5.51786148455809,4.69827513261292,0,0,27.2859930775771,5.522878745280337
