F06[C-C],L1p,L1v,HOMA,H6v,SpMin1_Bh(p),RNCG,F05[C-N],RDF115v,Tp,SpDiam_B(v),SpMax_B(p),SM15_AEA(bo),Eig07_EA,H4s,HOMT,SpMin1_Bh(e),SpMax1_Bh(e),SpMax5_Bh(i),MATS1p,TPSA(Tot),RDF145s,H7v,L1u,F05[C-C],H7u,SpMin4_Bh(s),Eig12_EA(ri),SP16,DP18,SpMax5_Bh(e),ATSC5v,B10[C-S],SM07_AEA(ri),RTp,CATS3D_19_LL,RDF155e,SM5_G/D,R1i+,BID,VE1_Dt,RDF040s,alvo
18,18.5924615047917,18.3887769777102,0.7521839904,0.111661288693662,2.08559786896648,0.158158999834749,7,3.8164349346498,22.7435141538687,5.80094535626413,3.87532940866743,1.54750416536519,1.54750416536519,4.89667602464483,18.80459976,1.95313303175846,4.13555446698148,3.30785458259484,0.0347038991232358,85.31,12.3099695256277,0.0415195670277218,18.1424237681099,19,0.202039497590274,0.501323819748282,0.679494040539303,10.5631585744344,9.92331176894221,3.2611033115447,7.50676754840001,0,1.7803594842077,11.861106000815,0,0.0,18.4906372280826,0.180217018569263,3.34017482333071,4.68857672478363,65.1760403268709,6.1938200260161125
18,19.8640555988824,19.5963509428749,0.7542146664,0.110537785829658,2.08575397895544,0.160350682281801,7,3.55257540634476,23.8931195782344,5.80012048712802,3.87435198799505,1.54755973755737,1.54755973755737,5.32185115388786,18.85536666,1.9533210222535,4.13552282969214,3.3070017141661,0.0347038991232357,85.31,0.91342174615091,0.0449058213976635,18.5923084219065,19,0.238591580789496,0.500602083881207,0.679478076438323,11.253549777247,10.6811479884157,3.2647750538505,7.60079318600001,0,1.78021751250822,11.632141328742,0,0.153836232131365,18.5000561826602,0.191341873318969,3.34003021212037,4.70430392818271,61.0052229155844,5.91721462968355
18,18.7900840577715,18.5557573326857,0.7521839904,0.111410663493432,2.08571046051047,0.162565111551043,7,3.15612269224074,23.0183507889717,5.80012553850698,3.8742849695196,1.76974365320093,1.76974365320093,5.70266731870807,18.80459976,1.95326945584079,4.1355286662617,3.30742249384492,0.0347038991232357,85.31,0.0090359589160521,0.0374603968370327,18.4225837788897,19,0.238208008864021,0.500852112643221,0.679397952443448,10.987385068502,10.406244834094,3.26284737965418,7.57696736440001,0,1.78001970468506,11.6399975226107,0,0.148545931422394,18.4948680099114,0.190039940700173,3.34009677580406,4.69605369742149,57.4753529785551,5.531652669587842
34,30.3290050523167,29.3795485653636,0.699155518181818,0.238504374057226,2.100315590279,0.118869953518586,10,7.69680587263125,35.9428057914246,5.80634791845735,3.89116449948565,1.9359537171361,1.9359537171361,7.10369005342845,23.0721321,1.9757816411481,4.15365219207748,3.46911256704424,0.006841912394991,75.5,25.7569603781625,0.111931585567879,31.6051302759722,32,0.436825661245507,1.01827009496403,1.05945723085516,14.6519003684237,14.3853062057529,3.42252566523796,13.9251452974777,0,2.6489848067238,13.4458434236561,0,6.44307294661489,20.2279133156547,0.117944857598964,3.58842793402256,5.43972060132915,53.3504114734437,4.522878745280337
33,34.2084990061107,33.3065542851964,0.697954366060606,0.310284342318601,2.1001994768437,0.118955393491684,11,6.67547650283844,39.5124391825243,5.80583261413754,3.8907874966612,1.87938524157182,1.87938524157182,7.36979097636664,23.03249408,1.97510005017323,4.15355302924226,3.471445737029,0.006841912394991,75.5,11.1796412883044,0.154159181746656,35.7289595628366,30,0.58131182733428,1.01853795742223,1.09221311702179,15.5482112071641,15.4338295807095,3.42621838246308,13.5019257833956,0,2.87545717742716,13.1165956988068,1,11.1212164422255,20.3478755930235,0.13551793299978,3.58839909176717,5.44476147102584,41.6671809395707,4.522878745280337
32,33.9868223676611,33.3083755131298,0.699492756969697,0.465661658823764,2.09968011700452,0.152393647823095,9,11.4732917872972,39.7774046765621,5.80581789094036,3.89053710463687,1.88811566597022,1.88811566597022,7.81912139290617,23.08326098,1.96901477131597,4.15324498253418,3.47060623088459,-0.0521411577322847,93.96,18.2230596662814,0.286894357447442,35.8348871769329,34,1.12559421388073,1.01523260489464,1.1697190465247,16.1202563528223,15.9784674803276,3.43020662321051,14.3762553344263,0,2.97611907581942,12.8987059580432,0,3.8514817372186,20.3875854861906,0.139094460902042,3.64193192586791,5.6040940206105,58.5901638629849,5.023650020996727
28,28.8588145184585,28.0203003380735,0.767664089032258,0.271863844806638,2.09889675568643,0.111841114650388,12,6.74056677885334,36.0665357551637,5.80369841092013,3.88897037266855,1.89960488155872,1.89960488155872,8.15890005839556,23.79758676,1.96604169535084,4.15195394985239,3.49423122128798,0.0136468844989613,87.53,26.0679169014107,0.110263442322131,28.5392184346257,27,0.431298101311652,1.01833075488575,1.13720557174752,14.9295816437574,14.7428836492081,3.45015185202459,10.3635297885951,0,2.58671883441262,13.8218417978918,0,5.10404041306472,19.92156230539,0.168514352443581,3.58827712581245,5.43379945582514,56.3918886897044,5.133122185662502
28,39.8966232875393,38.9955929726704,0.767664089032258,0.453471359683529,2.09881867871683,0.109691432302794,12,9.58641165858474,44.0616275613313,5.80420664560669,3.88958856646796,1.89966166143969,1.89966166143969,8.28238899117894,23.79758676,1.96599214427825,4.15201551545649,3.49420052434925,0.0168885689146145,87.53,48.1724664059368,0.294712204858658,39.5466742756206,27,0.909651276584125,1.0182329166249,1.22012504330767,16.9221432778585,16.94050533495,3.45032126751018,9.95094169107439,0,3.09570851033462,13.5360333437359,4,5.01102908604355,20.126005155059,0.139074241607832,3.61545418921529,5.50298196157611,67.5115765708293,4.799149501908922
28,41.8768420123953,40.9278056762081,0.767305092903226,0.474786459568521,2.09885133000887,0.111169157848155,12,9.60917887803535,45.8462261240354,5.8040260191448,3.88940317391876,1.9492328217144,1.9492328217144,8.22098795341832,23.78645788,1.96600624597587,4.1520033151725,3.49389045438289,0.0168885689146145,87.53,38.0406972742252,0.31178613917648,39.8229103888932,27,0.908941863144293,1.01822575877239,1.19741583344367,17.5697788025548,17.727391487512,3.45215255698364,9.9867053540496,0,3.09601762082334,13.3869021262136,6,5.00219779091942,20.1334281775653,0.13973522553486,3.61540527150607,5.5130374355923,64.2332780828591,5.350665141287858
28,39.5805945394992,40.0398636177422,0.767293484516129,0.347106032949394,2.0990711683359,0.0963391729421129,12,7.66760133792055,44.3010090633254,5.80401051777653,3.88922086125746,2.03185888698861,2.03185888698861,12.5669720911672,23.78609802,1.96624569182343,4.15251528265014,3.51944619700617,0.0080467915804452,87.53,40.8429293521343,0.19809549686475,41.2207457253654,28,0.581361043958781,1.0188568600694,1.21789411413621,17.256870079692,17.3124510696617,3.47505540231175,10.4918778301724,0,3.09319091905858,12.3319030846255,4,12.2987916034626,20.368151030294,0.161799036067518,3.66760224588095,5.63882474746797,46.2211900274884,5.367542707815276
29,41.3283882391235,42.8779365826156,0.767664089032258,0.356972821040101,2.09906885319117,0.0964046439942992,13,7.30578381483983,45.4784948799645,5.80395816976154,3.8891833978542,2.03189891302727,2.03189891302727,12.9749882613834,23.79758676,1.96623920016994,4.15249387164481,3.53124549293129,0.0080467915804452,87.53,64.6276137069745,0.22456639232119,43.6437671649797,27,0.687004465872646,1.01887221364214,1.21883183609373,18.3070248606493,18.5461533409995,3.48725293364352,10.6930789856599,0,3.09435194178957,12.4072023385758,4,14.5161141329821,20.3716840622965,0.161819636479929,3.66752846580196,5.65553617733309,45.7658982133594,5.521433504406157
28,42.1123568895961,43.6410507070662,0.767293484516129,0.425081274420653,2.09921921010724,0.0849395497354287,12,9.42728847584167,46.7520709654115,5.80495824577415,3.89010114906234,2.34470524810927,2.34470524810927,14.184926351288,23.78609802,1.96649315866522,4.15326680946537,3.52430784079861,0.0060934829637731,87.53,51.0873383049253,0.240675290839326,44.2721618722799,29,0.641416194990607,1.0190067440647,1.38674303648955,18.0004945029841,18.146432089348,3.47931962787487,10.1738747307713,0,3.9196257244348,12.2057271244252,4,14.7968455393936,20.621585659969,0.155451882760765,3.76462305504916,5.93667364278054,56.3587083915244,5.681936665037238
15,23.4860250150737,23.9605387320833,0.850856193043478,0.153076732167894,2.08507729453642,0.139306338433438,10,3.77245428425445,27.0936616632676,5.79815781442036,3.87215331650521,1.66975062184071,1.66975062184071,6.02008043342512,19.56969244,1.94685868499717,4.13485622341576,3.3575084780042,0.0272784563098038,97.34,3.82351187580969,0.0958129327664825,23.6745732357189,16,0.324770186851983,0.502134226776001,0.679751801826549,12.7422645904203,12.4488059005506,3.28994901986054,7.68907328897959,0,1.78088209674442,10.7960481685842,0,1.22757992417835,18.7756281592952,0.212345142890151,3.37433703023586,4.75476002770925,46.848686593521,5.36251027048749
15,25.6118505152341,24.5691949265137,0.850856193043478,0.167489148496169,2.08504544582534,0.148003136128507,10,2.7822145556469,28.8447181667436,5.79788414442003,3.87193075363286,1.66786657637627,1.66786657637627,4.57001312572064,19.56969244,1.94705297065154,4.13475133881326,3.35592306185825,0.0287791005682758,97.34,4.46854579632798,0.100026099334348,23.8022562030946,16,0.324775268789374,0.50258455391224,0.679739285094788,13.0435014682274,12.7868208601978,3.28885756640853,7.85571276852607,0,1.78086959197001,11.0192271373016,0,2.11794840821677,18.7739133559187,0.212375902504787,3.33972612421828,4.68238001091041,30.7867980620133,5.333482019445119
15,24.3516684366321,25.3237376612035,0.850856193043478,0.156005991815805,2.08546367246724,0.123533899455079,10,3.63437953047078,28.1257865316145,5.79818140805661,3.87211114507542,1.72286732826895,1.72286732826895,9.01646573589461,19.56969244,1.94770003496925,4.1353093702134,3.37652497919771,0.0114933768154232,97.34,20.8624846708156,0.0938043117897388,26.0060790217953,17,0.299991808071076,0.503093759356635,0.952073082954551,12.9121086494089,12.60297112032,3.31214170283048,7.97302920906666,0,2.4645565885,10.0178476371157,0,3.87818795323249,19.112039572317,0.202553690341121,3.44016996069739,4.93025964392194,41.5782106549652,5.281498311132726
16,25.7228243602806,27.5124249723609,0.850856193043478,0.164825579168633,2.08545128357926,0.123628172649771,11,3.80455503944183,28.9870902000429,5.79812979987239,3.87206966876579,1.72624014124508,1.72624014124508,9.98682663570059,19.56969244,1.9476776718285,4.13528572637701,3.37795497299685,0.0114933768154232,97.34,69.9226633610125,0.114102344599324,27.9095615739152,16,0.401684341476673,0.50343007551463,0.952075687917982,14.1165515829655,14.0009360203563,3.31133988866773,8.15604455385679,0,2.27491721763537,10.0916005918048,0,6.25753583243691,19.1073138111188,0.202452204081041,3.44000686171313,4.94714363972041,41.1343743751453,5.958607314841775
15,25.8398229568104,27.2513996596697,0.850856193043478,0.179535955013454,2.08584475145002,0.107355865937632,10,4.89968226444568,29.7644218876704,5.79909871583178,3.873050844848,2.0,2.0,11.3317725842374,19.56969244,1.94871518942587,4.13605424467827,3.47012131667029,0.0063455181795398,97.34,37.44829637876,0.117034467466861,27.7323847295995,18,0.349084614363718,0.503319171308476,1.15686642025533,13.5732705218023,13.3062032158341,3.43120189369052,7.69065001204862,0,3.04378044159543,9.8432162917114,0,4.99072040733977,19.4324686243855,0.193833233631915,3.56042978104736,5.31617480330508,51.7203390738394,5.042871802323187
15,25.9147082477414,26.7277615170787,0.850856193043478,0.171670918449325,2.08526639805938,0.123020180351105,10,4.57338784193194,29.5992400472743,5.79866868432545,3.87274577813731,1.88421308352703,1.88421308352703,13.0196010141273,19.56969244,1.94747499108663,4.13538020541474,3.37652497776764,0.0194292983732418,97.34,64.8338079322987,0.110033584332844,26.1754888734622,17,0.301705785245481,0.50272119636466,0.952077511462652,13.354519433446,13.0737568927202,3.31220138129809,7.67919036463209,0,2.46602535975883,10.4484175815255,0,2.82948179058424,19.131353522077,0.202535265771873,3.47158676774542,5.03143544015056,53.5446081178913,4.9503943874050265
16,25.9642896638659,25.3411980498604,0.850856193043478,0.147521034934975,2.0854202267248,0.144024388622942,11,3.19423734429536,29.2007062475944,5.79785955265434,3.87181230063188,1.66786657637626,1.66786657637626,4.70038542153165,19.56969244,1.94815826769185,4.13510020430028,3.36721535032978,0.0138551533179774,97.34,7.78640467379138,0.0958876372497963,27.731957641578,16,0.407226151280787,0.622454734960986,0.679754665421681,12.7184443066785,12.440893023531,3.29627190569607,9.76997355308642,0,1.78086959197001,10.3520897678479,0,3.5121354782923,19.0855655561388,0.20601143233701,3.33972612421828,4.68238001091041,33.7940415008922,5.568636235841013
15,27.2039603044723,26.9560740939179,0.850856193043478,0.154518345782135,2.08524944045023,0.184532238023741,10,3.07366880190235,30.3740061385809,5.79786863424449,3.87179440033667,1.6762099698216,1.6762099698216,4.80821127789211,19.56969244,1.94700907843017,4.1350185992864,3.36751996111355,-0.0313925562918879,106.57,13.9786341547655,0.0774674265065246,29.3253511812166,17,0.331958614819387,0.5763816991492829,0.679787169324939,13.5542947374263,13.2962626481535,3.29893393001342,10.51510076,0,1.78090985491234,10.2912418202149,0,5.61012498409795,19.1573071941489,0.206038769364814,3.37422012531504,4.75527249846706,40.6793578107917,5.522878745280337
24,38.3980099757011,38.4284212377476,0.811127832258064,0.430737136133314,2.09228447187331,0.0977605520379153,15,7.8988858684255,42.2098159250438,5.81053820021251,3.87600046494289,1.9886459186502,1.9886459186502,14.4629404136583,25.1449628,1.94979386570679,4.14243457004813,3.48668303786693,-0.0119780305598032,100.42,42.0278303531995,0.274005127498952,39.580675791489,24,0.80268034552781,0.922823814340292,1.21578267960654,17.1692066969104,17.2883723027542,3.44055324131594,9.42949494456793,0,3.08889229400737,11.9768004551157,2,7.86973565658,20.0313246521072,0.140120120794304,3.61542980010891,5.50730510244696,47.8565048248091,5.701146923590294
24,38.2474011432428,39.6455801566194,0.810955876129032,0.446240783121247,2.09242824118356,0.0929478100131784,15,7.89398774143099,42.0689129924345,5.814397461068,3.87757817682958,2.16043821835585,2.16043821835585,15.4812502021436,25.13963216,1.94919752938169,4.14287960214159,3.4881133789886,-0.0123890771746096,100.42,46.157601867291,0.291578385591064,39.6697284138599,24,0.79766481178366,0.921235408941594,1.32656890354593,17.5660597158007,17.9430356867673,3.44252459065175,8.77261990373115,0,3.59984991674685,11.7511654189251,1,7.08859910008644,20.0420734561543,0.151850486070941,3.66765455244699,5.66000366666707,52.8778511853257,5.235077015350112
