SRW09,P_VSA_MR_3,P_VSA_MR_8,RDF010i,HATS5s,F-085,CATS3D_05_DA,CATS3D_10_DP,CATS3D_19_AL,alvo
6.86171134048073,44.8803398130374,0.0,11.2035679719266,1.72738505247849,3,2,0,1,5.823908740944319
6.86171134048073,0.0,45.9540935969929,12.7729057263704,1.26620300823395,0,1,0,0,5.425968732272281
6.86171134048073,0.0,0.0,12.7828570208404,1.55071066934387,0,1,0,0,6.356547323513813
6.86171134048073,0.0,0.0,14.3530893172773,1.08913132594653,0,2,0,0,5.812479279163537
6.86171134048073,0.0,0.0,11.1838989167171,1.33243215975903,0,1,0,0,6.251811972993799
6.86171134048073,0.0,0.0,10.6174057050192,1.68139848205098,0,1,0,0,5.935542010773082
6.86171134048073,0.0,0.0,10.6320160642013,1.46192814855781,0,1,0,0,5.943095148663527
6.86171134048073,44.8803398130374,0.0,12.782815480899,1.78184835071149,3,2,0,0,6.022276394711152
6.86171134048073,44.8803398130374,0.0,11.1839155839153,1.62546473291369,3,1,0,0,6.356547323513813
6.86171134048073,44.8803398130374,0.0,12.7729366129167,1.76143882436759,3,1,0,1,5.421360790031928
6.86171134048073,0.0,0.0,15.1635795040212,1.01677192898718,0,1,0,0,6.920818753952375
6.86171134048073,0.0,0.0,13.3594469251807,1.21683220335167,0,1,0,0,5.85078088734462
6.86171134048073,0.0,0.0,12.1965222511903,2.47594718365187,0,1,0,0,5.7121982700697735
6.86171134048073,0.0,0.0,12.1668302303633,1.84939076976415,0,1,0,0,7.522878745280337
6.86171134048073,0.0,0.0,13.5553284190966,0.973792896042933,0,1,0,0,5.785156151952302
6.86171134048073,0.0,0.0,12.4002111146394,0.964228446641123,0,1,0,0,4.522878745280337
6.86171134048073,0.0,0.0,12.400751338529,1.03876092910879,0,1,0,0,5.094743951251549
6.86171134048073,0.0,0.0,11.8243571525429,1.15182193995165,0,1,0,0,5.13430394008393
6.86171134048073,0.0,0.0,13.3432434951215,1.08811607758424,0,1,0,0,5.563837352959244
6.86171134048073,0.0,0.0,11.7898231820908,1.19017338052901,0,1,0,0,5.935542010773082
6.86171134048073,0.0,0.0,10.6271823835845,2.30312458115772,0,1,0,0,6.346787486224656
6.86171134048073,0.0,0.0,10.6123789669442,1.34121837646924,0,1,0,0,4.633017024022149
6.86171134048073,0.0,0.0,11.7799926248646,1.30888880956334,0,1,0,0,5.739928612014925
6.86171134048073,0.0,0.0,10.627237670905,2.39743294092481,0,1,0,0,5.790484985457369
6.86171134048073,0.0,0.0,10.612209779205,1.50747444098999,0,1,0,0,6.180456064458132
6.86171134048073,0.0,0.0,10.0311120038677,1.85752837690686,0,1,0,0,4.522878745280337
6.86171134048073,0.0,0.0,12.0674702449832,1.32918353604298,0,1,0,0,5.554395796726403
6.86171134048073,0.0,45.9540935969929,11.193594054279,1.2872875947291,0,1,0,0,5.7447274948966935
6.86171134048073,0.0,0.0,11.203545703572,1.56000821905643,0,1,0,0,4.897223385116559
6.86171134048073,0.0,0.0,13.8508286201294,0.924890856916657,0,1,0,0,5.150580586203101
6.86171134048073,0.0,0.0,10.6173301255246,1.40884074470371,0,1,0,0,6.045757490560675
6.86171134048073,0.0,0.0,10.5877849163962,1.68956827668223,0,1,0,0,5.939302159646388
6.86171134048073,0.0,0.0,12.7925653571546,1.44721832383814,0,1,0,0,5.563837352959244
6.86171134048073,0.0,0.0,12.1965851434729,1.79335705200551,0,1,0,0,6.958607314841775
6.86171134048073,0.0,0.0,12.2260726876096,1.55836876724182,0,1,0,0,6.3872161432802645
6.86171134048073,0.0,0.0,12.2161728218616,1.53161968088571,0,1,0,0,6.096910013008056
6.86171134048073,0.0,0.0,10.5975455689355,1.83932449067804,0,1,0,0,7.397940008672037
6.86171134048073,0.0,0.0,10.6170935209586,1.54712819547349,0,1,0,0,5.543633966870957
6.86171134048073,0.0,0.0,12.1764459859786,1.41492156009989,0,1,0,0,5.892790030352131
6.86171134048073,0.0,0.0,11.1937279295333,1.53200659594883,0,1,0,0,5.795880017344075
6.86171134048073,0.0,45.9540935969929,12.9478911052894,0.903619035277024,0,1,0,0,5.197226274708024
6.86171134048073,0.0,0.0,12.9676700563229,1.19188856147603,0,1,0,0,4.522878745280337
6.86171134048073,0.0,0.0,12.977355626567,1.17253168667488,0,1,0,0,5.769551078621726
6.86171134048073,0.0,0.0,12.4108629466804,1.34988691517452,0,1,0,0,4.522878745280337
6.86171134048073,0.0,0.0,12.4009632828444,1.32492623949931,0,1,0,0,4.522878745280337
6.86171134048073,0.0,0.0,13.6265848934646,1.26761735861748,0,1,0,0,5.935542010773082
6.86171134048073,0.0,0.0,12.7826576315036,1.58005696237196,0,1,0,0,6.251811972993799
6.86171134048073,0.0,0.0,12.7331220383409,1.48269442422796,0,1,0,0,5.756961951313706
6.86171134048073,0.0,0.0,12.1866192949559,1.83321403131226,0,1,0,0,8.0
6.86171134048073,0.0,0.0,10.6271012720314,1.75704335286903,0,1,0,0,6.259637310505756
6.86171134048073,0.0,0.0,10.6174562397494,1.27846017403101,0,1,0,0,6.050609993355088
6.86171134048073,0.0,0.0,10.0311762092161,1.67422755915347,0,1,0,0,5.889410289700751
6.86171134048073,0.0,0.0,12.0674758461396,1.14839038191157,0,1,0,0,6.008773924307505
6.86171134048073,0.0,45.9540935969929,11.1838916739391,1.06161707848992,0,1,0,0,6.309803919971486
6.86171134048073,0.0,0.0,11.203609511868,1.44226626779392,0,1,0,0,5.966576244513051
6.86171134048073,0.0,0.0,13.5535851939474,0.911312447234459,0,1,0,0,4.522878745280337
6.86171134048073,0.0,0.0,12.4206390742886,1.39341039724696,0,1,0,0,5.100179497572904
6.86171134048073,0.0,0.0,12.2062792016882,1.74237538758352,0,1,0,0,7.221848749616356
6.86171134048073,0.0,0.0,10.6272280779497,1.59065355721666,0,1,0,0,6.337242168318426
6.86171134048073,0.0,0.0,10.6173285953444,1.60999928548574,0,1,0,0,5.609064892896621
6.86171134048073,44.8803398130374,0.0,11.2232174297688,1.65466107476778,3,2,0,1,5.987162775294828
