F06[C-C],L1p,HOMA,SpMin1_Bh(p),F03[C-N],H6v,RNCG,H6p,H4s,SpDiam_B(v),SpMax_B(p),Tp,P_VSA_p_2,Eig07_EA,TPSA(Tot),SpDiam_B(p),RDF115v,F05[C-N],RDF060p,H6i,SpMax1_Bh(i),Eig07_AEA(ri),SpMax5_Bh(i),DP15,MATS1p,H7v,SM02_AEA(ri),DP17,Eig07_EA(ed),Eig12_EA(ri),SP18,DP16,TPSA(NO),DP20,Mor30p,GATS4m,Mor25u,ATSC1m,L2e,AVS_Dz(e),GATS1p,Chi_B(m),R3v,Mor32v,CATS3D_17_AL,F02[C-S],VE2sign_G,VE3sign_B(i),RDF015e,CATS2D_00_LL,SpMin2_Bh(s),SM15_AEA(ri),Mor05v,SM05_EA(dm),alvo
18,18.7900840577715,0.7521839904,2.08571046051047,9,0.111410663493432,0.162565111551043,0.140636098846043,5.70266731870807,5.80012553850698,3.8742849695196,23.0183507889717,110.910406475419,1.76974365320093,85.31,5.81391888953644,3.15612269224074,7,4.14166144618413,0.672462382203232,4.18454836773497,2.70683956370263,3.30742249384492,11.0522237895125,0.0347038991232357,0.0374603968370327,4.96257486685741,10.6700929610307,4.96257486685741,0.679397952443448,10.5610313178968,10.8861877432485,85.31,9.74334535587634,0.211332677079121,0.688795230897196,1.36570582912409,3.913413607825,3.955481435157,107.653909876543,0.733969338553905,7.59783283309952,0.734712674182737,-0.433447045217893,0,0,0.0030082590129103,-3.55573093771555,9.24034628125887,11,1.0658043769572,2.94702602395167,-4.45814068867302,0.0,5.531652669587842
34,30.3290050523167,0.699155518181818,2.100315590279,13,0.238504374057226,0.118869953518586,0.278919414550879,7.10369005342845,5.80634791845735,3.89116449948565,35.9428057914246,104.383367170671,1.9359537171361,75.5,5.81601962252365,7.69680587263125,10,9.61005386484823,1.15849118290789,4.1974808945453,2.91853675964846,3.46911256704424,14.468404490773,0.006841912394991,0.111931585567879,5.65005878132736,14.4652492420164,5.65005878132736,1.05945723085516,14.5734686671898,14.4938443726219,75.5,14.0809162692886,0.198102883398107,1.00232365353713,2.19733975122385,10.4772175672221,4.57804363944163,178.521996190476,0.922413971380707,10.1532572691728,0.710727702284471,-0.528128398065367,0,0,0.0034172749330063,-2.84988474152034,15.03289198416,21,1.16643947610839,3.15656036071278,-6.63844803290701,0.0,4.522878745280337
33,34.2084990061107,0.697954366060606,2.1001994768437,13,0.310284342318601,0.118955393491684,0.358463359725085,7.36979097636664,5.80583261413754,3.8907874966612,39.5124391825243,104.383367170671,1.87938524157182,75.5,5.8154959316774,6.67547650283844,11,9.27800727333373,1.61620628320003,4.19741013761471,2.87938524157182,3.471445737029,15.3292883758378,0.006841912394991,0.154159181746656,5.62731081166063,15.4498793390157,5.62731081166063,1.09221311702179,15.6042304473243,15.4159247621223,75.5,15.2610831647602,0.179656416333363,0.952749865174667,2.08352788073367,10.4772175672221,4.90881685136405,179.512472380952,0.922413971380707,10.1488941846267,0.699927987159455,-0.539905759924231,0,0,0.0020728104640192,-3.99257593252551,15.0313455209294,21,1.16678799079956,3.17509973928854,-6.49123059333024,0.0,4.522878745280337
32,33.9868223676611,0.699492756969697,2.09968011700452,13,0.465661658823764,0.152393647823095,0.549943903086873,7.81912139290617,5.80581789094036,3.89053710463687,39.7774046765621,126.383142945884,1.88811566597022,93.96,5.81532815018943,11.4732917872972,9,11.2876641803363,1.91376848437285,4.19701884394372,2.86196144993535,3.47060623088459,15.7625208129681,-0.0521411577322847,0.286894357447442,5.69077803822141,15.9573469176927,5.69077803822141,1.1697190465247,16.2441581656773,15.8862182476797,93.96,15.8797141781075,0.285935694367458,1.06552980631367,2.38721351830831,10.3673300917012,5.17681954967617,199.922,1.00717020785272,10.7618099515294,0.684372498489981,-0.605835758031684,2,0,0.0020625486821584,-3.03461572050318,14.9764990282272,17,1.08573298417866,3.26511927907026,-6.76817131229364,0.0,5.023650020996727
28,28.8588145184585,0.767664089032258,2.09889675568643,15,0.271863844806638,0.111841114650388,0.300888587054213,8.15890005839556,5.80369841092013,3.88897037266855,36.0665357551637,122.394117853702,1.89960488155872,87.53,5.81323949554472,6.74056677885334,12,9.27078208213911,1.23489603015389,4.19621195675087,2.85284156975377,3.49423122128798,14.7020169189211,0.0136468844989613,0.110263442322131,5.50586654999091,14.7793179631331,5.50586654999091,1.13720557174752,14.9401437061008,14.7664845553981,87.53,14.5306135820493,0.203375578553571,0.870296822504968,2.07708246817462,7.86591425645951,6.61922168820922,183.068235238095,0.835648263558538,10.1186999902137,0.748294856890167,-0.569756958953585,0,0,0.0014627621808491,-2.66100671075711,13.233718618284,18,1.07987651951189,3.16738267352347,-6.01739877407949,2.32395511873024,5.133122185662502
28,39.8966232875393,0.767664089032258,2.09881867871683,15,0.453471359683529,0.109691432302794,0.488713525922407,8.28238899117894,5.80420664560669,3.88958856646796,44.0616275613313,122.394117853702,1.89966166143969,87.53,5.81390911129692,9.58641165858474,12,9.41510269247601,1.62853416831591,4.19620298723005,2.85440585292587,3.49420052434925,16.633050739736,0.0168885689146145,0.294712204858658,5.66350972088193,16.8912274078417,5.66350972088193,1.22012504330767,17.1045264688274,16.7896789336443,87.53,16.8921743322846,0.103250008018849,1.00211848401187,1.92171670965141,6.54227491153389,3.1763453387156,191.660502777778,0.783823514705861,10.2826498086526,0.783681827677495,-0.673656604325744,0,0,0.0007882963111727,-2.74681316732702,13.2254790175433,18,1.07984815692825,3.16980525508617,-6.40436669895387,2.32395511873024,4.799149501908922
28,41.8768420123953,0.767305092903226,2.09885133000887,15,0.474786459568521,0.111169157848155,0.512926621110397,8.22098795341832,5.8040260191448,3.88940317391876,45.8462261240354,122.394117853702,1.9492328217144,87.53,5.81368944132382,9.60917887803535,12,10.0668732501948,1.62746082954187,4.19620480452341,2.90915853180656,3.49389045438289,17.2502123821,0.0168885689146145,0.31178613917648,5.80968920509455,17.6199642826396,5.80968920509455,1.19741583344367,17.8743825483355,17.4618328788307,87.53,17.7999254885128,0.1327632668091,0.888593164389606,1.95054498795894,6.54227491153389,3.10729433716786,193.734576851852,0.783823514705861,10.2782900374594,0.772297911086664,-0.610135177707177,1,0,0.000940610379623,-2.75502823963727,13.2358053173621,18,1.07985273472171,3.17722133360413,-6.26909008229872,2.32395511873024,5.350665141287858
28,39.5805945394992,0.767293484516129,2.0990711683359,15,0.347106032949394,0.0963391729421129,0.354647456042637,12.5669720911672,5.80401051777653,3.88922086125746,44.3010090633254,122.394117853702,2.03185888698861,87.53,5.81352319516937,7.66760133792055,12,9.95107666333367,1.50442651498613,4.19673457395776,3.00645887209071,3.51944619700617,16.9731311289317,0.0080467915804452,0.19809549686475,5.90349006326854,17.2523082749436,5.90349006326854,1.21789411413621,17.4559899469175,17.1401652847174,87.53,17.2869727355763,0.1401174104365,1.01333777194963,2.23635976896838,7.67756600081451,4.78112810284258,215.601692982456,0.914495527387697,10.8777182988589,0.726756573553801,-0.640254363896295,0,0,0.0005811645072445,-2.95355261699333,14.9340842205717,18,1.09877039183701,3.20103752421755,-6.40948842148288,6.70101726354035,5.367542707815276
29,41.3283882391235,0.767664089032258,2.09906885319117,15,0.356972821040101,0.0964046439942992,0.353989498418714,12.9749882613834,5.80395816976154,3.8891833978542,45.4784948799645,122.394117853702,2.03189891302727,87.53,5.81346864623789,7.30578381483983,13,9.61742061080721,1.39676707802052,4.19671771802442,3.00725605282004,3.53124549293129,17.9726294987723,0.0080467915804452,0.22456639232119,5.88582086960403,18.408386616801,5.88582086960403,1.21883183609373,18.6613589208286,18.2181343559141,87.53,18.6740569639465,0.158553488697703,1.04231399596843,2.18317503656706,7.67756600081451,3.76718215690232,219.53151754386,0.914495527387697,10.8777182988589,0.728405631074772,-0.64392472612131,0,0,0.0013579178530684,-2.90986238764464,14.9244831164189,18,1.09812658307059,3.24043544698164,-6.37043941117868,6.70101726354035,5.521433504406157
28,42.1123568895961,0.767293484516129,2.09921921010724,15,0.425081274420653,0.0849395497354287,0.371371277030618,14.184926351288,5.80495824577415,3.89010114906234,46.7520709654115,122.394117853702,2.34470524810927,87.53,5.81453848678124,9.42728847584167,12,11.1184957572905,1.81236077282482,4.19733999841026,3.29824033414318,3.52430784079861,17.6986734935142,0.0060934829637731,0.240675290839326,7.12159812368595,18.0503293156021,7.12159812368595,1.38674303648955,18.2767767572871,17.9020513172152,87.53,18.1924389149868,0.138925881982839,1.04481523286047,2.37416629201562,6.23367293016126,4.72973180785777,253.410384920635,0.932604316068944,11.7898633678874,0.743602156093,-0.66205655906699,0,0,0.0003503606452611,-3.31598271603795,16.6440698194231,18,1.13299896690901,3.42544258195278,-6.86057457076036,7.38786352975807,5.681936665037238
