F06[C-C],F03[C-N],RNCG,SpMin1_Bh(p),H6v,Tv,H6p,Eig07_EA,L1e,SpMax_B(v),RDF060p,H6i,Eig07_EA(ed),VE3sign_RG,F05[C-C],SpMax5_Bh(i),F05[C-N],DP15,SM02_AEA(ri),RDF145s,Eig06_AEA(bo),SpMax1_Bh(e),DP18,DP17,H7v,Eig12_EA(ri),SP18,DP16,RDF040s,H1p,Eig12_EA,Wi_B(e),CATS2D_00_DP,F10[C-Cl],SpMin2_Bh(e),Mor31v,B05[N-Br],CATS3D_00_DP,VR2_B(p),F10[C-N],CATS2D_07_AL,H8m,J_Dz(p),GATS7s,MATS8m,MATS6p,alvo
29,15,0.0964046439942992,2.09906885319117,0.356972821040101,46.8302154695584,0.353989498418714,2.03189891302727,45.1286500885615,3.9196240544317,9.61742061080721,1.39676707802052,5.88582086960403,-9.02967846062117,27,3.53124549293129,13,17.9726294987723,5.88582086960403,64.6276137069745,3.71685153276815,4.15249387164481,18.5461533409995,18.408386616801,0.22456639232119,1.21883183609373,18.6613589208286,18.2181343559141,45.7658982133594,1.60990597669937,1.23538758930408,91.1003835237105,0,0,1.90967792310768,-0.185073797803842,0,0,1.09068150682218,6,5,0.227246473176331,0.987798227263363,0.738786247159027,0.0922553987198518,0.0421376646239037,5.521433504406157
28,15,0.0849395497354287,2.09921921010724,0.425081274420653,48.413879824505,0.371371277030618,2.34470524810927,45.6639557795894,3.9204659342856,11.1184957572905,1.81236077282482,7.12159812368595,-9.52330807688962,29,3.52430784079861,12,17.6986734935142,7.12159812368595,51.0873383049253,3.85788046107705,4.15326680946537,18.146432089348,18.0503293156021,0.240675290839326,1.38674303648955,18.2767767572871,17.9020513172152,56.3587083915244,1.55349350590309,1.50872252761115,100.917883523711,0,0,1.92092879150524,-0.207249289349515,0,0,1.08203150112868,6,5,0.21886199103138,0.998542281039757,0.413996964136937,0.006865123584276,0.154825645450316,5.681936665037238
15,11,0.139306338433438,2.08507729453642,0.153076732167894,27.3086558449001,0.156614694354008,1.66975062184071,24.4625071695229,3.90662414534399,6.17074111181713,0.809361730602363,4.71661643116515,-2.87873548080045,16,3.3575084780042,10,12.8440111741185,4.71661643116515,3.82351187580969,3.31230334503133,4.13485622341576,12.4488059005506,12.6307439002565,0.0958129327664825,0.679751801826549,12.4821504821947,12.7634076586591,46.848686593521,1.5111626035452,0.730353525188253,67.1129007329878,1,2,1.87039599047946,-0.154233635683409,0,1,1.08777615303205,4,1,0.0216824509857049,1.15927647939324,0.677206351526108,0.126804106917906,0.0121179384530496,5.36251027048749
15,11,0.148003136128507,2.08504544582534,0.167489148496169,27.6210622683384,0.202191500051465,1.66786657637627,23.9917881014469,3.9063860389588,6.59843221270595,0.789989791988373,4.67894940078546,-2.87766150968227,16,3.35592306185825,10,13.049553206635,4.67894940078546,4.46854579632798,3.28400771706113,4.13475133881326,12.7868208601978,12.9238945851021,0.100026099334348,0.679739285094788,12.8658330560813,13.012312784,30.7867980620133,1.53435054268045,0.730350101506819,64.4378007329878,1,0,1.8804162543695,-0.195264697636627,1,1,1.0910298539294,4,2,0.0269614688391479,1.18108144055574,1.08621693658031,-0.0018874141992861,0.0434776130620658,5.333482019445119
15,11,0.123533899455079,2.08546367246724,0.156005991815805,29.0971914311877,0.161579701926792,1.72286732826895,26.8713956888978,3.90665200413328,6.51105518609581,0.935602127049759,4.98795979456423,-3.08779387280188,17,3.37652497919771,10,13.0306962882697,4.98795979456423,20.8624846708156,3.42577743658419,4.1353093702134,12.60297112032,12.7960846834934,0.0938043117897388,0.952073082954551,12.6213758481468,12.9396317320046,41.5782106549652,1.36941676770285,1.0,71.9114007329878,1,0,1.90159536145702,-0.157517499566034,0,1,1.08192396890789,4,1,0.0459811828839056,1.12154779218934,0.534895653401106,0.0749617462802739,0.0598338027129929,5.281498311132726
16,11,0.123628172649771,2.08545128357926,0.164825579168633,30.5296368869007,0.162365785581055,1.72624014124508,29.4291945760448,3.90661493524966,6.17628959176484,0.843465226296638,5.00263116471281,-3.08671513333889,16,3.37795497299685,11,14.1772388700515,5.00263116471281,69.9226633610125,3.42641196883918,4.13528572637701,14.0009360203563,14.1117552928392,0.114102344599324,0.952075687917982,13.9896674342869,14.1714659570882,41.1343743751453,1.36144300977997,1.0,71.9114007329878,1,0,1.90153707605613,-0.132484878263476,0,1,1.08192518172904,4,1,0.126447825200235,1.10421427137054,0.841180285991874,0.21249848868816,0.0537540015392542,5.958607314841775
15,11,0.107355865937632,2.08584475145002,0.179535955013454,31.3755164773039,0.157027746496187,2.0,28.8735271963859,3.9074569833344,7.67580123275432,0.976681431351131,5.70175287829319,-3.2982354961774,18,3.47012131667029,10,13.6488291178219,5.70175287829319,37.44829637876,3.6747072032858,4.13605424467827,13.3062032158341,13.4711985946691,0.117034467466861,1.15686642025533,13.3437804120697,13.5863760953809,51.7203390738394,1.32699304851959,1.22584328536607,81.6969007329879,1,0,1.91647212777152,-0.1383323881594,0,1,1.07227585270814,4,1,0.0670041727872554,1.13467993607088,0.434319741113787,0.0737367585978356,0.180440095167006,5.042871802323187
15,11,0.123020180351105,2.08526639805938,0.171670918449325,30.4227776423942,0.180034600932836,1.88421308352703,27.3503099966396,3.90709256594108,6.95373342572201,0.936012541060902,5.48143772846791,-3.08832605469281,17,3.37652497776764,10,13.4220369530997,5.48143772846791,64.8338079322987,3.50458778792621,4.13538020541474,13.0737568927202,13.2403738755468,0.110033584332844,0.952077511462652,13.1248952299599,13.3574218566644,53.5446081178913,1.41378315922768,1.0,74.3059007329878,1,2,1.89613542713916,-0.16432363938049,0,1,1.07927808804305,4,2,0.0458633530347921,1.13372646347361,0.477412965152654,0.0317884071526329,0.0653471335246777,4.9503943874050265
16,11,0.144024388622942,2.0854202267248,0.147521034934975,28.3819361239065,0.166978994395512,1.66786657637626,27.4690923995726,3.90635972764003,6.21633363799412,0.823801995925968,4.67894940078547,-3.09003451225954,16,3.36721535032978,11,12.7858861010585,4.67894940078547,7.78640467379138,3.28400771706113,4.13510020430028,12.440893023531,12.6056004207912,0.0958876372497963,0.679754665421681,12.4856839621699,12.7214737042995,33.7940415008922,1.38705842388231,0.73035010150682,64.2669007329878,1,0,1.91057987735205,-0.126964316536894,0,1,1.09102962971851,4,2,0.0294723769163641,1.17712157845592,1.10278773905689,-0.0657234722768425,0.0541333830578268,5.568636235841013
15,11,0.184532238023741,2.08524944045023,0.154518345782135,29.9109600774334,0.187413566126299,1.6762099698216,29.3379133182671,3.90636718569967,6.91181186720396,1.03942882958673,4.72564647679473,-3.16001309738674,17,3.36751996111355,10,13.5118053392952,4.72564647679473,13.9786341547655,3.31248463773922,4.1350185992864,13.2962626481535,13.4185115066302,0.0774674265065246,0.679787169324939,13.4010884276455,13.4912410531746,40.6793578107917,1.36535790831935,0.730422801767958,66.6202007329878,1,0,1.87924043851874,-0.195831806094797,0,1,1.08777826627337,4,1,0.0399523489876522,1.13009378629949,1.04488691705506,0.0928292552795761,0.0758401443487728,5.522878745280337
