RNCG,F06[C-N],H7u,F07[C-N],VE1sign_B(m),Qneg,alvo
0.150586894151745,9,0.139915815933435,7,0.0678837867516793,-2.29170000180602,6.431798275933005
0.153070870033617,8,0.237653187417651,8,0.160346790847805,-2.22249998897314,6.468521082957745
0.150630953418243,8,0.238733230071688,8,0.141755169160436,-2.25849999114871,5.388276691992658
0.159800840019806,9,0.253419025244891,8,0.165011296927125,-2.1288999915123,5.6439741428068775
0.163573424861437,8,0.239261414497417,8,0.161376802352776,-2.07979998737574,6.1249387366083
0.134243550335054,8,0.279161998156336,8,0.16380455718362,-2.53420001268387,5.681936665037238
0.110475722938088,14,0.708920908724766,14,0.18262873220052,-3.67230000719428,5.882728704344236
0.096258603742711,14,0.769103067327394,15,0.0814094006710847,-3.06570002064109,6.7447274948966935
0.145390832683488,11,0.322451379140471,8,0.170150049955389,-2.33989998325706,5.943095148663527
0.133763223895318,11,0.320566001149159,8,0.159536005825528,-2.5432999972254,6.036212172654444
0.146303706524086,11,0.324153730278952,8,0.17351646772482,-2.32529998756945,5.300162274132754
0.143091485721548,11,0.318496381162543,8,0.171708243202438,-2.37749999761581,5.896196279044043
0.134307147447364,9,0.248988962168937,8,0.148268237092363,-2.53300001844764,5.152427340857888
0.115396358000517,8,0.328382050177513,8,0.166386572449678,-2.9481000341475,5.079876673709276
0.0959822119974778,14,0.579526958931565,10,0.152118889239787,-3.1036999989301,5.634512015109101
0.130249133270545,11,0.586961458189117,10,0.131763894768004,-3.1147999833338,4.522878745280337
0.130412421036889,10,0.824673029975919,11,0.157706388994849,-3.11089998111129,4.672028376376989
0.160380919819661,8,0.238332163160042,8,0.15789421967093,-2.1211999990046,6.070581074285707
0.146777119096961,8,0.233284027903281,8,0.205335316519209,-2.31780000217259,5.139063379299906
0.14938087488123,8,0.237844444126045,8,0.112736189723331,-2.27740001678467,6.337242168318426
0.158158999834749,8,0.202039497590274,8,0.158959343795884,-2.15099998936057,6.1938200260161125
0.160350682281801,8,0.238591580789496,8,0.155668166108503,-2.12159999646246,5.91721462968355
0.162565111551043,8,0.238208008864021,8,0.134972067528937,-2.09269998781383,5.531652669587842
0.118869953518586,10,0.436825661245507,10,0.1489084582311,-2.50610000640154,4.522878745280337
0.118955393491684,10,0.58131182733428,10,0.0943699163657112,-2.5042999945581,4.522878745280337
0.152393647823095,11,1.12559421388073,11,0.144006855466742,-3.22519998205826,5.023650020996727
0.111841114650388,13,0.431298101311652,10,0.15823433763857,-2.66359998472035,5.133122185662502
0.109691432302794,13,0.909651276584125,10,0.15673209168455,-2.71579999476671,4.799149501908922
0.111169157848155,13,0.908941863144293,10,0.156929453117956,-2.67969999089837,5.350665141287858
0.0963391729421129,14,0.581361043958781,10,0.155469768890429,-3.09220000728965,5.367542707815276
0.0964046439942992,13,0.687004465872646,11,0.158514637054872,-3.09010000899434,5.521433504406157
0.0849395497354287,15,0.641416194990607,10,0.154586487952443,-3.50720002874732,5.681936665037238
0.139306338433438,11,0.324770186851983,8,0.170788596415292,-2.44209998473525,5.36251027048749
0.148003136128507,11,0.324775268789374,8,0.169213109519048,-2.29859998822212,5.333482019445119
0.123533899455079,12,0.299991808071076,8,0.169947886497873,-2.75390001013875,5.281498311132726
0.123628172649771,11,0.401684341476673,9,0.174228824995034,-2.75180001184344,5.958607314841775
0.107355865937632,13,0.349084614363718,8,0.167530709865459,-3.16890003159642,5.042871802323187
0.123020180351105,12,0.301705785245481,8,0.165165472915757,-2.7654000017792,4.9503943874050265
0.144024388622942,11,0.407226151280787,9,0.165987194281914,-2.36209999024868,5.568636235841013
0.184532238023741,12,0.331958614819387,8,0.168605981836931,-2.68299998342991,5.522878745280337
0.0977605520379153,17,0.80268034552781,13,0.143658693987744,-3.01860001124442,5.701146923590294
0.0929478100131784,17,0.79766481178366,13,0.0849870482576632,-3.17490001581609,5.235077015350112
0.0967985314564983,17,0.633928794340605,13,0.142101147140965,-3.04860000498593,6.769551078621726
0.0977475994138074,17,0.802793025681708,13,0.139100118893006,-3.01900000870228,5.723538195826756
0.0986923525887486,17,0.789138567705945,13,0.11282501694638,-2.99010000005364,7.221848749616356
0.0945863660265337,17,0.802694430483448,13,0.144323081108734,-3.11990000121295,5.809668301829708
0.0935073998428528,17,0.788625348025021,13,0.119864528762816,-3.15590000338852,6.4089353929735005
0.0975118141344335,18,0.814721811424632,13,0.149389124561432,-3.02630000375211,5.703334809738469
0.128479174521818,8,0.2801483419521,8,0.201000165953788,-2.64790000580251,5.671620396561262
0.198324582013161,9,0.247295263316661,8,0.178821143542104,-2.49490000866354,4.997402019280091
0.146119214896193,9,0.197108524690095,8,0.138192098409435,-2.7764999861829,4.861697301833718
0.133642365596854,8,0.280569915423611,8,0.184334276041771,-2.54560000821948,5.85078088734462
0.157063715313508,8,0.324300205463735,8,0.0824366872663713,-2.1659999974072,6.086186147616283
0.146324749508522,8,0.232599110799634,9,0.172798766161111,-2.77259998396039,6.366531544420414
0.17025182472354,9,0.222028351730136,9,0.153123019632532,-2.88689998490736,5.4156687756324695
0.0945166876968622,14,0.66976602625551,14,0.168860612901791,-3.12220001220703,5.966576244513051
0.120992514189746,15,0.597745980582867,13,0.120375207510727,-3.35309999017045,5.823908740944319
0.0991199796852808,17,0.714135501585056,13,0.147891970206823,-2.97719999961555,5.425968732272281
0.085994871586899,17,0.800787626285805,14,0.147820337686144,-3.43160002492368,6.356547323513813
0.148111299004496,10,0.69820792097245,9,0.105476373405271,-3.31709997914732,5.812479279163537
0.094899665986564,15,0.721745566322016,13,0.132067853461101,-3.10960002243519,6.251811972993799
0.0837234375374113,14,0.698527554034326,15,0.148196331054664,-3.52470003813505,5.935542010773082
0.0915180656179078,14,0.669308669312887,14,0.183534009181896,-3.22450000979006,5.943095148663527
0.110427610526827,18,0.758293017279252,13,0.117274616057548,-3.67389999842271,6.022276394711152
0.121133404872878,14,0.678175015091048,14,0.162039326355846,-3.34919998794794,6.356547323513813
0.110544958735799,17,0.780256424981081,14,0.161604277311487,-3.6699999962002,5.421360790031928
0.0963308750250069,17,0.81484168296627,15,0.0503130842877241,-3.06340000964701,6.920818753952375
0.0910605739631306,18,0.813927541890468,13,0.148722517814768,-3.24070001579821,5.85078088734462
0.0868707688287794,18,0.809103853904153,13,0.0897354183418684,-3.39700002036989,5.7121982700697735
0.0918685022905276,18,0.707606963585552,13,0.117732603277832,-3.21220000460744,7.522878745280337
0.107598630252621,14,0.710678589907494,15,0.0573883312187927,-2.74260000139475,5.785156151952302
0.119672194146179,10,0.61704266327411,10,0.148027698779368,-2.48929998651147,4.522878745280337
0.116330831337114,10,0.481907428912043,10,0.148702815807949,-2.56079998612404,5.094743951251549
0.114718111759137,10,0.483029490368246,10,0.136360467962552,-2.59679998829961,5.13430394008393
0.156933298971348,8,0.257058565316147,8,0.155736517677355,-2.16780000925064,5.563837352959244
0.1093854263302,14,0.598592927027519,13,0.145161031600944,-2.69780000299215,5.935542010773082
0.103395116743929,14,0.685061010445901,13,0.0900334653435418,-2.85410000756383,6.346787486224656
0.108182419471468,14,0.664170768738301,13,0.143795668833847,-2.72779999673367,4.633017024022149
0.0976861204636099,14,0.638063824948585,13,0.167354435648446,-3.02090002223849,5.739928612014925
0.0928805240434246,14,0.738980306603899,13,0.113589505907585,-3.17720002681017,5.790484985457369
0.097673187554068,14,0.637473160823497,13,0.16250013850815,-3.02130001969635,6.180456064458132
0.0934393015442376,14,0.733105614119885,13,0.143850022187196,-3.1582000143826,4.522878745280337
0.0974377606960562,15,0.664530663220475,13,0.170993294931348,-3.02860001474619,5.554395796726403
0.0990434644840064,14,0.639204210587889,13,0.170972007287587,-2.97950001060963,5.7447274948966935
0.0859372726038141,14,0.703913104199893,14,0.169532593023605,-3.43390003591776,4.897223385116559
0.120744160442093,11,0.517268018366246,10,0.15232583031345,-2.4671999886632,5.150580586203101
0.10936921037421,14,0.601294770478062,13,0.140909210142779,-2.69820000045002,6.045757490560675
0.110553330231632,14,0.677086880074272,13,0.116159598563004,-2.66929999180138,5.939302159646388
0.0860249536033771,18,0.829085008622712,13,0.129556015658783,-3.43040003068745,5.563837352959244
0.0767390456172651,17,0.804819076565632,15,0.146177299874439,-3.84550004638731,6.958607314841775
0.0832369621693857,17,0.803667233059084,14,0.183805886248305,-3.54530001804233,6.3872161432802645
0.0857101370105555,17,0.801336892072256,14,0.168566347001294,-3.44300002045929,6.096910013008056
0.098616495920139,14,0.733186345920385,13,0.139133055923038,-2.99240001104772,7.397940008672037
0.0945166876968622,14,0.63911283575372,13,0.166814388968345,-3.12220001220703,5.543633966870957
0.0883004198000314,18,0.814114237592621,13,0.149091307282579,-3.34200000576675,5.892790030352131
0.0859673143291468,15,0.781467555812344,13,0.153936165893151,-3.43270004168153,5.795880017344075
0.123195894785218,10,0.485365920610765,10,0.149008873221872,-2.41809998452663,5.197226274708024
0.103707568408682,10,0.525969205327421,10,0.151364433816271,-2.87250000983477,4.522878745280337
0.103750910617322,11,0.521640664137167,10,0.140063649930244,-2.87130001559854,5.769551078621726
0.0997588878773194,10,0.82414825615734,10,0.18002615937558,-2.98620000295341,4.522878745280337
0.103297614591051,10,0.82394786438034,10,0.167095145796594,-2.88390000537038,4.522878745280337
0.0908447243955066,19,0.821760198474068,13,0.154060766903293,-3.24840000830591,5.935542010773082
0.0807674415250543,18,0.817090533059516,14,0.152484792078056,-3.65370002947748,6.251811972993799
