F06[C-C],F03[C-N],L1v,P_VSA_p_2,L1p,HOMA,SpMin1_Bh(p),H6v,RNCG,Tv,H6p,L1e,SpMax_B(v),RDF115v,Tp,SpDiam_B(v),SpMax_B(p),Eig07_EA,SM15_AEA(bo),HOMT,H4s,SpDiam_B(p),TPSA(Tot),H6i,RDF060p,Eig07_AEA(ri),TPSA(NO),SpMin1_Bh(e),SpMax5_Bh(i),VE3sign_RG,F05[C-C],F05[C-N],DP15,MATS1p,SpMax1_Bh(e),Eig07_EA(ed),H7v,RDF145s,SM02_AEA(ri),DP18,H7u,L1u,SP18,DP16,F06[C-N],DP20,DP19,CATS3D_14_AP,Mor19p,GGI2,Eig12_EA,SM5_RG,RDF115m,T(N..Cl),SM3_Dz(p),ALOGP2,MATS4m,J_D/Dt,alvo
29,15,42.8779365826156,122.394117853702,41.3283882391235,0.767664089032258,2.09906885319117,0.356972821040101,0.0964046439942992,46.8302154695584,0.353989498418714,45.1286500885615,3.9196240544317,7.30578381483983,45.4784948799645,5.80395816976154,3.8891833978542,2.03189891302727,2.03189891302727,23.79758676,12.9749882613834,5.81346864623789,87.53,1.39676707802052,9.61742061080721,3.00725605282004,87.53,1.96623920016994,3.53124549293129,-9.02967846062117,27,13,17.9726294987723,0.0080467915804452,4.15249387164481,5.88582086960403,0.22456639232119,64.6276137069745,5.88582086960403,18.5461533409995,0.687004465872646,43.6437671649797,18.6613589208286,18.2181343559141,13,18.6740569639465,18.6339466814509,0,0.0906895285923397,4.44444444444444,1.23538758930408,6.90811714750695,8.49096572159788,0,17.2910918493154,28.75211641,-0.0565702631353183,13.7230273182144,5.521433504406157
28,15,43.6410507070662,122.394117853702,42.1123568895961,0.767293484516129,2.09921921010724,0.425081274420653,0.0849395497354287,48.413879824505,0.371371277030618,45.6639557795894,3.9204659342856,9.42728847584167,46.7520709654115,5.80495824577415,3.89010114906234,2.34470524810927,2.34470524810927,23.78609802,14.184926351288,5.81453848678124,87.53,1.81236077282482,11.1184957572905,3.29824033414318,87.53,1.96649315866522,3.52430784079861,-9.52330807688962,29,12,17.6986734935142,0.0060934829637731,4.15326680946537,7.12159812368595,0.240675290839326,51.0873383049253,7.12159812368595,18.146432089348,0.641416194990607,44.2721618722799,18.2767767572871,17.9020513172152,15,18.1924389149868,18.1930026367963,0,0.0765379696641152,5.11111111111111,1.50872252761115,6.94994366430611,12.0433112645232,0,17.795316435438,39.74545936,-0.0544184515467247,14.7770631967174,5.681936665037238
15,11,23.9605387320833,128.921157158449,23.4860250150737,0.850856193043478,2.08507729453642,0.153076732167894,0.139306338433438,27.3086558449001,0.156614694354008,24.4625071695229,3.90662414534399,3.77245428425445,27.0936616632676,5.79815781442036,3.87215331650521,1.66975062184071,1.66975062184071,19.56969244,6.02008043342512,5.8114993688159,97.34,0.809361730602363,6.17074111181713,2.64052094587666,97.34,1.94685868499717,3.3575084780042,-2.87873548080045,16,10,12.8440111741185,0.0272784563098038,4.13485622341576,4.71661643116515,0.0958129327664825,3.82351187580969,4.71661643116515,12.4488059005506,0.324770186851983,23.6745732357189,12.4821504821947,12.7634076586591,11,11.9467661819764,12.2200735310897,0,-0.209514520257897,3.33333333333333,0.730353525188253,6.49641421595604,5.71698262788711,61,15.4131979629143,9.90297961,-0.0490288586745091,13.0673998628158,5.36251027048749
15,11,24.5691949265137,128.921157158449,25.6118505152341,0.850856193043478,2.08504544582534,0.167489148496169,0.148003136128507,27.6210622683384,0.202191500051465,23.9917881014469,3.9063860389588,2.7822145556469,28.8447181667436,5.79788414442003,3.87193075363286,1.66786657637627,1.66786657637627,19.56969244,4.57001312572064,5.81125322650018,97.34,0.789989791988373,6.59843221270595,2.63313922626519,97.34,1.94705297065154,3.35592306185825,-2.87766150968227,16,10,13.049553206635,0.0287791005682758,4.13475133881326,4.67894940078546,0.100026099334348,4.46854579632798,4.67894940078546,12.7868208601978,0.324775268789374,23.8022562030946,12.8658330560813,13.012312784,11,12.3754944277522,12.6033451025203,0,-0.0337069454166448,2.88888888888889,0.730350101506819,6.51206676367241,2.65063425981072,0,15.1199394427456,9.15304515999999,-0.0746221311857822,12.8541291731152,5.333482019445119
15,11,25.3237376612035,128.921157158449,24.3516684366321,0.850856193043478,2.08546367246724,0.156005991815805,0.123533899455079,29.0971914311877,0.161579701926792,26.8713956888978,3.90665200413328,3.63437953047078,28.1257865316145,5.79818140805661,3.87211114507542,1.72286732826895,1.72286732826895,19.56969244,9.01646573589461,5.81145934094929,97.34,0.935602127049759,6.51105518609581,2.67529287877353,97.34,1.94770003496925,3.37652497919771,-3.08779387280188,17,10,13.0306962882697,0.0114933768154232,4.1353093702134,4.98795979456423,0.0938043117897388,20.8624846708156,4.98795979456423,12.60297112032,0.299991808071076,26.0060790217953,12.6213758481468,12.9396317320046,12,12.0781457235289,12.3628849142648,0,-0.0855244370746497,3.55555555555555,1.0,6.59571340316923,4.44639814267841,0,15.9454969249334,10.36389249,-0.0758906299667161,13.4367560119475,5.281498311132726
16,11,27.5124249723609,128.921157158449,25.7228243602806,0.850856193043478,2.08545128357926,0.164825579168633,0.123628172649771,30.5296368869007,0.162365785581055,29.4291945760448,3.90661493524966,3.80455503944183,28.9870902000429,5.79812979987239,3.87206966876579,1.72624014124508,1.72624014124508,19.56969244,9.98682663570059,5.81140586599502,97.34,0.843465226296638,6.17628959176484,2.67549888934611,97.34,1.9476776718285,3.37795497299685,-3.08671513333889,16,11,14.1772388700515,0.0114933768154232,4.13528572637701,5.00263116471281,0.114102344599324,69.9226633610125,5.00263116471281,14.0009360203563,0.401684341476673,27.9095615739152,13.9896674342869,14.1714659570882,11,13.6358558267169,13.8415422523719,0,-0.0781687958943688,3.77777777777778,1.0,6.59275201563788,4.82076428802494,0,15.9990074120248,10.36389249,-0.113683964780083,12.9873233887993,5.958607314841775
15,11,27.2513996596697,128.921157158449,25.8398229568104,0.850856193043478,2.08584475145002,0.179535955013454,0.107355865937632,31.3755164773039,0.157027746496187,28.8735271963859,3.9074569833344,4.89968226444568,29.7644218876704,5.79909871583178,3.873050844848,2.0,2.0,19.56969244,11.3317725842374,5.81247834220892,97.34,0.976681431351131,7.67580123275432,2.96150972475825,97.34,1.94871518942587,3.47012131667029,-3.2982354961774,18,10,13.6488291178219,0.0063455181795398,4.13605424467827,5.70175287829319,0.117034467466861,37.44829637876,5.70175287829319,13.3062032158341,0.349084614363718,27.7323847295995,13.3437804120697,13.5863760953809,13,12.8368121316335,13.0939720570195,0,-0.105324993381122,4.44444444444444,1.22584328536607,6.64864448776523,7.05631735554707,0,16.6398969609086,17.31891456,-0.106987196806767,14.2100192677579,5.042871802323187
15,11,26.7277615170787,128.921157158449,25.9147082477414,0.850856193043478,2.08526639805938,0.171670918449325,0.123020180351105,30.4227776423942,0.180034600932836,27.3503099966396,3.90709256594108,4.57338784193194,29.5992400472743,5.79866868432545,3.87274577813731,1.88421308352703,1.88421308352703,19.56969244,13.0196010141273,5.81211967277179,97.34,0.936012541060902,6.95373342572201,2.81751766350705,97.34,1.94747499108663,3.37652497776764,-3.08832605469281,17,10,13.4220369530997,0.0194292983732418,4.13538020541474,5.48143772846791,0.110033584332844,64.8338079322987,5.48143772846791,13.0737568927202,0.301705785245481,26.1754888734622,13.1248952299599,13.3574218566644,12,12.6017315853938,12.860117221227,0,-0.210247171270639,4.0,1.0,6.56069243961164,7.21749533297864,67,16.0660302142921,15.08312569,0.0374802399143131,13.5701632496983,4.9503943874050265
16,11,25.3411980498604,128.921157158449,25.9642896638659,0.850856193043478,2.0854202267248,0.147521034934975,0.144024388622942,28.3819361239065,0.166978994395512,27.4690923995726,3.90635972764003,3.19423734429536,29.2007062475944,5.79785955265434,3.87181230063188,1.66786657637626,1.66786657637626,19.56969244,4.70038542153165,5.81113688629105,97.34,0.823801995925968,6.21633363799412,2.64182490555262,97.34,1.94815826769185,3.36721535032978,-3.09003451225954,16,11,12.7858861010585,0.0138551533179774,4.13510020430028,4.67894940078547,0.0958876372497963,7.78640467379138,4.67894940078547,12.440893023531,0.407226151280787,27.731957641578,12.4856839621699,12.7214737042995,11,11.9740988522415,12.2296926863266,0,-0.0411922755816871,2.88888888888889,0.73035010150682,6.67025144139372,2.61766428440276,0,15.1417064059733,7.63527424,-0.0018566626093628,12.8541291731152,5.568636235841013
15,11,26.9560740939179,139.921045046056,27.2039603044723,0.850856193043478,2.08524944045023,0.154518345782135,0.184532238023741,29.9109600774334,0.187413566126299,29.3379133182671,3.90636718569967,3.07366880190235,30.3740061385809,5.79786863424449,3.87179440033667,1.6762099698216,1.6762099698216,19.56969244,4.80821127789211,5.81112158012367,106.57,1.03942882958673,6.91181186720396,2.64510929684034,106.57,1.94700907843017,3.36751996111355,-3.16001309738674,17,10,13.5118053392952,-0.0313925562918879,4.1350185992864,4.72564647679473,0.0774674265065246,13.9786341547655,4.72564647679473,13.2962626481535,0.331958614819387,29.3253511812166,13.4010884276455,13.4912410531746,12,12.9124477734106,13.1268635393403,0,-0.176393150394833,2.88888888888889,0.730422801767958,6.68817515710669,3.35885574601735,0,15.5445804859288,5.11031236,-0.109450075537497,12.8803424793725,5.522878745280337
24,14,38.4284212377476,139.179647401832,38.3980099757011,0.811127832258064,2.09228447187331,0.430737136133314,0.0977605520379153,42.1236387681967,0.432441560499558,39.803400471549,3.91073756724642,7.8988858684255,42.2098159250438,5.81053820021251,3.87600046494289,1.9886459186502,1.9886459186502,25.1449628,14.4629404136583,5.8247431661214,100.42,1.64801038585883,9.94836439968026,2.93584730754335,100.42,1.94979386570679,3.48668303786693,-12.0866796164672,24,15,16.8771841523302,-0.0119780305598032,4.14243457004813,5.74560199741264,0.274005127498952,42.0278303531995,5.74560199741264,17.2883723027542,0.80268034552781,39.580675791489,17.4237754190964,17.0667636899102,17,17.3166960031194,17.3255576717909,0,-0.0134715129869515,4.0,1.23448378012184,6.78866045942605,8.87968422334045,0,16.9263367054086,17.80249249,-0.0130100789289306,13.8180312317779,5.701146923590294
24,14,39.6455801566194,139.179647401832,38.2474011432428,0.810955876129032,2.09242824118356,0.446240783121247,0.0929478100131784,43.4100364550994,0.4265662776581,40.9471585578895,3.91223726046562,7.89398774143099,42.0689129924345,5.814397461068,3.87757817682958,2.16043821835585,2.16043821835585,25.13963216,15.4812502021436,5.82855423101921,100.42,1.67592023695014,10.24019936405,3.10995190444752,100.42,1.94919752938169,3.4881133789886,-5.68601379962789,24,15,17.4412400862235,-0.0123890771746096,4.14287960214159,6.08413503579686,0.291578385591064,46.157601867291,6.08413503579686,17.9430356867673,0.79766481178366,39.6697284138599,17.8899289745101,17.6607758001147,17,18.0333538300974,18.0110289733241,0,-0.120018171305578,4.22222222222222,1.4013026416558,6.75518086893925,8.87516578141391,0,17.2906620338629,21.43967809,0.0384333439005343,14.2869914076968,5.235077015350112
24,14,40.264373049084,139.179647401832,40.3195355953637,0.811248503225806,2.09103003531457,0.407563643837066,0.0967985314564983,44.3462486567572,0.409254863250131,40.3888303983442,3.913867616122,8.195206886172,44.5218585223447,5.81701976593981,3.88051565605327,2.15461556103823,2.15461556103823,25.1487036,15.6477569224147,5.83163528352519,100.42,1.57880136936584,10.4669986354368,3.09752440700694,100.42,1.94931657791967,3.48657729643432,-5.65959177464841,24,15,17.2216105417725,-0.0020538505047235,4.14273956970928,6.09102740156653,0.214305243572816,31.503514427418,6.09102740156653,17.6677899104503,0.633928794340605,39.7182086717263,17.6634231712836,17.4229610229974,17,17.7190936511957,17.7164849189661,0,-0.161270018913394,4.88888888888888,1.40353723325147,6.72297210518679,9.0233025099152,106,17.1590088293413,30.78141361,-0.0516864762671346,14.4002319595944,6.769551078621726
24,14,42.2975397298917,139.179647401832,42.4576033034627,0.810955876129032,2.0913009199319,0.469742051578318,0.0977475994138074,46.0224468372848,0.473079393254625,41.1924226014376,3.91265217466304,7.9064308139731,46.2885782584191,5.8140785599503,3.87876893832918,2.17305375675117,2.17305375675117,25.13963216,15.1259133151332,5.8286176526699,100.42,1.625110354853,10.968875561967,3.11982549364105,100.42,1.94937391757657,3.48644506178551,-5.65768724877486,24,15,17.8714185241595,-0.0020538505047235,4.14267384168471,6.13142869807592,0.32359867968602,50.9681123728607,6.13142869807592,18.4796435917384,0.802793025681708,39.9928433104993,18.4656894290668,18.1264170616564,17,18.6406038662183,18.5830233637404,0,-0.0331661161713951,4.88888888888888,1.40345547262716,6.73868731425318,8.88944853745989,118,17.1821099229384,30.78141361,-0.100498638848001,14.1868769224294,5.723538195826756
24,14,41.1626371647203,139.179647401832,41.2611174771627,0.811127832258064,2.09122472469306,0.465039525396607,0.0986923525887486,45.0678398587042,0.475790271715102,40.7223400420166,3.91265932900002,7.89513125748119,45.2847954020302,5.8142116842936,3.878698246441,2.16043821835584,2.16043821835584,25.1449628,14.6037717937191,5.82866881412825,100.42,1.61941666871732,9.91929115176267,3.10551565239557,100.42,1.94935822931595,3.48649533757078,-5.69490043451993,24,15,17.5408234148185,-0.0020538505047235,4.14268620301659,6.08413503579688,0.313863007102775,49.3155647248217,6.08413503579688,18.0773659231443,0.789138567705945,39.8010769860575,18.0605443949639,17.771459878599,17,18.1931445516432,18.1578717312421,0,-0.103051534762221,4.22222222222222,1.4013026416558,6.73357423281803,8.8753031926991,112,17.1710706702605,30.78141361,0.132635150915991,14.2869914076968,7.221848749616356
24,14,41.2147647518387,139.179647401832,40.3636843652899,0.810955876129032,2.0917472751288,0.463183802023814,0.0945863660265337,44.9137298060441,0.461653636519779,41.3239211588274,3.9124299517842,8.07275293922776,44.1733665071777,5.81411776109006,3.87811711494723,2.17305375675117,2.17305375675117,25.13963216,15.7044217151827,5.82835359939541,100.42,1.63968205713001,9.83016073140164,3.12084322927971,100.42,1.94929669044541,3.48774070155185,-5.66186460770524,24,15,17.7994297230381,-0.0073093252653795,4.1427599839816,6.13142869807592,0.318977940846182,45.3014530748954,6.13142869807592,18.3857292188246,0.802694430483448,39.8786910279175,18.3473693783153,18.0472728665722,17,18.5314043915389,18.4815240645517,0,-0.0936756562814572,4.88888888888888,1.40345547262716,6.74770409523894,9.02249492657341,56,17.2448281322417,25.89995664,-0.0775158608197595,14.1868769224294,5.809668301829708
24,14,41.9689338877951,139.179647401832,41.1682934382813,0.811127832258064,2.09126142626994,0.470917279613493,0.0935073998428528,45.8706351606627,0.474877116572629,41.541616500601,3.91444177120494,8.06858664873459,45.197161070041,5.81835664069892,3.88124759512283,2.1736480721593,2.1736480721593,25.1449628,15.6476033496091,5.8328910036398,100.42,1.62718631458033,9.80379359057374,3.12176127035949,100.42,1.94914322921348,3.48764088604248,-5.68089364445397,24,15,17.8399100666166,-0.002392001402185,4.14289990447593,6.1358555439154,0.317463820777128,49.7232056373657,6.1358555439154,18.4156979747076,0.788625348025021,39.8882373699682,18.3687622126349,18.0841810683275,17,18.5548789519861,18.5081806338649,0,-0.17135575106231,5.1111111111111,1.40346224704332,6.72161591498461,9.01838639283735,112,17.3476670422745,33.10391296,0.09079904479446,14.4339659684511,6.4089353929735005
24,14,43.4347554006367,139.179647401832,43.7709353534862,0.810955876129032,2.09224919650276,0.467290016522719,0.0975118141344335,47.1786203864196,0.471078155029717,44.9410678970437,3.91259834542305,8.01550191781334,47.6212894572185,5.8140682932687,3.87853571235511,2.17305375675118,2.17305375675118,25.13963216,15.6802102880364,5.82845156735274,100.42,1.62217875741512,9.78717363035874,3.12187063469959,100.42,1.95102510040898,3.49734294220139,-3.16803793287637,25,15,17.8250847358462,-0.008595569509907,4.14329754827986,6.13142869807592,0.313848489913212,41.082518533671,6.13142869807592,18.4189349880674,0.814721811424632,44.4879298387133,18.3896879093757,18.0754020208706,18,18.5698219756543,18.5173213198278,0,-0.0070545009872628,4.88888888888888,1.40345547262716,6.85371260714032,8.91665659800395,56,17.1870053616201,28.83582601,-0.147013777890037,14.1868769224294,5.703334809738469
19,9,21.4691123016691,110.910406475419,19.642297293838,0.7542146664,2.08706497115682,0.140318308182666,0.128479174521818,25.0816674799927,0.132047501733043,23.3312678624258,3.9085854489231,3.66215773785098,23.46333129371,5.80107215981107,3.87460905050958,1.78086163894543,1.78086163894543,18.85536666,20.9125959745017,5.81451198472529,85.31,0.823063158041511,4.91726742772916,2.72630513610681,85.31,1.95570192401415,3.36977057681199,-2.95072706419043,19,8,12.4053023379064,0.0144164403809051,4.13633936804563,5.32265932206994,0.05102315503106,9.89243232112829,5.32265932206994,11.8862265686598,0.2801483419521,21.8097321816095,11.9643323812635,12.2844916349876,8,11.2960509528955,11.6139882751031,0,-0.0644415243916509,4.44444444444444,1.0,6.5196803384652,5.98913134053614,0,15.6839236810961,12.36647556,-0.0947055079969152,13.6767892102013,5.671620396561262
20,9,20.557646303325,121.910294363026,20.714432764522,0.7521839904,2.08728002724137,0.136224999016972,0.198324582013161,24.5835298669262,0.185436232276557,22.5826897122282,3.90839882293747,4.01335752616421,24.9920515340244,5.80084250186091,3.87452537658404,1.54768564020672,1.54768564020672,18.80459976,5.46813310124073,5.81436220766032,94.54,1.19612653201849,6.46660617575614,2.48407343335595,94.54,1.95854608306227,3.34873964651159,-3.24161123202063,22,7,11.3453748214607,-0.0284070575609643,4.13646212539095,3.69909248904206,0.0549838805103333,5.15310230868936,3.69909248904206,10.6877650182211,0.247295263316661,22.5332218789918,10.8538605510931,11.1765799224532,9,10.0131142671294,10.3726094941662,1,-0.126663413373595,3.77777777777778,0.730307034949691,6.7966248155128,3.69036631512015,0,15.1306479337221,8.05764996,-0.20685107257155,13.6470613329881,4.997402019280091
18,9,16.39949194522,121.910294363026,16.674787399038,0.7542146664,2.08647931227245,0.104736369139776,0.146119214896193,21.4824348266677,0.123488085176727,17.2588283675438,3.90753459749677,2.28901553111768,21.5528596201137,5.79953773759906,3.87325221345661,1.77288780812167,1.77288780812167,18.85536666,8.61831628072708,5.8128707774013,94.54,0.63281074226587,5.85097858823775,2.71921479376077,94.54,1.95368833295341,3.39185324324287,-3.02789766866459,21,7,9.65300360083753,-0.028439632499086,4.13585844961748,5.30460686295962,0.0330482367582119,0.112870743835607,5.30460686295962,8.60987025808542,0.197108524690095,17.438274237905,8.77124169206127,9.35493239125706,9,7.68133620591904,8.16752380852283,0,-0.12346748692448,3.33333333333333,0.999999999999999,6.59717814965019,2.58184671561533,0,16.0379804581459,20.14842769,-0.0439618866525871,13.6004876332756,4.861697301833718
19,9,21.9029676902711,110.910406475419,20.5308243998018,0.7521839904,2.08651415006922,0.140738110386806,0.133642365596854,25.6332729072496,0.132084127028889,23.3053427439751,3.90877279222892,4.5528987366524,24.528878874683,5.80115758692167,3.87517901563894,1.78086163894543,1.78086163894543,18.80459976,14.5636596524258,5.8149727873644,85.31,0.823206677848149,6.04583900616821,2.72383590156458,85.31,1.95613130864677,3.36976164694814,-2.95120608278382,19,8,12.4209327890356,0.0201335545884806,4.1362626577366,5.32265932206994,0.0536430145588603,4.99945829859147,5.32265932206994,11.8996008937655,0.280569915423611,21.8620953590948,11.9806974282986,12.2994449159364,8,11.3076740807721,11.6265003251591,0,-0.130420599631486,4.44444444444444,1.0,6.50421450931352,8.64081955071119,57,15.5911830160083,15.80460025,-0.0324055299135364,13.6767892102013,5.85078088734462
20,9,19.4090400535139,110.910406475419,19.729264756532,0.7521839904,2.08769753705472,0.146739148570582,0.157063715313508,23.6169390733847,0.186150589806214,21.1870431176626,3.90795716029031,3.69023070190557,24.1757429306927,5.80008460268884,3.87402664694167,1.76974365320093,1.76974365320093,18.80459976,5.02867712117005,5.81367748267197,85.31,1.08302952224482,5.75348186275282,2.71847999077671,85.31,1.96712333764406,3.34960488393402,-3.17687627043402,19,9,10.8858659362399,0.0136354739696728,4.13650716628115,4.9625748668574,0.0508823937776017,0.0262315164300844,4.9625748668574,10.1863299870905,0.324300205463735,21.2629886141059,10.3177530337687,10.7021003258028,8,9.487565594605,9.85883793548385,0,0.0852974120814885,3.11111111111111,0.729822584195494,6.76483500922488,4.49147587198399,0,14.7510870274045,11.16361744,0.0344037549134646,13.3324932133349,6.086186147616283
19,9,20.6015976710826,121.910294363026,19.381628282488,0.7521839904,2.08647003622582,0.137575057854303,0.146324749508522,25.3171030186655,0.150413589087756,22.2231713635037,3.90746662530511,4.25160393497714,24.0562137706274,5.79941906545178,3.87317520216834,1.78124790400174,1.78124790400174,18.80459976,8.6756073813197,5.81275485861368,94.54,0.76273693448908,4.46060504043739,2.72709254975266,94.54,1.95374761932064,3.38692505249059,-3.0217680738191,20,7,11.7778503871634,-0.028439632499086,4.13583631242506,5.32515917813156,0.0494984665595023,5.24890130565372,5.32515917813156,11.1049486738757,0.232599110799634,21.1833374218637,11.1254642706059,11.6044357313384,8,10.4194171865281,10.7842729568492,0,-0.146865971110235,3.55555555555555,0.999999999999999,6.5578056836827,5.60295481026241,0,16.0980990018369,20.14842769,-0.0904765937643209,13.0642324892122,6.366531544420414
19,9,22.437244181478,132.910182250632,22.5033102455493,0.7521839904,2.08656870304183,0.0955981946066523,0.17025182472354,26.4626730531656,0.133645453778092,24.4240856370418,3.90787351798903,2.94985892090873,26.8865457327059,5.80003477957619,3.87369915653854,1.61089146183021,1.61089146183021,18.80459976,5.16891597645828,5.81340066185761,103.77,0.74635681932604,7.37501174052927,2.52182085523948,103.77,1.9532044503847,3.36014782207941,-3.3232235081722,23,7,12.1147062479653,-0.0705886139165121,4.13615278760333,4.16905551075453,0.0368207823833479,7.42947965563213,4.16905551075453,11.5832192714441,0.222028351730136,24.3249213368475,11.735317439653,11.9889797378638,9,10.987984922539,11.3081938656129,1,-0.0998854283150554,3.77777777777778,0.730309142054404,6.79032155524307,2.4613879971331,0,15.5105581834307,5.45689600000001,-0.185467383220745,13.4081163608516,5.4156687756324695
28,12,39.3077628732416,121.168896718802,38.0816060386029,0.738622408484848,2.09305075387095,0.413293322336224,0.0945166876968622,44.0603236070891,0.392123364876943,39.2947994580929,3.91517933185702,8.01981984482482,42.7820803241985,5.81869740763526,3.88187794147431,2.28373098819587,2.28373098819587,24.37453948,19.0417327317278,5.83348653180416,88.39,1.62150810088981,9.73251571595473,3.21957201853388,88.39,1.9556316194094,3.48697247257374,-7.17863901415644,27,13,17.1892867560682,-0.0086976315663807,4.14436380600908,6.90142878594206,0.213246160808664,133.891858101153,6.90142878594206,17.5768240816539,0.66976602625551,37.1228980130525,17.5764870410065,17.3709269857038,14,17.5904606354407,17.6064935757016,0,-0.0100747597396625,5.99999999999999,1.36734565103505,6.74692316511279,10.6526239619406,98,17.3092449751852,40.66230289,-0.066536843709945,14.6933571946614,5.966576244513051
27,12,36.1242721533077,132.168784606408,35.5458977497044,0.738783943030303,2.09301384624112,0.365822024054871,0.120992514189746,40.9149756539452,0.385573961463626,36.4454603064936,3.91298131770877,8.85511757382679,40.2717490520136,5.81422550446923,3.87884960756297,2.28778436108732,2.28778436108732,24.37987012,12.9727670712881,5.82884265196669,97.62,1.39910431997376,8.83442083808097,3.24150689093684,97.62,1.95505502251672,3.48361542756223,-7.39607673438275,29,12,16.3557389728795,-0.0400205241748473,4.14373203889904,6.90862034714165,0.160441437304745,97.0472813055198,6.90862034714165,16.5489179547563,0.597745980582867,35.2828373131416,16.5475863892658,16.4737875012277,15,16.4272631564693,16.5114857759859,0,-0.0564840093448026,4.88888888888888,1.38155758092552,6.80533802851362,12.8819293165861,52,17.6005459268282,47.47072201,-0.0619721217292487,14.6374243109016,5.823908740944319
24,14,41.2011929823448,139.179647401832,41.9977629994332,0.811127832258064,2.09161171450811,0.415021007931652,0.0991199796852808,44.870736420969,0.417041531449423,40.5816875625724,3.91143260314946,7.35198827037743,45.7696469844984,5.81168987697103,3.87716169143959,2.16415475484113,2.16415475484113,25.1449628,14.5945777716149,5.8262001950927,100.42,1.59998700224429,9.83206237042497,3.09835628027806,100.42,1.94962606390938,3.48629661293089,-5.62586286518762,24,15,17.638999318522,-0.0036709537383116,4.14250881671505,5.99006889872868,0.240635370393068,42.8065291664974,5.99006889872868,18.2454847656791,0.714135501585056,39.9869366041668,18.2674600333632,17.8921270965418,17,18.4113456557355,18.350749378,0,-0.0068590380568726,4.44444444444444,1.3040578854409,6.75915839342215,8.55481235894348,0,17.0612592915464,24.67804329,-0.081461781362206,13.9410464865812,5.425968732272281
25,14,44.0666212569452,139.179647401832,41.7605971295617,0.811127832258064,2.09324728909685,0.493363805386412,0.085994871586899,47.7750039383234,0.420994183599245,46.3139009072265,3.91226062707898,8.15177738351886,45.5841820463237,5.81372127447898,3.87768092659315,2.18293741991066,2.18293741991066,25.1449628,17.3989488516872,5.82794450457889,100.42,1.96369805630671,10.4343818635902,3.13094358335978,100.42,1.95084327760725,3.50285531649083,-6.12744301647043,24,16,18.4071310922945,-0.0134200586594899,4.14359083042212,6.15499240648988,0.302665969852909,50.1991186922588,6.15499240648988,19.0822755254156,0.800787626285805,44.2701113442958,19.0441154802254,18.6849183686801,17,19.2858877078864,19.2071358479043,0,-0.0488563578974133,5.11111111111111,1.40023218487818,6.82460328788121,9.15918692886816,0,17.594954569108,26.64211456,-0.087542885944856,14.6161575148695,6.356547323513813
20,9,21.7044870678005,143.910070138238,21.7636131766772,0.7521839904,2.08668915621692,0.229402076504107,0.148111299004496,26.4055271515048,0.275898773640214,23.4215699015806,3.90873824334041,4.34907803619546,26.7330716088193,5.80142461922543,3.87473798758201,1.78567789193783,1.78567789193783,18.80459976,6.17592571523089,5.81474632169287,113.0,1.1026466745237,9.71557307154095,2.73175884552771,113.0,1.95263775856324,3.36035297992921,-3.61224470306558,26,7,11.9174746174614,-0.109050269000855,4.13660229475459,5.33661567240373,0.108680681618639,13.0827360883488,5.33661567240373,11.3430897217803,0.69820792097245,23.345766550117,11.5173088644948,11.7764103195757,10,10.7244635701043,11.0558488889745,1,-0.15172953725428,4.0,1.0,6.94113079122057,5.35573525840024,0,15.8964133961801,5.38054416,-0.124038021122597,13.8629840319134,5.812479279163537
27,12,39.0326233763346,121.168896718802,37.2370994123515,0.740322333939394,2.093654664768,0.383485639153487,0.094899665986564,43.3751887855263,0.392840174186686,40.16069223776,3.91331297735385,7.66023342504342,41.6577121851705,5.81468607146613,3.87931500342817,2.25175593983279,2.25175593983279,24.43063702,15.207362440979,5.82929552795401,88.39,1.40477319933804,7.59658665882848,3.21232144183349,88.39,1.95584867207872,3.50499757930313,-7.21030985081358,28,12,17.4894389995458,-0.0113158505944252,4.14411439904366,6.87409478353283,0.230988315883932,84.5109004437128,6.87409478353283,17.9738332408236,0.721745566322016,37.9754678822747,17.9537625423704,17.703759185165,15,18.0497175892281,18.0348853914109,0,0.0240722132019707,5.77777777777777,1.34386715262565,6.77414246316675,11.3490414683611,52,17.2565370626077,32.63037129,-0.156983739137921,14.1717085689204,6.251811972993799
29,12,39.8689256624852,121.168896718802,38.0846616003862,0.738622408484848,2.09502005934863,0.444376720161993,0.0837234375374113,44.7910393792183,0.385712166580681,40.8214460564571,3.91632726163994,8.34195954707473,42.8510540200458,5.82206328013969,3.88282542754443,2.5072547728156,2.5072547728156,24.37453948,16.1727450722192,5.83667318883624,88.39,1.7120780298866,9.96756085512474,3.4504286589782,88.39,1.95718958240481,3.49023633024492,-7.70909725422475,27,14,17.3736372182415,-0.0116920376289829,4.14562575010977,7.68185337438849,0.22923199948992,90.4052427610768,7.68185337438849,17.7784170222351,0.698527554034326,38.6795119265903,17.7591626769901,17.5612114220406,14,17.8026676668339,17.8134749239377,0,-0.0012915565285746,6.44444444444443,1.4142135623731,6.82330547330281,12.7226421034678,52,17.7407821679466,44.28370116,-0.168177938554575,15.34377903486,5.935542010773082
