F03[C-N],L1p,H6v,SpMin1_Bh(p),TPSA(Tot),L1v,F06[C-C],H6p,F05[C-N],TPSA(NO),RDF115v,L1e,SpMax_B(v),SpDiam_B(v),SpMax_B(p),SpDiam_B(p),H6i,HOMT,Tp,Eig07_EA,RDF060p,SM15_AEA(bo),MATS1p,CATS3D_02_AL,SpMin1_Bh(e),SpMax1_Bh(i),RDF145s,SpMax5_Bh(i),SpMax1_Bh(e),H7u,SM02_AEA(ri),Eig07_EA(ed),CATS2D_06_LL,L1u,DP15,Eig12_EA(ri),CATS2D_08_AL,SpMax4_Bh(p),F01[C-N],SpMin4_Bh(s),SpMax5_Bh(e),HATS4u,RDF125v,RDF060v,SM12_EA,SpPosLog_Dz(e),VE2sign_B(m),HyWi_X,GGI8,RDF045m,Mor26p,alvo
11,24.3516684366321,0.156005991815805,2.08546367246724,97.34,25.3237376612035,15,0.161579701926792,10,97.34,3.63437953047078,26.8713956888978,3.90665200413328,5.79818140805661,3.87211114507542,5.81145934094929,0.935602127049759,19.56969244,28.1257865316145,1.72286732826895,6.51105518609581,1.72286732826895,0.0114933768154232,3,1.94770003496925,4.18474817547341,20.8624846708156,3.37652497919771,4.1353093702134,0.299991808071076,4.98795979456423,4.98795979456423,4,26.0060790217953,13.0306962882697,0.952073082954551,1,3.18717766829483,12,0.503093759356635,3.31214170283048,0.370631402190334,3.50104991623672,6.76410966556846,15.0126837975562,6.45416165634445,0.0056649295499291,2.4278861425344,0.345442806752331,10.0885616688625,-0.196508193005681,5.281498311132726
11,25.7228243602806,0.164825579168633,2.08545128357926,97.34,27.5124249723609,16,0.162365785581055,11,97.34,3.80455503944183,29.4291945760448,3.90661493524966,5.79812979987239,3.87206966876579,5.81140586599502,0.843465226296638,19.56969244,28.9870902000429,1.72624014124508,6.17628959176484,1.72624014124508,0.0114933768154232,3,1.9476776718285,4.1847310055167,69.9226633610125,3.37795497299685,4.13528572637701,0.401684341476673,5.00263116471281,5.00263116471281,4,27.9095615739152,14.1772388700515,0.952075687917982,1,3.19914836459304,12,0.50343007551463,3.31133988866773,0.38218408925512,3.03603868861052,6.09065493708202,15.0019575790164,6.49169379878717,0.0058076274998344,2.4278861425344,0.296060090702948,10.2272514326688,-0.207886766181757,5.958607314841775
11,25.8398229568104,0.179535955013454,2.08584475145002,97.34,27.2513996596697,15,0.157027746496187,10,97.34,4.89968226444568,28.8735271963859,3.9074569833344,5.79909871583178,3.873050844848,5.81247834220892,0.976681431351131,19.56969244,29.7644218876704,2.0,7.67580123275432,2.0,0.0063455181795398,3,1.94871518942587,4.18530770578131,37.44829637876,3.47012131667029,4.13605424467827,0.349084614363718,5.70175287829319,5.70175287829319,4,27.7323847295995,13.6488291178219,1.15686642025533,1,3.19092631855787,12,0.503319171308476,3.43120189369052,0.345465834635037,5.23029138107677,9.5962384438456,15.4587361822612,7.60201740784325,0.0049273738195723,2.52339116040129,0.468899596875788,10.7259596902622,-0.232637685644422,5.042871802323187
11,25.9147082477414,0.171670918449325,2.08526639805938,97.34,26.7277615170787,15,0.180034600932836,10,97.34,4.57338784193194,27.3503099966396,3.90709256594108,5.79866868432545,3.87274577813731,5.81211967277179,0.936012541060902,19.56969244,29.5992400472743,1.88421308352703,6.95373342572201,1.88421308352703,0.0194292983732418,3,1.94747499108663,4.18473870136315,64.8338079322987,3.37652497776764,4.13538020541474,0.301705785245481,5.48143772846791,5.48143772846791,4,26.1754888734622,13.4220369530997,0.952077511462652,1,3.19257223537851,12,0.50272119636466,3.31220138129809,0.373144793536365,2.3116554310737,7.07634826622435,15.1346461681408,6.73792259484374,0.0053279184811534,2.45422924031202,0.394825522801714,16.5268441028003,-0.208872455273725,4.9503943874050265
11,25.9642896638659,0.147521034934975,2.0854202267248,97.34,25.3411980498604,16,0.166978994395512,11,97.34,3.19423734429536,27.4690923995726,3.90635972764003,5.79785955265434,3.87181230063188,5.81113688629105,0.823801995925968,19.56969244,29.2007062475944,1.66786657637626,6.21633363799412,1.66786657637626,0.0138551533179774,3,1.94815826769185,4.18461570523445,7.78640467379138,3.36721535032978,4.13510020430028,0.407226151280787,4.67894940078547,4.67894940078547,4,27.731957641578,12.7858861010585,0.679754665421681,1,3.20100211759131,12,0.622454734960986,3.29627190569607,0.382822219646137,1.84745643097664,6.12470956853621,14.2706714517889,5.58367923608454,0.0061476738622931,2.34939557982023,0.271368732678257,9.90601438335214,-0.168245612586681,5.568636235841013
11,27.2039603044723,0.154518345782135,2.08524944045023,106.57,26.9560740939179,15,0.187413566126299,10,106.57,3.07366880190235,29.3379133182671,3.90636718569967,5.79786863424449,3.87179440033667,5.81112158012367,1.03942882958673,19.56969244,30.3740061385809,1.6762099698216,6.91181186720396,1.6762099698216,-0.0313925562918879,5,1.94700907843017,4.18449774308736,13.9786341547655,3.36751996111355,4.1350185992864,0.331958614819387,4.72564647679473,4.72564647679473,4,29.3253511812166,13.5118053392952,0.679787169324939,1,3.17921383767911,12,0.5763816991492829,3.29893393001342,0.342075614792681,2.05139493366473,6.5772408380991,14.2842715404442,5.88525724255046,0.0060216422084618,2.39012910472328,0.271368732678257,10.0390084613699,-0.173403251605436,5.522878745280337
14,38.3980099757011,0.430737136133314,2.09228447187331,100.42,38.4284212377476,24,0.432441560499558,15,100.42,7.8988858684255,39.803400471549,3.91073756724642,5.81053820021251,3.87600046494289,5.8247431661214,1.64801038585883,25.1449628,42.2098159250438,1.9886459186502,9.94836439968026,1.9886459186502,-0.0119780305598032,5,1.94979386570679,4.19071334757232,42.0278303531995,3.48668303786693,4.14243457004813,0.80268034552781,5.74560199741264,5.74560199741264,2,39.580675791489,16.8771841523302,1.21578267960654,5,3.73182787189349,13,0.922823814340292,3.44055324131594,0.262350529422169,5.64244106888343,9.92924770642398,14.55483926506,8.2829239589259,0.0039905192774373,2.61402154117727,0.428350970017637,10.3611841621606,-0.274283533397403,5.701146923590294
14,38.2474011432428,0.446240783121247,2.09242824118356,100.42,39.6455801566194,24,0.4265662776581,15,100.42,7.89398774143099,40.9471585578895,3.91223726046562,5.814397461068,3.87757817682958,5.82855423101921,1.67592023695014,25.13963216,42.0689129924345,2.16043821835585,10.24019936405,2.16043821835585,-0.0123890771746096,5,1.94919752938169,4.19097079948892,46.157601867291,3.4881133789886,4.14287960214159,0.79766481178366,6.08413503579686,6.08413503579686,2,39.6697284138599,17.4412400862235,1.32656890354593,5,3.73173940108357,13,0.921235408941594,3.44252459065175,0.262281484014272,5.32138714258811,10.651817251699,14.6280213022656,8.89819132885863,0.0022365012699385,2.65425297635331,0.506440539178634,10.4071481031993,-0.234837673259965,5.235077015350112
14,40.3195355953637,0.407563643837066,2.09103003531457,100.42,40.264373049084,24,0.409254863250131,15,100.42,8.195206886172,40.3888303983442,3.913867616122,5.81701976593981,3.88051565605327,5.83163528352519,1.57880136936584,25.1487036,44.5218585223447,2.15461556103823,10.4669986354368,2.15461556103823,-0.0020538505047235,4,1.94931657791967,4.19067210101692,31.503514427418,3.48657729643432,4.14273956970928,0.633928794340605,6.09102740156653,6.09102740156653,2,39.7182086717263,17.2216105417725,1.29152335610816,7,3.73303545454713,13,0.922432505730654,3.44117838777594,0.256524279736035,4.64837468092222,10.2175274807334,14.748182777587,8.89236046181512,0.0037395038721306,2.65738675439979,0.519053917863442,16.75429624531,-0.376960210334867,6.769551078621726
14,42.4576033034627,0.469742051578318,2.0913009199319,100.42,42.2975397298917,24,0.473079393254625,15,100.42,7.9064308139731,41.1924226014376,3.91265217466304,5.8140785599503,3.87876893832918,5.8286176526699,1.625110354853,25.13963216,46.2885782584191,2.17305375675117,10.968875561967,2.17305375675117,-0.0020538505047235,5,1.94937391757657,4.19068108532467,50.9681123728607,3.48644506178551,4.14267384168471,0.802793025681708,6.13142869807592,6.13142869807592,2,39.9928433104993,17.8714185241595,1.2629734919958,6,3.7332382146972,13,0.922319354417291,3.44202711370798,0.263625974739651,4.99510314161747,10.8118216381307,14.6549319085014,8.91105941551045,0.0036605294445528,2.65582109294665,0.532903439153439,16.0624521526334,-0.375528297099281,5.723538195826756
14,41.2611174771627,0.465039525396607,2.09122472469306,100.42,41.1626371647203,24,0.475790271715102,15,100.42,7.89513125748119,40.7223400420166,3.91265932900002,5.8142116842936,3.878698246441,5.82866881412825,1.61941666871732,25.1449628,45.2847954020302,2.16043821835584,9.91929115176267,2.16043821835584,-0.0020538505047235,5,1.94935822931595,4.19067913393615,49.3155647248217,3.48649533757078,4.14268620301659,0.789138567705945,6.08413503579688,6.08413503579688,2,39.8010769860575,17.5408234148185,1.32624678457606,9,3.73315274524162,13,0.922351579779621,3.44165454406091,0.26258258064283,5.31533718336439,9.91354633459315,14.6280213022655,8.90186459838022,0.0029690793933257,2.65425297635331,0.506440539178634,16.1999697625247,-0.403063353481634,7.221848749616356
14,40.3636843652899,0.463183802023814,2.0917472751288,100.42,41.2147647518387,24,0.461653636519779,15,100.42,8.07275293922776,41.3239211588274,3.9124299517842,5.81411776109006,3.87811711494723,5.82835359939541,1.63968205713001,25.13963216,44.1733665071777,2.17305375675117,9.83016073140164,2.17305375675117,-0.0073093252653795,5,1.94929669044541,4.1908070267165,45.3014530748954,3.48774070155185,4.1427599839816,0.802694430483448,6.13142869807592,6.13142869807592,2,39.8786910279175,17.7994297230381,1.27904688218053,5,3.73254848817988,13,0.921771671877701,3.44278955373427,0.26310419405323,4.87960848135727,9.87115025048271,14.6549319085014,8.9091391296041,0.0037979758186509,2.65582109294665,0.532903439153439,13.5210242267395,-0.344684758702082,5.809668301829708
14,41.1682934382813,0.470917279613493,2.09126142626994,100.42,41.9689338877951,24,0.474877116572629,15,100.42,8.06858664873459,41.541616500601,3.91444177120494,5.81835664069892,3.88124759512283,5.8328910036398,1.62718631458033,25.1449628,45.197161070041,2.1736480721593,9.80379359057374,2.1736480721593,-0.002392001402185,5,1.94914322921348,4.19078900574654,49.7232056373657,3.48764088604248,4.14289990447593,0.788625348025021,6.1358555439154,6.1358555439154,2,39.8882373699682,17.8399100666166,1.32940421236564,7,3.73312236493751,13,0.921460162934756,3.44340219862788,0.262824002284181,4.83859197329743,9.85712274958398,14.755704908328,9.21369274152864,0.0030734494554568,2.67685085139795,0.571948223733938,16.4659221010213,-0.42013830937673,6.4089353929735005
14,43.7709353534862,0.467290016522719,2.09224919650276,100.42,43.4347554006367,24,0.471078155029717,15,100.42,8.01550191781334,44.9410678970437,3.91259834542305,5.8140682932687,3.87853571235511,5.82845156735274,1.62217875741512,25.13963216,47.6212894572185,2.17305375675118,9.78717363035874,2.17305375675118,-0.008595569509907,5,1.95102510040898,4.19128251687362,41.082518533671,3.49734294220139,4.14329754827986,0.814721811424632,6.13142869807592,6.13142869807592,2,44.4879298387133,17.8250847358462,1.29630390628339,8,3.73381640294192,13,0.925342893954904,3.4516198650761,0.292769083198331,5.68515557127532,9.75758344112978,14.6549319085014,8.91503267224377,0.0039312927516166,2.65582109294665,0.532903439153439,13.3925534708047,-0.300176119694243,5.703334809738469
9,19.642297293838,0.140318308182666,2.08706497115682,85.31,21.4691123016691,19,0.132047501733043,8,85.31,3.66215773785098,23.3312678624258,3.9085854489231,5.80107215981107,3.87460905050958,5.81451198472529,0.823063158041511,18.85536666,23.46333129371,1.78086163894543,4.91726742772916,1.78086163894543,0.0144164403809051,4,1.95570192401415,4.18522338056744,9.89243232112829,3.36977057681199,4.13633936804563,0.2801483419521,5.32265932206994,5.32265932206994,9,21.8097321816095,12.4053023379064,0.952000077771527,4,3.18008843042462,10,0.501256147457605,3.30454620935272,0.379724130127526,2.27216036318845,5.52862033905792,15.1653035252284,6.39545424176175,0.0067000055317929,2.42345382264026,0.347450554295793,9.89701693750714,-0.15362956533773,5.671620396561262
9,20.714432764522,0.136224999016972,2.08728002724137,94.54,20.557646303325,20,0.185436232276557,7,94.54,4.01335752616421,22.5826897122282,3.90839882293747,5.80084250186091,3.87452537658404,5.81436220766032,1.19612653201849,18.80459976,24.9920515340244,1.54768564020672,6.46660617575614,1.54768564020672,-0.0284070575609643,6,1.95854608306227,4.18533252963541,5.15310230868936,3.34873964651159,4.13646212539095,0.247295263316661,3.69909248904206,3.69909248904206,9,22.5332218789918,11.3453748214607,0.679685617876261,6,3.16172495397897,10,0.605120197337969,3.28860259127777,0.312336017364773,3.77569126260988,5.93975855370997,14.5739945347055,5.80347462452999,0.006386469412218,2.38757690941086,0.277659674981103,10.5387757940315,-0.170897865950634,4.997402019280091
9,16.674787399038,0.104736369139776,2.08647931227245,94.54,16.39949194522,18,0.123488085176727,7,94.54,2.28901553111768,17.2588283675438,3.90753459749677,5.79953773759906,3.87325221345661,5.8128707774013,0.63281074226587,18.85536666,21.5528596201137,1.77288780812167,5.85097858823775,1.77288780812167,-0.028439632499086,6,1.95368833295341,4.18487122683784,0.112870743835607,3.39185324324287,4.13585844961748,0.197108524690095,5.30460686295962,5.30460686295962,7,17.438274237905,9.65300360083753,0.951811797206237,6,3.16139123726417,10,0.501397410136121,3.32982409263198,0.323846217517858,0.668178956875348,5.9724612502447,14.7763887301612,6.4199294467578,0.0046064032803144,2.4268301900325,0.331325585789872,15.1642827735308,-0.141737870134779,4.861697301833718
9,20.5308243998018,0.140738110386806,2.08651415006922,85.31,21.9029676902711,19,0.132084127028889,8,85.31,4.5528987366524,23.3053427439751,3.90877279222892,5.80115758692167,3.87517901563894,5.8149727873644,0.823206677848149,18.80459976,24.528878874683,1.78086163894543,6.04583900616821,1.78086163894543,0.0201335545884806,4,1.95613130864677,4.18512098188656,4.99945829859147,3.36976164694814,4.1362626577366,0.280569915423611,5.32265932206994,5.32265932206994,9,21.8620953590948,12.4209327890356,0.951983462633487,4,3.19075101644866,10,0.501632259485693,3.30449015851124,0.382940214630146,3.46465093109272,6.37974749879897,15.1653035252284,6.3976642326298,0.006144475868059,2.42345382264026,0.347450554295793,16.0505641070623,-0.182534299608098,5.85078088734462
9,19.729264756532,0.146739148570582,2.08769753705472,85.31,19.4090400535139,20,0.186150589806214,9,85.31,3.69023070190557,21.1870431176626,3.90795716029031,5.80008460268884,3.87402664694167,5.81367748267197,1.08302952224482,18.80459976,24.1757429306927,1.76974365320093,5.75348186275282,1.76974365320093,0.0136354739696728,4,1.96712333764406,4.18545819255353,0.0262315164300844,3.34960488393402,4.13650716628115,0.324300205463735,4.9625748668574,4.9625748668574,9,21.2629886141059,10.8858659362399,0.679406836357181,4,3.18937675893741,10,0.718665916907533,3.28257370980239,0.360690479418898,1.71686640987241,5.65897697829638,14.4009193980804,5.53095588063522,0.0030532106394952,2.34245924387974,0.253472222222222,9.57500900701215,-0.154131324562742,6.086186147616283
9,19.381628282488,0.137575057854303,2.08647003622582,94.54,20.6015976710826,19,0.150413589087756,7,94.54,4.25160393497714,22.2231713635037,3.90746662530511,5.79941906545178,3.87317520216834,5.81275485861368,0.76273693448908,18.80459976,24.0562137706274,1.78124790400174,4.46060504043739,1.78124790400174,-0.028439632499086,6,1.95374761932064,4.1848626847420896,5.24890130565372,3.38692505249059,4.13583631242506,0.232599110799634,5.32515917813156,5.32515917813156,9,21.1833374218637,11.7778503871634,0.952006101032661,6,3.16542246410322,10,0.501113820129819,3.32212682840503,0.340551847278732,3.14646643903823,4.79143486816724,14.7672645680508,6.46458366950181,0.005759958872037,2.4268301900325,0.277155769715294,12.664652303921,-0.171709185752566,6.366531544420414
9,22.5033102455493,0.0955981946066523,2.08656870304183,103.77,22.437244181478,19,0.133645453778092,7,103.77,2.94985892090873,24.4240856370418,3.90787351798903,5.80003477957619,3.87369915653854,5.81340066185761,0.74635681932604,18.80459976,26.8865457327059,1.61089146183021,7.37501174052927,1.61089146183021,-0.0705886139165121,6,1.9532044503847,4.1850609510426,7.42947965563213,3.36014782207941,4.13615278760333,0.222028351730136,4.16905551075453,4.16905551075453,7,24.3249213368475,12.1147062479653,0.679657314340932,8,3.17078890782465,10,0.578795335671293,3.29583642531677,0.267550604266816,5.05709508962603,6.65919180817168,14.4847957933342,6.1149742809195,0.0052801041252597,2.42484196159343,0.273376480221718,9.44283563129832,-0.161147994536703,5.4156687756324695
12,38.0816060386029,0.413293322336224,2.09305075387095,88.39,39.3077628732416,28,0.392123364876943,13,88.39,8.01981984482482,39.2947994580929,3.91517933185702,5.81869740763526,3.88187794147431,5.83348653180416,1.62150810088981,24.37453948,42.7820803241985,2.28373098819587,9.73251571595473,2.28373098819587,-0.0086976315663807,6,1.9556316194094,4.19175363626998,133.891858101153,3.48697247257374,4.14436380600908,0.66976602625551,6.90142878594206,6.90142878594206,7,37.1228980130525,17.1892867560682,1.2167131018575,7,3.72836430133152,11,0.922072194521243,3.45074773798651,0.275437431767278,4.91395055447826,10.17995672715,15.2973430274563,9.51190406563425,0.0042215153225447,2.6905405031094,0.637455908289242,19.6889205652698,-0.353246656280603,5.966576244513051
12,35.5458977497044,0.365822024054871,2.09301384624112,97.62,36.1242721533077,27,0.385573961463626,12,97.62,8.85511757382679,36.4454603064936,3.91298131770877,5.81422550446923,3.87884960756297,5.82884265196669,1.39910431997376,24.37987012,40.2717490520136,2.28778436108732,8.83442083808097,2.28778436108732,-0.0400205241748473,8,1.95505502251672,4.1913238250467,97.0472813055198,3.48361542756223,4.14373203889904,0.597745980582867,6.90862034714165,6.90862034714165,7,35.2828373131416,16.3557389728795,1.27909362662141,8,3.72662929807717,11,0.921118491503839,3.45737529113478,0.221848485392089,5.03459690693373,9.49213772734948,14.9655656798384,9.53067951333832,0.0030093801877681,2.69312649488303,0.522565507684555,16.2039586384587,-0.32202098413175,5.823908740944319
14,41.9977629994332,0.415021007931652,2.09161171450811,100.42,41.2011929823448,24,0.417041531449423,15,100.42,7.35198827037743,40.5816875625724,3.91143260314946,5.81168987697103,3.87716169143959,5.8262001950927,1.59998700224429,25.1449628,45.7696469844984,2.16415475484113,9.83206237042497,2.16415475484113,-0.0036709537383116,5,1.94962606390938,4.19067210392934,42.8065291664974,3.48629661293089,4.14250881671505,0.714135501585056,5.99006889872868,5.99006889872868,2,39.9869366041668,17.638999318522,1.23911367360882,4,3.73332684162869,13,0.922974432799298,3.44113589582554,0.250205143608241,4.86117252724647,9.79094888467324,14.5772285876389,8.60565558954596,0.00399708027586,2.6343395661692,0.49385865457294,10.6256402416825,-0.272015717031555,5.425968732272281
14,41.7605971295617,0.493363805386412,2.09324728909685,100.42,44.0666212569452,25,0.420994183599245,16,100.42,8.15177738351886,46.3139009072265,3.91226062707898,5.81372127447898,3.87768092659315,5.82794450457889,1.96369805630671,25.1449628,45.5841820463237,2.18293741991066,10.4343818635902,2.18293741991066,-0.0134200586594899,5,1.95084327760725,4.19157943667402,50.1991186922588,3.50285531649083,4.14359083042212,0.800787626285805,6.15499240648988,6.15499240648988,2,44.2701113442958,18.4071310922945,1.32551499282953,5,3.73320280345296,13,0.923840769565159,3.46095239714779,0.279720900569623,5.93093001448214,10.6198940214964,15.1721410138195,9.54968957916051,0.0036955084421535,2.69393567827645,0.590852544721593,10.8158158771371,-0.317135620799656,6.356547323513813
9,21.7636131766772,0.229402076504107,2.08668915621692,113.0,21.7044870678005,20,0.275898773640214,7,113.0,4.34907803619546,23.4215699015806,3.90873824334041,5.80142461922543,3.87473798758201,5.81474632169287,1.1026466745237,18.80459976,26.7330716088193,1.78567789193783,9.71557307154095,1.78567789193783,-0.109050269000855,6,1.95263775856324,4.18532416580035,13.0827360883488,3.36035297992921,4.13660229475459,0.69820792097245,5.33661567240373,5.33661567240373,5,23.345766550117,11.9174746174614,0.862079053648769,10,3.17462315728447,10,0.584346366231319,3.30273268521924,0.254949710991372,3.81715311165038,9.18251763272795,14.6450134514985,6.66794377564165,0.0034024636582345,2.48812450572085,0.294288548752834,12.9857718964442,-0.247533396485102,5.812479279163537
12,37.2370994123515,0.383485639153487,2.093654664768,88.39,39.0326233763346,27,0.392840174186686,12,88.39,7.66023342504342,40.16069223776,3.91331297735385,5.81468607146613,3.87931500342817,5.82929552795401,1.40477319933804,24.43063702,41.6577121851705,2.25175593983279,7.59658665882848,2.25175593983279,-0.0113158505944252,6,1.95584867207872,4.19170726429791,84.5109004437128,3.50499757930313,4.14411439904366,0.721745566322016,6.87409478353283,6.87409478353283,7,37.9754678822747,17.4894389995458,1.21659649360179,8,3.72795810124309,11,0.922405826990903,3.46971676327936,0.29068825668534,5.99802613600644,7.56961903124378,15.183548021532,9.24076274104324,0.0033863552169513,2.66979965908107,0.54902840765936,13.2962542329225,-0.411347039339923,6.251811972993799
12,38.0846616003862,0.444376720161993,2.09502005934863,88.39,39.8689256624852,29,0.385712166580681,14,88.39,8.34195954707473,40.8214460564571,3.91632726163994,5.82206328013969,3.88282542754443,5.83667318883624,1.7120780298866,24.37453948,42.8510540200458,2.5072547728156,9.96756085512474,2.5072547728156,-0.0116920376289829,6,1.95718958240481,4.19277858575753,90.4052427610768,3.49023633024492,4.14562575010977,0.698527554034326,7.68185337438849,7.68185337438849,7,38.6795119265903,17.3736372182415,1.30820730282637,8,3.72862020655073,11,0.922888297952231,3.45241539024621,0.264205299007698,6.32541903834332,11.8500910881166,15.5801134356642,10.4343698772412,0.0034464263035968,2.7455383730522,0.734449798437894,13.7884824749616,-0.425310238263401,5.935542010773082
12,36.5063280031428,0.410584826694162,2.09385106569626,88.39,38.5302534607248,28,0.387706258944733,13,88.39,8.12644366813141,39.4098440978664,3.91485888433282,5.8189058655347,3.88101492373067,5.83349753397915,1.63066131923537,24.37453948,41.2189994272011,2.28373098819587,8.59658297455426,2.28373098819587,-0.0113710091732013,6,1.95552241205067,4.19192157487168,142.531217701161,3.48933876544057,4.1444796923087,0.669308669312887,6.90142878594206,6.90142878594206,7,37.0555810890353,17.1486296167924,1.23241455086139,6,3.7278187384316,11,0.921716955109987,3.45217947401045,0.272252479278234,4.73107016821997,9.26845804908244,15.2973430274563,9.51018347522539,0.0045883502295474,2.6905405031094,0.637455908289242,13.5376541007757,-0.312341932820683,5.943095148663527
14,39.6962107505172,0.428898886838347,2.09246748562478,109.65,40.6779929434789,24,0.428831528071339,15,109.65,10.0833741306593,42.2516449999242,3.91166280178827,5.81249834963518,3.87693161657985,5.82672702856492,1.57113128348494,25.1449628,43.999272132622,2.22771453992356,11.0189319519448,2.22771453992356,-0.045013038079507,7,1.9494956961486,4.19112686793798,92.3672635366096,3.49781810514778,4.14311114104298,0.758293017279252,6.47124177322363,6.47124177322363,2,41.3056018364543,17.3264902604398,1.33577701160591,5,3.73193712798262,13,0.922679221092893,3.46381073242193,0.22954567058172,7.1380153858733,11.6607878577198,14.9377824054812,9.87582796139697,0.0028603564892084,2.71671252399594,0.54146982867221,13.7544583500756,-0.247490635782022,6.022276394711152
12,38.2271668225269,0.426334281845449,2.09299346952684,97.62,40.2865046623878,28,0.422393266612,12,97.62,8.72216792695505,41.5484505154745,3.91283321473811,5.81376255024189,3.87870650831822,5.82834984313131,1.70798595767592,24.37987012,42.6757900149301,2.29959604240033,8.07790102981183,2.29959604240033,-0.0400205241748473,8,1.95506806906903,4.19130682399476,96.4798594722199,3.49505123649654,4.14369101342155,0.678175015091048,6.89129647826457,6.89129647826457,7,39.1592543920076,17.8142801652987,1.24022731540046,6,3.72663548464297,11,0.921088399376263,3.47138510260872,0.250366430676001,6.13149991653221,8.43725718024702,14.9580201076696,9.5707615376321,0.0040509831588961,2.69312649488303,0.499645691609977,16.2781161805424,-0.383046802661642,6.356547323513813
14,42.8481877743363,0.486765743671846,2.09244823997926,109.65,45.5517381599523,25,0.463984358131314,15,109.65,9.20553251368195,48.0481438031848,3.91151417376839,5.81203003505121,3.87678744836089,5.82623081857974,1.94427977742026,25.13963216,46.7478944649746,2.25837349510437,10.2470663765994,2.25837349510437,-0.0450130380795069,7,1.94951421352252,4.19110977982313,62.8338558633219,3.50483773457049,4.14306984078016,0.780256424981081,6.56294028375128,6.56294028375128,2,45.7174966781375,18.7879474600241,1.3303530438918,3,3.73194371703453,13,0.922647999959283,3.47567067212364,0.246000201972728,5.99185152305863,10.6079517553175,14.9300234263891,9.91491391026926,0.0039415677393045,2.71671252399594,0.518550012597632,13.8361043419107,-0.291189233371704,5.421360790031928
14,43.0308388101597,0.435585765572499,2.09422151040059,100.42,42.8574116620636,26,0.440956715406251,17,100.42,8.36434590591849,45.3449666017914,3.91255475639987,5.81420472786427,3.878279801459,5.82841288369521,1.83375916630915,25.13963216,47.2297401792617,2.16043821835584,11.5030461336304,2.16043821835584,-0.013606867032665,5,1.9587512821223,4.19206165269903,44.0770056500688,3.49658191824975,4.14408832899401,0.81484168296627,6.08413503579686,6.08413503579686,2,45.1658773089152,17.4791898575805,1.32678336316899,9,3.73404686821054,13,0.925815021524374,3.45025231194164,0.260680669385127,5.93722228814099,11.4235998064859,14.6280213022656,8.90945174210694,0.0013240285338874,2.65425297635331,0.506440539178634,10.7587736067182,-0.265863146007363,6.920818753952375
14,42.5041751958487,0.465112827683648,2.09229262573043,100.42,42.7229468322251,24,0.473450499800571,15,100.42,9.49115309123321,43.3355177029008,3.91127701394025,5.81107269056886,3.87676548273325,5.82549538266317,1.74730997399231,25.1449628,46.8900194633785,2.16993348096179,10.7082796117392,2.16993348096179,-0.0088119108847452,5,1.95035382828778,4.19110436959088,88.1005716564704,3.51333643530271,4.14295901613733,0.813927541890468,6.38210842523172,6.38210842523172,4,42.4147931147975,17.4535412292363,1.21774749647802,5,3.73311750962717,13,0.923032914053667,3.46957845167883,0.27740077131185,6.33747948667029,10.8028987171219,15.217694262207,9.23580139563115,0.0038133978926863,2.67480447173407,0.530895691609978,17.0312146945935,-0.348783387083591,5.85078088734462
14,42.3500941547334,0.48109286878741,2.09243623032813,100.42,43.9444233387991,24,0.467596781392926,15,100.42,9.48510529163662,44.4978201681507,3.91280052876981,5.81495574255268,3.87837353293095,5.82933762965224,1.77639428636089,25.1952143,46.7449535751929,2.29100209827345,10.9945944257752,2.29100209827345,-0.0092288235237721,5,1.94979013967964,4.19136461809068,92.1445706079774,3.51396060356715,4.14340938313407,0.809103853904153,6.58016901544188,6.58016901544188,4,42.5021979110262,18.0084775518614,1.4442592561849,5,3.73302940892354,13,0.92143683217185,3.47039630077564,0.277410200383591,6.01949036049818,11.5216359348694,15.2560788295191,9.86536803994774,0.0021886687400455,2.71270774184535,0.608985260770975,17.0802999319906,-0.310663581314065,5.7121982700697735
14,45.5495771074928,0.464470171619617,2.09123414170093,100.42,45.61300091698,24,0.480202827726569,15,100.42,8.90895864983687,44.4007238463396,3.91322867771844,5.81477603843681,3.87951168065576,5.82946989391334,1.70126929559453,25.1952143,50.141255282009,2.29100209827344,10.6664938984841,2.29100209827344,-0.000132450001479,5,1.94994218743062,4.19106977957658,101.138666360902,3.51325381731543,4.14321369579669,0.707606963585552,6.58016901544185,6.58016901544185,4,42.7628137907414,18.0398116051629,1.44135903423859,9,3.73443258082207,13,0.922558146688082,3.47003874209187,0.265520238026747,5.65729368874603,10.7788861530282,15.2560788295191,9.86881822284445,0.0028715269092154,2.71270774184535,0.608985260770975,22.8682194957183,-0.479708948430143,7.522878745280337
12,36.698295010325,0.368063734938441,2.09470000639501,88.39,36.1851196633212,29,0.395352134680869,14,88.39,8.75144024113833,38.2226749484889,3.91386609282828,5.81591194639853,3.88018376033502,5.8305123076314,1.61051048344695,24.38894156,41.7959034529809,2.19622708522731,9.49322232097807,2.19622708522731,-0.0114816370089501,6,1.96092958948438,4.19225339014175,77.2577024266329,3.47229179166846,4.14470506234312,0.710678589907494,6.48232737555914,6.48232737555914,7,38.2889805601597,15.806962973598,1.21662305114615,12,3.72866277951592,11,0.924209058483488,3.42607162716512,0.264177117016132,5.53982914678237,9.37514158964146,14.6657046487956,8.57012797677329,0.0015510359788862,2.62912754144222,0.48753621819098,13.2684483000798,-0.269909726286644,5.785156151952302
