F03[C-N],L1p,H6v,SpMin1_Bh(p),TPSA(Tot),L1v,F06[C-C],H6p,F05[C-N],TPSA(NO),RDF115v,L1e,SpMax_B(v),SpDiam_B(v),SpMax_B(p),SpDiam_B(p),H6i,HOMT,Tp,Eig07_EA,RDF060p,SM15_AEA(bo),MATS1p,CATS3D_02_AL,SpMin1_Bh(e),SpMax1_Bh(i),RDF145s,SpMax5_Bh(i),SpMax1_Bh(e),H7u,SM02_AEA(ri),Eig07_EA(ed),CATS2D_06_LL,L1u,DP15,Eig12_EA(ri),CATS2D_08_AL,SpMax4_Bh(p),F01[C-N],SpMin4_Bh(s),SpMax5_Bh(e),HATS4u,RDF125v,RDF060v,SM12_EA,SpPosLog_Dz(e),VE2sign_B(m),HyWi_X,GGI8,RDF045m,Mor26p,alvo
9,18.5924615047917,0.111661288693662,2.08559786896648,85.31,18.3887769777102,18,0.133448212925967,7,85.31,3.8164349346498,18.5292126481435,3.90858396930357,5.80094535626413,3.87532940866743,5.81507790454784,0.599931794382521,18.80459976,22.7435141538687,1.54750416536519,5.12700102901298,1.54750416536519,0.0347038991232358,3,1.95313303175846,4.18454556882735,12.3099695256277,3.30785458259484,4.13555446698148,0.202039497590274,3.67548185366589,3.67548185366589,7,18.1424237681099,10.7028836143204,0.679494040539303,3,3.16173400579053,10,0.501323819748282,3.2611033115447,0.355633757232729,1.38286266591274,4.88726786879895,14.549533331608,5.50851408887504,0.0058873831035512,2.34673713706448,0.277659674981104,15.7061829519223,-0.209554464531137,6.1938200260161125
9,19.8640555988824,0.110537785829658,2.08575397895544,85.31,19.5963509428749,18,0.135964704475852,7,85.31,3.55257540634476,19.2092557638409,3.90802894862945,5.80012048712802,3.87435198799505,5.81397275687355,0.663469189668382,18.85536666,23.8931195782344,1.54755973755737,5.178418320964,1.54755973755737,0.0347038991232357,4,1.9533210222535,4.18454917910097,0.91342174615091,3.3070017141661,4.13552282969214,0.238591580789496,3.67563296206769,3.67563296206769,7,18.5923084219065,11.3404890054743,0.679478076438323,4,3.17075379398845,10,0.500602083881207,3.2647750538505,0.366477532864719,1.99900163456587,4.98589743450174,14.434576766006,5.53159169465847,0.0057654876336482,2.34460047801663,0.273376480221718,14.9036727800679,-0.255096390364553,5.91721462968355
9,18.7900840577715,0.111410663493432,2.08571046051047,85.31,18.5557573326857,18,0.140636098846043,7,85.31,3.15612269224074,18.7828784434062,3.90801363409912,5.80012553850698,3.8742849695196,5.81391888953644,0.672462382203232,18.80459976,23.0183507889717,1.76974365320093,4.14166144618413,1.76974365320093,0.0347038991232357,4,1.95326945584079,4.18454836773497,0.0090359589160521,3.30742249384492,4.1355286662617,0.238208008864021,4.96257486685741,4.96257486685741,5,18.4225837788897,11.0522237895125,0.679397952443448,4,3.16505285951935,10,0.500852112643221,3.26284737965418,0.367320739534614,1.21052200839819,4.1249294308963,14.4009193980804,5.5204676237016,0.0049989654640347,2.34245924387974,0.253472222222222,15.0550394864703,-0.292322608756422,5.531652669587842
13,30.3290050523167,0.238504374057226,2.100315590279,75.5,29.3795485653636,34,0.278919414550879,10,75.5,7.69680587263125,31.0914702674653,3.92109234183281,5.80634791845735,3.89116449948565,5.81601962252365,1.15849118290789,23.0721321,35.9428057914246,1.9359537171361,9.61005386484823,1.9359537171361,0.006841912394991,9,1.9757816411481,4.1974808945453,25.7569603781625,3.46911256704424,4.15365219207748,0.436825661245507,5.65005878132736,5.65005878132736,18,31.6051302759722,14.468404490773,1.05945723085516,7,3.75796635599761,9,1.01827009496403,3.42252566523796,0.272226463395538,5.42852306842599,9.34716399314284,14.6349533282536,7.94083817113588,0.0042545273780314,2.5878510521015,0.413729843789368,12.4691918121484,-0.1826189783388,4.522878745280337
13,34.2084990061107,0.310284342318601,2.1001994768437,75.5,33.3065542851964,33,0.358463359725085,11,75.5,6.67547650283844,35.2736322158533,3.92080365542334,5.80583261413754,3.8907874966612,5.8154959316774,1.61620628320003,23.03249408,39.5124391825243,1.87938524157182,9.27800727333373,1.87938524157182,0.006841912394991,9,1.97510005017323,4.19741013761471,11.1796412883044,3.471445737029,4.15355302924226,0.58131182733428,5.62731081166063,5.62731081166063,16,35.7289595628366,15.3292883758378,1.09221311702179,7,3.75848173519097,9,1.01853795742223,3.42621838246308,0.257175587863809,5.14021947426718,8.86381606230639,14.5667393649611,7.95015079575042,0.0026962833247346,2.58617255217316,0.389542391030486,10.9115452115224,-0.146523746594557,4.522878745280337
13,33.9868223676611,0.465661658823764,2.09968011700452,93.96,33.3083755131298,32,0.549943903086873,9,93.96,11.4732917872972,35.5606520489659,3.92074423531975,5.80581789094036,3.89053710463687,5.81532815018943,1.91376848437285,23.08326098,39.7774046765621,1.88811566597022,11.2876641803363,1.88811566597022,-0.0521411577322847,11,1.96901477131597,4.19701884394372,18.2230596662814,3.47060623088459,4.15324498253418,1.12559421388073,5.69077803822141,5.69077803822141,14,35.8348871769329,15.7625208129681,1.1697190465247,11,3.75317004123969,9,1.01523260489464,3.43020662321051,0.232649423834702,10.0588103569637,10.331588198309,14.6382459294375,8.57604109429963,0.0038920771747768,2.65130315044579,0.409446649029982,11.6894845088271,-0.206861790361035,5.023650020996727
15,28.8588145184585,0.271863844806638,2.09889675568643,87.53,28.0203003380735,28,0.300888587054213,12,87.53,6.74056677885334,28.4443676876757,3.91937873087144,5.80369841092013,3.88897037266855,5.81323949554472,1.23489603015389,23.79758676,36.0665357551637,1.89960488155872,9.27078208213911,1.89960488155872,0.0136468844989613,8,1.96604169535084,4.19621195675087,26.0679169014107,3.49423122128798,4.15195394985239,0.431298101311652,5.50586654999091,5.50586654999091,11,28.5392184346257,14.7020169189211,1.13720557174752,4,3.76198398355785,11,1.01833075488575,3.45015185202459,0.246275441954686,6.59553096769738,9.28745841811912,14.4652088592614,7.98159447805401,0.0045209810753877,2.59161271625125,0.382747543461829,14.6482689084379,-0.222977604080861,5.133122185662502
15,39.8966232875393,0.453471359683529,2.09881867871683,87.53,38.9955929726704,28,0.488713525922407,12,87.53,9.58641165858474,39.3972200430342,3.91981018620645,5.80420664560669,3.88958856646796,5.81390911129692,1.62853416831591,23.79758676,44.0616275613313,1.89966166143969,9.41510269247601,1.89966166143969,0.0168885689146145,8,1.96599214427825,4.19620298723005,48.1724664059368,3.49420052434925,4.15201551545649,0.909651276584125,5.66350972088193,5.66350972088193,9,39.5466742756206,16.633050739736,1.22012504330767,4,3.76261363534569,11,1.0182329166249,3.45032126751018,0.26235265062763,4.93348710584333,9.00031420692316,14.6173672898962,8.27779287646976,0.0043536692134597,2.61565397907968,0.403659611992945,17.3153590772983,-0.302531431400482,4.799149501908922
15,41.8768420123953,0.474786459568521,2.09885133000887,87.53,40.9278056762081,28,0.512926621110397,12,87.53,9.60917887803535,40.1622230496905,3.91967848625366,5.8040260191448,3.88940317391876,5.81368944132382,1.62746082954187,23.78645788,45.8462261240354,1.9492328217144,10.0668732501948,1.9492328217144,0.0168885689146145,8,1.96600624597587,4.19620480452341,38.0406972742252,3.49389045438289,4.1520033151725,0.908941863144293,5.80968920509455,5.80968920509455,11,39.8229103888932,17.2502123821,1.19741583344367,4,3.76274088950206,11,1.01822575877239,3.45215255698364,0.260891413153142,3.79484095061614,9.70694709608706,14.5413857852456,8.29702217968372,0.0043591514754987,2.61402154117727,0.432130259511212,16.7103032418104,-0.318459974545979,5.350665141287858
15,39.5805945394992,0.347106032949394,2.0990711683359,87.53,40.0398636177422,28,0.354647456042637,12,87.53,7.66760133792055,41.8180687023627,3.91965962463128,5.80401051777653,3.88922086125746,5.81352319516937,1.50442651498613,23.78609802,44.3010090633254,2.03185888698861,9.95107666333367,2.03185888698861,0.0080467915804452,8,1.96624569182343,4.19673457395776,40.8429293521343,3.51944619700617,4.15251528265014,0.581361043958781,5.90349006326854,5.90349006326854,11,41.2207457253654,16.9731311289317,1.21789411413621,4,3.76259341153375,11,1.0188568600694,3.47505540231175,0.256360249030751,5.96906382797987,9.89099918816038,15.1060159496784,8.93182928371409,0.0040913097076428,2.65373117724034,0.481512975560595,11.435769897309,-0.231667506402939,5.367542707815276
15,41.3283882391235,0.356972821040101,2.09906885319117,87.53,42.8779365826156,29,0.353989498418714,13,87.53,7.30578381483983,45.1286500885615,3.9196240544317,5.80395816976154,3.8891833978542,5.81346864623789,1.39676707802052,23.79758676,45.4784948799645,2.03189891302727,9.61742061080721,2.03189891302727,0.0080467915804452,8,1.96623920016994,4.19671771802442,64.6276137069745,3.53124549293129,4.15249387164481,0.687004465872646,5.88582086960403,5.88582086960403,11,43.6437671649797,17.9726294987723,1.21883183609373,4,3.76265658513886,11,1.01887221364214,3.48725293364352,0.26296618180461,6.1872923592819,9.22005844690257,15.0962502179068,8.96582802098351,0.0041714378172334,2.65373117724034,0.432130259511212,11.5451539505546,-0.237361160179188,5.521433504406157
15,42.1123568895961,0.425081274420653,2.09921921010724,87.53,43.6410507070662,28,0.371371277030618,12,87.53,9.42728847584167,45.6639557795894,3.9204659342856,5.80495824577415,3.89010114906234,5.81453848678124,1.81236077282482,23.78609802,46.7520709654115,2.34470524810927,11.1184957572905,2.34470524810927,0.0060934829637731,8,1.96649315866522,4.19733999841026,51.0873383049253,3.52430784079861,4.15326680946537,0.641416194990607,7.12159812368595,7.12159812368595,11,44.2721618722799,17.6986734935142,1.38674303648955,4,3.76335619795219,11,1.0190067440647,3.47931962787487,0.252171940770899,8.40296697270833,12.7249138108219,15.5194770721228,10.1589812593337,0.0036806306655343,2.7306507217527898,0.604969765684052,12.0658455821637,-0.273441867842935,5.681936665037238
11,23.4860250150737,0.153076732167894,2.08507729453642,97.34,23.9605387320833,15,0.156614694354008,10,97.34,3.77245428425445,24.4625071695229,3.90662414534399,5.79815781442036,3.87215331650521,5.8114993688159,0.809361730602363,19.56969244,27.0936616632676,1.66975062184071,6.17074111181713,1.66975062184071,0.0272784563098038,3,1.94685868499717,4.18432066557131,3.82351187580969,3.3575084780042,4.13485622341576,0.324770186851983,4.71661643116515,4.71661643116515,4,23.6745732357189,12.8440111741185,0.679751801826549,1,3.17707715697763,12,0.502134226776001,3.28994901986054,0.361720295019613,2.66917176727986,6.14915531019838,14.3709238133313,5.85720861693423,0.0060995927291175,2.37785933943984,0.296060090702948,12.7721257338146,-0.241606249665444,5.36251027048749
11,25.6118505152341,0.167489148496169,2.08504544582534,97.34,24.5691949265137,15,0.202191500051465,10,97.34,2.7822145556469,23.9917881014469,3.9063860389588,5.79788414442003,3.87193075363286,5.81125322650018,0.789989791988373,19.56969244,28.8447181667436,1.66786657637627,6.59843221270595,1.66786657637627,0.0287791005682758,3,1.94705297065154,4.18426002540256,4.46854579632798,3.35592306185825,4.13475133881326,0.324775268789374,4.67894940078546,4.67894940078546,4,23.8022562030946,13.049553206635,0.679739285094788,1,3.18761657052617,12,0.50258455391224,3.28885756640853,0.362715229584909,1.65060876041257,6.47467899738994,14.2706714517889,5.57984575923153,0.0062671522044092,2.34939557982023,0.271368732678257,9.97910816349565,-0.175775626792225,5.333482019445119
