F06[C-C],F03[C-N],TPSA(Tot),RNCG,L1v,HOMA,F05[C-N],P_VSA_p_2,SM15_AEA(bo),SpMax_B(v),H6p,Tv,H4s,Eig07_EA,SpMax_B(p),SpDiam_B(v),SpDiam_B(p),RDF115v,L1e,H6i,Eig07_AEA(ri),RDF060p,SpMin1_Bh(e),TPSA(NO),CATS3D_02_AL,VE3sign_RG,SpMax1_Bh(i),SM02_AEA(ri),SpMax5_Bh(i),RDF145s,F06[C-N],DP18,SpMax1_Bh(e),H7u,H7v,DP20,Eig12_EA(ri),DP19,SP07,B05[N-O],DISPe,RDF025p,ATSC1e,B04[N-F],Mor20v,VE1sign_B(m),SpMax_EA(ed),J_RG,SpMin1_Bh(s),R8p+,HyWi_X,alvo
18,9,85.31,0.158158999834749,18.3887769777102,0.7521839904,7,110.910406475419,1.54750416536519,3.90858396930357,0.133448212925967,22.3114251139585,4.89667602464483,1.54750416536519,3.87532940866743,5.80094535626413,5.81507790454784,3.8164349346498,18.5292126481435,0.599931794382521,2.48346401710019,5.12700102901298,1.95313303175846,85.31,3,-2.7425634179746,4.18454556882735,3.67548185366589,3.30785458259484,12.3099695256277,8,9.92331176894221,4.13555446698148,0.202039497590274,0.0415195670277218,9.17010926196332,0.679494040539303,9.56860814493659,9.85801860241266,0,0.174273674964231,17.9217919675883,0.108946249618751,0,1.42121151008891,0.158959343795884,11.2014509344649,109.02589670424,1.15245520429866,0.0174246871972779,2.34673713706448,6.1938200260161125
18,9,85.31,0.160350682281801,19.5963509428749,0.7542146664,7,110.910406475419,1.54755973755737,3.90802894862945,0.135964704475852,23.4299633502447,5.32185115388786,1.54755973755737,3.87435198799505,5.80012048712802,5.81397275687355,3.55257540634476,19.2092557638409,0.663469189668382,2.48371059005063,5.178418320964,1.9533210222535,85.31,4,-2.74177557947264,4.18454917910097,3.67563296206769,3.3070017141661,0.91342174615091,8,10.6811479884157,4.13552282969214,0.238591580789496,0.0449058213976635,10.0035204947217,0.679478076438323,10.3646511143282,10.1263779564198,0,0.211181785120469,18.4565410498624,0.108946249618751,0,1.29599710402571,0.155668166108503,11.2013783960257,109.122992804857,1.15245376057831,0.0131434033152064,2.34460047801663,5.91721462968355
18,9,85.31,0.162565111551043,18.5557573326857,0.7521839904,7,110.910406475419,1.76974365320093,3.90801363409912,0.140636098846043,22.5773750859389,5.70266731870807,1.76974365320093,3.8742849695196,5.80012553850698,5.81391888953644,3.15612269224074,18.7828784434062,0.672462382203232,2.70683956370263,4.14166144618413,1.95326945584079,85.31,4,-2.74244520893679,4.18454836773497,4.96257486685741,3.30742249384492,0.0090359589160521,8,10.406244834094,4.1355286662617,0.238208008864021,0.0374603968370327,9.74334535587634,0.679397952443448,10.096707304214,9.93946262607618,0,0.161149369261305,18.3790167134623,0.108946249618751,0,1.3295796486588,0.134972067528937,11.2013801395855,108.832325405073,1.15246924435579,0.0148357295123308,2.34245924387974,5.531652669587842
34,13,75.5,0.118869953518586,29.3795485653636,0.699155518181818,10,104.383367170671,1.9359537171361,3.92109234183281,0.278919414550879,34.6710392451327,7.10369005342845,1.9359537171361,3.89116449948565,5.80634791845735,5.81601962252365,7.69680587263125,31.0914702674653,1.15849118290789,2.91853675964846,9.61005386484823,1.9757816411481,75.5,9,-6.03452989257472,4.1974808945453,5.65005878132736,3.46911256704424,25.7569603781625,10,14.3853062057529,4.15365219207748,0.436825661245507,0.111931585567879,14.0809162692886,1.05945723085516,14.256454028434,11.8090112074513,1,0.121314214150904,31.3435987433306,0.0241625177592634,0,1.64920250260514,0.1489084582311,11.2948368066868,171.692957081418,1.19977680750074,0.0093831915370854,2.5878510521015,4.522878745280337
33,13,75.5,0.118955393491684,33.3065542851964,0.697954366060606,11,104.383367170671,1.87938524157182,3.92080365542334,0.358463359725085,38.3231481035879,7.36979097636664,1.87938524157182,3.8907874966612,5.80583261413754,5.8154959316774,6.67547650283844,35.2736322158533,1.61620628320003,2.87938524157182,9.27800727333373,1.97510005017323,75.5,9,-5.06195679201671,4.19741013761471,5.62731081166063,3.471445737029,11.1796412883044,10,15.4338295807095,4.15355302924226,0.58131182733428,0.154159181746656,15.2610831647602,1.09221311702179,15.3701761574816,12.1730525246599,1,0.108810612514229,31.8150255615524,0.0241625177592634,0,1.7956721598022,0.0943699163657112,11.2948029034966,173.748753493173,1.1972797710152,0.0095507631486538,2.58617255217316,4.522878745280337
32,13,93.96,0.152393647823095,33.3083755131298,0.699492756969697,9,126.383142945884,1.88811566597022,3.92074423531975,0.549943903086873,38.7958620547569,7.81912139290617,1.88811566597022,3.89053710463687,5.80581789094036,5.81532815018943,11.4732917872972,35.5606520489659,1.91376848437285,2.86196144993535,11.2876641803363,1.96901477131597,93.96,11,-12.5184866102062,4.19701884394372,5.69077803822141,3.47060623088459,18.2230596662814,11,15.9784674803276,4.15324498253418,1.12559421388073,0.286894357447442,15.8797141781075,1.1697190465247,15.9518909872609,12.4340208904986,1,0.105067440268945,28.6937967152646,0.0654288327008883,0,2.06638153904603,0.144006855466742,11.2948024068196,184.415916963711,1.17407513578688,0.0080864595525442,2.65130315044579,5.023650020996727
28,15,87.53,0.111841114650388,28.0203003380735,0.767664089032258,12,122.394117853702,1.89960488155872,3.91937873087144,0.300888587054213,34.8591207309676,8.15890005839556,1.89960488155872,3.88897037266855,5.80369841092013,5.81323949554472,6.74056677885334,28.4443676876757,1.23489603015389,2.85284156975377,9.27078208213911,1.96604169535084,87.53,8,-8.4793338415309,4.19621195675087,5.50586654999091,3.49423122128798,26.0679169014107,13,14.7428836492081,4.15195394985239,0.431298101311652,0.110263442322131,14.5306135820493,1.13720557174752,14.6593286499248,11.8649030839884,1,0.149756325045067,26.1887781898295,0.0706816146115711,0,1.93406279626071,0.15823433763857,11.2947467647619,158.725467742891,1.17228775932478,0.0106485393941556,2.59161271625125,5.133122185662502
28,15,87.53,0.109691432302794,38.9955929726704,0.767664089032258,12,122.394117853702,1.89966166143969,3.91981018620645,0.488713525922407,42.9270634752315,8.28238899117894,1.89966166143969,3.88958856646796,5.80420664560669,5.81390911129692,9.58641165858474,39.3972200430342,1.62853416831591,2.85440585292587,9.41510269247601,1.96599214427825,87.53,8,-8.6016460855913,4.19620298723005,5.66350972088193,3.49420052434925,48.1724664059368,13,16.94050533495,4.15201551545649,0.909651276584125,0.294712204858658,16.8921743322846,1.22012504330767,16.940052303579,12.8365079548246,1,0.266751311928241,26.3909186751626,0.100721315940498,0,1.91066061921027,0.15673209168455,11.2947479739232,162.365141731904,1.17229194451741,0.0131965905002833,2.61565397907968,4.799149501908922
28,15,87.53,0.111169157848155,40.9278056762081,0.767305092903226,12,122.394117853702,1.9492328217144,3.91967848625366,0.512926621110397,44.6704170150161,8.22098795341832,1.9492328217144,3.88940317391876,5.8040260191448,5.81368944132382,9.60917887803535,40.1622230496905,1.62746082954187,2.90915853180656,10.0668732501948,1.96600624597587,87.53,8,-8.60041028695184,4.19620480452341,5.80968920509455,3.49389045438289,38.0406972742252,13,17.727391487512,4.1520033151725,0.908941863144293,0.31178613917648,17.7999254885128,1.19741583344367,17.7866226439511,13.0371886770365,1,0.330372730183218,25.9502000113127,0.100721315940498,0,2.0221850067679,0.156929453117956,11.2947467830821,162.86018978876,1.17229073213227,0.0109335037471285,2.61402154117727,5.350665141287858
28,15,87.53,0.0963391729421129,40.0398636177422,0.767293484516129,12,122.394117853702,2.03185888698861,3.91965962463128,0.354647456042637,44.8831264081902,12.5669720911672,2.03185888698861,3.88922086125746,5.80401051777653,5.81352319516937,7.66760133792055,41.8180687023627,1.50442651498613,3.00645887209071,9.95107666333367,1.96624569182343,87.53,8,-9.02178842480015,4.19673457395776,5.90349006326854,3.51944619700617,40.8429293521343,14,17.3124510696617,4.15251528265014,0.581361043958781,0.19809549686475,17.2869727355763,1.21789411413621,17.3232122614999,13.1062283794826,1,0.646236947660026,28.2867781857187,0.192129813632581,0,2.03532648207634,0.155469768890429,11.6899062899261,175.150185406179,1.17237823075171,0.0100719409391886,2.65373117724034,5.367542707815276
29,15,87.53,0.0964046439942992,42.8779365826156,0.767664089032258,13,122.394117853702,2.03189891302727,3.9196240544317,0.353989498418714,46.8302154695584,12.9749882613834,2.03189891302727,3.8891833978542,5.80395816976154,5.81346864623789,7.30578381483983,45.1286500885615,1.39676707802052,3.00725605282004,9.61742061080721,1.96623920016994,87.53,8,-9.02967846062117,4.19671771802442,5.88582086960403,3.53124549293129,64.6276137069745,13,18.5461533409995,4.15249387164481,0.687004465872646,0.22456639232119,18.6740569639465,1.21883183609373,18.6339466814509,13.4652902429464,1,0.734234691080636,28.2713477254081,0.192129813632581,0,2.08282811069213,0.158514637054872,11.6572917234414,175.498774838007,1.17237102653951,0.0100013020619743,2.65373117724034,5.521433504406157
28,15,87.53,0.0849395497354287,43.6410507070662,0.767293484516129,12,122.394117853702,2.34470524810927,3.9204659342856,0.371371277030618,48.413879824505,14.184926351288,2.34470524810927,3.89010114906234,5.80495824577415,5.81453848678124,9.42728847584167,45.6639557795894,1.81236077282482,3.29824033414318,11.1184957572905,1.96649315866522,87.53,8,-9.52330807688962,4.19733999841026,7.12159812368595,3.52430784079861,51.0873383049253,15,18.146432089348,4.15326680946537,0.641416194990607,0.240675290839326,18.1924389149868,1.38674303648955,18.1930026367963,13.4836619796191,1,1.12270909372691,30.4554914107604,0.402935618274658,0,2.21467596079986,0.154586487952443,11.9638920440802,191.926115296206,1.17261425395568,0.0095837203132277,2.7306507217527898,5.681936665037238
15,11,97.34,0.139306338433438,23.9605387320833,0.850856193043478,10,128.921157158449,1.66975062184071,3.90662414534399,0.156614694354008,27.3086558449001,6.02008043342512,1.66975062184071,3.87215331650521,5.79815781442036,5.8114993688159,3.77245428425445,24.4625071695229,0.809361730602363,2.64052094587666,6.17074111181713,1.94685868499717,97.34,3,-2.87873548080045,4.18432066557131,4.71661643116515,3.3575084780042,3.82351187580969,11,12.4488059005506,4.13485622341576,0.324770186851983,0.0958129327664825,11.9467661819764,0.679751801826549,12.2200735310897,10.8262558288536,0,0.319572424009067,17.1685500248366,0.155227419642858,0,1.54976292642435,0.170788596415292,11.2013061569006,117.941904498508,1.14898891437138,0.0112421454106043,2.37785933943984,5.36251027048749
15,11,97.34,0.148003136128507,24.5691949265137,0.850856193043478,10,128.921157158449,1.66786657637627,3.9063860389588,0.202191500051465,27.6210622683384,4.57001312572064,1.66786657637627,3.87193075363286,5.79788414442003,5.81125322650018,2.7822145556469,23.9917881014469,0.789989791988373,2.63313922626519,6.59843221270595,1.94705297065154,97.34,3,-2.87766150968227,4.18426002540256,4.67894940078546,3.35592306185825,4.46854579632798,11,12.7868208601978,4.13475133881326,0.324775268789374,0.100026099334348,12.3754944277522,0.679739285094788,12.6033451025203,10.8377057055437,0,0.0209481776316912,17.0752031474277,0.087282600000001,0,1.39698956381502,0.169213109519048,11.2013060714867,117.412866605201,1.14908014904315,0.0089303846381709,2.34939557982023,5.333482019445119
15,11,97.34,0.123533899455079,25.3237376612035,0.850856193043478,10,128.921157158449,1.72286732826895,3.90665200413328,0.161579701926792,29.0971914311877,9.01646573589461,1.72286732826895,3.87211114507542,5.79818140805661,5.81145934094929,3.63437953047078,26.8713956888978,0.935602127049759,2.67529287877353,6.51105518609581,1.94770003496925,97.34,3,-3.08779387280188,4.18474817547341,4.98795979456423,3.37652497919771,20.8624846708156,12,12.60297112032,4.1353093702134,0.299991808071076,0.0938043117897388,12.0781457235289,0.952073082954551,12.3628849142648,11.0987853167524,0,0.547954614400056,19.3939233184528,0.233764168355557,0,1.59428232572211,0.169947886497873,11.6899062791519,130.864087196906,1.14931510805415,0.0071081632783862,2.4278861425344,5.281498311132726
