F03[C-N],TPSA(Tot),HOMA,L1v,RNCG,Eig07_EA,P_VSA_p_2,H6p,SM15_AEA(bo),F06[C-N],SpMax_B(p),RDF115v,H6i,SpDiam_B(v),L1e,CATS2D_06_LL,Eig07_AEA(ri),RDF060p,MATS1p,HOMT,F05[C-N],F05[C-C],SpMin1_Bh(e),SpMax1_Bh(i),VE3sign_RG,SpMax5_Bh(i),RDF145s,Eig07_EA(ed),SpMax1_Bh(e),H7v,DP15,H7u,F01[C-N],Eig12_EA(ri),CATS3D_02_AL,DP18,H5s,HTe,SM11_AEA(ri),G2i,SM3_B(m),R1v+,HyWi_B(v),SM5_B(m),MATS7e,ATSC3i,IDE,SM14_EA(ri),Mor31e,RDF080p,F07[C-S],R5m+,CATS3D_16_PL,TDB02i,alvo
9,85.31,0.7521839904,18.3887769777102,0.158158999834749,1.54750416536519,110.910406475419,0.133448212925967,1.54750416536519,8,3.87532940866743,3.8164349346498,0.599931794382521,5.80094535626413,18.5292126481435,7,2.48346401710019,5.12700102901298,0.0347038991232358,18.80459976,7,19,1.95313303175846,4.18454556882735,-2.7425634179746,3.30785458259484,12.3099695256277,3.67548185366589,4.13555446698148,0.0415195670277218,10.7028836143204,0.202039497590274,10,0.679494040539303,3,9.92331176894221,2.98861914971804,27.1128530425493,4.60938905324047,0.158179590939782,5.89424697478964,0.0810497160966016,4.18550408773507,8.39641092725375,-0.0631884007757389,1.1211596734875,3.53888862954325,16.0299752685238,0.223662733289762,4.75641644317488,0,0.0758160241937515,0,2.73393835850691,6.1938200260161125
9,85.31,0.7542146664,19.5963509428749,0.160350682281801,1.54755973755737,110.910406475419,0.135964704475852,1.54755973755737,8,3.87435198799505,3.55257540634476,0.663469189668382,5.80012048712802,19.2092557638409,7,2.48371059005063,5.178418320964,0.0347038991232357,18.85536666,7,19,1.9533210222535,4.18454917910097,-2.74177557947264,3.3070017141661,0.91342174615091,3.67563296206769,4.13552282969214,0.0449058213976635,11.3404890054743,0.238591580789496,10,0.679478076438323,4,10.6811479884157,3.56081576802049,26.7366691561896,4.60938577841752,0.171240638681063,5.89424697478964,0.0721300911938739,4.18550408773507,8.39637883254662,-0.0173679026291138,1.1225957934875,3.59047167672462,15.9663136758814,0.23172136056255,5.9388358477111,0,0.0616934117550233,0,2.73355081272779,5.91721462968355
9,85.31,0.7521839904,18.5557573326857,0.162565111551043,1.76974365320093,110.910406475419,0.140636098846043,1.76974365320093,8,3.8742849695196,3.15612269224074,0.672462382203232,5.80012553850698,18.7828784434062,5,2.70683956370263,4.14166144618413,0.0347038991232357,18.80459976,7,19,1.95326945584079,4.18454836773497,-2.74244520893679,3.30742249384492,0.0090359589160521,4.96257486685741,4.1355286662617,0.0374603968370327,11.0522237895125,0.238208008864021,10,0.679397952443448,4,10.406244834094,3.52216924891371,26.7735246875658,4.60938594729584,0.171240638681063,5.89424697478964,0.064788349309901,4.18550408773507,8.39635285300919,0.0084514611907397,1.1194597934875,3.55746027989081,15.9698313606571,0.152055298123956,5.47416787290589,0,0.0619459960699151,0,2.73315867302191,5.531652669587842
13,75.5,0.699155518181818,29.3795485653636,0.118869953518586,1.9359537171361,104.383367170671,0.278919414550879,1.9359537171361,10,3.89116449948565,7.69680587263125,1.15849118290789,5.80634791845735,31.0914702674653,18,2.91853675964846,9.61005386484823,0.006841912394991,23.0721321,10,32,1.9757816411481,4.1974808945453,-6.03452989257472,3.46911256704424,25.7569603781625,5.65005878132736,4.15365219207748,0.111931585567879,14.468404490773,0.436825661245507,9,1.05945723085516,9,14.3853062057529,4.85601574761502,37.5880942913651,4.61590709561961,0.145293020839243,5.96074250402974,0.0547505530358014,4.44772810644321,8.39390910146704,-0.0137511094487597,1.64563318284975,3.93672113106813,16.4624588699378,0.663769293488788,7.93474384879943,0,0.0152082023470592,0,2.63951662420291,4.522878745280337
13,75.5,0.697954366060606,33.3065542851964,0.118955393491684,1.87938524157182,104.383367170671,0.358463359725085,1.87938524157182,10,3.8907874966612,6.67547650283844,1.61620628320003,5.80583261413754,35.2736322158533,16,2.87938524157182,9.27800727333373,0.006841912394991,23.03249408,11,30,1.97510005017323,4.19741013761471,-5.06195679201671,3.471445737029,11.1796412883044,5.62731081166063,4.15355302924226,0.154159181746656,15.3292883758378,0.58131182733428,9,1.09221311702179,9,15.4338295807095,5.63698001702532,37.9011654563546,4.61590484719169,0.179485320651262,5.96074250402974,0.0559786687211318,4.44772810644321,8.39389064680367,-0.0292955759695707,1.64541092023556,3.94876854223999,16.339846652505,0.560283701861161,6.34437660511244,0,0.0206576394548489,0,2.6393537473299,4.522878745280337
13,93.96,0.699492756969697,33.3083755131298,0.152393647823095,1.88811566597022,126.383142945884,0.549943903086873,1.88811566597022,11,3.89053710463687,11.4732917872972,1.91376848437285,5.80581789094036,35.5606520489659,14,2.86196144993535,11.2876641803363,-0.0521411577322847,23.08326098,9,34,1.96901477131597,4.19701884394372,-12.5184866102062,3.47060623088459,18.2230596662814,5.69077803822141,4.15324498253418,0.286894357447442,15.7625208129681,1.12559421388073,9,1.1697190465247,11,15.9784674803276,6.8662279555526,40.1858668671104,4.61590475685708,0.159132200918605,6.0138212130297,0.0604447737629593,4.48517987545307,8.43231554357413,-0.0850440512235735,1.62917935319,4.04379497125018,16.3326125185043,0.388542467009411,8.67475836917024,0,0.0211949221880313,0,2.67497709751333,5.023650020996727
15,87.53,0.767664089032258,28.0203003380735,0.111841114650388,1.89960488155872,122.394117853702,0.300888587054213,1.89960488155872,13,3.88897037266855,6.74056677885334,1.23489603015389,5.80369841092013,28.4443676876757,11,2.85284156975377,9.27078208213911,0.0136468844989613,23.79758676,12,27,1.96604169535084,4.19621195675087,-8.4793338415309,3.49423122128798,26.0679169014107,5.50586654999091,4.15195394985239,0.110263442322131,14.7020169189211,0.431298101311652,11,1.13720557174752,8,14.7428836492081,5.83114786419347,36.3969167877729,4.61589619801431,0.160330449351379,6.04029235030126,0.0629435297173855,4.44364362180741,8.48880272360577,-0.0944494675238047,1.56653077741818,3.99892962924073,16.0943323948491,0.395437544014375,9.35993019790204,0,0.024983042479934,0,2.68736701047298,5.133122185662502
15,87.53,0.767664089032258,38.9955929726704,0.109691432302794,1.89966166143969,122.394117853702,0.488713525922407,1.89966166143969,13,3.88958856646796,9.58641165858474,1.62853416831591,5.80420664560669,39.3972200430342,9,2.85440585292587,9.41510269247601,0.0168885689146145,23.79758676,12,27,1.96599214427825,4.19620298723005,-8.6016460855913,3.49420052434925,48.1724664059368,5.66350972088193,4.15201551545649,0.294712204858658,16.633050739736,0.909651276584125,11,1.22012504330767,8,16.94050533495,6.96091193786719,36.7544048266568,4.61589634864297,0.160330449351379,6.13143151464927,0.0691403051728669,4.47045971365742,8.60419793292578,-0.0890702153673055,1.54092234396364,4.01551307885839,16.1282813315335,0.253012562217835,8.6489937710441,0,0.0416529833255267,0,2.69872613919638,4.799149501908922
15,87.53,0.767305092903226,40.9278056762081,0.111169157848155,1.9492328217144,122.394117853702,0.512926621110397,1.9492328217144,13,3.88940317391876,9.60917887803535,1.62746082954187,5.8040260191448,40.1622230496905,11,2.90915853180656,10.0668732501948,0.0168885689146145,23.78645788,12,27,1.96600624597587,4.19620480452341,-8.60041028695184,3.49389045438289,38.0406972742252,5.80968920509455,4.1520033151725,0.31178613917648,17.2502123821,0.908941863144293,11,1.19741583344367,8,17.727391487512,7.13427646070967,36.7547062740035,4.61589621354423,0.164314525870714,6.13143151464927,0.0704237788409308,4.47045971365742,8.60417515503119,0.0548350519348902,1.54557594396364,4.0445957253844,16.105457053752,0.313068716376368,8.57217047885453,0,0.0251076364817133,0,2.69861089132404,5.350665141287858
15,87.53,0.767293484516129,40.0398636177422,0.0963391729421129,2.03185888698861,122.394117853702,0.354647456042637,2.03185888698861,14,3.88922086125746,7.66760133792055,1.50442651498613,5.80401051777653,41.8180687023627,11,3.00645887209071,9.95107666333367,0.0080467915804452,23.78609802,12,28,1.96624569182343,4.19673457395776,-9.02178842480015,3.51944619700617,40.8429293521343,5.90349006326854,4.15251528265014,0.19809549686475,16.9731311289317,0.581361043958781,11,1.21789411413621,8,17.3124510696617,8.91766340775753,40.1776761392158,4.61589620728834,0.145815510528605,6.05676638357245,0.0608421619334471,4.49874071419274,8.47768752231884,0.262704235239092,1.95438801285375,4.10450414151701,16.3342650809464,0.395572086002985,7.42513811600773,0,0.0250423705353321,0,2.7807250795407,5.367542707815276
15,87.53,0.767664089032258,42.8779365826156,0.0964046439942992,2.03189891302727,122.394117853702,0.353989498418714,2.03189891302727,13,3.8891833978542,7.30578381483983,1.39676707802052,5.80395816976154,45.1286500885615,11,3.00725605282004,9.61742061080721,0.0080467915804452,23.79758676,13,27,1.96623920016994,4.19671771802442,-9.02967846062117,3.53124549293129,64.6276137069745,5.88582086960403,4.15249387164481,0.22456639232119,17.9726294987723,0.687004465872646,11,1.21883183609373,8,18.5461533409995,8.90350061323002,39.8741480296491,4.6158961913113,0.145815510528605,6.05676638357245,0.0608891971782544,4.49874071419274,8.47768441274761,-0.0673589243461593,1.95438801285375,4.1502678890988,16.3159511543628,0.466152138072267,8.12310194656136,0,0.02544249942523,0,2.7807285900339,5.521433504406157
15,87.53,0.767293484516129,43.6410507070662,0.0849395497354287,2.34470524810927,122.394117853702,0.371371277030618,2.34470524810927,15,3.89010114906234,9.42728847584167,1.81236077282482,5.80495824577415,45.6639557795894,11,3.29824033414318,11.1184957572905,0.0060934829637731,23.78609802,12,29,1.96649315866522,4.19733999841026,-9.52330807688962,3.52430784079861,51.0873383049253,7.12159812368595,4.15326680946537,0.240675290839326,17.6986734935142,0.641416194990607,11,1.38674303648955,8,18.146432089348,9.69546570703663,44.54618523198,4.61589624568982,0.15209996634983,6.16130850821751,0.0588342639759416,4.57515730861864,8.58426091113869,0.349551748887826,2.39292542779091,4.16047247329598,16.5787801536279,0.430823487220118,7.72369886815706,0,0.0243090517566936,0,2.8731436959717,5.681936665037238
11,97.34,0.850856193043478,23.9605387320833,0.139306338433438,1.66975062184071,128.921157158449,0.156614694354008,1.66975062184071,11,3.87215331650521,3.77245428425445,0.809361730602363,5.79815781442036,24.4625071695229,4,2.64052094587666,6.17074111181713,0.0272784563098038,19.56969244,10,16,1.94685868499717,4.18432066557131,-2.87873548080045,3.3575084780042,3.82351187580969,4.71661643116515,4.13485622341576,0.0958129327664825,12.8440111741185,0.324770186851983,12,0.679751801826549,3,12.4488059005506,4.14432354883745,27.9605318199792,4.60937677805319,0.168737001330765,5.84298386036423,0.0725959668809173,4.20167162185514,8.31289162356056,0.196567273899158,1.32640344599773,3.69688324081603,15.7999808265389,0.12681261323243,5.3108464263819,0,0.0180661026083053,0,2.77915924199676,5.36251027048749
