HOMA,L1p,SpDiam_B(p),CATS3D_02_AL,SpMax_B(p),MATS1p,Tp,RNCG,Eig12_EA(ri),Eig12_AEA(ri),F07[C-N],RDF060p,Eig07_EA(ed),SM02_AEA(ri),VE3sign_RG,H7v,H6v,CATS3D_14_DA,SM11_EA,NssCH2,TDB04v,TPSA(Tot),B07[N-F],SpMAD_B(i),Eig06_EA,RDF080e,SpAD_Dz(m),SpMin1_Bh(p),alvo
0.777438276923076,7.31252837068396,5.88740643086387,5,3.95496578428625,-0.0385384310153089,15.3691927609509,0.150586894151745,1.0,2.0,7,22.0702502034002,6.06520454741165,6.06520454741165,-4.17522430973857,0.0328660076724958,0.100371940518328,0,13.9516372050009,2,2.18921673665576,100.3,1,1.53518799623195,2.25231916988586,21.4831436593399,293.376159446945,2.06619545627947,6.431798275933005
0.7521839904,18.6612174449171,5.81360215202647,4,3.87394118668875,0.0267416993365248,22.5068068511614,0.153070870033617,0.679503139922546,1.66270378483958,8,4.02813649783267,3.67563296206769,3.67563296206769,-2.74115419292797,0.0404797458838575,0.107851910905194,0,13.2884691664234,0,2.16564941578545,85.31,0,1.57327933186912,1.78244375820632,10.8227744462004,220.219078831844,2.0860263639504,6.468521082957745
0.7521839904,18.7414448344759,5.8157631103903,4,3.87594617072494,0.0336337887759437,22.9750260979419,0.150630953418243,0.679515658687581,1.66271918084832,8,4.02025970796527,5.22488835159337,5.22488835159337,-2.74268029692436,0.0407787359887795,0.113729952831197,0,13.410936552706,0,2.3175730557867,85.31,0,1.55071691169832,1.87938524157181,9.97722789321712,231.381268147315,2.08573258080707,5.388276691992658
0.7521839904,20.5437499234767,5.81383171869221,4,3.87420408920662,0.0222604784196788,24.6984759806506,0.159800840019806,0.679517274752758,1.66271730176274,8,4.03743669080994,3.67563296206769,3.67563296206769,-2.95585926589957,0.0485405129441552,0.120410204370051,0,13.2884691664234,0,2.0342412760284,85.31,0,1.57245916870828,1.78244375820632,11.0607903462261,222.119304165872,2.0863418790973,5.6439741428068775
0.7521839904,19.1978828179858,5.81291036290411,4,3.87337050789927,0.0266470284477692,23.3926706160892,0.163573424861437,0.679464539049028,1.66268778300674,8,4.05301436860767,3.67452144824141,3.67452144824141,-2.74127406481273,0.0458679651156349,0.101331075250972,0,13.1857718853174,0,2.11756515045773,85.31,0,1.58491518163682,1.7806580574034,9.94421307003793,206.689304102368,2.08594024176855,6.1249387366083
0.7521839904,19.6646352389803,5.81337402654049,4,3.87370951016758,0.0150029018508288,23.4828823818165,0.134243550335054,0.951805957551812,1.954477310046,8,4.7733647723058,4.83133959414419,4.83133959414419,-2.950406947182,0.0489198733681286,0.138321295667378,0,13.8659707554229,0,2.0717910287718,85.31,0,1.56316814089109,1.85398997827206,13.2118906219872,255.968925609093,2.0870028368817,5.681936665037238
0.738783943030303,41.4421463014787,5.82974957719216,8,3.88002156786439,-0.0391212572387991,46.0536833477091,0.110475722938088,1.3250293459989,2.35131747555734,14,9.86613975404913,7.071334727584,7.071334727584,-7.65122073383183,0.239263668543801,0.46434413537853,0,14.2732258691435,0,2.22967959551507,97.62,0,1.51982871805244,2.63931482984806,15.6309420616566,558.356704572906,2.09330762417941,5.882728704344236
0.740322333939394,40.5850816075545,5.83191537005261,6,3.8815030518489,-0.0117000875686904,45.6749501474706,0.096258603742711,1.29745983469001,2.32641076412346,15,11.1923518674152,6.60116699146359,6.60116699146359,-5.93800291090434,0.222509637903099,0.422237271072755,0,14.1007308527263,0,2.06636093043592,88.39,0,1.5334819586366,2.39512525929446,15.7914920960394,474.382973175775,2.09496805780448,6.7447274948966935
0.850856193043478,22.3927557189748,5.81092879741412,3,3.87161244427657,0.0187824106329185,25.7432622254248,0.145390832683488,0.679718727310907,1.6628967328801,8,6.17871750899665,3.67237046097541,3.67237046097541,-2.87734253881981,0.0781112142611241,0.135958520656468,0,13.0830007341795,0,1.96525479406565,97.34,0,1.58868127210354,1.71561084106437,8.57930511029151,213.589488254911,2.08521245223812,5.943095148663527
0.850856193043478,22.3050342332064,5.81144540858591,3,3.87205574203491,0.0168009871723548,25.6650059106412,0.133763223895318,0.679775301957316,1.66295108513472,8,6.20128835865412,4.90686711179175,4.90686711179175,-2.87763334426732,0.0857255302632834,0.151047927270853,0,13.238927893189,0,2.0499255986488,97.34,1,1.55520591404666,1.95879003093318,9.30088174490406,243.231144169496,2.08525417543728,6.036212172654444
0.850856193043478,23.555285053707,5.81119089889248,3,3.87186479961633,0.0284157833057165,27.1547243363671,0.146303706524086,0.679720523771481,1.66289850775565,8,6.08128424431615,4.54804515296877,4.54804515296877,-2.87835690274128,0.0878469336277225,0.141964595531544,0,13.1271817503783,0,2.05571139311174,97.34,0,1.5569830598523,1.83588456816848,8.59476988539313,227.284116207135,2.08506564352015,5.300162274132754
0.850856193043478,23.5995943753316,5.81190257626986,3,3.87254010311743,0.0381293583886995,27.3705223012329,0.143091485721548,0.679748552911053,1.66293418616416,8,5.91553921196361,4.64917308397103,4.64917308397103,-2.87876394815035,0.0870153145802214,0.150671603467981,0,13.3111291257222,0,2.16860053664348,97.34,0,1.55119940606591,1.83623552053335,8.74375260572324,238.124189655436,2.08490830692647,5.896196279044043
0.7521839904,19.2315483185911,5.81317139359221,4,3.87355301843376,0.0150029018508288,23.4685356640181,0.134307147447364,0.951944081670218,1.95459830585081,8,4.00511244583995,4.91811089292111,4.91811089292111,-2.95073678139564,0.0473263235132863,0.114285496880584,0,13.8556260629796,0,2.043399584062,85.31,1,1.56321636813228,1.85625212489232,10.207965195554,264.076872297681,2.08691350922283,5.152427340857888
0.7521839904,19.5591124169791,5.81591053382654,4,3.87582010879288,0.0107387352149461,24.0302588886244,0.115396358000517,1.04238411404935,2.05373232670892,8,6.59591062064236,5.51054217360109,5.51054217360109,-3.16493362955846,0.0613154364859349,0.242146236483971,0,14.2897371330096,0,2.13065355848411,85.31,0,1.51978028897853,2.28139915552602,11.2612409355902,312.578187755412,2.08794321269317,5.079876673709276
0.767293484516129,41.4252645210591,5.81414767986047,8,3.88980456299471,0.0104721048351113,46.0971909996826,0.0959822119974778,1.22094167088036,2.22604600480004,10,10.3980100251704,6.38210842523171,6.38210842523171,-9.03732534302529,0.21320043296857,0.367001064359396,0,14.0301678022193,0,2.09819266137044,87.53,1,1.56069326505951,2.39183145091143,15.5988605099751,462.97668593764,2.09898601626382,5.634512015109101
0.697954366060606,30.7297110743541,5.814826737443,11,3.89016177419709,-0.0228413608105929,36.2762210093564,0.130249133270545,1.2181864050697,2.22318820334964,10,8.50258822359166,6.32925033821234,6.32925033821234,-8.9363302238406,0.159713366299695,0.363053586660236,0,13.743727726728,0,2.10516964133832,84.73,1,1.57238650444301,2.35407268619974,18.7817529303038,437.658702885292,2.09964145368162,4.522878745280337
0.699866145454545,33.7572566556849,5.81470678117088,11,3.89009636705327,-0.0228413608105929,38.6137705418998,0.130412421036889,1.15877804075697,2.16577716375628,11,7.80135293750855,6.49417609521297,6.49417609521297,-8.81752647485968,0.268470528987461,0.460210790544213,0,13.7363017524976,0,2.09107882957863,84.73,0,1.57278223881553,2.35716391183026,18.6775262802211,448.63650563933,2.09963830267315,4.672028376376989
0.7521839904,17.1073042839757,5.8121775097366,4,3.87266572847961,0.021138522219689,21.0445826639632,0.160380919819661,0.679372395777045,1.66259136666026,8,4.16071149353949,3.67142699205507,3.67142699205507,-2.7399813720788,0.0364606052749279,0.095276482753478,0,13.152816924873,0,2.02898200563364,85.31,0,1.61715242874422,1.66287512622467,10.9485758125617,192.161393690411,2.08635950387746,6.070581074285707
0.7521839904,17.0604348137645,5.81373161063582,4,3.87384900224309,0.0195365503887606,21.0118152603815,0.146777119096961,0.679555464206985,1.66275134373897,8,4.33209873170574,4.43901142022849,4.43901142022849,-2.74081276055174,0.0390667834016745,0.0973330979808659,0,13.3258477471335,0,2.11726954720625,85.31,0,1.57002556954493,1.82335101433452,10.2491579708408,219.688967014985,2.08646359850713,5.139063379299906
0.7521839904,17.0381499057187,5.81334172719985,4,3.87359985686202,0.0195365503887606,20.9867591094951,0.14938087488123,0.679403724797583,1.66261638077691,8,4.42620459952364,4.96257486685741,4.96257486685741,-2.74154156412825,0.0365053620366297,0.102234324113711,0,13.2520767406219,0,2.12927864996852,85.31,0,1.56866148819222,1.87938524157182,9.867246897846,219.48587483729,2.08645048357548,6.337242168318426
0.7521839904,18.5924615047917,5.81507790454784,3,3.87532940866743,0.0347038991232358,22.7435141538687,0.158158999834749,0.679494040539303,1.66271842744642,8,5.12700102901298,3.67548185366589,3.67548185366589,-2.7425634179746,0.0415195670277218,0.111661288693662,0,13.3957877907694,0,2.25778748549409,85.31,0,1.57213862968747,1.7724372506955,8.73327749825166,214.638561606708,2.08559786896648,6.1938200260161125
0.7542146664,19.8640555988824,5.81397275687355,4,3.87435198799505,0.0347038991232357,23.8931195782344,0.160350682281801,0.679478076438323,1.66269306591745,8,5.178418320964,3.67563296206769,3.67563296206769,-2.74177557947264,0.0449058213976635,0.110537785829658,0,13.2884691664234,0,2.20538741365659,85.31,0,1.57170921696202,1.78244375820632,11.0067160419716,218.761142313098,2.08575397895544,5.91721462968355
0.7521839904,18.7900840577715,5.81391888953644,4,3.8742849695196,0.0347038991232357,23.0183507889717,0.162565111551043,0.679397952443448,1.66261419976871,8,4.14166144618413,4.96257486685741,4.96257486685741,-2.74244520893679,0.0374603968370327,0.111410663493432,0,13.2520767406219,0,2.28807181107239,85.31,0,1.55212030794681,1.87938524157182,10.9635264244055,216.745415107357,2.08571046051047,5.531652669587842
0.699155518181818,30.3290050523167,5.81601962252365,9,3.89116449948565,0.006841912394991,35.9428057914246,0.118869953518586,1.05945723085516,2.06532991787085,10,9.61005386484823,5.65005878132736,5.65005878132736,-6.03452989257472,0.111931585567879,0.238504374057226,0,13.4856235907819,0,1.93527377929959,75.5,0,1.59868895927012,2.15416782819037,17.3904494453459,370.480686448752,2.100315590279,4.522878745280337
0.697954366060606,34.2084990061107,5.8154959316774,9,3.8907874966612,0.006841912394991,39.5124391825243,0.118955393491684,1.09221311702179,2.09853442560278,10,9.27800727333373,5.62731081166063,5.62731081166063,-5.06195679201671,0.154159181746656,0.310284342318601,0,13.4201586387343,0,1.93418975186841,75.5,0,1.58548952104681,2.18960049042689,14.4811503217196,372.763513330826,2.1001994768437,4.522878745280337
0.699492756969697,33.9868223676611,5.81532815018943,11,3.89053710463687,-0.0521411577322847,39.7774046765621,0.152393647823095,1.1697190465247,2.1758959454489,11,11.2876641803363,5.69077803822141,5.69077803822141,-12.5184866102062,0.286894357447442,0.465661658823764,1,13.4934261187947,0,2.05577616122695,93.96,0,1.59712393356962,2.26451719399736,20.7881047695417,414.722365386331,2.09968011700452,5.023650020996727
