F06[C-C],F03[C-N],L1p,H6v,HOMA,SpMin1_Bh(p),P_VSA_p_2,TPSA(NO),SpMax_B(v),H4s,Tv,F05[C-N],HOMT,SpMax_B(p),Tp,SpDiam_B(p),Eig07_AEA(ri),F06[C-N],RDF060p,SpMax1_Bh(i),F05[C-C],VE3sign_RG,MATS1p,SpMax1_Bh(e),SpMax5_Bh(i),SM02_AEA(ri),Eig07_EA(ed),RDF145s,F01[C-N],Eig06_AEA(bo),H7v,CATS3D_02_AL,H7u,Eig12_EA(ri),SP18,SP17,CATS2D_08_AL,SpMax6_Bh(e),SPAN,Mor32s,Eig13_EA(ed),F05[N-F],Eig08_AEA(bo),TDB10m,F03[C-Cl],Chi_D/Dt,R1u,HATS3v,Mor26s,RDF120s,SdO,SM09_EA(dm),VE2sign_G/D,HATS1e,Mor24i,RDF105i,alvo
18,9,18.5924615047917,0.111661288693662,0.7521839904,2.08559786896648,110.910406475419,85.31,3.90858396930357,4.89667602464483,22.3114251139585,7,18.80459976,3.87532940866743,22.7435141538687,5.81507790454784,2.48346401710019,8,5.12700102901298,4.18454556882735,19,-2.7425634179746,0.0347038991232358,4.13555446698148,3.30785458259484,3.67548185366589,3.67548185366589,12.3099695256277,10,3.16790312261377,0.0415195670277218,3,0.202039497590274,0.679494040539303,10.0471259928794,10.3299120353803,3,3.07046019952348,8.62077286848459,-2.73165648283045,0.293145843283114,0,2.87072279707496,7.99299863432218,5,2.25005117226819,2.05887292537731,0.186749172020603,-0.176015630680382,17.1625331665918,12.5454279802422,0.0,0.002484046783053,0.218262453665998,-0.382659442223546,8.56762653362634,6.1938200260161125
18,9,19.8640555988824,0.110537785829658,0.7542146664,2.08575397895544,110.910406475419,85.31,3.90802894862945,5.32185115388786,23.4299633502447,7,18.85536666,3.87435198799505,23.8931195782344,5.81397275687355,2.48371059005063,8,5.178418320964,4.18454917910097,19,-2.74177557947264,0.0347038991232357,4.13552282969214,3.3070017141661,3.67563296206769,3.67563296206769,0.91342174615091,10,3.17913040994756,0.0449058213976635,4,0.238591580789496,0.679478076438323,10.818614634967,11.0614480330908,4,3.0704999183388,8.73167878646484,-2.55542948961292,0.240280888605793,0,2.82637881797467,7.44287154904848,4,2.19797186739728,2.07117655478401,0.172007054607964,-0.880580134467708,12.9707817567248,12.4772552667123,0.0,0.002652692704812,0.230807077333847,-0.411233807788752,6.49261551831503,5.91721462968355
18,9,18.7900840577715,0.111410663493432,0.7521839904,2.08571046051047,110.910406475419,85.31,3.90801363409912,5.70266731870807,22.5773750859389,7,18.80459976,3.8742849695196,23.0183507889717,5.81391888953644,2.70683956370263,8,4.14166144618413,4.18454836773497,19,-2.74244520893679,0.0347038991232357,4.1355286662617,3.30742249384492,4.96257486685741,4.96257486685741,0.0090359589160521,10,3.23205080756888,0.0374603968370327,4,0.238208008864021,0.679397952443448,10.5610313178968,10.7989543581133,4,3.07047094367773,8.47353998751407,-2.23521258882509,-0.504142733049165,0,3.04680860459192,7.3383436787587,4,2.22208220222248,2.07854908184658,0.156906907451567,-1.00446714290212,12.2380438158367,12.5026193382669,0.0,0.002207663380008,0.229114549913726,-0.408882984070455,7.92663033137806,5.531652669587842
34,13,30.3290050523167,0.238504374057226,0.699155518181818,2.100315590279,104.383367170671,75.5,3.92109234183281,7.10369005342845,34.6710392451327,10,23.0721321,3.89116449948565,35.9428057914246,5.81601962252365,2.91853675964846,10,9.61005386484823,4.1974808945453,32,-6.03452989257472,0.006841912394991,4.15365219207748,3.46911256704424,5.65005878132736,5.65005878132736,25.7569603781625,9,3.54745723150765,0.111931585567879,9,0.436825661245507,1.05945723085516,14.5734686671898,14.6389450025323,7,3.34715205163142,10.433307591555,-3.14828184845376,2.51459590991447,0,3.22800813231532,4.03207619048451,0,2.15019432294452,2.24929538420529,0.0938894213745774,0.363164300475328,32.7074258257404,25.5482252350168,0.0,0.0023536915693062,0.15402258172025,-0.394337790395254,18.4523899197313,4.522878745280337
33,13,34.2084990061107,0.310284342318601,0.697954366060606,2.1001994768437,104.383367170671,75.5,3.92080365542334,7.36979097636664,38.3231481035879,11,23.03249408,3.8907874966612,39.5124391825243,5.8154959316774,2.87938524157182,10,9.27800727333373,4.19741013761471,30,-5.06195679201671,0.006841912394991,4.15355302924226,3.471445737029,5.62731081166063,5.62731081166063,11.1796412883044,9,3.59210407561025,0.154159181746656,9,0.58131182733428,1.09221311702179,15.6042304473243,15.601802097435,7,3.34220550813873,10.7981831647736,-2.71293422238259,2.52385920114035,0,3.23205080756888,4.20879495847794,0,2.13469394968234,2.21718725019843,0.089676431643232,0.412127690363525,104.346812221698,25.4767039528928,0.0,0.0023054450913977,0.153006027402588,-0.501580569537174,21.6500506057066,4.522878745280337
32,13,33.9868223676611,0.465661658823764,0.699492756969697,2.09968011700452,126.383142945884,93.96,3.92074423531975,7.81912139290617,38.7958620547569,9,23.08326098,3.89053710463687,39.7774046765621,5.81532815018943,2.86196144993535,11,11.2876641803363,4.19701884394372,34,-12.5184866102062,-0.0521411577322847,4.15324498253418,3.47060623088459,5.69077803822141,5.69077803822141,18.2230596662814,9,3.6531556076176,0.286894357447442,11,1.12559421388073,1.1697190465247,16.2441581656773,16.208007668391,11,3.36253991508925,11.0343086820154,-3.15156082841246,2.52697296162832,0,3.14188829280982,4.28556265508184,0,2.05079501575094,2.20590962019249,0.0874652649091694,0.726303811997101,30.8853948828832,25.5629425513415,0.0,0.0016591279198323,0.152066925134909,-0.164866560108162,23.8282663610166,5.023650020996727
28,15,28.8588145184585,0.271863844806638,0.767664089032258,2.09889675568643,122.394117853702,87.53,3.91937873087144,8.15890005839556,34.8591207309676,12,23.79758676,3.88897037266855,36.0665357551637,5.81323949554472,2.85284156975377,13,9.27078208213911,4.19621195675087,27,-8.4793338415309,0.0136468844989613,4.15195394985239,3.49423122128798,5.50586654999091,5.50586654999091,26.0679169014107,11,3.5334303616533,0.110263442322131,8,0.431298101311652,1.13720557174752,14.9401437061008,14.9600936602809,4,3.3665764090644,10.7258164379221,-3.03993023419094,2.52984621798182,0,3.1878738512759,5.04258414816079,2,2.09750918514075,2.22309650422622,0.110244542036755,-0.325171502646704,32.1178486272481,25.0745107032422,4.46440051400798,0.0018826524060336,0.174441374966582,-0.309257263080464,21.3496510923404,5.133122185662502
28,15,39.8966232875393,0.453471359683529,0.767664089032258,2.09881867871683,122.394117853702,87.53,3.91981018620645,8.28238899117894,42.9270634752315,12,23.79758676,3.88958856646796,44.0616275613313,5.81390911129692,2.85440585292587,13,9.41510269247601,4.19620298723005,27,-8.6016460855913,0.0168885689146145,4.15201551545649,3.49420052434925,5.66350972088193,5.66350972088193,48.1724664059368,11,3.54350247407879,0.294712204858658,8,0.909651276584125,1.22012504330767,17.1045264688274,17.0400763982796,4,3.36661772028195,11.9654284891934,-3.44353486490212,2.53148719823306,0,3.18810657719479,6.17219898483753,4,2.09012800209232,2.06840952353262,0.13450741775678,-0.41190895033787,21.6525886892092,25.1808571538594,4.46440051400797,0.0008367083942738,0.16384690295823,-0.27869881557248,14.1487448297491,4.799149501908922
28,15,41.8768420123953,0.474786459568521,0.767305092903226,2.09885133000887,122.394117853702,87.53,3.91967848625366,8.22098795341832,44.6704170150161,12,23.78645788,3.88940317391876,45.8462261240354,5.81368944132382,2.90915853180656,13,10.0668732501948,4.19620480452341,27,-8.60041028695184,0.0168885689146145,4.1520033151725,3.49389045438289,5.80968920509455,5.80968920509455,38.0406972742252,11,3.61016412287316,0.31178613917648,8,0.908941863144293,1.19741583344367,17.8743825483355,17.7479449861711,4,3.36816202669099,12.2939584699152,-2.86959756337679,2.53135283172996,0,3.2381165358231,6.2485537251991,4,2.05801200151089,2.07480922785919,0.129240731795534,-0.586654191876928,38.031437366144,25.1365220394881,4.46440051400797,0.0012386570525242,0.164069494877999,-0.297773985491892,15.4075259875527,5.350665141287858
28,15,39.5805945394992,0.347106032949394,0.767293484516129,2.0990711683359,122.394117853702,87.53,3.91965962463128,12.5669720911672,44.8831264081902,12,23.78609802,3.88922086125746,44.3010090633254,5.81352319516937,3.00645887209071,14,9.95107666333367,4.19673457395776,28,-9.02178842480015,0.0080467915804452,4.15251528265014,3.51944619700617,5.90349006326854,5.90349006326854,40.8429293521343,11,3.70961328330406,0.19809549686475,8,0.581361043958781,1.21789411413621,17.4559899469175,17.3828449013622,4,3.38695433237121,12.0867886094694,-7.096984595475,2.54072553416393,3,3.26418843542609,5.45715497955059,0,2.01088724524083,2.14561927542092,0.101084042766887,-3.80766705381503,129.938951373339,25.0866665051054,12.074703181666,0.0008361838253081,0.178911857841767,-0.353649674462258,17.0382035801844,5.367542707815276
29,15,41.3283882391235,0.356972821040101,0.767664089032258,2.09906885319117,122.394117853702,87.53,3.9196240544317,12.9749882613834,46.8302154695584,13,23.79758676,3.8891833978542,45.4784948799645,5.81346864623789,3.00725605282004,13,9.61742061080721,4.19671771802442,27,-9.02967846062117,0.0080467915804452,4.15249387164481,3.53124549293129,5.88582086960403,5.88582086960403,64.6276137069745,11,3.71685153276815,0.22456639232119,8,0.687004465872646,1.21883183609373,18.6613589208286,18.5108823219981,4,3.39142878038513,12.4021383519134,-6.85166921765064,2.53124033048937,0,3.26381508631622,5.64287468813242,0,1.96043247403063,2.14810616586184,0.101318264041399,-3.39409807588715,121.043692325933,25.0651957900866,12.074703181666,0.0010477003628991,0.168152885569812,-0.324489348943898,15.1637113092088,5.521433504406157
28,15,42.1123568895961,0.425081274420653,0.767293484516129,2.09921921010724,122.394117853702,87.53,3.9204659342856,14.184926351288,48.413879824505,12,23.78609802,3.89010114906234,46.7520709654115,5.81453848678124,3.29824033414318,15,11.1184957572905,4.19733999841026,29,-9.52330807688962,0.0060934829637731,4.15326680946537,3.52430784079861,7.12159812368595,7.12159812368595,51.0873383049253,11,3.85788046107705,0.240675290839326,8,0.641416194990607,1.38674303648955,18.2767767572871,18.1651970225494,4,3.43120189369052,13.2140301479148,-8.2515494388112,3.65292688207819,6,3.42950101005614,5.93683865014593,0,1.92744302565879,2.10450702209697,0.098359389099099,-8.39030790007796,162.989571378578,25.1783367209859,12.767602670594,0.0007701434148804,0.171962654371801,-0.573506449693203,18.9619967055458,5.681936665037238
