F06[C-C],H6v,SpMin1_Bh(p),RNCG,alvo
25,0.100371940518328,2.06619545627947,0.150586894151745,6.431798275933005
18,0.107851910905194,2.0860263639504,0.153070870033617,6.468521082957745
18,0.113729952831197,2.08573258080707,0.150630953418243,5.388276691992658
18,0.120410204370051,2.0863418790973,0.159800840019806,5.6439741428068775
18,0.101331075250972,2.08594024176855,0.163573424861437,6.1249387366083
19,0.138321295667378,2.0870028368817,0.134243550335054,5.681936665037238
29,0.46434413537853,2.09330762417941,0.110475722938088,5.882728704344236
30,0.422237271072755,2.09496805780448,0.096258603742711,6.7447274948966935
15,0.135958520656468,2.08521245223812,0.145390832683488,5.943095148663527
15,0.151047927270853,2.08525417543728,0.133763223895318,6.036212172654444
15,0.141964595531544,2.08506564352015,0.146303706524086,5.300162274132754
15,0.150671603467981,2.08490830692647,0.143091485721548,5.896196279044043
18,0.114285496880584,2.08691350922283,0.134307147447364,5.152427340857888
20,0.242146236483971,2.08794321269317,0.115396358000517,5.079876673709276
28,0.367001064359396,2.09898601626382,0.0959822119974778,5.634512015109101
31,0.363053586660236,2.09964145368162,0.130249133270545,4.522878745280337
32,0.460210790544213,2.09963830267315,0.130412421036889,4.672028376376989
18,0.095276482753478,2.08635950387746,0.160380919819661,6.070581074285707
18,0.0973330979808659,2.08646359850713,0.146777119096961,5.139063379299906
18,0.102234324113711,2.08645048357548,0.14938087488123,6.337242168318426
18,0.111661288693662,2.08559786896648,0.158158999834749,6.1938200260161125
18,0.110537785829658,2.08575397895544,0.160350682281801,5.91721462968355
18,0.111410663493432,2.08571046051047,0.162565111551043,5.531652669587842
34,0.238504374057226,2.100315590279,0.118869953518586,4.522878745280337
33,0.310284342318601,2.1001994768437,0.118955393491684,4.522878745280337
32,0.465661658823764,2.09968011700452,0.152393647823095,5.023650020996727
28,0.271863844806638,2.09889675568643,0.111841114650388,5.133122185662502
28,0.453471359683529,2.09881867871683,0.109691432302794,4.799149501908922
28,0.474786459568521,2.09885133000887,0.111169157848155,5.350665141287858
28,0.347106032949394,2.0990711683359,0.0963391729421129,5.367542707815276
29,0.356972821040101,2.09906885319117,0.0964046439942992,5.521433504406157
28,0.425081274420653,2.09921921010724,0.0849395497354287,5.681936665037238
15,0.153076732167894,2.08507729453642,0.139306338433438,5.36251027048749
15,0.167489148496169,2.08504544582534,0.148003136128507,5.333482019445119
15,0.156005991815805,2.08546367246724,0.123533899455079,5.281498311132726
16,0.164825579168633,2.08545128357926,0.123628172649771,5.958607314841775
15,0.179535955013454,2.08584475145002,0.107355865937632,5.042871802323187
15,0.171670918449325,2.08526639805938,0.123020180351105,4.9503943874050265
16,0.147521034934975,2.0854202267248,0.144024388622942,5.568636235841013
15,0.154518345782135,2.08524944045023,0.184532238023741,5.522878745280337
24,0.430737136133314,2.09228447187331,0.0977605520379153,5.701146923590294
24,0.446240783121247,2.09242824118356,0.0929478100131784,5.235077015350112
24,0.407563643837066,2.09103003531457,0.0967985314564983,6.769551078621726
24,0.469742051578318,2.0913009199319,0.0977475994138074,5.723538195826756
24,0.465039525396607,2.09122472469306,0.0986923525887486,7.221848749616356
24,0.463183802023814,2.0917472751288,0.0945863660265337,5.809668301829708
24,0.470917279613493,2.09126142626994,0.0935073998428528,6.4089353929735005
24,0.467290016522719,2.09224919650276,0.0975118141344335,5.703334809738469
19,0.140318308182666,2.08706497115682,0.128479174521818,5.671620396561262
20,0.136224999016972,2.08728002724137,0.198324582013161,4.997402019280091
18,0.104736369139776,2.08647931227245,0.146119214896193,4.861697301833718
19,0.140738110386806,2.08651415006922,0.133642365596854,5.85078088734462
20,0.146739148570582,2.08769753705472,0.157063715313508,6.086186147616283
19,0.137575057854303,2.08647003622582,0.146324749508522,6.366531544420414
19,0.0955981946066523,2.08656870304183,0.17025182472354,5.4156687756324695
28,0.413293322336224,2.09305075387095,0.0945166876968622,5.966576244513051
27,0.365822024054871,2.09301384624112,0.120992514189746,5.823908740944319
24,0.415021007931652,2.09161171450811,0.0991199796852808,5.425968732272281
25,0.493363805386412,2.09324728909685,0.085994871586899,6.356547323513813
20,0.229402076504107,2.08668915621692,0.148111299004496,5.812479279163537
27,0.383485639153487,2.093654664768,0.094899665986564,6.251811972993799
29,0.444376720161993,2.09502005934863,0.0837234375374113,5.935542010773082
28,0.410584826694162,2.09385106569626,0.0915180656179078,5.943095148663527
24,0.428898886838347,2.09246748562478,0.110427610526827,6.022276394711152
28,0.426334281845449,2.09299346952684,0.121133404872878,6.356547323513813
25,0.486765743671846,2.09244823997926,0.110544958735799,5.421360790031928
26,0.435585765572499,2.09422151040059,0.0963308750250069,6.920818753952375
24,0.465112827683648,2.09229262573043,0.0910605739631306,5.85078088734462
24,0.48109286878741,2.09243623032813,0.0868707688287794,5.7121982700697735
24,0.464470171619617,2.09123414170093,0.0918685022905276,7.522878745280337
29,0.368063734938441,2.09470000639501,0.107598630252621,5.785156151952302
31,0.295984577645764,2.09920015290761,0.119672194146179,4.522878745280337
31,0.266455594139473,2.0994241493746,0.116330831337114,5.094743951251549
31,0.271935043105901,2.09927559450978,0.114718111759137,5.13430394008393
21,0.109184855775123,2.08794145987161,0.156933298971348,5.563837352959244
27,0.332527905725915,2.09283659612082,0.1093854263302,5.935542010773082
27,0.369229468969993,2.09297577905092,0.103395116743929,6.346787486224656
27,0.441640338817757,2.09162207236245,0.108182419471468,4.633017024022149
28,0.351978631824715,2.09315556474637,0.0976861204636099,5.739928612014925
28,0.424994008002152,2.09329160306068,0.0928805240434246,5.790484985457369
28,0.382595838982683,2.0922263947321,0.097673187554068,6.180456064458132
28,0.451955333028758,2.09218740119937,0.0934393015442376,4.522878745280337
28,0.38486614893626,2.09312502937637,0.0974377606960562,5.554395796726403
28,0.369391628317167,2.09252115135988,0.0990434644840064,5.7447274948966935
29,0.418147589372427,2.09405637219457,0.0859372726038141,4.897223385116559
31,0.293456904274532,2.09956922025163,0.120744160442093,5.150580586203101
27,0.361124329809855,2.09188505279968,0.10936921037421,6.045757490560675
27,0.387761505861826,2.0918104571356,0.110553330231632,5.939302159646388
24,0.44923593325268,2.093128232789,0.0860249536033771,5.563837352959244
26,0.506285162784484,2.0945533137629,0.0767390456172651,6.958607314841775
25,0.497611032898519,2.09333860058524,0.0832369621693857,6.3872161432802645
25,0.501900473694233,2.09250978605232,0.0857101370105555,6.096910013008056
28,0.444486409450311,2.09215283495727,0.098616495920139,7.397940008672037
28,0.375560677556301,2.0926470541677,0.0945166876968622,5.543633966870957
24,0.498648529562438,2.09175610488989,0.0883004198000314,5.892790030352131
28,0.426333875927992,2.09395705442434,0.0859673143291468,5.795880017344075
31,0.258285546077373,2.09938233441598,0.123195894785218,5.197226274708024
32,0.289146623585039,2.09988921613502,0.103707568408682,4.522878745280337
31,0.303408458190659,2.0998383859168,0.103750910617322,5.769551078621726
32,0.423817243208198,2.09991777308681,0.0997588878773194,4.522878745280337
32,0.425648899596966,2.09965997635001,0.103297614591051,4.522878745280337
24,0.503238936714493,2.0922558099583,0.0908447243955066,5.935542010773082
25,0.532413493135552,2.09325706699376,0.0807674415250543,6.251811972993799
24,0.484784002320561,2.09313356134136,0.080793976901747,5.756961951313706
26,0.548875054732638,2.09456508418728,0.0725489231451442,8.0
30,0.496398828577635,2.09528030953292,0.076693175081904,6.259637310505756
27,0.395919079162074,2.09231636091756,0.105426745819386,6.050609993355088
27,0.403842686961727,2.09184591237346,0.104088040628961,5.889410289700751
27,0.393321202614878,2.09280371723642,0.109074109765944,6.008773924307505
27,0.37973656560625,2.09218640060216,0.111090198931021,6.309803919971486
28,0.396629962399414,2.09376289501069,0.0948630583449304,5.966576244513051
31,0.245308207964292,2.09958922659715,0.121122175946141,4.522878745280337
31,0.262321556132402,2.09963352848223,0.113889203535103,5.100179497572904
25,0.453002270908305,2.09334837401139,0.0783298831318575,7.221848749616356
29,0.473857941702741,2.09414241529169,0.0831829972560538,6.337242168318426
29,0.482605765656345,2.09336158898645,0.0856529186970186,5.609064892896621
28,0.416032133701943,2.09332913109663,0.110358521598692,5.987162775294828
