F06[C-C],L1p,F03[C-N],HOMA,H6v,P_VSA_p_2,Eig07_EA,SpMax_B(v),SpDiam_B(v),SpMax_B(p),H6i,SpDiam_B(p),RDF115v,TPSA(NO),RDF060p,MATS1p,SpMax1_Bh(i),VE3sign_RG,Eig07_EA(ed),SM02_AEA(ri),H7v,SpMax1_Bh(e),H7u,F05[C-C],L1u,DP18,DP17,SP18,SP17,TDB05p,P_VSA_LogP_7,RDF125e,SPI,nBM,HATS5u,SpDiam_B(m),VE1_RG,F08[N-N],Mor03p,N-070,Ho_Dt,SpAD_EA(bo),H_G/D,SM2_RG,Mor21u,Mor26u,alvo
16,25.7228243602806,11,0.850856193043478,0.164825579168633,128.921157158449,1.72624014124508,3.90661493524966,5.79812979987239,3.87206966876579,0.843465226296638,5.81140586599502,3.80455503944183,97.34,6.17628959176484,0.0114933768154232,4.1847310055167,-3.08671513333889,5.00263116471281,5.00263116471281,0.114102344599324,4.13528572637701,0.401684341476673,16,27.9095615739152,14.0009360203563,14.1117552928392,13.9896674342869,14.0790141392267,2.30073048464175,94.1688159727225,8.47306724768174,16.5740777605275,23,0.445068379180659,5.80291078586857,2.06130226577634,3,-2.06425292188939,0,54.6514693219715,67.523319094998,982.043149292664,3.96902278697223,-0.742266737297518,-0.11690060983524,5.958607314841775
15,25.8398229568104,11,0.850856193043478,0.179535955013454,128.921157158449,2.0,3.9074569833344,5.79909871583178,3.873050844848,0.976681431351131,5.81247834220892,4.89968226444568,97.34,7.67580123275432,0.0063455181795398,4.18530770578131,-3.2982354961774,5.70175287829319,5.70175287829319,0.117034467466861,4.13605424467827,0.349084614363718,18,27.7323847295995,13.3062032158341,13.4711985946691,13.3437804120697,13.4839001850009,2.37545669842575,82.3977139761322,12.3942879915982,22.2238958784314,23,0.390888282743805,5.80449570192829,2.06231555386872,3,-2.6561095699113,0,59.912923779392,74.6628401494383,1120.67076500303,3.99542437283427,-0.877792773981978,-0.156769072288763,5.042871802323187
15,25.9147082477414,11,0.850856193043478,0.171670918449325,128.921157158449,1.88421308352703,3.90709256594108,5.79866868432545,3.87274577813731,0.936012541060902,5.81211967277179,4.57338784193194,97.34,6.95373342572201,0.0194292983732418,4.18473870136315,-3.08832605469281,5.48143772846791,5.48143772846791,0.110033584332844,4.13538020541474,0.301705785245481,17,26.1754888734622,13.0737568927202,13.2403738755468,13.1248952299599,13.2650102836887,2.39304212939794,82.3977139761322,5.76861354389684,18.2650249112115,23,0.432006002196018,5.80521971286359,2.06148685780406,3,-2.33915037530127,0,56.0104219059839,69.4949509099288,978.934962054798,3.94288040451476,-0.727702718864203,0.0082950410964708,4.9503943874050265
16,25.9642896638659,11,0.850856193043478,0.147521034934975,128.921157158449,1.66786657637626,3.90635972764003,5.79785955265434,3.87181230063188,0.823801995925968,5.81113688629105,3.19423734429536,97.34,6.21633363799412,0.0138551533179774,4.18461570523445,-3.09003451225954,4.67894940078547,4.67894940078547,0.0958876372497963,4.13510020430028,0.407226151280787,16,27.731957641578,12.440893023531,12.6056004207912,12.4856839621699,12.6268551158666,2.31413533781979,129.482121962493,5.62687143821357,11.8425395848225,23,0.452024094468415,5.8025779296824,2.06405291949787,3,-1.80967447085047,0,50.7443640559937,62.327015454049,986.180549007192,4.02326022854271,-0.88073206450586,0.0113358596585955,5.568636235841013
15,27.2039603044723,11,0.850856193043478,0.154518345782135,139.921045046056,1.6762099698216,3.90636718569967,5.79786863424449,3.87179440033667,1.03942882958673,5.81112158012367,3.07366880190235,106.57,6.91181186720396,-0.0313925562918879,4.18449774308736,-3.16001309738674,4.72564647679473,4.72564647679473,0.0774674265065246,4.1350185992864,0.331958614819387,17,29.3253511812166,13.2962626481535,13.4185115066302,13.4010884276455,13.5029695308994,2.28820517706864,129.482121962493,6.21174063757143,12.220741118872,23,0.464946385297177,5.80260290358332,2.06455669485768,3,-1.93908554504338,0,52.0905568096729,63.386090611457,1041.75099270483,4.04075212050765,-0.703258792791256,0.0038279884600793,5.522878745280337
24,38.3980099757011,14,0.811127832258064,0.430737136133314,139.179647401832,1.9886459186502,3.91073756724642,5.81053820021251,3.87600046494289,1.64801038585883,5.8247431661214,7.8988858684255,100.42,9.94836439968026,-0.0119780305598032,4.19071334757232,-12.0866796164672,5.74560199741264,5.74560199741264,0.274005127498952,4.14243457004813,0.80268034552781,24,39.580675791489,17.2883723027542,17.2029228923542,17.4237754190964,17.3223247133072,2.52563062047452,141.253223959084,14.9193430091401,16.629366001619,30,0.247180306865838,5.81297491748209,4.20047706000035,3,-2.95578083670153,0,65.8892430066654,82.8627564316235,1417.31140038943,4.14294026222012,-0.605869611271759,0.106208172903347,5.701146923590294
24,38.2474011432428,14,0.810955876129032,0.446240783121247,139.179647401832,2.16043821835585,3.91223726046562,5.814397461068,3.87757817682958,1.67592023695014,5.82855423101921,7.89398774143099,100.42,10.24019936405,-0.0123890771746096,4.19097079948892,-5.68601379962789,6.08413503579686,6.08413503579686,0.291578385591064,4.14287960214159,0.79766481178366,24,39.6697284138599,17.9430356867673,17.8271166579929,17.8899289745101,17.7534436892716,2.51909323612748,117.711019965903,13.7566016656211,21.2720427907443,30,0.246785280218585,5.81755341433901,4.82116542149996,3,-3.07149780926883,0,68.5974001757568,86.536401471112,1414.63944313773,4.11372384867998,-0.258711312914531,0.291694436694475,5.235077015350112
24,40.3195355953637,14,0.811248503225806,0.407563643837066,139.179647401832,2.15461556103823,3.913867616122,5.81701976593981,3.88051565605327,1.57880136936584,5.83163528352519,8.195206886172,100.42,10.4669986354368,-0.0020538505047235,4.19067210101692,-5.65959177464841,6.09102740156653,6.09102740156653,0.214305243572816,4.14273956970928,0.633928794340605,24,39.7182086717263,17.6677899104503,17.5707724348348,17.6634231712836,17.5456832717568,2.66010833963444,117.711019965903,10.9456496461498,21.171691254061,30,0.281999213439507,5.8715518178248,4.71310863566537,3,-3.37422754546138,0,68.598990490709,86.4478483638044,1409.34330878565,4.09526432483806,-0.73524111205597,-0.0053748642072675,6.769551078621726
24,42.4576033034627,14,0.810955876129032,0.469742051578318,139.179647401832,2.17305375675117,3.91265217466304,5.8140785599503,3.87876893832918,1.625110354853,5.8286176526699,7.9064308139731,100.42,10.968875561967,-0.0020538505047235,4.19068108532467,-5.65768724877486,6.13142869807592,6.13142869807592,0.32359867968602,4.14267384168471,0.802793025681708,24,39.9928433104993,18.4796435917384,18.3282552404972,18.4656894290668,18.2912784354794,2.63842417163661,117.711019965903,12.626281903427,21.3346084888547,30,0.242612469585294,5.84977822349799,4.8434679490819,3,-3.45596495373856,0,68.5970684118303,86.4847772948222,1410.46401419285,4.09786888554225,-0.489044170052337,0.0474825583407246,5.723538195826756
24,41.2611174771627,14,0.811127832258064,0.465039525396607,139.179647401832,2.16043821835584,3.91265932900002,5.8142116842936,3.878698246441,1.61941666871732,5.82866881412825,7.89513125748119,100.42,9.91929115176267,-0.0020538505047235,4.19067913393615,-5.69490043451993,6.08413503579688,6.08413503579688,0.313863007102775,4.14268620301659,0.789138567705945,24,39.8010769860575,18.0773659231443,17.9493882808285,18.0605443949639,17.9104114868401,2.65617887478557,117.711019965903,13.2504371889387,21.2720427907443,30,0.245995464170085,5.82905400809985,4.79350517417291,3,-3.71532904827181,0,68.5974001757568,86.536401471112,1411.17825734618,4.09745383011637,-0.491514354824124,0.0867401814696634,7.221848749616356
24,40.3636843652899,14,0.810955876129032,0.463183802023814,139.179647401832,2.17305375675117,3.9124299517842,5.81411776109006,3.87811711494723,1.63968205713001,5.82835359939541,8.07275293922776,100.42,9.83016073140164,-0.0073093252653795,4.1908070267165,-5.66186460770524,6.13142869807592,6.13142869807592,0.318977940846182,4.1427599839816,0.802694430483448,24,39.8786910279175,18.3857292188246,18.2417973440777,18.3473693783153,18.1810380081563,2.58963841112774,117.711019965903,12.3750310172744,21.3346084888547,30,0.244783980707977,5.82056518628827,4.86233041587369,3,-3.33969966037011,0,68.5970684118302,86.4847772948222,1412.37479894488,4.10591504662173,-0.403086994689677,0.0834863221742353,5.809668301829708
24,41.1682934382813,14,0.811127832258064,0.470917279613493,139.179647401832,2.1736480721593,3.91444177120494,5.81835664069892,3.88124759512283,1.62718631458033,5.8328910036398,8.06858664873459,100.42,9.80379359057374,-0.002392001402185,4.19078900574654,-5.68089364445397,6.1358555439154,6.1358555439154,0.317463820777128,4.14289990447593,0.788625348025021,24,39.8882373699682,18.4156979747076,18.2751911883275,18.3687622126349,18.2028738439674,2.65387192202183,105.939917969313,11.6798439364037,23.3822803368041,30,0.245041553248641,5.86301734342574,4.78767049213558,3,-3.73032229369348,0,69.9505268434427,88.5497763181478,1409.70121142963,4.08249119941622,-0.401646881517515,0.0385219113154478,6.4089353929735005
24,43.7709353534862,14,0.810955876129032,0.467290016522719,139.179647401832,2.17305375675118,3.91259834542305,5.8140682932687,3.87853571235511,1.62217875741512,5.82845156735274,8.01550191781334,100.42,9.78717363035874,-0.008595569509907,4.19128251687362,-3.16803793287637,6.13142869807592,6.13142869807592,0.313848489913212,4.14329754827986,0.814721811424632,25,44.4879298387133,18.4189349880674,18.2724453232827,18.3896879093757,18.2205590857901,2.51338054711976,153.024325955674,16.2725243784504,21.3346084888547,30,0.253490141358529,5.82034406401917,2.27237818219151,3,-3.21761402825906,0,68.5970684118303,86.4847772948222,1578.44451648598,4.18803820440084,-0.701050316399294,0.131446674460531,5.703334809738469
19,19.642297293838,9,0.7542146664,0.140318308182666,110.910406475419,1.78086163894543,3.9085854489231,5.80107215981107,3.87460905050958,0.823063158041511,5.81451198472529,3.66215773785098,85.31,4.91726742772916,0.0144164403809051,4.18522338056744,-2.95072706419043,5.32265932206994,5.32265932206994,0.05102315503106,4.13633936804563,0.2801483419521,19,21.8097321816095,11.8862265686598,12.1105487711691,11.9643323812635,12.165382918368,2.46075163583688,82.3977139761322,5.76295819494204,17.6937849476475,23,0.444622927166131,5.8112112072087,2.06021087261293,2,-2.24885996447716,0,54.6634301150337,68.1558502753063,903.420110929569,3.89241019534805,-0.616039157501762,-0.0011245435950528,5.671620396561262
20,20.714432764522,9,0.7521839904,0.136224999016972,121.910294363026,1.54768564020672,3.90839882293747,5.80084250186091,3.87452537658404,1.19612653201849,5.81436220766032,4.01335752616421,94.54,6.46660617575614,-0.0284070575609643,4.18533252963541,-3.24161123202063,3.69909248904206,3.69909248904206,0.0549838805103333,4.13646212539095,0.247295263316661,22,22.5332218789918,10.6877650182211,10.9565197211179,10.8538605510931,11.10113985437,2.29405279262735,153.024325955674,10.5436098977719,13.7373545021541,23,0.432701676365028,5.81140447898466,2.06971793067995,2,-1.89390140636848,0,52.1042847512185,64.156359737617,1107.93334852009,4.06377922536077,-1.0487203469095,0.0753508591195539,4.997402019280091
18,16.674787399038,9,0.7542146664,0.104736369139776,121.910294363026,1.77288780812167,3.90753459749677,5.79953773759906,3.87325221345661,0.63281074226587,5.8128707774013,2.28901553111768,94.54,5.85097858823775,-0.028439632499086,4.18487122683784,-3.02789766866459,5.30460686295962,5.30460686295962,0.0330482367582119,4.13585844961748,0.197108524690095,21,17.438274237905,8.60987025808542,9.0064019483256,8.77124169206127,9.14403216599742,2.39329447065061,94.1688159727225,2.61507800537567,16.406991487328,23,0.419086596954641,5.80589220541549,2.06151743803751,2,-2.44355814056848,0,54.6526449715582,67.414064898543,1005.89787035118,3.93269940871355,-0.241424997979609,0.097209751052782,4.861697301833718
19,20.5308243998018,9,0.7521839904,0.140738110386806,110.910406475419,1.78086163894543,3.90877279222892,5.80115758692167,3.87517901563894,0.823206677848149,5.8149727873644,4.5528987366524,85.31,6.04583900616821,0.0201335545884806,4.18512098188656,-2.95120608278382,5.32265932206994,5.32265932206994,0.0536430145588603,4.1362626577366,0.280569915423611,19,21.8620953590948,11.8996008937655,12.1247429520477,11.9806974282986,12.1828213256728,2.52106654687989,82.3977139761322,8.30586023210907,17.6937849476475,23,0.441456458597216,5.8122765826854,2.06021929002022,2,-2.52798481818992,0,54.6634301150337,68.1558502753063,901.685410116003,3.88230018477582,-0.762205000358134,0.0158868939580515,5.85078088734462
20,19.729264756532,9,0.7521839904,0.146739148570582,110.910406475419,1.76974365320093,3.90795716029031,5.80008460268884,3.87402664694167,1.08302952224482,5.81367748267197,3.69023070190557,85.31,5.75348186275282,0.0136354739696728,4.18545819255353,-3.17687627043402,4.9625748668574,4.9625748668574,0.0508823937776017,4.13650716628115,0.324300205463735,19,21.2629886141059,10.1863299870905,10.4681266746113,10.3177530337687,10.5730774578977,2.52879523786451,153.024325955674,5.37260675423517,13.4732630940556,23,0.42079206791027,5.80841770279231,2.07320581966908,2,-2.43766317807343,0,50.7555770953819,63.0477030092522,1058.8895549422,4.04765775808037,-1.08953193518412,0.152763938353193,6.086186147616283
19,19.381628282488,9,0.7521839904,0.137575057854303,121.910294363026,1.78124790400174,3.90746662530511,5.79941906545178,3.87317520216834,0.76273693448908,5.81275485861368,4.25160393497714,94.54,4.46060504043739,-0.028439632499086,4.1848626847420896,-3.0217680738191,5.32515917813156,5.32515917813156,0.0494984665595023,4.13583631242506,0.232599110799634,20,21.1833374218637,11.1049486738757,11.3791818319838,11.1254642706059,11.3780963236871,2.3590058612896,94.1688159727225,9.25558498780356,16.5998388779796,23,0.456539848315147,5.80563987034679,2.06021971913516,2,-2.01133973561764,0,54.6511725836898,67.4003560668549,969.555458494856,3.9286033114033,-0.418692278995176,0.0254534505163339,6.366531544420414
19,22.5033102455493,9,0.7521839904,0.0955981946066523,132.910182250632,1.61089146183021,3.90787351798903,5.80003477957619,3.87369915653854,0.74635681932604,5.81340066185761,2.94985892090873,103.77,7.37501174052927,-0.0705886139165121,4.1850609510426,-3.3232235081722,4.16905551075453,4.16905551075453,0.0368207823833479,4.13615278760333,0.222028351730136,23,24.3249213368475,11.5832192714441,11.8109355988829,11.735317439653,11.9445471986307,2.3336780477,153.024325955674,10.4031334615856,14.3208230067868,23,0.368868402816494,5.8073467811737,2.07218645019832,2,-2.38196112034684,0,53.4476576237123,65.4302615278424,1164.86861823805,4.08133748086702,-0.764651432627351,0.0831297740078686,5.4156687756324695
28,38.0816060386029,12,0.738622408484848,0.413293322336224,121.168896718802,2.28373098819587,3.91517933185702,5.81869740763526,3.88187794147431,1.62150810088981,5.83348653180416,8.01981984482482,88.39,9.73251571595473,-0.0086976315663807,4.19175363626998,-7.17863901415644,6.90142878594206,6.90142878594206,0.213246160808664,4.14436380600908,0.66976602625551,27,37.1228980130525,17.5768240816539,17.4991538249576,17.5764870410065,17.4730680763769,2.67078791290442,117.711019965903,11.1453959764914,25.3488202048238,30,0.252700378705038,5.83064727814397,4.53437486533744,2,-3.70161187193915,0,71.1496240148278,90.2892017166325,1475.7620157381,4.08529858763812,-0.846920540530395,0.0024342715796308,5.966576244513051
27,35.5458977497044,12,0.738783943030303,0.365822024054871,132.168784606408,2.28778436108732,3.91298131770877,5.81422550446923,3.87884960756297,1.39910431997376,5.82884265196669,8.85511757382679,97.62,8.83442083808097,-0.0400205241748473,4.1913238250467,-7.39607673438275,6.90862034714165,6.90862034714165,0.160441437304745,4.14373203889904,0.597745980582867,29,35.2828373131416,16.5489179547563,16.5372170559735,16.5475863892658,16.5152684859915,2.56491630173056,129.482121962493,12.2931862827469,23.9277006137632,30,0.249076397198711,5.81989796788405,4.53003161151775,2,-3.53686898850583,0,71.1360343246507,89.5423723786796,1582.740535245,4.12439239953326,-0.557693157892358,0.022642294773618,5.823908740944319
24,41.9977629994332,14,0.811127832258064,0.415021007931652,139.179647401832,2.16415475484113,3.91143260314946,5.81168987697103,3.87716169143959,1.59998700224429,5.8262001950927,7.35198827037743,100.42,9.83206237042497,-0.0036709537383116,4.19067210392934,-5.62586286518762,5.99006889872868,5.99006889872868,0.240635370393068,4.14250881671505,0.714135501585056,24,39.9869366041668,18.2454847656791,18.0934044688892,18.2674600333632,18.0958800791641,2.60073645487278,129.482121962493,9.88326559411843,19.1408618854733,30,0.263562743484227,8.6570327940486,4.99308645682862,3,-3.27276001820555,0,67.2427718749664,84.5978235080264,1412.02972244613,4.11882670040448,-0.531866419690008,0.0990160831222422,5.425968732272281
25,41.7605971295617,14,0.811127832258064,0.493363805386412,139.179647401832,2.18293741991066,3.91226062707898,5.81372127447898,3.87768092659315,1.96369805630671,5.82794450457889,8.15177738351886,100.42,10.4343818635902,-0.0134200586594899,4.19157943667402,-6.12744301647043,6.15499240648988,6.15499240648988,0.302665969852909,4.14359083042212,0.800787626285805,24,44.2701113442958,19.0822755254156,18.9090385804623,19.0441154802254,18.8538464789763,2.4818838003571,129.482121962493,15.9148481239135,23.818404321701,30,0.258407212732088,5.8170820654948,5.29209002793547,3,-3.31225705606124,0,71.1367453639719,90.0373894654077,1570.78869258089,4.16440594288959,-0.685114561532775,0.0238554153781159,6.356547323513813
20,21.7636131766772,9,0.7521839904,0.229402076504107,143.910070138238,1.78567789193783,3.90873824334041,5.80142461922543,3.87473798758201,1.1026466745237,5.81474632169287,4.34907803619546,113.0,9.71557307154095,-0.109050269000855,4.18532416580035,-3.61224470306558,5.33661567240373,5.33661567240373,0.108680681618639,4.13660229475459,0.69820792097245,26,23.345766550117,11.3430897217803,11.5840650557958,11.5173088644948,11.7358047688198,2.3009611220855,176.566529948855,10.8215780495218,16.6347024817559,23,0.366425816616326,5.81370843468643,2.07922586341487,2,-1.70235158472863,0,56.1499578132839,68.4722069738911,1424.7477327232,4.16465804095028,-1.16715775207707,0.0594816239622975,5.812479279163537
27,37.2370994123515,12,0.740322333939394,0.383485639153487,121.168896718802,2.25175593983279,3.91331297735385,5.81468607146613,3.87931500342817,1.40477319933804,5.82929552795401,7.66023342504342,88.39,7.59658665882848,-0.0113158505944252,4.19170726429791,-7.21030985081358,6.87409478353283,6.87409478353283,0.230988315883932,4.14411439904366,0.721745566322016,28,37.9754678822747,17.9738332408236,17.8642940459878,17.9537625423704,17.8227240178197,2.58453279090425,129.482121962493,15.6251406842754,23.5685129469872,30,0.250314743306581,5.82068937687649,4.50971654221797,2,-3.36983578806242,0,69.7952153209065,88.6182868945456,1482.81651855312,4.10809557397388,-0.801200634121322,-0.157050362282128,6.251811972993799
29,38.0846616003862,12,0.738622408484848,0.444376720161993,121.168896718802,2.5072547728156,3.91632726163994,5.82206328013969,3.88282542754443,1.7120780298866,5.83667318883624,8.34195954707473,88.39,9.96756085512474,-0.0116920376289829,4.19277858575753,-7.70909725422475,7.68185337438849,7.68185337438849,0.22923199948992,4.14562575010977,0.698527554034326,27,38.6795119265903,17.7784170222351,17.6951840363821,17.7591626769901,17.6529492214331,2.62910008194628,117.711019965903,16.8255842562491,29.4879301780689,30,0.229465125852741,5.8349350200327,4.41858171996341,2,-4.02070797240433,0,75.0406615595864,95.8549049355222,1655.06307096715,4.13131901165809,-0.757350497406337,-0.12583869381538,5.935542010773082
28,36.5063280031428,12,0.738622408484848,0.410584826694162,121.168896718802,2.28373098819587,3.91485888433282,5.8189058655347,3.88101492373067,1.63066131923537,5.83349753397915,8.12644366813141,88.39,8.59658297455426,-0.0113710091732013,4.19192157487168,-7.18218516585425,6.90142878594206,6.90142878594206,0.208722549309333,4.1444796923087,0.669308669312887,27,37.0555810890353,17.5238915437832,17.450366496317,17.5083907024049,17.4095151725931,2.62408101745042,117.711019965903,11.0345493598054,25.3488202048238,30,0.255451991429809,5.82709023360949,4.54924412916589,2,-3.54862295533175,0,71.1496240148278,90.2892017166324,1477.55467285016,4.09355420918323,-0.708437302410183,-0.0100928576790426,5.943095148663527
24,39.6962107505172,14,0.811127832258064,0.428898886838347,150.179535289438,2.22771453992356,3.91166280178827,5.81249834963518,3.87693161657985,1.57113128348494,5.82672702856492,10.0833741306593,109.65,11.0189319519448,-0.045013038079507,4.19112686793798,-6.16923204061377,6.47124177322363,6.47124177322363,0.253879869772228,4.14311114104298,0.758293017279252,26,41.3056018364543,17.7321193647717,17.6492713716902,17.7388823409214,17.638175479809,2.42902517875646,129.482121962493,18.3831991937818,24.3618784178455,30,0.245972874672631,5.8152256895952,5.04376541194867,3,-3.25288207888954,0,72.4756301669946,90.9028398954972,1681.10460441205,4.1795537594324,-0.324533447224022,0.189197589320214,6.022276394711152
28,38.2271668225269,12,0.738783943030303,0.426334281845449,132.168784606408,2.29959604240033,3.91283321473811,5.81376255024189,3.87870650831822,1.70798595767592,5.82834984313131,8.72216792695505,97.62,8.07790102981183,-0.0400205241748473,4.19130682399476,-7.36952184433927,6.89129647826457,6.89129647826457,0.206409339980276,4.14369101342155,0.678175015091048,28,39.1592543920076,18.3741934959418,18.2388163135135,18.3554566544148,18.1995356506284,2.53630921484143,129.482121962493,14.8648610239073,24.1044650504386,30,0.269045447960552,5.81944305541885,4.5449869228343,2,-3.30646406572644,0,71.1348002786801,89.5298817250158,1552.59139924763,4.12314992980346,-0.373177549958249,-0.0058918094337417,6.356547323513813
25,42.8481877743363,14,0.810955876129032,0.486765743671846,150.179535289438,2.25837349510437,3.91151417376839,5.81203003505121,3.87678744836089,1.94427977742026,5.82623081857974,9.20553251368195,109.65,10.2470663765994,-0.0450130380795069,4.19110977982313,-6.09183542641907,6.56294028375128,6.56294028375128,0.263942793197053,4.14306984078016,0.780256424981081,25,45.7174966781375,19.5464869060947,19.3449549676565,19.5080372047723,19.2903747874833,2.40133677719462,129.482121962493,15.7831101057153,24.5376862159065,30,0.27382646682741,5.81473732243199,5.18812859045573,3,-3.07637192347701,0,72.4744138234697,90.890347967881,1649.18001755467,4.17851573596387,-0.279643870416475,0.122821638858932,5.421360790031928
26,43.0308388101597,14,0.810955876129032,0.435585765572499,139.179647401832,2.16043821835584,3.91255475639987,5.81420472786427,3.878279801459,1.83375916630915,5.82841288369521,8.36434590591849,100.42,11.5030461336304,-0.013606867032665,4.19206165269903,-9.77761612277427,6.08413503579686,6.08413503579686,0.257211891264726,4.14408832899401,0.81484168296627,24,45.1658773089152,17.9940987967939,17.8736287627094,17.9555055732682,17.8137852825485,2.53058982799775,188.337631945445,16.6271378519725,21.2720427907443,30,0.23175441078136,5.81916688077822,2.93255356009044,3,-3.43582439082927,0,68.5974001757568,86.536401471112,1762.51152080808,4.27237842158955,-0.994304310535198,0.235354470618981,6.920818753952375
24,42.5041751958487,14,0.811127832258064,0.465112827683648,139.179647401832,2.16993348096179,3.91127701394025,5.81107269056886,3.87676548273325,1.74730997399231,5.82549538266317,9.49115309123321,100.42,10.7082796117392,-0.0088119108847452,4.19110436959088,-12.8361442843363,6.38210842523172,6.38210842523172,0.315130201489649,4.14295901613733,0.813927541890468,25,42.4147931147975,17.8978293702435,17.8022161265187,18.0366089876225,17.9231255874072,2.50646036553129,141.253223959084,16.5109774049833,21.5329293604912,30,0.243427867072457,5.81526959072517,4.20075226610077,3,-3.28718868435734,0,69.7827844708525,87.9994826436648,1577.2328267524,4.17103243565029,-0.957105259246494,-0.0091747688557591,5.85078088734462
24,42.3500941547334,14,0.812748848387097,0.48109286878741,139.179647401832,2.29100209827345,3.91280052876981,5.81495574255268,3.87837353293095,1.77639428636089,5.82933762965224,9.48510529163662,100.42,10.9945944257752,-0.0092288235237721,4.19136461809068,-5.69678701192433,6.58016901544188,6.58016901544188,0.333905370562394,4.14340938313407,0.809103853904153,25,42.5021979110262,18.5429871180933,18.4170956940243,18.4859725728318,18.3379458499938,2.50041315477113,117.711019965903,15.3532567783104,25.882565868336,30,0.24322363180195,5.8199099626273,4.76229039998574,3,-3.40468563773826,0,72.4895653309291,91.6731276765579,1574.51839055569,4.14255866391461,-0.604535014825279,0.172949798260038,5.7121982700697735
24,45.5495771074928,14,0.812748848387097,0.464470171619617,139.179647401832,2.29100209827344,3.91322867771844,5.81477603843681,3.87951168065576,1.70126929559453,5.82946989391334,8.90895864983687,100.42,10.6664938984841,-0.000132450001479,4.19106977957658,-5.7017650654902,6.58016901544185,6.58016901544185,0.290639180355172,4.14321369579669,0.707606963585552,25,42.7628137907414,18.5615425544948,18.4406504344344,18.5157282440685,18.3730114575158,2.62757750605637,117.711019965903,13.1477848008511,25.882565868336,30,0.2602078004958,5.83148923923832,4.73992272326493,3,-4.06062645184982,0,72.4895653309291,91.6731276765579,1569.96426157508,4.12679996320704,-0.876646386132782,-0.0660640228552205,7.522878745280337
29,36.698295010325,12,0.739058835151515,0.368063734938441,121.168896718802,2.19622708522731,3.91386609282828,5.81591194639853,3.88018376033502,1.61051048344695,5.8305123076314,8.75144024113833,88.39,9.49322232097807,-0.0114816370089501,4.19225339014175,-5.42935716935368,6.48232737555914,6.48232737555914,0.194075572529255,4.14470506234312,0.710678589907494,27,38.2889805601597,15.9365480895041,15.9452268718375,15.9208506039877,15.906595625135,2.66476654093217,188.337631945445,14.3015090399264,20.8574393517653,30,0.229723505549153,5.82336759723833,2.82535807138285,2,-3.66454476777721,0,67.2565201751564,85.1759339543875,1665.81891209325,4.22192912527636,-1.13430737942537,0.228387363942031,5.785156151952302
31,30.2152133352745,13,0.697954366060606,0.295984577645764,104.383367170671,1.87512577946438,3.92135271197067,5.80665807580147,3.8918086404652,1.2427427315711,5.81665556337621,8.86726972478489,75.5,9.16531861141798,0.0111213886420835,4.19643830761435,-8.3115560354248,5.63359952238012,5.63359952238012,0.166598470757169,4.15260108681175,0.61704266327411,30,30.6735947807124,14.4443760498602,14.5296244163024,14.6552865685578,14.725701002894,2.76721157763835,164.795427952264,16.4962016556252,16.0959280798396,30,0.234250144631437,5.8725256978136,4.74868586765441,1,-3.61531019624944,0,64.5495507196609,81.4648077080074,1404.18346733193,4.10281563924356,-1.19479169565619,0.0375101967729288,4.522878745280337
31,32.8241555194821,13,0.699155518181818,0.266455594139473,104.383367170671,1.88574475353457,3.92075775410443,5.80579647259438,3.89071711717671,1.13376108995536,5.81544467303677,5.36382140110664,75.5,7.56227494299381,0.0094131433405839,4.19651669413731,-8.28044557341206,5.68226078175749,5.68226078175749,0.135565896942126,4.1526245719876,0.481907428912043,30,32.3946730183775,15.7330923736923,15.7374954407643,15.9010016145129,15.8855238196685,2.70031327557591,164.795427952264,10.065399806583,16.291052840265,30,0.24954369709781,5.81928360953401,4.79764212284348,1,-3.38713654481901,0,64.5475552652964,81.5022889120274,1387.31904546939,4.11288451008477,-1.05559118465285,0.09965749439448,5.094743951251549
31,32.8814519510434,13,0.697617127272727,0.271935043105901,104.383367170671,1.88575434173077,3.92175270782508,5.80727507478918,3.89228966914665,1.12957750130093,5.81726102049671,5.56808774783469,75.5,7.54524652898872,0.0108699083137828,4.19650636815148,-8.30925009502607,5.68900085954173,5.68900085954173,0.136068983041936,4.15270421300818,0.483029490368246,30,32.3333489431159,15.716757822231,15.7229548180793,15.8955123934335,15.8791551029993,2.76458292945183,153.024325955674,9.91536698032609,18.5081955141376,30,0.248214584552478,5.86301766589886,4.77551862619583,1,-3.84706641553122,0,65.9019078039961,83.5685156918707,1385.01336985689,4.08991226857814,-1.02114913833309,0.0250278026188042,5.13430394008393
21,17.8812448771448,9,0.7521839904,0.109184855775123,110.910406475419,1.70402406199931,3.90828691256117,5.80060769706017,3.87449969978489,0.698202149223211,5.81425414211818,3.45141190111741,85.31,5.3836326114122,0.0136354739696728,4.18553280533522,-3.17642718770733,4.81201756306983,4.81201756306983,0.0446979706180619,4.13662176535031,0.257058565316147,21,18.9858659526258,8.80012565728102,9.20119510273886,8.91829537801088,9.29502355514037,2.34632507257102,153.024325955674,6.91824830478987,13.3833455666786,23,0.378586146114951,5.81082085731909,2.07250369395288,2,-1.82430117674632,0,50.7559608878402,62.9861419000076,1070.39861981929,4.04618611211915,-1.17310696669855,0.192804653319686,5.563837352959244
