RDF010e,HATS5s,SPP,alvo
8.87553763658639,1.64072224555709,0.757699996232987,5.042871802323187
8.89112735879982,1.48568544787985,0.75900000333786,4.9503943874050265
10.4632411143049,1.06249047937363,0.648299992084503,5.568636235841013
10.4863238031444,1.05501087749472,0.803199976682663,5.522878745280337
10.0716757479758,1.16782908523052,0.603300005197525,5.701146923590294
9.1726604003544,2.47181689095547,0.603300005197525,5.235077015350112
9.16902939595886,1.77321214498157,0.603300005197525,6.769551078621726
9.17280444663139,1.34120758519552,0.603300005197525,5.723538195826756
9.14980687862066,1.80591969648831,0.603300005197525,7.221848749616356
9.18052732018645,1.36823580297148,0.603300005197525,5.809668301829708
8.70773644861782,1.8250306205496,0.603300005197525,6.4089353929735005
10.3035007989291,1.22463814053861,0.603300005197525,5.703334809738469
7.7942690633088,1.56613905419677,0.760300010442734,5.671620396561262
10.0942883877401,1.22746902225073,0.743400007486344,4.997402019280091
8.23622314306426,1.86090089198465,0.980900019407273,4.861697301833718
7.77892910344496,1.53919767290834,0.75900000333786,5.85078088734462
10.0779165249586,1.1546412604039,0.588500007987023,6.086186147616283
8.21309572875639,1.7987209216074,0.980900019407273,6.366531544420414
10.1091771029972,0.892755280978061,0.73989999294281,5.4156687756324695
8.04059918024067,1.43055490657142,0.713899999856949,5.966576244513051
8.50210929079224,1.72738505247849,0.980900019407273,5.823908740944319
9.60673026623715,1.26620300823395,0.603300005197525,5.425968732272281
9.61449238092394,1.55071066934387,0.712500005960465,6.356547323513813
10.8351907097438,1.08913132594653,0.739799991250038,5.812479279163537
8.48676642355758,1.33243215975903,0.712500005960465,6.251811972993799
8.04496375299409,1.68139848205098,0.712599992752075,5.935542010773082
8.05598696698622,1.46192814855781,0.715200006961823,5.943095148663527
9.61446307317375,1.78184835071149,0.980900019407273,6.022276394711152
8.48678251120547,1.62546473291369,0.980900019407273,6.356547323513813
9.60675943237908,1.76143882436759,0.980900019407273,5.421360790031928
11.4712032416028,1.01677192898718,0.603300005197525,6.920818753952375
10.0641667399527,1.21683220335167,0.713899999856949,5.85078088734462
9.15721381891861,2.47594718365187,0.713899999856949,5.7121982700697735
9.13405212983595,1.84939076976415,0.713899999856949,7.522878745280337
10.3362289203005,0.973792896042933,0.544500008225441,5.785156151952302
9.43645643909473,0.964228446641123,0.547599986195564,4.522878745280337
9.43606685200636,1.03876092910879,0.54619999229908,5.094743951251549
8.98654033626521,1.15182193995165,0.54619999229908,5.13430394008393
10.0484288109945,1.08811607758424,0.588700011372566,5.563837352959244
8.95932196559433,1.19017338052901,0.544500008225441,5.935542010773082
8.0525904369733,2.30312458115772,0.544699996709824,6.346787486224656
8.04143556963928,1.34121837646924,0.546000003814697,4.633017024022149
8.95165424313572,1.30888880956334,0.713899999856949,5.739928612014925
8.05263262540619,2.39743294092481,0.713899999856949,5.790484985457369
8.04053491224847,1.50747444098999,0.713899999856949,6.180456064458132
7.58771476368637,1.85752837690686,0.713899999856949,4.522878745280337
9.17585634843944,1.32918353604298,0.713899999856949,5.554395796726403
8.49432549222475,1.2872875947291,0.713899999856949,5.7447274948966935
8.50208793792115,1.56000821905643,0.713899999856949,4.897223385116559
10.5669711030185,0.924890856916657,0.54619999229908,5.150580586203101
8.04490248941686,1.40884074470371,0.544500008225441,6.045757490560675
8.02185952883562,1.68956827668223,0.544600009918213,5.939302159646388
9.62206385421037,1.44721832383814,0.712500005960465,5.563837352959244
9.15726361846884,1.79335705200551,0.712599992752075,6.958607314841775
9.1802619813268,1.55836876724182,0.715200006961823,6.3872161432802645
9.17253889016088,1.53161968088571,0.713899999856949,6.096910013008056
8.02947086339704,1.83932449067804,0.713899999856949,7.397940008672037
8.04462357588927,1.54712819547349,0.713899999856949,5.543633966870957
9.14155360814239,1.41492156009989,0.713899999856949,5.892790030352131
8.49443194392566,1.53200659594883,0.713899999856949,5.795880017344075
9.86287047323411,0.903619035277024,0.54619999229908,5.197226274708024
9.87829712063152,1.19188856147603,0.715299993753433,4.522878745280337
9.88575603321004,1.17253168667488,0.715299993753433,5.769551078621726
9.4439541510324,1.34988691517452,0.717999994754791,4.522878745280337
9.43623124924113,1.32492623949931,0.716699987649918,4.522878745280337
10.2725060398351,1.26761735861748,0.713899999856949,5.935542010773082
9.61433337802434,1.58005696237196,0.713899999856949,6.251811972993799
9.57570086589996,1.48269442422796,0.713899999856949,5.756961951313706
9.1494878226238,1.83321403131226,0.713899999856949,8.0
8.05252351086917,1.75704335286903,0.713899999856949,6.259637310505756
8.04500222417983,1.27846017403101,0.544500008225441,6.050609993355088
7.58776579754667,1.67422755915347,0.544600009918213,5.889410289700751
9.17586161366263,1.14839038191157,0.544500008225441,6.008773924307505
8.486759615166,1.06161707848992,0.544500008225441,6.309803919971486
8.50213859854243,1.44226626779392,0.712500005960465,5.966576244513051
10.3351528560365,0.911312447234459,0.54619999229908,4.522878745280337
9.45158002941931,1.39341039724696,0.546299993991852,5.100179497572904
9.164821669991,1.74237538758352,0.715200006961823,7.221848749616356
8.05262360779459,1.59065355721666,0.715200006961823,6.337242168318426
8.04490087679177,1.60999928548574,0.713899999856949,5.609064892896621
8.51743285411144,1.65466107476778,0.980900019407273,5.987162775294828
