RDF010e,HATS5s,SPP,alvo
8.83207852704379,1.97616608170271,0.545899987220764,6.431798275933005
7.77897995722468,1.46111102146797,0.588500007987023,6.468521082957745
7.32945344148866,1.66118148122098,0.588500007987023,5.388276691992658
8.90988474211068,1.27210744624444,0.588500007987023,5.6439741428068775
8.22073734821085,1.25532288133006,0.588500007987023,6.1249387366083
8.24378084708121,1.56266352128167,0.757600009441376,5.681936665037238
8.49434852611538,1.67722215147108,0.980900019407273,5.882728704344236
10.3515048068288,1.12546682515637,0.713899999856949,6.7447274948966935
9.79026420354714,1.13292362652433,0.648299992084503,5.943095148663527
8.90656747698546,1.42024189878049,0.648400008678436,6.036212172654444
9.33298098590128,1.16407403245561,0.648299992084503,5.300162274132754
8.89917199459126,1.28336572100264,0.648400008678436,5.896196279044043
8.22078955200051,1.42327278138551,0.757600009441376,5.152427340857888
7.77888756913218,1.72171551178734,0.757699996232987,5.079876673709276
10.5329937103852,1.17866927685328,0.716699987649918,5.634512015109101
9.87789255164165,1.38781923929688,0.980900019407273,4.522878745280337
9.90105293674964,1.29992402983406,0.980900019407273,4.672028376376989
8.69329969863918,1.27401611191412,0.588500007987023,6.070581074285707
7.79076880952027,1.32219752566227,0.591199994087219,5.139063379299906
7.78661356542135,2.04131424140399,0.588600009679795,6.337242168318426
7.77932188030231,1.48746316408746,0.589900001883507,6.1938200260161125
7.77120943687044,1.43096221121181,0.588500007987023,5.91721462968355
7.76354492137139,1.64575838683036,0.588500007987023,5.531652669587842
11.7128508810959,0.656540360899033,0.546399995684624,4.522878745280337
11.7197220434659,0.842911455685103,0.54619999229908,4.522878745280337
11.7663116524974,0.873019365983657,0.73989999294281,5.023650020996727
10.9901155418661,0.892082094509395,0.605999976396561,5.133122185662502
10.5485943910855,1.10983334628284,0.606099992990494,4.799149501908922
10.5329253520438,1.02923221441146,0.605999976396561,5.350665141287858
10.9828784913964,1.17772516516676,0.715399980545044,5.367542707815276
10.96686426735,1.11145639460061,0.715299993753433,5.521433504406157
10.5177184227979,1.32297918355856,0.715399980545044,5.681936665037238
8.8755823778746,1.18630528517064,0.648299992084503,5.36251027048749
9.31738741566507,1.13154154594564,0.648299992084503,5.333482019445119
9.32514953035186,1.49242022103071,0.757699996232987,5.281498311132726
9.32501109273799,1.36821899836843,0.757600009441376,5.958607314841775
